町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,389023,358277,382318,740595
旭丘,4943,3654,3685,7339
旭丘１丁目,3401,2484,2435,4919
旭丘２丁目,1542,1170,1250,2420
小竹町,5807,4555,5022,9577
小竹町１丁目,3137,2502,2688,5190
小竹町２丁目,2670,2053,2334,4387
栄町,2663,1941,2208,4149
羽沢,3896,3270,3441,6711
羽沢１丁目,928,675,698,1373
羽沢２丁目,1965,1649,1775,3424
羽沢３丁目,1003,946,968,1914
豊玉上,4531,3133,3492,6625
豊玉上１丁目,1519,1108,1185,2293
豊玉上２丁目,3012,2025,2307,4332
豊玉中,6371,5444,5459,10903
豊玉中１丁目,1458,1264,1240,2504
豊玉中２丁目,2068,1720,1645,3365
豊玉中３丁目,1980,1518,1565,3083
豊玉中４丁目,865,942,1009,1951
豊玉南,4601,4374,4435,8809
豊玉南１丁目,1231,1093,1168,2261
豊玉南２丁目,1136,994,1047,2041
豊玉南３丁目,2234,2287,2220,4507
豊玉北,12792,9391,10105,19496
豊玉北１丁目,1681,1195,1408,2603
豊玉北２丁目,1579,1204,1272,2476
豊玉北３丁目,2264,1584,1690,3274
豊玉北４丁目,2744,2020,2078,4098
豊玉北５丁目,2691,1870,2013,3883
豊玉北６丁目,1833,1518,1644,3162
中村,5111,4694,5189,9883
中村１丁目,1221,1151,1253,2404
中村２丁目,1672,1636,1783,3419
中村３丁目,2218,1907,2153,4060
中村南,5892,5429,5668,11097
中村南１丁目,2121,2151,2122,4273
中村南２丁目,2235,1847,1961,3808
中村南３丁目,1536,1431,1585,3016
中村北,7018,5436,6180,11616
中村北１丁目,2203,1752,1928,3680
中村北２丁目,1697,1485,1549,3034
中村北３丁目,1361,936,1098,2034
中村北４丁目,1757,1263,1605,2868
桜台,14642,12325,13147,25472
桜台１丁目,3397,2453,2702,5155
桜台２丁目,2657,2252,2390,4642
桜台３丁目,2546,2216,2453,4669
桜台４丁目,2218,1682,1804,3486
桜台５丁目,2044,1968,1955,3923
桜台６丁目,1780,1754,1843,3597
練馬,9301,7049,7608,14657
練馬１丁目,2860,2101,2166,4267
練馬２丁目,1783,1436,1549,2985
練馬３丁目,2387,1723,1843,3566
練馬４丁目,2271,1789,2050,3839
向山,5908,5418,5566,10984
向山１丁目,1121,866,893,1759
向山２丁目,1341,1280,1255,2535
向山３丁目,1289,1180,1285,2465
向山４丁目,2157,2092,2133,4225
貫井,11903,10043,11008,21051
貫井１丁目,2749,2342,2713,5055
貫井２丁目,2492,2004,2135,4139
貫井３丁目,2977,2311,2693,5004
貫井４丁目,2244,2080,2229,4309
貫井５丁目,1441,1306,1238,2544
錦,3278,3120,3181,6301
錦１丁目,1947,1804,1859,3663
錦２丁目,1331,1316,1322,2638
氷川台,7408,6519,7142,13661
氷川台１丁目,124,101,124,225
氷川台２丁目,1425,1486,1516,3002
氷川台３丁目,2979,2448,2717,5165
氷川台４丁目,2880,2484,2785,5269
平和台,7000,6832,7040,13872
平和台１丁目,1700,1771,1719,3490
平和台２丁目,1635,1477,1577,3054
平和台３丁目,2088,2151,2226,4377
平和台４丁目,1577,1433,1518,2951
早宮,9849,9244,10067,19311
早宮１丁目,3132,2801,3033,5834
早宮２丁目,2205,1975,2189,4164
早宮３丁目,2373,2358,2537,4895
早宮４丁目,2139,2110,2308,4418
春日町,13724,12707,13916,26623
春日町１丁目,2369,2269,2418,4687
春日町２丁目,2418,2242,2388,4630
春日町３丁目,2298,1973,2248,4221
春日町４丁目,2264,2150,2270,4420
春日町５丁目,2277,2097,2370,4467
春日町６丁目,2098,1976,2222,4198
高松,8581,8835,9153,17988
高松１丁目,1506,1426,1540,2966
高松２丁目,1261,1234,1340,2574
高松３丁目,1308,1532,1643,3175
高松４丁目,1623,1732,1728,3460
高松５丁目,1421,1354,1386,2740
高松６丁目,1462,1557,1516,3073
北町,15958,13578,13703,27281
北町１丁目,3070,2416,2532,4948
北町２丁目,3422,3151,3334,6485
北町３丁目,1899,1600,1720,3320
北町４丁目,766,689,77,766
北町５丁目,1345,1198,1224,2422
北町６丁目,1628,1289,1443,2732
北町７丁目,1638,1411,1483,2894
北町８丁目,2190,1824,1890,3714
田柄,13909,14080,14659,28739
田柄１丁目,2473,2397,2538,4935
田柄２丁目,3824,3431,3631,7062
