町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
田柄３丁目,2450,2709,2700,5409
田柄４丁目,3234,3577,3685,7262
田柄５丁目,1928,1966,2105,4071
光が丘,12730,12119,14141,26260
光が丘１丁目,1558,1143,1382,2525
光が丘２丁目,2566,2281,2884,5165
光が丘３丁目,3962,4157,4585,8742
光が丘４丁目,0,0,0,0
光が丘５丁目,1602,1400,1783,3183
光が丘６丁目,472,452,559,1011
光が丘７丁目,2570,2686,2948,5634
旭町,7000,6493,6545,13038
旭町１丁目,1954,2088,2171,4259
旭町２丁目,2637,2290,2290,4580
旭町３丁目,2409,2115,2084,4199
土支田,6413,7128,7249,14377
土支田１丁目,1667,1768,1861,3629
土支田２丁目,1435,1572,1594,3166
土支田３丁目,1830,2101,2119,4220
土支田４丁目,1481,1687,1675,3362
富士見台,8050,7565,7990,15555
富士見台１丁目,1545,1501,1605,3106
富士見台２丁目,2337,2024,2111,4135
富士見台３丁目,2292,2048,2198,4246
富士見台４丁目,1876,1992,2076,4068
南田中,6454,6021,6269,12290
南田中１丁目,1245,1234,1263,2497
南田中２丁目,931,916,914,1830
南田中３丁目,1414,1229,1333,2562
南田中４丁目,1535,1579,1536,3115
南田中５丁目,1329,1063,1223,2286
高野台,7743,7274,8110,15384
高野台１丁目,1826,1572,1917,3489
高野台２丁目,1658,1626,1739,3365
高野台３丁目,1530,1392,1501,2893
高野台４丁目,1296,1233,1371,2604
高野台５丁目,1433,1451,1582,3033
谷原,5950,6616,6835,13451
谷原１丁目,1008,1081,1089,2170
谷原２丁目,868,845,920,1765
谷原３丁目,859,1011,1066,2077
谷原４丁目,790,978,969,1947
谷原５丁目,1406,1572,1658,3230
谷原６丁目,1019,1129,1133,2262
三原台,4342,4668,4770,9438
三原台１丁目,1951,2074,2084,4158
三原台２丁目,932,1072,1070,2142
三原台３丁目,1459,1522,1616,3138
石神井町,15187,13368,14801,28169
石神井町１丁目,1825,1427,1713,3140
石神井町２丁目,2529,2185,2560,4745
石神井町３丁目,1991,1562,1739,3301
石神井町４丁目,1787,1645,1785,3430
石神井町５丁目,991,840,911,1751
石神井町６丁目,1667,1514,1633,3147
石神井町７丁目,2156,2038,2164,4202
石神井町８丁目,2241,2157,2296,4453
石神井台,15058,14859,15914,30773
石神井台１丁目,748,794,844,1638
石神井台２丁目,2213,2264,2378,4642
石神井台３丁目,2770,2617,2780,5397
石神井台４丁目,2237,2151,2457,4608
石神井台５丁目,1756,1925,2011,3936
石神井台６丁目,1379,1440,1544,2984
石神井台７丁目,2189,1794,1907,3701
石神井台８丁目,1766,1874,1993,3867
下石神井,8953,8916,9176,18092
下石神井１丁目,1291,1360,1372,2732
下石神井２丁目,1605,1624,1711,3335
下石神井３丁目,1141,1187,1225,2412
下石神井４丁目,1965,1710,1752,3462
下石神井５丁目,1323,1291,1339,2630
下石神井６丁目,1628,1744,1777,3521
東大泉,18490,16653,18771,35424
東大泉１丁目,2540,2199,2646,4845
東大泉２丁目,3052,3031,3301,6332
東大泉３丁目,2681,2236,2621,4857
東大泉４丁目,1708,1388,1528,2916
東大泉５丁目,2186,1891,2218,4109
東大泉６丁目,3434,2990,3440,6430
東大泉７丁目,2889,2918,3017,5935
西大泉町,15,13,20,33
西大泉,10079,10746,11262,22008
西大泉１丁目,1955,1991,2058,4049
西大泉２丁目,1284,1393,1489,2882
西大泉３丁目,1778,1822,1949,3771
西大泉４丁目,1565,1832,1909,3741
西大泉５丁目,2201,2287,2437,4724
西大泉６丁目,1296,1421,1420,2841
南大泉,12820,13009,13838,26847
南大泉１丁目,2227,2318,2445,4763
南大泉２丁目,1957,2132,2242,4374
南大泉３丁目,2280,2348,2458,4806
南大泉４丁目,3145,3066,3212,6278
南大泉５丁目,2350,2233,2465,4698
南大泉６丁目,861,912,1016,1928
大泉町,10100,10681,10976,21657
大泉町１丁目,2336,2601,2582,5183
大泉町２丁目,2189,2267,2344,4611
大泉町３丁目,1736,1823,1878,3701
大泉町４丁目,1673,1860,1903,3763
大泉町５丁目,1004,1009,1052,2061
大泉町６丁目,1162,1121,1217,2338
大泉学園町,15785,16525,17484,34009
大泉学園町１丁目,1442,1489,1621,3110
大泉学園町２丁目,1967,1929,2009,3938
大泉学園町３丁目,1369,1615,1610,3225
大泉学園町４丁目,1906,2045,2170,4215
大泉学園町５丁目,2189,2299,2477,4776
大泉学園町６丁目,2315,2483,2671,5154
大泉学園町７丁目,2373,2380,2566,4946
大泉学園町８丁目,2158,2247,2332,4579
大泉学園町９丁目,66,38,28,66
関町北,11981,10511,11518,22029
関町北１丁目,2236,1694,1896,3590
関町北２丁目,2913,2186,2532,4718
関町北３丁目,2187,2009,2109,4118
関町北４丁目,2192,1997,2200,4197
関町北５丁目,2453,2625,2781,5406
関町南,9270,8894,9630,18524
関町南１丁目,1329,1136,1305,2441
関町南２丁目,2194,2079,2195,4274
関町南３丁目,2082,2089,2164,4253
関町南４丁目,3665,3590,3966,7556
上石神井南町,1131,1077,1138,2215
立野町,2444,2534,2728,5262
上石神井,10807,8880,9421,18301
上石神井１丁目,3524,2657,2785,5442
上石神井２丁目,2520,2070,2299,4369
上石神井３丁目,2022,1806,1869,3675
上石神井４丁目,2741,2347,2468,4815
関町東,3135,2656,2658,5314
関町東１丁目,2091,1893,1884,3777
関町東２丁目,1044,763,774,1537
