町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,381830,357736,380622,738358
旭丘,4876,3669,3660,7329
旭丘１丁目,3356,2501,2402,4903
旭丘２丁目,1520,1168,1258,2426
小竹町,5662,4504,4973,9477
小竹町１丁目,3111,2488,2672,5160
小竹町２丁目,2551,2016,2301,4317
栄町,2591,1934,2177,4111
羽沢,3819,3197,3368,6565
羽沢１丁目,906,661,689,1350
羽沢２丁目,1922,1594,1726,3320
羽沢３丁目,991,942,953,1895
豊玉上,4373,3019,3481,6500
豊玉上１丁目,1528,1137,1208,2345
豊玉上２丁目,2845,1882,2273,4155
豊玉中,6084,5354,5322,10676
豊玉中１丁目,1358,1227,1179,2406
豊玉中２丁目,1948,1678,1577,3255
豊玉中３丁目,1919,1502,1562,3064
豊玉中４丁目,859,947,1004,1951
豊玉南,4448,4254,4323,8577
豊玉南１丁目,1234,1125,1176,2301
豊玉南２丁目,1105,973,1027,2000
豊玉南３丁目,2109,2156,2120,4276
豊玉北,12633,9359,10168,19527
豊玉北１丁目,1678,1207,1413,2620
豊玉北２丁目,1515,1169,1246,2415
豊玉北３丁目,2206,1580,1671,3251
豊玉北４丁目,2697,1978,2085,4063
豊玉北５丁目,2688,1882,2047,3929
豊玉北６丁目,1849,1543,1706,3249
中村,5056,4698,5219,9917
中村１丁目,1212,1160,1259,2419
中村２丁目,1621,1607,1748,3355
中村３丁目,2223,1931,2212,4143
中村南,5660,5345,5550,10895
中村南１丁目,2074,2107,2125,4232
中村南２丁目,2093,1805,1876,3681
中村南３丁目,1493,1433,1549,2982
中村北,6944,5487,6217,11704
中村北１丁目,2202,1795,1990,3785
中村北２丁目,1720,1522,1566,3088
中村北３丁目,1364,933,1128,2061
中村北４丁目,1658,1237,1533,2770
桜台,14472,12347,13240,25587
桜台１丁目,3306,2411,2654,5065
桜台２丁目,2698,2309,2477,4786
桜台３丁目,2520,2242,2464,4706
桜台４丁目,2163,1664,1813,3477
桜台５丁目,1999,1967,1959,3926
桜台６丁目,1786,1754,1873,3627
練馬,9218,7091,7559,14650
練馬１丁目,2806,2060,2183,4243
練馬２丁目,1788,1476,1491,2967
練馬３丁目,2395,1735,1859,3594
練馬４丁目,2229,1820,2026,3846
向山,5853,5435,5675,11110
向山１丁目,1091,863,886,1749
向山２丁目,1350,1289,1293,2582
向山３丁目,1291,1180,1295,2475
向山４丁目,2121,2103,2201,4304
貫井,11334,9658,10500,20158
貫井１丁目,2673,2332,2680,5012
貫井２丁目,2269,1758,1862,3620
貫井３丁目,2785,2243,2563,4806
貫井４丁目,2197,2062,2138,4200
貫井５丁目,1410,1263,1257,2520
錦,3168,3088,3132,6220
錦１丁目,1895,1779,1846,3625
錦２丁目,1273,1309,1286,2595
氷川台,7209,6561,7059,13620
氷川台１丁目,119,107,121,228
氷川台２丁目,1414,1484,1517,3001
氷川台３丁目,2924,2496,2698,5194
氷川台４丁目,2752,2474,2723,5197
平和台,6801,6848,6992,13840
平和台１丁目,1736,1792,1738,3530
平和台２丁目,1588,1471,1559,3030
平和台３丁目,2021,2180,2198,4378
平和台４丁目,1456,1405,1497,2902
早宮,9551,9231,9903,19134
早宮１丁目,3040,2808,3004,5812
早宮２丁目,2133,1980,2135,4115
早宮３丁目,2301,2300,2500,4800
早宮４丁目,2077,2143,2264,4407
春日町,13169,12537,13591,26128
春日町１丁目,2194,2137,2299,4436
春日町２丁目,2341,2277,2379,4656
春日町３丁目,2179,1906,2166,4072
春日町４丁目,2233,2152,2284,4436
春日町５丁目,2230,2153,2382,4535
春日町６丁目,1992,1912,2081,3993
高松,8409,8886,9228,18114
高松１丁目,1493,1469,1565,3034
高松２丁目,1239,1221,1339,2560
高松３丁目,1310,1601,1665,3266
高松４丁目,1566,1708,1774,3482
高松５丁目,1352,1329,1364,2693
高松６丁目,1449,1558,1521,3079
北町,15430,13303,13252,26555
北町１丁目,2831,2247,2381,4628
北町２丁目,3304,3060,3229,6289
北町３丁目,1708,1473,1603,3076
