町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
北町４丁目,906,844,62,906
北町５丁目,1335,1204,1222,2426
北町６丁目,1590,1243,1416,2659
北町７丁目,1563,1387,1430,2817
北町８丁目,2193,1845,1909,3754
田柄,13771,14242,14812,29054
田柄１丁目,2426,2411,2593,5004
田柄２丁目,3762,3430,3634,7064
田柄３丁目,2520,2857,2788,5645
田柄４丁目,3177,3588,3681,7269
田柄５丁目,1886,1956,2116,4072
光が丘,12744,12356,14348,26704
光が丘１丁目,1568,1154,1413,2567
光が丘２丁目,2553,2306,2901,5207
光が丘３丁目,3949,4226,4635,8861
光が丘４丁目,0,0,0,0
光が丘５丁目,1610,1452,1820,3272
光が丘６丁目,480,463,567,1030
光が丘７丁目,2584,2755,3012,5767
旭町,6843,6450,6446,12896
旭町１丁目,1932,2091,2156,4247
旭町２丁目,2515,2218,2210,4428
旭町３丁目,2396,2141,2080,4221
土支田,6275,7072,7200,14272
土支田１丁目,1607,1725,1824,3549
土支田２丁目,1367,1550,1566,3116
土支田３丁目,1817,2061,2124,4185
土支田４丁目,1484,1736,1686,3422
富士見台,7855,7585,7953,15538
富士見台１丁目,1519,1511,1623,3134
富士見台２丁目,2295,2043,2116,4159
富士見台３丁目,2195,2019,2160,4179
富士見台４丁目,1846,2012,2054,4066
南田中,6440,6102,6379,12481
南田中１丁目,1250,1253,1269,2522
南田中２丁目,920,919,924,1843
南田中３丁目,1426,1259,1402,2661
南田中４丁目,1510,1568,1550,3118
南田中５丁目,1334,1103,1234,2337
高野台,7572,7246,8140,15386
高野台１丁目,1792,1580,1905,3485
高野台２丁目,1596,1605,1736,3341
高野台３丁目,1471,1368,1496,2864
高野台４丁目,1300,1256,1405,2661
高野台５丁目,1413,1437,1598,3035
谷原,5847,6599,6786,13385
谷原１丁目,967,1067,1074,2141
谷原２丁目,835,869,900,1769
谷原３丁目,847,1000,1069,2069
谷原４丁目,797,982,988,1970
谷原５丁目,1392,1536,1612,3148
谷原６丁目,1009,1145,1143,2288
三原台,4272,4658,4734,9392
三原台１丁目,1931,2092,2085,4177
三原台２丁目,904,1050,1021,2071
三原台３丁目,1437,1516,1628,3144
石神井町,14918,13300,14596,27896
石神井町１丁目,1796,1419,1725,3144
石神井町２丁目,2404,2108,2417,4525
石神井町３丁目,1974,1576,1724,3300
石神井町４丁目,1748,1636,1793,3429
石神井町５丁目,958,835,883,1718
石神井町６丁目,1640,1524,1588,3112
石神井町７丁目,2165,2060,2185,4245
石神井町８丁目,2233,2142,2281,4423
石神井台,15023,15021,16055,31076
石神井台１丁目,718,790,840,1630
石神井台２丁目,2206,2311,2389,4700
石神井台３丁目,2721,2623,2765,5388
石神井台４丁目,2270,2217,2535,4752
石神井台５丁目,1770,1934,2003,3937
石神井台６丁目,1363,1434,1543,2977
石神井台７丁目,2212,1808,1971,3779
石神井台８丁目,1763,1904,2009,3913
下石神井,8845,8980,9230,18210
下石神井１丁目,1260,1343,1347,2690
下石神井２丁目,1566,1619,1716,3335
下石神井３丁目,1129,1186,1249,2435
下石神井４丁目,1958,1737,1780,3517
下石神井５丁目,1316,1329,1348,2677
下石神井６丁目,1616,1766,1790,3556
東大泉,18306,16572,18594,35166
東大泉１丁目,2468,2152,2557,4709
東大泉２丁目,3104,3061,3316,6377
東大泉３丁目,2642,2213,2580,4793
東大泉４丁目,1717,1423,1529,2952
東大泉５丁目,2111,1806,2141,3947
東大泉６丁目,3395,3006,3436,6442
東大泉７丁目,2869,2911,3035,5946
西大泉町,12,11,19,30
西大泉,9977,10768,11208,21976
西大泉１丁目,1931,2013,2024,4037
西大泉２丁目,1287,1400,1513,2913
西大泉３丁目,1745,1809,1911,3720
西大泉４丁目,1532,1795,1876,3671
西大泉５丁目,2215,2356,2477,4833
西大泉６丁目,1267,1395,1407,2802
南大泉,12681,13079,13912,26991
南大泉１丁目,2191,2318,2430,4748
南大泉２丁目,1929,2151,2266,4417
南大泉３丁目,2257,2350,2462,4812
南大泉４丁目,3106,3082,3207,6289
南大泉５丁目,2339,2245,2505,4750
南大泉６丁目,859,933,1042,1975
大泉町,10085,10889,11138,22027
大泉町１丁目,2334,2627,2646,5273
大泉町２丁目,2212,2323,2411,4734
大泉町３丁目,1755,1909,1928,3837
大泉町４丁目,1647,1889,1886,3775
大泉町５丁目,1009,1021,1066,2087
大泉町６丁目,1128,1120,1201,2321
大泉学園町,15730,16688,17539,34227
大泉学園町１丁目,1466,1515,1647,3162
大泉学園町２丁目,1958,1938,2002,3940
大泉学園町３丁目,1359,1623,1596,3219
大泉学園町４丁目,1911,2095,2213,4308
大泉学園町５丁目,2126,2325,2416,4741
大泉学園町６丁目,2314,2508,2703,5211
大泉学園町７丁目,2374,2385,2594,4979
大泉学園町８丁目,2151,2259,2337,4596
大泉学園町９丁目,71,40,31,71
関町北,11723,10438,11465,21903
関町北１丁目,2133,1650,1869,3519
関町北２丁目,2802,2140,2469,4609
関町北３丁目,2182,2012,2111,4123
関町北４丁目,2157,1991,2153,4144
関町北５丁目,2449,2645,2863,5508
関町南,9087,8937,9520,18457
関町南１丁目,1251,1160,1226,2386
関町南２丁目,2190,2086,2228,4314
関町南３丁目,2048,2102,2150,4252
関町南４丁目,3598,3589,3916,7505
上石神井南町,1103,1082,1122,2204
立野町,2432,2545,2765,5310
上石神井,10464,8719,9424,18143
上石神井１丁目,3453,2632,2831,5463
上石神井２丁目,2490,2104,2339,4443
上石神井３丁目,1922,1746,1845,3591
上石神井４丁目,2599,2237,2409,4646
関町東,3065,2592,2648,5240
関町東１丁目,2063,1838,1867,3705
関町東２丁目,1002,754,781,1535
