町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,385070,357907,381464,739371
旭丘,4907,3657,3659,7316
旭丘１丁目,3366,2480,2397,4877
旭丘２丁目,1541,1177,1262,2439
小竹町,5687,4498,4966,9464
小竹町１丁目,3120,2477,2678,5155
小竹町２丁目,2567,2021,2288,4309
栄町,2596,1925,2188,4113
羽沢,3839,3238,3372,6610
羽沢１丁目,918,665,698,1363
羽沢２丁目,1910,1606,1713,3319
羽沢３丁目,1011,967,961,1928
豊玉上,4453,3081,3505,6586
豊玉上１丁目,1545,1139,1211,2350
豊玉上２丁目,2908,1942,2294,4236
豊玉中,6169,5374,5377,10751
豊玉中１丁目,1362,1225,1181,2406
豊玉中２丁目,1987,1684,1599,3283
豊玉中３丁目,1953,1508,1571,3079
豊玉中４丁目,867,957,1026,1983
豊玉南,4493,4259,4291,8550
豊玉南１丁目,1240,1121,1167,2288
豊玉南２丁目,1133,983,1034,2017
豊玉南３丁目,2120,2155,2090,4245
豊玉北,12642,9334,10066,19400
豊玉北１丁目,1660,1196,1396,2592
豊玉北２丁目,1573,1213,1271,2484
豊玉北３丁目,2208,1570,1643,3213
豊玉北４丁目,2678,1971,2047,4018
豊玉北５丁目,2687,1866,2030,3896
豊玉北６丁目,1836,1518,1679,3197
中村,5074,4678,5190,9868
中村１丁目,1215,1153,1240,2393
中村２丁目,1630,1612,1761,3373
中村３丁目,2229,1913,2189,4102
中村南,5781,5398,5605,11003
中村南１丁目,2083,2131,2115,4246
中村南２丁目,2173,1833,1921,3754
中村南３丁目,1525,1434,1569,3003
中村北,6997,5492,6262,11754
中村北１丁目,2187,1768,1960,3728
中村北２丁目,1732,1523,1580,3103
中村北３丁目,1363,942,1124,2066
中村北４丁目,1715,1259,1598,2857
桜台,14599,12343,13267,25610
桜台１丁目,3311,2434,2658,5092
桜台２丁目,2693,2286,2469,4755
桜台３丁目,2590,2256,2487,4743
桜台４丁目,2208,1657,1847,3504
桜台５丁目,2012,1967,1948,3915
桜台６丁目,1785,1743,1858,3601
練馬,9248,7056,7558,14614
練馬１丁目,2824,2066,2155,4221
練馬２丁目,1793,1469,1513,2982
練馬３丁目,2398,1723,1855,3578
練馬４丁目,2233,1798,2035,3833
向山,5874,5421,5623,11044
向山１丁目,1105,858,888,1746
向山２丁目,1352,1292,1286,2578
向山３丁目,1312,1201,1300,2501
向山４丁目,2105,2070,2149,4219
貫井,11723,9952,10833,20785
貫井１丁目,2734,2357,2703,5060
貫井２丁目,2453,1973,2100,4073
貫井３丁目,2897,2287,2604,4891
貫井４丁目,2212,2058,2175,4233
貫井５丁目,1427,1277,1251,2528
錦,3239,3101,3197,6298
錦１丁目,1933,1784,1883,3667
錦２丁目,1306,1317,1314,2631
氷川台,7285,6541,7043,13584
氷川台１丁目,120,103,120,223
氷川台２丁目,1400,1491,1489,2980
氷川台３丁目,2938,2478,2674,5152
氷川台４丁目,2827,2469,2760,5229
平和台,6927,6862,7007,13869
平和台１丁目,1753,1814,1732,3546
平和台２丁目,1600,1463,1561,3024
平和台３丁目,2046,2146,2200,4346
平和台４丁目,1528,1439,1514,2953
早宮,9621,9198,9927,19125
早宮１丁目,3050,2784,2987,5771
早宮２丁目,2174,1983,2146,4129
早宮３丁目,2291,2292,2485,4777
早宮４丁目,2106,2139,2309,4448
春日町,13474,12669,13825,26494
春日町１丁目,2336,2251,2409,4660
春日町２丁目,2404,2280,2386,4666
春日町３丁目,2200,1901,2172,4073
春日町４丁目,2230,2142,2276,4418
春日町５丁目,2228,2112,2384,4496
春日町６丁目,2076,1983,2198,4181
高松,8402,8810,9137,17947
高松１丁目,1492,1435,1555,2990
高松２丁目,1258,1242,1336,2578
高松３丁目,1282,1568,1647,3215
高松４丁目,1562,1693,1728,3421
高松５丁目,1352,1325,1342,2667
高松６丁目,1456,1547,1529,3076
北町,15577,13334,13392,26726
北町１丁目,2890,2282,2375,4657
北町２丁目,3319,3082,3298,6380
北町３丁目,1779,1516,1629,3145
北町４丁目,808,738,70,808
北町５丁目,1340,1196,1229,2425
北町６丁目,1621,1285,1446,2731
北町７丁目,1616,1390,1446,2836
北町８丁目,2204,1845,1899,3744
田柄,13928,14230,14799,29029
田柄１丁目,2439,2403,2561,4964
田柄２丁目,3814,3439,3620,7059
田柄３丁目,2517,2814,2757,5571
田柄４丁目,3219,3587,3719,7306
田柄５丁目,1939,1987,2142,4129
光が丘,12705,12245,14222,26467
光が丘１丁目,1571,1142,1418,2560
光が丘２丁目,2561,2311,2886,5197
光が丘３丁目,3944,4177,4592,8769
光が丘４丁目,0,0,0,0
光が丘５丁目,1596,1416,1786,3202
光が丘６丁目,478,465,564,1029
光が丘７丁目,2555,2734,2976,5710
旭町,6923,6502,6497,12999
旭町１丁目,1954,2105,2172,4277
旭町２丁目,2567,2273,2233,4506
旭町３丁目,2402,2124,2092,4216
土支田,6346,7092,7237,14329
土支田１丁目,1639,1754,1853,3607
土支田２丁目,1368,1549,1561,3110
土支田３丁目,1849,2087,2146,4233
土支田４丁目,1490,1702,1677,3379
富士見台,7931,7530,7973,15503
富士見台１丁目,1514,1495,1623,3118
富士見台２丁目,2309,2041,2104,4145
富士見台３丁目,2243,2005,2182,4187
富士見台４丁目,1865,1989,2064,4053
南田中,6458,6049,6340,12389
南田中１丁目,1250,1255,1267,2522
南田中２丁目,922,909,914,1823
南田中３丁目,1442,1252,1383,2635
南田中４丁目,1511,1548,1549,3097
南田中５丁目,1333,1085,1227,2312
高野台,7675,7274,8138,15412
高野台１丁目,1803,1581,1917,3498
高野台２丁目,1610,1605,1723,3328
高野台３丁目,1534,1394,1527,2921
高野台４丁目,1294,1235,1378,2613
高野台５丁目,1434,1459,1593,3052
谷原,5897,6632,6813,13445
谷原１丁目,995,1086,1100,2186
谷原２丁目,856,862,914,1776
谷原３丁目,854,1015,1064,2079
谷原４丁目,790,981,973,1954
谷原５丁目,1396,1551,1630,3181
谷原６丁目,1006,1137,1132,2269
三原台,4295,4662,4736,9398
三原台１丁目,1930,2079,2065,4144
三原台２丁目,932,1080,1053,2133
三原台３丁目,1433,1503,1618,3121
石神井町,15014,13287,14640,27927
石神井町１丁目,1803,1409,1711,3120
石神井町２丁目,2493,2183,2496,4679
石神井町３丁目,1939,1559,1699,3258
石神井町４丁目,1767,1615,1785,3400
石神井町５丁目,984,837,893,1730
石神井町６丁目,1650,1518,1604,3122
石神井町７丁目,2144,2030,2170,4200
石神井町８丁目,2234,2136,2282,4418
石神井台,15037,14984,15955,30939
石神井台１丁目,704,771,819,1590
石神井台２丁目,2208,2292,2368,4660
石神井台３丁目,2759,2641,2781,5422
石神井台４丁目,2235,2175,2487,4662
石神井台５丁目,1773,1932,2007,3939
石神井台６丁目,1376,1450,1545,2995
石神井台７丁目,2211,1809,1960,3769
石神井台８丁目,1771,1914,1988,3902
下石神井,8907,8922,9209,18131
下石神井１丁目,1311,1339,1412,2751
下石神井２丁目,1571,1607,1696,3303
下石神井３丁目,1115,1193,1221,2414
下石神井４丁目,1980,1720,1787,3507
下石神井５丁目,1316,1317,1335,2652
下石神井６丁目,1614,1746,1758,3504
東大泉,18394,16610,18673,35283
東大泉１丁目,2476,2127,2574,4701
東大泉２丁目,3092,3040,3332,6372
東大泉３丁目,2656,2238,2581,4819
東大泉４丁目,1723,1422,1520,2942
東大泉５丁目,2142,1841,2172,4013
東大泉６丁目,3417,3030,3458,6488
東大泉７丁目,2888,2912,3036,5948
西大泉町,14,12,21,33
西大泉,10072,10793,11309,22102
西大泉１丁目,1947,2005,2051,4056
西大泉２丁目,1296,1408,1495,2903
西大泉３丁目,1756,1800,1936,3736
西大泉４丁目,1559,1841,1922,3763
西大泉５丁目,2204,2318,2465,4783
西大泉６丁目,1310,1421,1440,2861
南大泉,12816,13124,13912,27036
南大泉１丁目,2226,2342,2442,4784
南大泉２丁目,1945,2159,2252,4411
南大泉３丁目,2303,2364,2502,4866
南大泉４丁目,3142,3114,3228,6342
南大泉５丁目,2345,2232,2473,4705
南大泉６丁目,855,913,1015,1928
大泉町,10109,10781,11086,21867
大泉町１丁目,2322,2590,2625,5215
大泉町２丁目,2199,2295,2388,4683
大泉町３丁目,1743,1870,1903,3773
大泉町４丁目,1681,1878,1898,3776
大泉町５丁目,1016,1025,1059,2084
大泉町６丁目,1148,1123,1213,2336
大泉学園町,15738,16620,17497,34117
大泉学園町１丁目,1452,1510,1636,3146
大泉学園町２丁目,1960,1941,1998,3939
大泉学園町３丁目,1354,1621,1594,3215
大泉学園町４丁目,1912,2087,2192,4279
大泉学園町５丁目,2134,2298,2409,4707
大泉学園町６丁目,2311,2484,2690,5174
大泉学園町７丁目,2383,2380,2602,4982
大泉学園町８丁目,2163,2262,2344,4606
大泉学園町９丁目,69,37,32,69
関町北,11884,10456,11570,22026
関町北１丁目,2181,1668,1894,3562
関町北２丁目,2859,2153,2524,4677
関町北３丁目,2198,1997,2111,4108
関町北４丁目,2194,2008,2196,4204
関町北５丁目,2452,2630,2845,5475
関町南,9117,8906,9559,18465
関町南１丁目,1269,1158,1233,2391
関町南２丁目,2176,2062,2219,4281
関町南３丁目,2065,2096,2152,4248
関町南４丁目,3607,3590,3955,7545
上石神井南町,1132,1093,1148,2241
立野町,2439,2542,2756,5298
上石神井,10589,8765,9450,18215
上石神井１丁目,3502,2612,2837,5449
上石神井２丁目,2482,2083,2301,4384
上石神井３丁目,1959,1787,1854,3641
上石神井４丁目,2646,2283,2458,4741
関町東,3043,2575,2634,5209
関町東１丁目,2050,1840,1857,3697
関町東２丁目,993,735,777,1512
