町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
氷川台２丁目,1405,1506,1482,2988
氷川台３丁目,2842,2527,2638,5165
氷川台４丁目,2752,2485,2736,5221
平和台,6772,6883,7059,13942
平和台１丁目,1750,1811,1786,3597
平和台２丁目,1557,1491,1593,3084
平和台３丁目,2037,2145,2202,4347
平和台４丁目,1428,1436,1478,2914
早宮,9496,9279,9966,19245
早宮１丁目,3045,2870,3080,5950
早宮２丁目,2104,2010,2104,4114
早宮３丁目,2272,2272,2496,4768
早宮４丁目,2075,2127,2286,4413
春日町,12785,12275,13414,25689
春日町１丁目,2119,2084,2283,4367
春日町２丁目,2243,2210,2358,4568
春日町３丁目,2159,1916,2180,4096
春日町４丁目,2220,2177,2294,4471
春日町５丁目,2205,2128,2368,4496
春日町６丁目,1839,1760,1931,3691
高松,8193,8952,9086,18038
高松１丁目,1501,1498,1556,3054
高松２丁目,1159,1206,1311,2517
高松３丁目,1253,1560,1618,3178
高松４丁目,1513,1756,1754,3510
高松５丁目,1335,1360,1355,2715
高松６丁目,1432,1572,1492,3064
北町,15115,13247,12821,26068
北町１丁目,2791,2256,2305,4561
北町２丁目,3251,3092,3152,6244
北町３丁目,1542,1335,1372,2707
北町４丁目,972,915,57,972
北町５丁目,1313,1213,1212,2425
北町６丁目,1529,1193,1389,2582
北町７丁目,1572,1407,1469,2876
北町８丁目,2145,1836,1865,3701
田柄,13595,14539,14940,29479
田柄１丁目,2445,2448,2641,5089
田柄２丁目,3698,3472,3635,7107
田柄３丁目,2451,2933,2871,5804
田柄４丁目,3127,3635,3675,7310
田柄５丁目,1874,2051,2118,4169
光が丘,12726,12773,14693,27466
光が丘１丁目,1559,1231,1440,2671
光が丘２丁目,2591,2466,3076,5542
光が丘３丁目,3958,4307,4720,9027
光が丘４丁目,0,0,0,0
光が丘５丁目,1601,1496,1838,3334
光が丘６丁目,470,476,577,1053
光が丘７丁目,2547,2797,3042,5839
旭町,6731,6414,6532,12946
旭町１丁目,1900,2065,2159,4224
旭町２丁目,2601,2308,2330,4638
旭町３丁目,2230,2041,2043,4084
土支田,6089,6906,6962,13868
土支田１丁目,1617,1771,1816,3587
土支田２丁目,1293,1446,1455,2901
土支田３丁目,1751,1999,2079,4078
土支田４丁目,1428,1690,1612,3302
富士見台,7873,7609,7994,15603
富士見台１丁目,1547,1524,1612,3136
富士見台２丁目,2308,2084,2157,4241
富士見台３丁目,2165,1983,2159,4142
富士見台４丁目,1853,2018,2066,4084
南田中,6432,6093,6487,12580
南田中１丁目,1225,1249,1279,2528
南田中２丁目,854,869,889,1758
南田中３丁目,1429,1258,1428,2686
南田中４丁目,1572,1610,1590,3200
南田中５丁目,1352,1107,1301,2408
高野台,7294,7061,7900,14961
高野台１丁目,1738,1600,1900,3500
高野台２丁目,1469,1494,1600,3094
高野台３丁目,1513,1415,1560,2975
高野台４丁目,1202,1144,1311,2455
高野台５丁目,1372,1408,1529,2937
谷原,5616,6425,6594,13019
谷原１丁目,939,1049,1037,2086
谷原２丁目,830,869,912,1781
谷原３丁目,830,977,1050,2027
谷原４丁目,757,993,955,1948
谷原５丁目,1267,1388,1469,2857
谷原６丁目,993,1149,1171,2320
三原台,4164,4617,4702,9319
三原台１丁目,1941,2102,2101,4203
三原台２丁目,865,1025,1004,2029
三原台３丁目,1358,1490,1597,3087
石神井町,14706,13257,14677,27934
石神井町１丁目,1780,1414,1750,3164
石神井町２丁目,2356,2080,2412,4492
石神井町３丁目,1919,1556,1722,3278
石神井町４丁目,1755,1657,1794,3451
石神井町５丁目,934,882,897,1779
石神井町６丁目,1608,1490,1611,3101
石神井町７丁目,2120,2030,2162,4192
石神井町８丁目,2234,2148,2329,4477
石神井台,14739,14990,15896,30886
石神井台１丁目,732,803,837,1640
石神井台２丁目,2156,2322,2369,4691
石神井台３丁目,2721,2660,2832,5492
石神井台４丁目,2186,2119,2435,4554
石神井台５丁目,1761,1969,2003,3972
石神井台６丁目,1346,1464,1537,3001
石神井台７丁目,2141,1807,1919,3726
石神井台８丁目,1696,1846,1964,3810
下石神井,8838,9024,9303,18327
下石神井１丁目,1319,1356,1403,2759
下石神井２丁目,1572,1653,1733,3386
下石神井３丁目,1104,1185,1234,2419
下石神井４丁目,1960,1727,1823,3550
下石神井５丁目,1285,1305,1341,2646
下石神井６丁目,1598,1798,1769,3567
東大泉,17804,16340,18293,34633
東大泉１丁目,2418,2225,2531,4756
東大泉２丁目,2986,2899,3186,6085
東大泉３丁目,2628,2172,2629,4801
東大泉４丁目,1667,1403,1482,2885
東大泉５丁目,2001,1750,2041,3791
東大泉６丁目,3289,2943,3410,6353
東大泉７丁目,2815,2948,3014,5962
西大泉町,12,11,19,30
西大泉,9832,10847,11250,22097
西大泉１丁目,1919,2041,2026,4067
西大泉２丁目,1285,1435,1542,2977
西大泉３丁目,1685,1791,1872,3663
西大泉４丁目,1474,1763,1841,3604
西大泉５丁目,2208,2374,2515,4889
西大泉６丁目,1261,1443,1454,2897
南大泉,12420,13199,13851,27050
南大泉１丁目,2135,2307,2419,4726
南大泉２丁目,1909,2178,2301,4479
南大泉３丁目,2247,2371,2465,4836
南大泉４丁目,3043,3109,3195,6304
南大泉５丁目,2262,2299,2468,4767
南大泉６丁目,824,935,1003,1938
大泉町,10001,11039,11329,22368
大泉町１丁目,2277,2664,2677,5341
大泉町２丁目,2173,2315,2440,4755
大泉町３丁目,1721,1926,1951,3877
大泉町４丁目,1653,1900,1921,3821
大泉町５丁目,1042,1087,1112,2199
大泉町６丁目,1135,1147,1228,2375
大泉学園町,15496,16796,17659,34455
大泉学園町１丁目,1474,1538,1649,3187
大泉学園町２丁目,1900,1927,2039,3966
大泉学園町３丁目,1324,1619,1575,3194
大泉学園町４丁目,1869,2108,2248,4356
大泉学園町５丁目,2073,2338,2427,4765
大泉学園町６丁目,2276,2502,2657,5159
大泉学園町７丁目,2346,2412,2624,5036
大泉学園町８丁目,2162,2313,2407,4720
大泉学園町９丁目,72,39,33,72
関町北,11603,10559,11596,22155
関町北１丁目,2068,1636,1884,3520
関町北２丁目,2776,2170,2512,4682
関町北３丁目,2202,2051,2144,4195
関町北４丁目,2136,2000,2152,4152
関町北５丁目,2421,2702,2904,5606
関町南,8698,8505,9035,17540
関町南１丁目,1350,1225,1317,2542
関町南２丁目,2144,2066,2216,4282
関町南３丁目,2048,2092,2110,4202
関町南４丁目,3156,3122,3392,6514
上石神井南町,1104,1114,1114,2228
立野町,2394,2518,2724,5242
上石神井,10685,9112,9682,18794
上石神井１丁目,3424,2641,2792,5433
上石神井２丁目,2341,2068,2220,4288
上石神井３丁目,2295,2098,2239,4337
上石神井４丁目,2625,2305,2431,4736
関町東,2970,2565,2614,5179
関町東１丁目,2029,1831,1858,3689
関町東２丁目,941,734,756,1490
