町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,387313,357914,381843,739757
旭丘,4929,3662,3680,7342
旭丘１丁目,3407,2501,2438,4939
旭丘２丁目,1522,1161,1242,2403
小竹町,5794,4557,4995,9552
小竹町１丁目,3140,2501,2668,5169
小竹町２丁目,2654,2056,2327,4383
栄町,2650,1946,2205,4151
羽沢,3907,3293,3473,6766
羽沢１丁目,920,673,699,1372
羽沢２丁目,1970,1655,1796,3451
羽沢３丁目,1017,965,978,1943
豊玉上,4506,3123,3509,6632
豊玉上１丁目,1532,1134,1199,2333
豊玉上２丁目,2974,1989,2310,4299
豊玉中,6266,5396,5437,10833
豊玉中１丁目,1419,1245,1231,2476
豊玉中２丁目,2030,1705,1626,3331
豊玉中３丁目,1955,1504,1564,3068
豊玉中４丁目,862,942,1016,1958
豊玉南,4626,4401,4425,8826
豊玉南１丁目,1249,1112,1166,2278
豊玉南２丁目,1149,1007,1042,2049
豊玉南３丁目,2228,2282,2217,4499
豊玉北,12703,9313,10057,19370
豊玉北１丁目,1678,1191,1399,2590
豊玉北２丁目,1599,1227,1273,2500
豊玉北３丁目,2263,1581,1694,3275
豊玉北４丁目,2671,1963,2027,3990
豊玉北５丁目,2671,1839,2000,3839
豊玉北６丁目,1821,1512,1664,3176
中村,5096,4695,5184,9879
中村１丁目,1213,1160,1241,2401
中村２丁目,1648,1625,1765,3390
中村３丁目,2235,1910,2178,4088
中村南,5839,5420,5619,11039
中村南１丁目,2069,2132,2087,4219
中村南２丁目,2224,1863,1947,3810
中村南３丁目,1546,1425,1585,3010
中村北,7053,5485,6244,11729
中村北１丁目,2191,1745,1942,3687
中村北２丁目,1742,1529,1579,3108
中村北３丁目,1382,953,1133,2086
中村北４丁目,1738,1258,1590,2848
桜台,14618,12310,13151,25461
桜台１丁目,3376,2459,2679,5138
桜台２丁目,2642,2249,2394,4643
桜台３丁目,2538,2221,2439,4660
桜台４丁目,2257,1686,1845,3531
桜台５丁目,2021,1955,1954,3909
桜台６丁目,1784,1740,1840,3580
練馬,9270,7026,7572,14598
練馬１丁目,2833,2076,2143,4219
練馬２丁目,1781,1442,1528,2970
練馬３丁目,2380,1714,1838,3552
練馬４丁目,2276,1794,2063,3857
向山,5903,5408,5590,10998
向山１丁目,1128,873,900,1773
向山２丁目,1343,1273,1267,2540
向山３丁目,1304,1190,1299,2489
向山４丁目,2128,2072,2124,4196
貫井,11851,9994,10930,20924
貫井１丁目,2759,2352,2725,5077
貫井２丁目,2483,2007,2124,4131
貫井３丁目,2958,2285,2647,4932
貫井４丁目,2220,2059,2186,4245
貫井５丁目,1431,1291,1248,2539
錦,3252,3101,3182,6283
錦１丁目,1953,1797,1892,3689
錦２丁目,1299,1304,1290,2594
氷川台,7323,6494,7090,13584
氷川台１丁目,119,103,119,222
氷川台２丁目,1399,1460,1495,2955
氷川台３丁目,2969,2473,2714,5187
氷川台４丁目,2836,2458,2762,5220
平和台,6890,6835,6989,13824
平和台１丁目,1712,1793,1724,3517
平和台２丁目,1619,1480,1575,3055
平和台３丁目,2018,2126,2173,4299
平和台４丁目,1541,1436,1517,2953
早宮,9807,9256,10034,19290
早宮１丁目,3103,2792,3011,5803
早宮２丁目,2204,1979,2181,4160
早宮３丁目,2356,2333,2523,4856
早宮４丁目,2144,2152,2319,4471
春日町,13698,12737,13927,26664
春日町１丁目,2366,2280,2424,4704
春日町２丁目,2419,2259,2378,4637
春日町３丁目,2284,1967,2254,4221
春日町４丁目,2266,2159,2274,4433
春日町５丁目,2243,2093,2374,4467
春日町６丁目,2120,1979,2223,4202
高松,8473,8785,9134,17919
