町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
高松１丁目,1480,1413,1524,2937
高松２丁目,1268,1232,1343,2575
高松３丁目,1293,1547,1647,3194
高松４丁目,1559,1686,1708,3394
高松５丁目,1405,1344,1384,2728
高松６丁目,1468,1563,1528,3091
北町,15791,13451,13577,27028
北町１丁目,2962,2309,2413,4722
北町２丁目,3411,3134,3379,6513
北町３丁目,1888,1612,1720,3332
北町４丁目,748,686,62,748
北町５丁目,1371,1217,1246,2463
北町６丁目,1630,1289,1433,2722
北町７丁目,1612,1392,1448,2840
北町８丁目,2169,1812,1876,3688
田柄,13930,14110,14688,28798
田柄１丁目,2487,2414,2545,4959
田柄２丁目,3823,3432,3618,7050
田柄３丁目,2448,2718,2707,5425
田柄４丁目,3229,3575,3690,7265
田柄５丁目,1943,1971,2128,4099
光が丘,12749,12210,14223,26433
光が丘１丁目,1562,1138,1397,2535
光が丘２丁目,2583,2316,2911,5227
光が丘３丁目,3979,4197,4623,8820
光が丘４丁目,0,0,0,0
光が丘５丁目,1600,1410,1787,3197
光が丘６丁目,476,457,562,1019
光が丘７丁目,2549,2692,2943,5635
旭町,6932,6482,6511,12993
旭町１丁目,1933,2082,2163,4245
旭町２丁目,2597,2292,2256,4548
旭町３丁目,2402,2108,2092,4200
土支田,6361,7063,7216,14279
土支田１丁目,1642,1744,1837,3581
土支田２丁目,1405,1548,1580,3128
土支田３丁目,1828,2085,2126,4211
土支田４丁目,1486,1686,1673,3359
富士見台,7986,7538,7967,15505
富士見台１丁目,1535,1505,1616,3121
富士見台２丁目,2315,2020,2088,4108
富士見台３丁目,2271,2026,2199,4225
富士見台４丁目,1865,1987,2064,4051
南田中,6489,6060,6308,12368
南田中１丁目,1248,1255,1273,2528
南田中２丁目,933,916,909,1825
南田中３丁目,1430,1233,1358,2591
南田中４丁目,1534,1577,1540,3117
南田中５丁目,1344,1079,1228,2307
高野台,7722,7289,8136,15425
高野台１丁目,1811,1577,1917,3494
高野台２丁目,1643,1624,1727,3351
高野台３丁目,1533,1399,1507,2906
高野台４丁目,1304,1240,1390,2630
高野台５丁目,1431,1449,1595,3044
谷原,5946,6642,6840,13482
谷原１丁目,995,1074,1090,2164
谷原２丁目,872,860,926,1786
谷原３丁目,853,1006,1064,2070
谷原４丁目,804,994,979,1973
谷原５丁目,1418,1586,1662,3248
谷原６丁目,1004,1122,1119,2241
三原台,4296,4640,4734,9374
三原台１丁目,1946,2078,2088,4166
三原台２丁目,928,1072,1055,2127
三原台３丁目,1422,1490,1591,3081
石神井町,15099,13318,14709,28027
石神井町１丁目,1795,1405,1691,3096
石神井町２丁目,2524,2199,2526,4725
石神井町３丁目,1968,1564,1717,3281
石神井町４丁目,1794,1641,1794,3435
石神井町５丁目,972,832,898,1730
石神井町６丁目,1664,1527,1611,3138
石神井町７丁目,2148,2024,2176,4200
石神井町８丁目,2234,2126,2296,4422
石神井台,15011,14880,15932,30812
石神井台１丁目,718,786,830,1616
石神井台２丁目,2211,2285,2374,4659
石神井台３丁目,2752,2610,2786,5396
石神井台４丁目,2241,2157,2484,4641
石神井台５丁目,1753,1918,1990,3908
石神井台６丁目,1373,1447,1540,2987
石神井台７丁目,2180,1782,1936,3718
石神井台８丁目,1783,1895,1992,3887
下石神井,8892,8881,9157,18038
下石神井１丁目,1263,1342,1359,2701
下石神井２丁目,1588,1609,1694,3303
下石神井３丁目,1109,1172,1209,2381
下石神井４丁目,1986,1730,1785,3515
下石神井５丁目,1319,1287,1340,2627
下石神井６丁目,1627,1741,1770,3511
東大泉,18376,16571,18682,35253
東大泉１丁目,2505,2167,2602,4769
東大泉２丁目,3058,3024,3318,6342
東大泉３丁目,2667,2235,2587,4822
東大泉４丁目,1722,1404,1524,2928
東大泉５丁目,2148,1853,2186,4039
東大泉６丁目,3393,2976,3442,6418
東大泉７丁目,2883,2912,3023,5935
西大泉町,15,13,20,33
西大泉,10085,10766,11270,22036
西大泉１丁目,1943,1980,2045,4025
西大泉２丁目,1294,1408,1499,2907
西大泉３丁目,1762,1806,1946,3752
西大泉４丁目,1573,1847,1911,3758
西大泉５丁目,2206,2295,2442,4737
西大泉６丁目,1307,1430,1427,2857
南大泉,12810,13040,13838,26878
南大泉１丁目,2236,2345,2456,4801
南大泉２丁目,1968,2153,2244,4397
南大泉３丁目,2290,2357,2469,4826
南大泉４丁目,3133,3067,3209,6276
南大泉５丁目,2327,2205,2445,4650
南大泉６丁目,856,913,1015,1928
大泉町,10087,10709,11008,21717
大泉町１丁目,2339,2620,2616,5236
大泉町２丁目,2184,2260,2354,4614
大泉町３丁目,1731,1837,1874,3711
大泉町４丁目,1669,1857,1899,3756
大泉町５丁目,1004,1012,1052,2064
大泉町６丁目,1160,1123,1213,2336
大泉学園町,15779,16603,17517,34120
大泉学園町１丁目,1450,1514,1630,3144
大泉学園町２丁目,1966,1944,2001,3945
大泉学園町３丁目,1356,1614,1586,3200
大泉学園町４丁目,1905,2054,2183,4237
大泉学園町５丁目,2164,2308,2452,4760
大泉学園町６丁目,2331,2502,2708,5210
大泉学園町７丁目,2377,2381,2593,4974
大泉学園町８丁目,2159,2247,2332,4579
大泉学園町９丁目,71,39,32,71
関町北,11945,10492,11535,22027
関町北１丁目,2192,1676,1880,3556
関町北２丁目,2911,2165,2544,4709
関町北３丁目,2195,2009,2115,4124
関町北４丁目,2183,1998,2184,4182
関町北５丁目,2464,2644,2812,5456
関町南,9242,8918,9618,18536
関町南１丁目,1330,1158,1308,2466
関町南２丁目,2202,2071,2225,4296
関町南３丁目,2077,2096,2143,4239
関町南４丁目,3633,3593,3942,7535
上石神井南町,1112,1075,1132,2207
立野町,2442,2534,2737,5271
上石神井,10689,8784,9425,18209
上石神井１丁目,3541,2654,2802,5456
上石神井２丁目,2490,2054,2296,4350
上石神井３丁目,1987,1781,1870,3651
上石神井４丁目,2671,2295,2457,4752
関町東,3073,2608,2636,5244
関町東１丁目,2044,1853,1854,3707
関町東２丁目,1029,755,782,1537
