町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
春日町６丁目,2110,1975,2205,4180
高松,8748,8979,9241,18220
高松１丁目,1543,1468,1566,3034
高松２丁目,1260,1240,1326,2566
高松３丁目,1297,1527,1633,3160
高松４丁目,1652,1733,1732,3465
高松５丁目,1501,1435,1445,2880
高松６丁目,1495,1576,1539,3115
北町,16138,13565,13862,27427
北町１丁目,3236,2504,2626,5130
北町２丁目,3393,3074,3315,6389
北町３丁目,1906,1607,1730,3337
北町４丁目,652,586,66,652
北町５丁目,1388,1239,1232,2471
北町６丁目,1640,1280,1466,2746
北町７丁目,1668,1419,1486,2905
北町８丁目,2255,1856,1941,3797
田柄,14062,14052,14683,28735
田柄１丁目,2489,2375,2557,4932
田柄２丁目,3838,3429,3632,7061
田柄３丁目,2468,2668,2676,5344
田柄４丁目,3295,3592,3687,7279
田柄５丁目,1972,1988,2131,4119
光が丘,12739,12079,14061,26140
光が丘１丁目,1579,1161,1371,2532
光が丘２丁目,2557,2264,2893,5157
光が丘３丁目,3972,4137,4558,8695
光が丘４丁目,0,0,0,0
光が丘５丁目,1588,1384,1754,3138
光が丘６丁目,480,452,557,1009
光が丘７丁目,2563,2681,2928,5609
旭町,7058,6458,6557,13015
旭町１丁目,1959,2080,2167,4247
旭町２丁目,2666,2286,2305,4591
旭町３丁目,2433,2092,2085,4177
土支田,6465,7145,7315,14460
土支田１丁目,1675,1763,1862,3625
土支田２丁目,1482,1624,1647,3271
土支田３丁目,1830,2090,2133,4223
土支田４丁目,1478,1668,1673,3341
富士見台,8081,7513,7978,15491
富士見台１丁目,1548,1503,1580,3083
富士見台２丁目,2391,2043,2123,4166
富士見台３丁目,2288,2023,2204,4227
富士見台４丁目,1854,1944,2071,4015
南田中,6532,6034,6243,12277
南田中１丁目,1246,1232,1239,2471
南田中２丁目,940,923,923,1846
南田中３丁目,1431,1231,1339,2570
南田中４丁目,1570,1574,1514,3088
南田中５丁目,1345,1074,1228,2302
高野台,7934,7376,8178,15554
高野台１丁目,1833,1548,1893,3441
高野台２丁目,1672,1628,1723,3351
高野台３丁目,1573,1418,1505,2923
高野台４丁目,1321,1245,1390,2635
高野台５丁目,1535,1537,1667,3204
谷原,6023,6662,6886,13548
谷原１丁目,1029,1101,1122,2223
谷原２丁目,859,839,899,1738
谷原３丁目,856,1000,1059,2059
谷原４丁目,830,1008,1002,2010
谷原５丁目,1427,1584,1670,3254
谷原６丁目,1022,1130,1134,2264
三原台,4391,4653,4799,9452
三原台１丁目,1986,2091,2120,4211
三原台２丁目,927,1039,1049,2088
三原台３丁目,1478,1523,1630,3153
石神井町,15249,13357,14818,28175
石神井町１丁目,1812,1420,1695,3115
石神井町２丁目,2550,2179,2580,4759
石神井町３丁目,1996,1561,1740,3301
石神井町４丁目,1801,1652,1788,3440
石神井町５丁目,988,837,905,1742
石神井町６丁目,1677,1508,1635,3143
石神井町７丁目,2197,2045,2183,4228
石神井町８丁目,2228,2155,2292,4447
石神井台,15075,14743,15853,30596
石神井台１丁目,748,794,831,1625
石神井台２丁目,2237,2248,2384,4632
石神井台３丁目,2747,2562,2755,5317
石神井台４丁目,2237,2163,2451,4614
石神井台５丁目,1771,1903,1999,3902
石神井台６丁目,1357,1405,1533,2938
石神井台７丁目,2193,1781,1912,3693
石神井台８丁目,1785,1887,1988,3875
下石神井,9099,8939,9187,18126
下石神井１丁目,1333,1349,1384,2733
下石神井２丁目,1609,1616,1692,3308
下石神井３丁目,1122,1160,1213,2373
下石神井４丁目,2033,1758,1802,3560
下石神井５丁目,1343,1303,1317,2620
下石神井６丁目,1659,1753,1779,3532
東大泉,18760,16764,18859,35623
東大泉１丁目,2594,2224,2667,4891
東大泉２丁目,3079,3026,3295,6321
東大泉３丁目,2760,2299,2651,4950
東大泉４丁目,1746,1397,1549,2946
東大泉５丁目,2209,1896,2252,4148
東大泉６丁目,3463,3029,3418,6447
東大泉７丁目,2909,2893,3027,5920
西大泉町,13,11,20,31
西大泉,10075,10681,11209,21890
西大泉１丁目,1951,1974,2046,4020
西大泉２丁目,1293,1401,1499,2900
西大泉３丁目,1772,1811,1927,3738
西大泉４丁目,1576,1854,1933,3787
西大泉５丁目,2187,2234,2382,4616
西大泉６丁目,1296,1407,1422,2829
南大泉,12866,12925,13826,26751
南大泉１丁目,2250,2328,2472,4800
南大泉２丁目,1965,2116,2237,4353
南大泉３丁目,2262,2294,2457,4751
南大泉４丁目,3180,3075,3222,6297
南大泉５丁目,2349,2204,2436,4640
南大泉６丁目,860,908,1002,1910
大泉町,10138,10703,11048,21751
大泉町１丁目,2366,2615,2629,5244
大泉町２丁目,2206,2288,2376,4664
大泉町３丁目,1733,1833,1886,3719
大泉町４丁目,1682,1857,1882,3739
大泉町５丁目,1012,1015,1084,2099
大泉町６丁目,1139,1095,1191,2286
大泉学園町,15836,16455,17425,33880
大泉学園町１丁目,1449,1504,1633,3137
大泉学園町２丁目,1991,1923,2011,3934
大泉学園町３丁目,1385,1648,1619,3267
大泉学園町４丁目,1903,2018,2155,4173
大泉学園町５丁目,2183,2287,2461,4748
大泉学園町６丁目,2335,2471,2679,5150
大泉学園町７丁目,2346,2337,2512,4849
大泉学園町８丁目,2179,2228,2329,4557
大泉学園町９丁目,65,39,26,65
関町北,12120,10470,11594,22064
関町北１丁目,2232,1667,1870,3537
関町北２丁目,2899,2153,2544,4697
関町北３丁目,2271,2021,2195,4216
関町北４丁目,2223,1996,2194,4190
関町北５丁目,2495,2633,2791,5424
関町南,9438,8960,9748,18708
関町南１丁目,1339,1158,1296,2454
関町南２丁目,2263,2148,2286,4434
関町南３丁目,2147,2072,2196,4268
関町南４丁目,3689,3582,3970,7552
上石神井南町,1182,1131,1177,2308
立野町,2529,2623,2817,5440
上石神井,11671,9844,10387,20231
上石神井１丁目,3506,2638,2720,5358
上石神井２丁目,2598,2107,2295,4402
上石神井３丁目,2819,2776,2887,5663
上石神井４丁目,2748,2323,2485,4808
関町東,3165,2636,2703,5339
関町東１丁目,2118,1880,1919,3799
関町東２丁目,1047,756,784,1540
