町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,384889,357359,380881,738240
旭丘,4882,3636,3651,7287
旭丘１丁目,3371,2484,2407,4891
旭丘２丁目,1511,1152,1244,2396
小竹町,5681,4520,4937,9457
小竹町１丁目,3106,2490,2646,5136
小竹町２丁目,2575,2030,2291,4321
栄町,2614,1926,2192,4118
羽沢,3868,3273,3454,6727
羽沢１丁目,899,659,686,1345
羽沢２丁目,1957,1648,1797,3445
羽沢３丁目,1012,966,971,1937
豊玉上,4475,3120,3496,6616
豊玉上１丁目,1528,1127,1203,2330
豊玉上２丁目,2947,1993,2293,4286
豊玉中,6201,5382,5401,10783
豊玉中１丁目,1416,1245,1233,2478
豊玉中２丁目,1991,1694,1600,3294
豊玉中３丁目,1938,1495,1558,3053
豊玉中４丁目,856,948,1010,1958
豊玉南,4595,4384,4400,8784
豊玉南１丁目,1236,1107,1158,2265
豊玉南２丁目,1133,996,1033,2029
豊玉南３丁目,2226,2281,2209,4490
豊玉北,12570,9282,9979,19261
豊玉北１丁目,1653,1180,1377,2557
豊玉北２丁目,1579,1219,1265,2484
豊玉北３丁目,2233,1573,1658,3231
豊玉北４丁目,2647,1956,2013,3969
豊玉北５丁目,2643,1840,2002,3842
豊玉北６丁目,1815,1514,1664,3178
中村,5033,4665,5147,9812
中村１丁目,1212,1160,1242,2402
中村２丁目,1619,1608,1751,3359
中村３丁目,2202,1897,2154,4051
中村南,5796,5415,5593,11008
中村南１丁目,2052,2123,2086,4209
中村南２丁目,2206,1857,1932,3789
中村南３丁目,1538,1435,1575,3010
中村北,7001,5488,6221,11709
中村北１丁目,2175,1751,1935,3686
中村北２丁目,1734,1530,1570,3100
中村北３丁目,1362,947,1119,2066
中村北４丁目,1730,1260,1597,2857
桜台,14490,12268,13104,25372
桜台１丁目,3321,2445,2639,5084
桜台２丁目,2638,2251,2402,4653
桜台３丁目,2536,2218,2447,4665
桜台４丁目,2213,1657,1830,3487
桜台５丁目,2004,1955,1943,3898
桜台６丁目,1778,1742,1843,3585
練馬,9175,7004,7527,14531
練馬１丁目,2801,2061,2137,4198
練馬２丁目,1776,1448,1522,2970
練馬３丁目,2356,1702,1828,3530
練馬４丁目,2242,1793,2040,3833
向山,5869,5410,5605,11015
向山１丁目,1113,865,895,1760
向山２丁目,1335,1282,1272,2554
向山３丁目,1295,1190,1296,2486
向山４丁目,2126,2073,2142,4215
貫井,11706,9951,10845,20796
貫井１丁目,2724,2342,2708,5050
貫井２丁目,2478,2003,2121,4124
貫井３丁目,2903,2264,2614,4878
貫井４丁目,2185,2057,2161,4218
