町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,388709,358101,382309,740410
旭丘,4949,3670,3679,7349
旭丘１丁目,3405,2494,2432,4926
旭丘２丁目,1544,1176,1247,2423
小竹町,5764,4540,4996,9536
小竹町１丁目,3132,2507,2682,5189
小竹町２丁目,2632,2033,2314,4347
栄町,2664,1941,2211,4152
羽沢,3923,3292,3458,6750
羽沢１丁目,933,677,704,1381
羽沢２丁目,1971,1653,1777,3430
羽沢３丁目,1019,962,977,1939
豊玉上,4520,3139,3483,6622
豊玉上１丁目,1517,1114,1183,2297
豊玉上２丁目,3003,2025,2300,4325
豊玉中,6377,5430,5475,10905
豊玉中１丁目,1459,1264,1242,2506
豊玉中２丁目,2070,1712,1651,3363
豊玉中３丁目,1981,1516,1573,3089
豊玉中４丁目,867,938,1009,1947
豊玉南,4630,4393,4450,8843
豊玉南１丁目,1242,1099,1171,2270
豊玉南２丁目,1145,1002,1055,2057
豊玉南３丁目,2243,2292,2224,4516
豊玉北,12753,9365,10090,19455
豊玉北１丁目,1683,1201,1407,2608
豊玉北２丁目,1572,1197,1267,2464
豊玉北３丁目,2260,1580,1691,3271
豊玉北４丁目,2734,2010,2072,4082
豊玉北５丁目,2674,1852,2011,3863
豊玉北６丁目,1830,1525,1642,3167
中村,5109,4693,5189,9882
中村１丁目,1223,1153,1252,2405
中村２丁目,1662,1627,1781,3408
中村３丁目,2224,1913,2156,4069
中村南,5874,5433,5648,11081
中村南１丁目,2104,2147,2112,4259
中村南２丁目,2231,1855,1952,3807
中村南３丁目,1539,1431,1584,3015
中村北,7023,5452,6205,11657
中村北１丁目,2202,1757,1928,3685
中村北２丁目,1696,1488,1552,3040
中村北３丁目,1369,947,1112,2059
中村北４丁目,1756,1260,1613,2873
桜台,14628,12308,13169,25477
桜台１丁目,3392,2456,2703,5159
桜台２丁目,2633,2233,2385,4618
桜台３丁目,2555,2219,2460,4679
桜台４丁目,2229,1684,1818,3502
桜台５丁目,2040,1967,1957,3924
桜台６丁目,1779,1749,1846,3595
練馬,9276,7031,7594,14625
練馬１丁目,2853,2092,2164,4256
練馬２丁目,1777,1433,1544,2977
練馬３丁目,2387,1726,1844,3570
練馬４丁目,2259,1780,2042,3822
向山,5906,5408,5574,10982
向山１丁目,1126,866,898,1764
向山２丁目,1341,1280,1260,2540
向山３丁目,1290,1177,1292,2469
向山４丁目,2149,2085,2124,4209
貫井,11818,9989,10920,20909
貫井１丁目,2742,2336,2698,5034
貫井２丁目,2485,2003,2132,4135
貫井３丁目,2954,2307,2681,4988
貫井４丁目,2199,2042,2165,4207
貫井５丁目,1438,1301,1244,2545
錦,3268,3114,3178,6292
錦１丁目,1937,1795,1859,3654
錦２丁目,1331,1319,1319,2638
氷川台,7410,6507,7154,13661
氷川台１丁目,123,99,123,222
氷川台２丁目,1410,1473,1508,2981
氷川台３丁目,2989,2451,2727,5178
氷川台４丁目,2888,2484,2796,5280
平和台,6948,6816,7012,13828
平和台１丁目,1701,1774,1724,3498
平和台２丁目,1629,1479,1575,3054
平和台３丁目,2038,2124,2195,4319
平和台４丁目,1580,1439,1518,2957
早宮,9838,9253,10063,19316
早宮１丁目,3129,2809,3042,5851
早宮２丁目,2200,1969,2183,4152
早宮３丁目,2376,2367,2539,4906
早宮４丁目,2133,2108,2299,4407
春日町,13736,12714,13938,26652
春日町１丁目,2377,2274,2427,4701
春日町２丁目,2414,2242,2388,4630
春日町３丁目,2291,1969,2246,4215
春日町４丁目,2263,2155,2268,4423
春日町５丁目,2280,2099,2381,4480
春日町６丁目,2111,1975,2228,4203
高松,8565,8843,9149,17992
高松１丁目,1501,1424,1541,2965
高松２丁目,1269,1241,1349,2590
高松３丁目,1310,1539,1648,3187
高松４丁目,1606,1722,1712,3434
高松５丁目,1420,1357,1388,2745
高松６丁目,1459,1560,1511,3071
北町,15979,13590,13710,27300
北町１丁目,3078,2415,2535,4950
北町２丁目,3417,3148,3328,6476
北町３丁目,1901,1601,1720,3321
北町４丁目,784,702,82,784
北町５丁目,1355,1205,1230,2435
北町６丁目,1628,1291,1447,2738
北町７丁目,1631,1408,1483,2891
北町８丁目,2185,1820,1885,3705
田柄,13890,14040,14676,28716
田柄１丁目,2470,2393,2541,4934
田柄２丁目,3821,3423,3647,7070
田柄３丁目,2445,2702,2703,5405
田柄４丁目,3227,3567,3677,7244
田柄５丁目,1927,1955,2108,4063
光が丘,12745,12143,14161,26304
光が丘１丁目,1564,1145,1385,2530
光が丘２丁目,2575,2289,2900,5189
光が丘３丁目,3964,4159,4591,8750
光が丘４丁目,0,0,0,0
光が丘５丁目,1603,1401,1783,3184
光が丘６丁目,473,453,558,1011
光が丘７丁目,2566,2696,2944,5640
旭町,6981,6482,6535,13017
旭町１丁目,1951,2082,2175,4257
旭町２丁目,2637,2294,2286,4580
旭町３丁目,2393,2106,2074,4180
土支田,6414,7125,7252,14377
土支田１丁目,1663,1766,1861,3627
土支田２丁目,1435,1576,1592,3168
土支田３丁目,1834,2099,2123,4222
土支田４丁目,1482,1684,1676,3360
富士見台,8025,7554,7965,15519
富士見台１丁目,1539,1502,1606,3108
富士見台２丁目,2331,2022,2099,4121
富士見台３丁目,2287,2044,2193,4237
富士見台４丁目,1868,1986,2067,4053
南田中,6465,6021,6282,12303
南田中１丁目,1248,1236,1263,2499
南田中２丁目,936,916,919,1835
南田中３丁目,1409,1220,1334,2554
南田中４丁目,1535,1578,1534,3112
南田中５丁目,1337,1071,1232,2303
高野台,7766,7287,8131,15418
高野台１丁目,1822,1569,1920,3489
高野台２丁目,1655,1624,1740,3364
高野台３丁目,1567,1416,1523,2939
高野台４丁目,1292,1229,1371,2600
高野台５丁目,1430,1449,1577,3026
谷原,5942,6622,6833,13455
谷原１丁目,998,1072,1088,2160
谷原２丁目,875,852,927,1779
谷原３丁目,857,1010,1064,2074
谷原４丁目,795,987,975,1962
谷原５丁目,1409,1577,1653,3230
谷原６丁目,1008,1124,1126,2250
三原台,4330,4652,4767,9419
三原台１丁目,1947,2064,2083,4147
三原台２丁目,929,1070,1069,2139
三原台３丁目,1454,1518,1615,3133
石神井町,15195,13377,14798,28175
石神井町１丁目,1822,1421,1713,3134
石神井町２丁目,2531,2186,2554,4740
石神井町３丁目,1995,1568,1742,3310
石神井町４丁目,1793,1648,1794,3442
石神井町５丁目,988,837,908,1745
石神井町６丁目,1673,1524,1634,3158
石神井町７丁目,2158,2041,2168,4209
石神井町８丁目,2235,2152,2285,4437
石神井台,15053,14860,15928,30788
石神井台１丁目,735,787,837,1624
石神井台２丁目,2222,2269,2382,4651
石神井台３丁目,2764,2619,2777,5396
石神井台４丁目,2242,2156,2464,4620
石神井台５丁目,1758,1927,2014,3941
石神井台６丁目,1379,1439,1545,2984
石神井台７丁目,2191,1789,1919,3708
石神井台８丁目,1762,1874,1990,3864
下石神井,8950,8908,9187,18095
下石神井１丁目,1288,1359,1374,2733
下石神井２丁目,1599,1619,1704,3323
下石神井３丁目,1139,1185,1226,2411
下石神井４丁目,1974,1715,1763,3478
下石神井５丁目,1320,1286,1339,2625
下石神井６丁目,1630,1744,1781,3525
東大泉,18498,16650,18798,35448
東大泉１丁目,2546,2205,2651,4856
東大泉２丁目,3053,3030,3308,6338
東大泉３丁目,2688,2239,2623,4862
東大泉４丁目,1706,1387,1526,2913
東大泉５丁目,2185,1882,2218,4100
東大泉６丁目,3433,2995,3455,6450
東大泉７丁目,2887,2912,3017,5929
西大泉町,15,13,20,33
西大泉,10073,10741,11249,21990
西大泉１丁目,1953,1988,2053,4041
西大泉２丁目,1283,1395,1489,2884
西大泉３丁目,1778,1825,1950,3775
西大泉４丁目,1565,1830,1907,3737
西大泉５丁目,2199,2284,2433,4717
西大泉６丁目,1295,1419,1417,2836
南大泉,12817,13004,13843,26847
南大泉１丁目,2232,2317,2448,4765
南大泉２丁目,1954,2134,2235,4369
南大泉３丁目,2279,2348,2454,4802
南大泉４丁目,3134,3057,3212,6269
南大泉５丁目,2351,2234,2470,4704
南大泉６丁目,867,914,1024,1938
大泉町,10103,10678,10976,21654
大泉町１丁目,2337,2597,2586,5183
大泉町２丁目,2192,2270,2340,4610
大泉町３丁目,1735,1834,1877,3711
大泉町４丁目,1668,1848,1897,3745
大泉町５丁目,1008,1011,1056,2067
大泉町６丁目,1163,1118,1220,2338
大泉学園町,15768,16518,17488,34006
大泉学園町１丁目,1447,1499,1626,3125
大泉学園町２丁目,1955,1928,2008,3936
大泉学園町３丁目,1359,1607,1595,3202
大泉学園町４丁目,1907,2043,2175,4218
大泉学園町５丁目,2182,2296,2471,4767
大泉学園町６丁目,2318,2478,2682,5160
大泉学園町７丁目,2378,2385,2572,4957
大泉学園町８丁目,2155,2244,2330,4574
大泉学園町９丁目,67,38,29,67
関町北,11993,10514,11539,22053
関町北１丁目,2221,1682,1895,3577
関町北２丁目,2921,2190,2542,4732
関町北３丁目,2189,2011,2114,4125
関町北４丁目,2187,1991,2189,4180
関町北５丁目,2475,2640,2799,5439
関町南,9237,8890,9598,18488
関町南１丁目,1312,1144,1286,2430
関町南２丁目,2194,2079,2200,4279
関町南３丁目,2084,2090,2161,4251
関町南４丁目,3647,3577,3951,7528
上石神井南町,1133,1078,1140,2218
立野町,2437,2528,2722,5250
上石神井,10799,8856,9416,18272
上石神井１丁目,3521,2655,2775,5430
上石神井２丁目,2524,2065,2310,4375
上石神井３丁目,2008,1790,1860,3650
上石神井４丁目,2746,2346,2471,4817
関町東,3122,2639,2660,5299
関町東１丁目,2081,1882,1883,3765
関町東２丁目,1041,757,777,1534
