町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
早宮１丁目,3055,2775,2989,5764
早宮２丁目,2191,1986,2159,4145
早宮３丁目,2329,2326,2510,4836
早宮４丁目,2090,2118,2298,4416
春日町,13469,12657,13785,26442
春日町１丁目,2336,2273,2418,4691
春日町２丁目,2384,2257,2349,4606
春日町３丁目,2211,1900,2169,4069
春日町４丁目,2226,2141,2258,4399
春日町５丁目,2224,2104,2381,4485
春日町６丁目,2088,1982,2210,4192
高松,8418,8812,9154,17966
高松１丁目,1474,1420,1531,2951
高松２丁目,1255,1238,1337,2575
高松３丁目,1287,1563,1650,3213
高松４丁目,1562,1694,1717,3411
高松５丁目,1394,1353,1388,2741
高松６丁目,1446,1544,1531,3075
北町,15704,13426,13520,26946
北町１丁目,2937,2298,2401,4699
北町２丁目,3366,3106,3359,6465
北町３丁目,1883,1606,1718,3324
北町４丁目,801,734,67,801
北町５丁目,1356,1211,1235,2446
北町６丁目,1608,1279,1425,2704
北町７丁目,1592,1376,1439,2815
北町８丁目,2161,1816,1876,3692
田柄,13926,14170,14775,28945
田柄１丁目,2463,2399,2552,4951
田柄２丁目,3808,3439,3611,7050
田柄３丁目,2486,2768,2752,5520
田柄４丁目,3235,3586,3722,7308
田柄５丁目,1934,1978,2138,4116
光が丘,12738,12246,14230,26476
光が丘１丁目,1567,1145,1407,2552
光が丘２丁目,2571,2320,2897,5217
光が丘３丁目,3963,4196,4617,8813
光が丘４丁目,0,0,0,0
光が丘５丁目,1599,1416,1787,3203
光が丘６丁目,477,461,563,1024
光が丘７丁目,2561,2708,2959,5667
旭町,6903,6479,6501,12980
旭町１丁目,1942,2097,2167,4264
旭町２丁目,2576,2274,2257,4531
旭町３丁目,2385,2108,2077,4185
土支田,6349,7093,7237,14330
土支田１丁目,1642,1755,1851,3606
土支田２丁目,1386,1558,1570,3128
土支田３丁目,1833,2081,2136,4217
土支田４丁目,1488,1699,1680,3379
富士見台,7935,7519,7962,15481
富士見台１丁目,1518,1499,1624,3123
富士見台２丁目,2297,2013,2097,4110
富士見台３丁目,2258,2023,2181,4204
富士見台４丁目,1862,1984,2060,4044
南田中,6436,6043,6303,12346
南田中１丁目,1243,1252,1264,2516
南田中２丁目,928,914,917,1831
南田中３丁目,1424,1248,1363,2611
南田中４丁目,1505,1551,1533,3084
南田中５丁目,1336,1078,1226,2304
高野台,7707,7273,8140,15413
高野台１丁目,1795,1578,1913,3491
高野台２丁目,1631,1610,1724,3334
高野台３丁目,1536,1393,1519,2912
高野台４丁目,1305,1240,1384,2624
高野台５丁目,1440,1452,1600,3052
谷原,5890,6628,6822,13450
谷原１丁目,993,1080,1100,2180
谷原２丁目,853,852,913,1765
谷原３丁目,852,1013,1062,2075
谷原４丁目,790,976,969,1945
谷原５丁目,1407,1579,1659,3238
谷原６丁目,995,1128,1119,2247
三原台,4297,4651,4737,9388
三原台１丁目,1940,2083,2080,4163
三原台２丁目,933,1080,1057,2137
三原台３丁目,1424,1488,1600,3088
石神井町,15041,13325,14652,27977
石神井町１丁目,1775,1401,1677,3078
石神井町２丁目,2523,2196,2524,4720
石神井町３丁目,1962,1575,1702,3277
石神井町４丁目,1779,1635,1793,3428
石神井町５丁目,982,834,896,1730
石神井町６丁目,1648,1523,1611,3134
石神井町７丁目,2151,2036,2168,4204
石神井町８丁目,2221,2125,2281,4406
石神井台,15026,14966,15918,30884
石神井台１丁目,705,777,817,1594
石神井台２丁目,2198,2284,2358,4642
石神井台３丁目,2776,2660,2788,5448
石神井台４丁目,2230,2166,2477,4643
石神井台５丁目,1770,1931,2007,3938
石神井台６丁目,1366,1452,1526,2978
石神井台７丁目,2209,1799,1950,3749
石神井台８丁目,1772,1897,1995,3892
下石神井,8910,8891,9214,18105
下石神井１丁目,1321,1344,1419,2763
下石神井２丁目,1564,1590,1692,3282
下石神井３丁目,1110,1178,1215,2393
下石神井４丁目,1982,1739,1784,3523
下石神井５丁目,1319,1311,1339,2650
下石神井６丁目,1614,1729,1765,3494
東大泉,18257,16512,18589,35101
東大泉１丁目,2471,2117,2560,4677
東大泉２丁目,3058,3028,3307,6335
東大泉３丁目,2661,2239,2586,4825
東大泉４丁目,1684,1388,1502,2890
東大泉５丁目,2128,1839,2170,4009
東大泉６丁目,3383,2998,3446,6444
東大泉７丁目,2872,2903,3018,5921
西大泉町,14,12,21,33
西大泉,10047,10755,11280,22035
西大泉１丁目,1926,1968,2043,4011
西大泉２丁目,1296,1406,1496,2902
西大泉３丁目,1754,1813,1934,3747
西大泉４丁目,1569,1852,1920,3772
西大泉５丁目,2198,2299,2453,4752
西大泉６丁目,1304,1417,1434,2851
南大泉,12738,13049,13826,26875
南大泉１丁目,2202,2323,2433,4756
南大泉２丁目,1951,2153,2244,4397
南大泉３丁目,2282,2350,2478,4828
南大泉４丁目,3133,3107,3220,6327
南大泉５丁目,2325,2212,2451,4663
南大泉６丁目,845,904,1000,1904
大泉町,10089,10744,11031,21775
大泉町１丁目,2333,2617,2626,5243
大泉町２丁目,2179,2267,2365,4632
大泉町３丁目,1739,1852,1879,3731
大泉町４丁目,1682,1875,1893,3768
大泉町５丁目,1008,1012,1064,2076
大泉町６丁目,1148,1121,1204,2325
大泉学園町,15799,16653,17555,34208
大泉学園町１丁目,1444,1510,1627,3137
大泉学園町２丁目,1971,1953,2024,3977
大泉学園町３丁目,1360,1620,1588,3208
大泉学園町４丁目,1910,2073,2189,4262
大泉学園町５丁目,2160,2316,2449,4765
大泉学園町６丁目,2327,2495,2702,5197
大泉学園町７丁目,2393,2386,2608,4994
大泉学園町８丁目,2166,2263,2337,4600
大泉学園町９丁目,68,37,31,68
関町北,11898,10473,11546,22019
関町北１丁目,2183,1676,1881,3557
関町北２丁目,2882,2157,2527,4684
関町北３丁目,2191,2007,2114,4121
関町北４丁目,2191,1997,2201,4198
関町北５丁目,2451,2636,2823,5459
関町南,9164,8872,9590,18462
関町南１丁目,1324,1154,1288,2442
関町南２丁目,2189,2055,2215,4270
関町南３丁目,2058,2088,2149,4237
関町南４丁目,3593,3575,3938,7513
上石神井南町,1105,1066,1128,2194
立野町,2431,2531,2736,5267
上石神井,10675,8798,9455,18253
上石神井１丁目,3512,2632,2805,5437
上石神井２丁目,2487,2062,2310,4372
上石神井３丁目,1988,1792,1858,3650
上石神井４丁目,2688,2312,2482,4794
関町東,3051,2591,2635,5226
関町東１丁目,2035,1841,1858,3699
関町東２丁目,1016,750,777,1527
