町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
西大泉１丁目,1962,2072,2039,4111
西大泉２丁目,1297,1432,1540,2972
西大泉３丁目,1714,1788,1902,3690
西大泉４丁目,1506,1802,1887,3689
西大泉５丁目,2223,2374,2514,4888
西大泉６丁目,1245,1404,1427,2831
南大泉,12552,13183,13923,27106
南大泉１丁目,2162,2326,2438,4764
南大泉２丁目,1925,2168,2290,4458
南大泉３丁目,2235,2354,2429,4783
南大泉４丁目,3088,3130,3242,6372
南大泉５丁目,2309,2286,2518,4804
南大泉６丁目,833,919,1006,1925
大泉町,10089,11024,11282,22306
大泉町１丁目,2305,2660,2659,5319
大泉町２丁目,2192,2319,2423,4742
大泉町３丁目,1739,1919,1942,3861
大泉町４丁目,1658,1886,1920,3806
大泉町５丁目,1047,1091,1112,2203
大泉町６丁目,1148,1149,1226,2375
大泉学園町,15721,16850,17755,34605
大泉学園町１丁目,1478,1525,1675,3200
大泉学園町２丁目,1993,1974,2075,4049
大泉学園町３丁目,1367,1654,1600,3254
大泉学園町４丁目,1912,2126,2260,4386
大泉学園町５丁目,2120,2363,2467,4830
大泉学園町６丁目,2287,2476,2675,5151
大泉学園町７丁目,2356,2412,2602,5014
大泉学園町８丁目,2139,2282,2370,4652
大泉学園町９丁目,69,38,31,69
関町北,11776,10543,11668,22211
関町北１丁目,2164,1655,1931,3586
関町北２丁目,2802,2151,2534,4685
関町北３丁目,2232,2069,2145,4214
関町北４丁目,2146,1974,2149,4123
関町北５丁目,2432,2694,2909,5603
関町南,9011,8788,9337,18125
関町南１丁目,1331,1201,1291,2492
関町南２丁目,2215,2097,2253,4350
関町南３丁目,2055,2108,2123,4231
関町南４丁目,3410,3382,3670,7052
上石神井南町,1092,1085,1108,2193
立野町,2419,2549,2750,5299
上石神井,10804,9079,9749,18828
上石神井１丁目,3512,2689,2856,5545
上石神井２丁目,2388,2078,2266,4344
上石神井３丁目,2209,1987,2125,4112
上石神井４丁目,2695,2325,2502,4827
関町東,3067,2639,2664,5303
関町東１丁目,2074,1893,1875,3768
関町東２丁目,993,746,789,1535
