町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
南大泉５丁目,2326,2202,2443,4645
南大泉６丁目,862,912,1015,1927
大泉町,10103,10683,11004,21687
大泉町１丁目,2340,2611,2600,5211
大泉町２丁目,2203,2269,2358,4627
大泉町３丁目,1726,1826,1876,3702
大泉町４丁目,1679,1852,1892,3744
大泉町５丁目,1008,1020,1071,2091
大泉町６丁目,1147,1105,1207,2312
大泉学園町,15779,16454,17408,33862
大泉学園町１丁目,1450,1487,1623,3110
大泉学園町２丁目,1970,1925,2008,3933
大泉学園町３丁目,1371,1628,1612,3240
大泉学園町４丁目,1895,2024,2149,4173
大泉学園町５丁目,2188,2294,2461,4755
大泉学園町６丁目,2321,2468,2670,5138
大泉学園町７丁目,2354,2357,2534,4891
大泉学園町８丁目,2166,2233,2325,4558
大泉学園町９丁目,64,38,26,64
関町北,12012,10533,11538,22071
関町北１丁目,2224,1677,1878,3555
関町北２丁目,2901,2174,2537,4711
関町北３丁目,2211,2035,2147,4182
関町北４丁目,2179,1995,2172,4167
関町北５丁目,2497,2652,2804,5456
関町南,9335,8895,9673,18568
関町南１丁目,1328,1145,1301,2446
関町南２丁目,2188,2079,2192,4271
関町南３丁目,2147,2087,2199,4286
関町南４丁目,3672,3584,3981,7565
上石神井南町,1135,1079,1123,2202
立野町,2446,2531,2735,5266
上石神井,11389,9607,10165,19772
上石神井１丁目,3436,2609,2714,5323
上石神井２丁目,2543,2046,2287,4333
上石神井３丁目,2699,2630,2724,5354
上石神井４丁目,2711,2322,2440,4762
関町東,3113,2614,2659,5273
関町東１丁目,2089,1870,1891,3761
関町東２丁目,1024,744,768,1512
