町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
下石神井５丁目,1331,1292,1311,2603
下石神井６丁目,1642,1748,1767,3515
東大泉,18752,16763,18886,35649
東大泉１丁目,2587,2222,2663,4885
東大泉２丁目,3074,3016,3301,6317
東大泉３丁目,2762,2298,2662,4960
東大泉４丁目,1751,1399,1542,2941
東大泉５丁目,2207,1894,2251,4145
東大泉６丁目,3470,3039,3443,6482
東大泉７丁目,2901,2895,3024,5919
西大泉町,13,11,20,31
西大泉,10055,10704,11211,21915
西大泉１丁目,1963,1999,2054,4053
西大泉２丁目,1281,1398,1489,2887
西大泉３丁目,1767,1804,1931,3735
西大泉４丁目,1562,1842,1920,3762
西大泉５丁目,2185,2251,2396,4647
西大泉６丁目,1297,1410,1421,2831
南大泉,12851,12946,13811,26757
南大泉１丁目,2249,2327,2452,4779
南大泉２丁目,1964,2122,2235,4357
南大泉３丁目,2267,2314,2456,4770
南大泉４丁目,3175,3076,3224,6300
南大泉５丁目,2336,2199,2433,4632
南大泉６丁目,860,908,1011,1919
大泉町,10129,10684,11038,21722
大泉町１丁目,2356,2617,2627,5244
大泉町２丁目,2211,2270,2368,4638
大泉町３丁目,1730,1835,1882,3717
大泉町４丁目,1678,1849,1885,3734
大泉町５丁目,1012,1018,1073,2091
大泉町６丁目,1142,1095,1203,2298
大泉学園町,15823,16461,17436,33897
大泉学園町１丁目,1451,1495,1630,3125
大泉学園町２丁目,1987,1931,2008,3939
大泉学園町３丁目,1384,1644,1629,3273
大泉学園町４丁目,1893,2013,2151,4164
大泉学園町５丁目,2187,2293,2460,4753
大泉学園町６丁目,2330,2468,2673,5141
大泉学園町７丁目,2356,2347,2532,4879
大泉学園町８丁目,2171,2232,2327,4559
大泉学園町９丁目,64,38,26,64
関町北,12096,10478,11577,22055
関町北１丁目,2238,1673,1879,3552
関町北２丁目,2887,2152,2528,4680
関町北３丁目,2274,2039,2193,4232
関町北４丁目,2200,1982,2184,4166
関町北５丁目,2497,2632,2793,5425
関町南,9472,8983,9779,18762
関町南１丁目,1360,1168,1313,2481
関町南２丁目,2258,2149,2266,4415
関町南３丁目,2162,2070,2220,4290
関町南４丁目,3692,3596,3980,7576
上石神井南町,1177,1123,1166,2289
立野町,2528,2620,2819,5439
上石神井,11600,9783,10315,20098
上石神井１丁目,3505,2637,2735,5372
上石神井２丁目,2582,2086,2293,4379
上石神井３丁目,2764,2727,2817,5544
上石神井４丁目,2749,2333,2470,4803
関町東,3169,2640,2703,5343
関町東１丁目,2117,1880,1920,3800
関町東２丁目,1052,760,783,1543
