町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,394049,360144,384934,745078
旭丘,5016,3720,3678,7398
旭丘１丁目,3470,2540,2444,4984
旭丘２丁目,1546,1180,1234,2414
小竹町,5858,4546,5021,9567
小竹町１丁目,3148,2481,2681,5162
小竹町２丁目,2710,2065,2340,4405
栄町,2696,1943,2214,4157
羽沢,3994,3313,3495,6808
羽沢１丁目,977,698,723,1421
羽沢２丁目,2003,1674,1789,3463
羽沢３丁目,1014,941,983,1924
豊玉上,4597,3135,3496,6631
豊玉上１丁目,1534,1099,1185,2284
豊玉上２丁目,3063,2036,2311,4347
豊玉中,6468,5488,5511,10999
豊玉中１丁目,1462,1268,1237,2505
豊玉中２丁目,2104,1724,1677,3401
豊玉中３丁目,2031,1559,1594,3153
豊玉中４丁目,871,937,1003,1940
豊玉南,4653,4371,4427,8798
豊玉南１丁目,1244,1087,1163,2250
豊玉南２丁目,1132,985,1035,2020
豊玉南３丁目,2277,2299,2229,4528
豊玉北,13005,9445,10198,19643
豊玉北１丁目,1693,1208,1409,2617
豊玉北２丁目,1608,1203,1286,2489
豊玉北３丁目,2278,1557,1706,3263
豊玉北４丁目,2819,2078,2097,4175
豊玉北５丁目,2709,1865,2021,3886
豊玉北６丁目,1898,1534,1679,3213
中村,5197,4701,5223,9924
中村１丁目,1232,1153,1251,2404
中村２丁目,1691,1647,1789,3436
中村３丁目,2274,1901,2183,4084
中村南,5914,5418,5697,11115
中村南１丁目,2115,2124,2136,4260
中村南２丁目,2240,1856,1965,3821
中村南３丁目,1559,1438,1596,3034
中村北,7192,5485,6274,11759
中村北１丁目,2208,1743,1915,3658
中村北２丁目,1747,1496,1585,3081
中村北３丁目,1457,963,1169,2132
中村北４丁目,1780,1283,1605,2888
桜台,14922,12438,13289,25727
桜台１丁目,3462,2490,2735,5225
桜台２丁目,2681,2252,2400,4652
桜台３丁目,2598,2244,2484,4728
桜台４丁目,2299,1701,1860,3561
桜台５丁目,2072,1985,1957,3942
桜台６丁目,1810,1766,1853,3619
練馬,9440,7096,7684,14780
練馬１丁目,2854,2101,2146,4247
練馬２丁目,1800,1441,1571,3012
練馬３丁目,2490,1763,1908,3671
練馬４丁目,2296,1791,2059,3850
向山,5970,5438,5635,11073
向山１丁目,1193,914,974,1888
向山２丁目,1336,1283,1273,2556
向山３丁目,1283,1160,1261,2421
向山４丁目,2158,2081,2127,4208
貫井,12077,10156,11118,21274
貫井１丁目,2792,2360,2754,5114
貫井２丁目,2502,2020,2142,4162
貫井３丁目,3021,2339,2688,5027
貫井４丁目,2296,2116,2280,4396
貫井５丁目,1466,1321,1254,2575
錦,3342,3131,3242,6373
錦１丁目,1993,1811,1896,3707
錦２丁目,1349,1320,1346,2666
氷川台,7485,6536,7129,13665
氷川台１丁目,125,98,122,220
氷川台２丁目,1474,1503,1535,3038
氷川台３丁目,3002,2453,2704,5157
氷川台４丁目,2884,2482,2768,5250
平和台,7135,6924,7096,14020
平和台１丁目,1727,1799,1720,3519
平和台２丁目,1652,1499,1583,3082
平和台３丁目,2136,2177,2232,4409
平和台４丁目,1620,1449,1561,3010
早宮,9969,9265,10157,19422
早宮１丁目,3173,2797,3046,5843
早宮２丁目,2235,1994,2194,4188
早宮３丁目,2411,2353,2590,4943
早宮４丁目,2150,2121,2327,4448
春日町,13901,12728,13996,26724
春日町１丁目,2388,2258,2425,4683
春日町２丁目,2467,2237,2416,4653
春日町３丁目,2343,1997,2272,4269
春日町４丁目,2306,2163,2308,4471
春日町５丁目,2286,2107,2370,4477
春日町６丁目,2111,1966,2205,4171
高松,8718,8934,9194,18128
高松１丁目,1548,1471,1568,3039
高松２丁目,1261,1237,1333,2570
高松３丁目,1304,1527,1628,3155
高松４丁目,1656,1742,1734,3476
高松５丁目,1454,1380,1385,2765
高松６丁目,1495,1577,1546,3123
北町,16198,13648,13848,27496
北町１丁目,3239,2498,2637,5135
北町２丁目,3416,3109,3318,6427
北町３丁目,1899,1605,1724,3329
北町４丁目,725,657,69,726
北町５丁目,1398,1242,1241,2483
北町６丁目,1632,1281,1463,2744
北町７丁目,1658,1414,1474,2888
北町８丁目,2231,1842,1922,3764
田柄,14040,14062,14675,28737
田柄１丁目,2485,2374,2550,4924
田柄２丁目,3826,3427,3628,7055
田柄３丁目,2474,2682,2685,5367
田柄４丁目,3283,3583,3677,7260
田柄５丁目,1972,1996,2135,4131
光が丘,12784,12106,14097,26203
光が丘１丁目,1584,1156,1378,2534
光が丘２丁目,2567,2269,2893,5162
光が丘３丁目,3972,4131,4556,8687
光が丘４丁目,0,0,0,0
光が丘５丁目,1599,1398,1767,3165
光が丘６丁目,481,453,561,1014
光が丘７丁目,2581,2699,2942,5641
旭町,7074,6465,6592,13057
旭町１丁目,1973,2092,2186,4278
旭町２丁目,2668,2278,2310,4588
旭町３丁目,2433,2095,2096,4191
土支田,6449,7134,7306,14440
土支田１丁目,1673,1763,1865,3628
土支田２丁目,1467,1604,1628,3232
土支田３丁目,1836,2099,2137,4236
土支田４丁目,1473,1668,1676,3344
富士見台,8076,7536,7974,15510
富士見台１丁目,1561,1516,1588,3104
富士見台２丁目,2371,2038,2113,4151
富士見台３丁目,2290,2029,2209,4238
富士見台４丁目,1854,1953,2064,4017
南田中,6525,6039,6254,12293
南田中１丁目,1243,1230,1239,2469
南田中２丁目,934,925,917,1842
南田中３丁目,1438,1235,1343,2578
南田中４丁目,1569,1579,1524,3103
南田中５丁目,1341,1070,1231,2301
高野台,7910,7372,8150,15522
高野台１丁目,1834,1560,1889,3449
高野台２丁目,1659,1618,1721,3339
高野台３丁目,1580,1436,1495,2931
高野台４丁目,1316,1239,1389,2628
高野台５丁目,1521,1519,1656,3175
谷原,6020,6669,6878,13547
谷原１丁目,1024,1095,1118,2213
谷原２丁目,858,847,905,1752
谷原３丁目,856,998,1058,2056
谷原４丁目,826,1004,998,2002
谷原５丁目,1423,1588,1657,3245
谷原６丁目,1033,1137,1142,2279
三原台,4391,4652,4797,9449
三原台１丁目,1988,2084,2112,4196
三原台２丁目,927,1043,1059,2102
三原台３丁目,1476,1525,1626,3151
石神井町,15243,13372,14830,28202
石神井町１丁目,1811,1420,1694,3114
石神井町２丁目,2568,2196,2597,4793
石神井町３丁目,1972,1546,1726,3272
石神井町４丁目,1797,1650,1776,3426
石神井町５丁目,982,831,905,1736
石神井町６丁目,1677,1514,1640,3154
石神井町７丁目,2194,2044,2187,4231
石神井町８丁目,2242,2171,2305,4476
石神井台,15067,14769,15842,30611
石神井台１丁目,748,791,822,1613
石神井台２丁目,2243,2249,2384,4633
石神井台３丁目,2752,2573,2766,5339
石神井台４丁目,2229,2162,2454,4616
石神井台５丁目,1761,1909,1996,3905
石神井台６丁目,1355,1408,1524,2932
石神井台７丁目,2192,1794,1902,3696
石神井台８丁目,1787,1883,1994,3877
下石神井,9058,8913,9156,18069
下石神井１丁目,1329,1348,1382,2730
下石神井２丁目,1598,1608,1689,3297
下石神井３丁目,1131,1166,1213,2379
下石神井４丁目,2027,1751,1794,3545
