町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,382582,358568,381111,739679
旭丘,4893,3678,3680,7358
旭丘１丁目,3367,2500,2419,4919
旭丘２丁目,1526,1178,1261,2439
小竹町,5671,4503,4977,9480
小竹町１丁目,3100,2489,2666,5155
小竹町２丁目,2571,2014,2311,4325
栄町,2606,1953,2182,4135
羽沢,3847,3209,3387,6596
羽沢１丁目,908,666,689,1355
羽沢２丁目,1942,1598,1733,3331
羽沢３丁目,997,945,965,1910
豊玉上,4391,3022,3511,6533
豊玉上１丁目,1521,1124,1208,2332
豊玉上２丁目,2870,1898,2303,4201
豊玉中,6084,5360,5314,10674
豊玉中１丁目,1378,1249,1187,2436
豊玉中２丁目,1924,1655,1567,3222
豊玉中３丁目,1922,1511,1548,3059
豊玉中４丁目,860,945,1012,1957
豊玉南,4463,4276,4324,8600
豊玉南１丁目,1243,1135,1186,2321
豊玉南２丁目,1106,970,1020,1990
豊玉南３丁目,2114,2171,2118,4289
豊玉北,12687,9422,10233,19655
豊玉北１丁目,1684,1221,1416,2637
豊玉北２丁目,1517,1177,1263,2440
豊玉北３丁目,2233,1607,1691,3298
豊玉北４丁目,2694,1980,2088,4068
豊玉北５丁目,2697,1885,2071,3956
豊玉北６丁目,1862,1552,1704,3256
中村,5055,4721,5225,9946
中村１丁目,1182,1139,1240,2379
中村２丁目,1634,1631,1759,3390
中村３丁目,2239,1951,2226,4177
中村南,5632,5300,5541,10841
中村南１丁目,2058,2084,2113,4197
中村南２丁目,2083,1799,1877,3676
中村南３丁目,1491,1417,1551,2968
中村北,6941,5483,6210,11693
中村北１丁目,2200,1795,1984,3779
中村北２丁目,1721,1520,1566,3086
中村北３丁目,1353,935,1125,2060
中村北４丁目,1667,1233,1535,2768
桜台,14465,12349,13227,25576
桜台１丁目,3298,2411,2634,5045
桜台２丁目,2715,2312,2484,4796
桜台３丁目,2494,2233,2458,4691
桜台４丁目,2178,1664,1829,3493
桜台５丁目,1997,1980,1953,3933
桜台６丁目,1783,1749,1869,3618
