町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
練馬,9153,7061,7527,14588
練馬１丁目,2785,2035,2185,4220
練馬２丁目,1781,1470,1488,2958
練馬３丁目,2364,1724,1836,3560
練馬４丁目,2223,1832,2018,3850
向山,5865,5444,5669,11113
向山１丁目,1111,874,904,1778
向山２丁目,1354,1302,1286,2588
向山３丁目,1281,1174,1277,2451
向山４丁目,2119,2094,2202,4296
貫井,11388,9691,10540,20231
貫井１丁目,2697,2355,2705,5060
貫井２丁目,2284,1757,1871,3628
貫井３丁目,2783,2253,2571,4824
貫井４丁目,2210,2065,2139,4204
貫井５丁目,1414,1261,1254,2515
錦,3175,3090,3113,6203
錦１丁目,1903,1780,1839,3619
錦２丁目,1272,1310,1274,2584
氷川台,7199,6562,7052,13614
氷川台１丁目,116,104,118,222
氷川台２丁目,1423,1480,1524,3004
氷川台３丁目,2893,2493,2672,5165
氷川台４丁目,2767,2485,2738,5223
平和台,6835,6887,7019,13906
平和台１丁目,1749,1801,1748,3549
平和台２丁目,1587,1483,1569,3052
平和台３丁目,2034,2199,2197,4396
平和台４丁目,1465,1404,1505,2909
早宮,9612,9243,9969,19212
早宮１丁目,3082,2819,3050,5869
早宮２丁目,2147,1992,2158,4150
早宮３丁目,2303,2295,2498,4793
早宮４丁目,2080,2137,2263,4400
春日町,13181,12530,13592,26122
春日町１丁目,2164,2114,2276,4390
春日町２丁目,2344,2275,2378,4653
春日町３丁目,2198,1929,2176,4105
春日町４丁目,2236,2150,2277,4427
春日町５丁目,2230,2151,2394,4545
春日町６丁目,2009,1911,2091,4002
高松,8400,8915,9235,18150
高松１丁目,1492,1476,1568,3044
高松２丁目,1222,1217,1342,2559
高松３丁目,1314,1608,1675,3283
高松４丁目,1558,1715,1766,3481
高松５丁目,1358,1336,1370,2706
高松６丁目,1456,1563,1514,3077
北町,15522,13409,13274,26683
北町１丁目,2840,2266,2373,4639
北町２丁目,3306,3082,3225,6307
北町３丁目,1699,1469,1583,3052
北町４丁目,948,883,65,948
北町５丁目,1334,1205,1223,2428
北町６丁目,1607,1248,1442,2690
北町７丁目,1581,1397,1438,2835
北町８丁目,2207,1859,1925,3784
田柄,13829,14302,14830,29132
田柄１丁目,2422,2395,2593,4988
田柄２丁目,3789,3458,3651,7109
田柄３丁目,2547,2882,2798,5680
田柄４丁目,3186,3598,3670,7268
田柄５丁目,1885,1969,2118,4087
光が丘,12771,12410,14388,26798
光が丘１丁目,1566,1171,1410,2581
光が丘２丁目,2563,2328,2911,5239
光が丘３丁目,3969,4238,4663,8901
光が丘４丁目,0,0,0,0
光が丘５丁目,1609,1442,1817,3259
光が丘６丁目,479,459,567,1026
光が丘７丁目,2585,2772,3020,5792
旭町,6872,6463,6479,12942
旭町１丁目,1930,2088,2147,4235
旭町２丁目,2541,2231,2245,4476
旭町３丁目,2401,2144,2087,4231
土支田,6269,7072,7170,14242
土支田１丁目,1612,1727,1819,3546
土支田２丁目,1365,1543,1554,3097
土支田３丁目,1808,2054,2117,4171
土支田４丁目,1484,1748,1680,3428
富士見台,7943,7626,7963,15589
富士見台１丁目,1550,1526,1627,3153
富士見台２丁目,2307,2049,2114,4163
富士見台３丁目,2216,2021,2167,4188
富士見台４丁目,1870,2030,2055,4085
南田中,6451,6088,6380,12468
南田中１丁目,1238,1252,1255,2507
南田中２丁目,926,917,924,1841
南田中３丁目,1424,1253,1399,2652
南田中４丁目,1511,1565,1553,3118
南田中５丁目,1352,1101,1249,2350
高野台,7566,7270,8132,15402
高野台１丁目,1777,1581,1890,3471
高野台２丁目,1586,1606,1719,3325
高野台３丁目,1472,1372,1503,2875
高野台４丁目,1314,1269,1417,2686
高野台５丁目,1417,1442,1603,3045
谷原,5836,6587,6774,13361
谷原１丁目,966,1057,1083,2140
谷原２丁目,840,868,902,1770
谷原３丁目,839,1006,1065,2071
谷原４丁目,795,979,985,1964
谷原５丁目,1385,1526,1594,3120
谷原６丁目,1011,1151,1145,2296
三原台,4296,4674,4751,9425
三原台１丁目,1950,2113,2087,4200
三原台２丁目,900,1043,1014,2057
三原台３丁目,1446,1518,1650,3168
石神井町,14972,13370,14667,28037
石神井町１丁目,1797,1420,1723,3143
石神井町２丁目,2412,2119,2429,4548
石神井町３丁目,1984,1584,1726,3310
石神井町４丁目,1757,1652,1790,3442
石神井町５丁目,963,837,898,1735
石神井町６丁目,1648,1531,1604,3135
石神井町７丁目,2171,2070,2196,4266
石神井町８丁目,2240,2157,2301,4458
石神井台,15012,15040,16009,31049
石神井台１丁目,722,793,839,1632
石神井台２丁目,2204,2314,2386,4700
石神井台３丁目,2724,2630,2762,5392
石神井台４丁目,2269,2226,2528,4754
石神井台５丁目,1769,1939,2003,3942
石神井台６丁目,1352,1430,1527,2957
石神井台７丁目,2195,1804,1950,3754
石神井台８丁目,1777,1904,2014,3918
下石神井,8841,8966,9244,18210
下石神井１丁目,1255,1344,1337,2681
下石神井２丁目,1563,1608,1707,3315
下石神井３丁目,1131,1197,1255,2452
下石神井４丁目,1969,1735,1804,3539
下石神井５丁目,1313,1318,1351,2669
下石神井６丁目,1610,1764,1790,3554
東大泉,18332,16608,18631,35239
東大泉１丁目,2468,2153,2552,4705
東大泉２丁目,3131,3067,3329,6396
東大泉３丁目,2643,2223,2587,4810
東大泉４丁目,1710,1426,1523,2949
東大泉５丁目,2098,1808,2129,3937
東大泉６丁目,3408,3018,3454,6472
東大泉７丁目,2874,2913,3057,5970
西大泉町,13,13,20,33
西大泉,9954,10758,11205,21963
西大泉１丁目,1938,2016,2031,4047
西大泉２丁目,1277,1399,1509,2908
西大泉３丁目,1737,1801,1895,3696
西大泉４丁目,1525,1794,1881,3675
西大泉５丁目,2213,2355,2475,4830
西大泉６丁目,1264,1393,1414,2807
南大泉,12742,13157,13959,27116
南大泉１丁目,2205,2335,2442,4777
南大泉２丁目,1938,2161,2272,4433
南大泉３丁目,2279,2365,2466,4831
南大泉４丁目,3112,3089,3236,6325
南大泉５丁目,2353,2270,2508,4778
南大泉６丁目,855,937,1035,1972
大泉町,10098,10927,11153,22080
大泉町１丁目,2342,2647,2650,5297
大泉町２丁目,2223,2323,2425,4748
大泉町３丁目,1749,1914,1926,3840
大泉町４丁目,1646,1892,1885,3777
大泉町５丁目,1012,1028,1065,2093
大泉町６丁目,1126,1123,1202,2325
大泉学園町,15748,16744,17599,34343
大泉学園町１丁目,1469,1514,1657,3171
大泉学園町２丁目,1979,1959,2016,3975
大泉学園町３丁目,1359,1620,1599,3219
大泉学園町４丁目,1909,2103,2210,4313
大泉学園町５丁目,2142,2339,2437,4776
大泉学園町６丁目,2307,2499,2707,5206
大泉学園町７丁目,2369,2404,2596,5000
大泉学園町８丁目,2144,2267,2346,4613
大泉学園町９丁目,70,39,31,70
関町北,11755,10479,11502,21981
関町北１丁目,2139,1652,1875,3527
関町北２丁目,2809,2158,2478,4636
関町北３丁目,2199,2022,2117,4139
関町北４丁目,2157,1993,2155,4148
関町北５丁目,2451,2654,2877,5531
関町南,9076,8898,9463,18361
関町南１丁目,1241,1145,1221,2366
関町南２丁目,2206,2092,2236,4328
関町南３丁目,2064,2113,2144,4257
関町南４丁目,3565,3548,3862,7410
上石神井南町,1101,1086,1113,2199
立野町,2447,2559,2777,5336
上石神井,10520,8766,9435,18201
上石神井１丁目,3474,2657,2833,5490
上石神井２丁目,2487,2096,2321,4417
上石神井３丁目,1935,1754,1844,3598
上石神井４丁目,2624,2259,2437,4696
関町東,3073,2597,2666,5263
関町東１丁目,2072,1844,1885,3729
関町東２丁目,1001,753,781,1534
