町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
北町７丁目,1598,1402,1439,2841
北町８丁目,2204,1863,1924,3787
田柄,13788,14426,14984,29410
田柄１丁目,2419,2421,2602,5023
田柄２丁目,3864,3560,3748,7308
田柄３丁目,2503,2866,2838,5704
田柄４丁目,3153,3596,3669,7265
田柄５丁目,1849,1983,2127,4110
光が丘,12774,12549,14528,27077
光が丘１丁目,1572,1205,1432,2637
光が丘２丁目,2573,2376,2957,5333
光が丘３丁目,3930,4239,4681,8920
光が丘４丁目,0,0,0,0
光が丘５丁目,1613,1455,1833,3288
光が丘６丁目,482,467,588,1055
光が丘７丁目,2604,2807,3037,5844
旭町,6868,6524,6562,13086
旭町１丁目,1935,2112,2179,4291
旭町２丁目,2563,2274,2302,4576
旭町３丁目,2370,2138,2081,4219
土支田,6133,6933,6977,13910
土支田１丁目,1590,1731,1779,3510
土支田２丁目,1318,1468,1472,2940
土支田３丁目,1770,2018,2097,4115
土支田４丁目,1455,1716,1629,3345
富士見台,7969,7687,7961,15648
富士見台１丁目,1570,1542,1598,3140
富士見台２丁目,2330,2083,2149,4232
富士見台３丁目,2175,2015,2132,4147
富士見台４丁目,1894,2047,2082,4129
南田中,6432,6089,6390,12479
南田中１丁目,1241,1251,1255,2506
南田中２丁目,894,896,889,1785
南田中３丁目,1422,1249,1408,2657
南田中４丁目,1516,1575,1561,3136
南田中５丁目,1359,1118,1277,2395
高野台,7529,7234,8133,15367
高野台１丁目,1805,1600,1909,3509
高野台２丁目,1574,1608,1713,3321
高野台３丁目,1484,1375,1536,2911
高野台４丁目,1269,1229,1379,2608
高野台５丁目,1397,1422,1596,3018
谷原,5768,6531,6715,13246
谷原１丁目,935,1038,1051,2089
谷原２丁目,837,869,898,1767
谷原３丁目,845,1015,1073,2088
谷原４丁目,780,972,972,1944
谷原５丁目,1361,1492,1563,3055
谷原６丁目,1010,1145,1158,2303
三原台,4239,4638,4744,9382
三原台１丁目,1970,2117,2133,4250
三原台２丁目,868,1016,990,2006
三原台３丁目,1401,1505,1621,3126
石神井町,14923,13363,14688,28051
石神井町１丁目,1801,1420,1716,3136
石神井町２丁目,2409,2106,2463,4569
石神井町３丁目,1985,1609,1750,3359
石神井町４丁目,1768,1678,1792,3470
石神井町５丁目,933,838,882,1720
石神井町６丁目,1632,1516,1599,3115
石神井町７丁目,2150,2043,2164,4207
石神井町８丁目,2245,2153,2322,4475
石神井台,14904,15014,15995,31009
石神井台１丁目,727,801,839,1640
石神井台２丁目,2145,2311,2355,4666
石神井台３丁目,2743,2637,2813,5450
石神井台４丁目,2289,2234,2556,4790
石神井台５丁目,1792,1960,2019,3979
石神井台６丁目,1321,1411,1514,2925
石神井台７丁目,2160,1796,1934,3730
石神井台８丁目,1727,1864,1965,3829
下石神井,8858,9061,9308,18369
下石神井１丁目,1279,1363,1358,2721
下石神井２丁目,1568,1662,1703,3365
下石神井３丁目,1124,1199,1263,2462
下石神井４丁目,1981,1758,1831,3589
下石神井５丁目,1303,1292,1355,2647
下石神井６丁目,1603,1787,1798,3585
東大泉,18171,16581,18564,35145
東大泉１丁目,2453,2199,2534,4733
東大泉２丁目,3107,3057,3309,6366
東大泉３丁目,2630,2185,2618,4803
東大泉４丁目,1703,1441,1514,2955
東大泉５丁目,2091,1808,2133,3941
東大泉６丁目,3321,2939,3402,6341
東大泉７丁目,2866,2952,3054,6006
西大泉町,13,13,20,33
西大泉,9909,10790,11233,22023
西大泉１丁目,1943,2051,2014,4065
西大泉２丁目,1280,1412,1520,2932
西大泉３丁目,1702,1779,1882,3661
西大泉４丁目,1509,1788,1893,3681
西大泉５丁目,2233,2376,2510,4886
西大泉６丁目,1242,1384,1414,2798
南大泉,12560,13153,13909,27062
南大泉１丁目,2164,2329,2421,4750
南大泉２丁目,1918,2150,2272,4422
南大泉３丁目,2244,2357,2440,4797
南大泉４丁目,3085,3118,3240,6358
南大泉５丁目,2306,2264,2526,4790
南大泉６丁目,843,935,1010,1945
大泉町,10110,10992,11286,22278
大泉町１丁目,2315,2645,2664,5309
大泉町２丁目,2214,2332,2440,4772
大泉町３丁目,1750,1920,1954,3874
大泉町４丁目,1650,1879,1894,3773
大泉町５丁目,1036,1070,1108,2178
大泉町６丁目,1145,1146,1226,2372
大泉学園町,15695,16834,17662,34496
大泉学園町１丁目,1468,1514,1663,3177
大泉学園町２丁目,1983,1976,2027,4003
大泉学園町３丁目,1360,1655,1608,3263
大泉学園町４丁目,1893,2110,2233,4343
大泉学園町５丁目,2132,2368,2467,4835
大泉学園町６丁目,2291,2483,2683,5166
大泉学園町７丁目,2350,2409,2590,4999
大泉学園町８丁目,2148,2280,2360,4640
大泉学園町９丁目,70,39,31,70
関町北,11730,10500,11577,22077
関町北１丁目,2140,1639,1905,3544
関町北２丁目,2793,2144,2494,4638
関町北３丁目,2205,2040,2131,4171
関町北４丁目,2152,1989,2147,4136
関町北５丁目,2440,2688,2900,5588
関町南,9007,8805,9345,18150
関町南１丁目,1300,1192,1266,2458
関町南２丁目,2192,2089,2222,4311
関町南３丁目,2063,2111,2133,4244
関町南４丁目,3452,3413,3724,7137
上石神井南町,1090,1084,1098,2182
立野町,2417,2533,2761,5294
上石神井,10474,8818,9461,18279
上石神井１丁目,3467,2682,2818,5500
上石神井２丁目,2403,2075,2274,4349
上石神井３丁目,1924,1755,1863,3618
上石神井４丁目,2680,2306,2506,4812
関町東,3053,2597,2674,5271
関町東１丁目,2068,1852,1889,3741
関町東２丁目,985,745,785,1530
