町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,377837,358946,380489,739435
旭丘,4880,3717,3668,7385
旭丘１丁目,3343,2528,2391,4919
旭丘２丁目,1537,1189,1277,2466
小竹町,5631,4517,4968,9485
小竹町１丁目,3039,2503,2664,5167
小竹町２丁目,2592,2014,2304,4318
栄町,2430,1847,2089,3936
羽沢,3806,3179,3389,6568
羽沢１丁目,903,648,699,1347
羽沢２丁目,1907,1588,1717,3305
羽沢３丁目,996,943,973,1916
豊玉上,4361,3070,3484,6554
豊玉上１丁目,1526,1167,1197,2364
豊玉上２丁目,2835,1903,2287,4190
豊玉中,6046,5384,5386,10770
豊玉中１丁目,1389,1234,1225,2459
豊玉中２丁目,1837,1625,1528,3153
豊玉中３丁目,1933,1547,1604,3151
豊玉中４丁目,887,978,1029,2007
豊玉南,4444,4312,4322,8634
豊玉南１丁目,1250,1158,1224,2382
豊玉南２丁目,1077,969,998,1967
豊玉南３丁目,2117,2185,2100,4285
豊玉北,12497,9377,10183,19560
豊玉北１丁目,1690,1229,1421,2650
豊玉北２丁目,1531,1154,1317,2471
豊玉北３丁目,2200,1627,1664,3291
豊玉北４丁目,2643,1953,2079,4032
豊玉北５丁目,2602,1849,2019,3868
豊玉北６丁目,1831,1565,1683,3248
中村,4992,4778,5179,9957
中村１丁目,1208,1192,1291,2483
中村２丁目,1566,1625,1694,3319
中村３丁目,2218,1961,2194,4155
中村南,5738,5340,5686,11026
中村南１丁目,2102,2113,2195,4308
中村南２丁目,2115,1812,1882,3694
中村南３丁目,1521,1415,1609,3024
中村北,6884,5535,6197,11732
中村北１丁目,2183,1805,1990,3795
中村北２丁目,1712,1515,1556,3071
中村北３丁目,1292,921,1076,1997
中村北４丁目,1697,1294,1575,2869
桜台,14273,12369,13174,25543
桜台１丁目,3271,2457,2618,5075
桜台２丁目,2679,2306,2476,4782
桜台３丁目,2432,2259,2455,4714
桜台４丁目,2104,1627,1783,3410
桜台５丁目,2024,1999,1976,3975
桜台６丁目,1763,1721,1866,3587
練馬,8956,7016,7435,14451
練馬１丁目,2642,1992,2100,4092
練馬２丁目,1782,1463,1513,2976
練馬３丁目,2359,1746,1841,3587
練馬４丁目,2173,1815,1981,3796
向山,5798,5396,5634,11030
向山１丁目,1117,867,897,1764
向山２丁目,1338,1296,1292,2588
向山３丁目,1252,1163,1276,2439
向山４丁目,2091,2070,2169,4239
貫井,11294,9874,10414,20288
貫井１丁目,2721,2406,2712,5118
貫井２丁目,2159,1732,1801,3533
貫井３丁目,2783,2349,2519,4868
貫井４丁目,2228,2104,2189,4293
貫井５丁目,1403,1283,1193,2476
錦,3093,3023,3112,6135
錦１丁目,1806,1723,1825,3548
錦２丁目,1287,1300,1287,2587
氷川台,7138,6627,7026,13653
氷川台１丁目,119,110,127,237
氷川台２丁目,1421,1517,1509,3026
氷川台３丁目,2822,2509,2638,5147
氷川台４丁目,2776,2491,2752,5243
平和台,6770,6911,7045,13956
平和台１丁目,1744,1817,1782,3599
平和台２丁目,1572,1506,1579,3085
平和台３丁目,2011,2138,2200,4338
平和台４丁目,1443,1450,1484,2934
早宮,9570,9296,10039,19335
早宮１丁目,3054,2855,3095,5950
早宮２丁目,2143,2028,2157,4185
早宮３丁目,2300,2277,2502,4779
早宮４丁目,2073,2136,2285,4421
春日町,12858,12370,13455,25825
春日町１丁目,2113,2087,2263,4350
春日町２丁目,2218,2193,2314,4507
春日町３丁目,2142,1898,2173,4071
春日町４丁目,2231,2167,2298,4465
春日町５丁目,2209,2134,2372,4506
春日町６丁目,1945,1891,2035,3926
高松,8245,8993,9170,18163
高松１丁目,1502,1509,1566,3075
高松２丁目,1146,1196,1304,2500
高松３丁目,1276,1583,1652,3235
高松４丁目,1513,1741,1753,3494
高松５丁目,1386,1381,1408,2789
高松６丁目,1422,1583,1487,3070
北町,15217,13295,12933,26228
北町１丁目,2761,2228,2308,4536
北町２丁目,3253,3091,3165,6256
北町３丁目,1598,1364,1439,2803
北町４丁目,994,923,71,994
北町５丁目,1310,1219,1201,2420
北町６丁目,1520,1193,1382,2575
北町７丁目,1588,1412,1470,2882
北町８丁目,2193,1865,1897,3762
田柄,13651,14524,14976,29500
田柄１丁目,2457,2447,2638,5085
田柄２丁目,3772,3531,3711,7242
田柄３丁目,2452,2913,2846,5759
田柄４丁目,3109,3616,3665,7281
田柄５丁目,1861,2017,2116,4133
光が丘,12793,12745,14684,27429
光が丘１丁目,1564,1233,1443,2676
光が丘２丁目,2598,2441,3025,5466
光が丘３丁目,3978,4322,4736,9058
光が丘４丁目,0,0,0,0
光が丘５丁目,1614,1496,1852,3348
光が丘６丁目,475,469,586,1055
光が丘７丁目,2564,2784,3042,5826
旭町,6759,6411,6526,12937
旭町１丁目,1892,2059,2155,4214
旭町２丁目,2580,2283,2288,4571
旭町３丁目,2287,2069,2083,4152
土支田,6086,6898,6972,13870
土支田１丁目,1604,1749,1815,3564
土支田２丁目,1304,1455,1471,2926
土支田３丁目,1753,2005,2081,4086
土支田４丁目,1425,1689,1605,3294
富士見台,7920,7655,7997,15652
富士見台１丁目,1553,1517,1613,3130
富士見台２丁目,2332,2092,2164,4256
富士見台３丁目,2177,2013,2155,4168
富士見台４丁目,1858,2033,2065,4098
南田中,6482,6105,6490,12595
南田中１丁目,1228,1252,1271,2523
南田中２丁目,879,867,896,1763
南田中３丁目,1419,1248,1409,2657
南田中４丁目,1593,1621,1606,3227
南田中５丁目,1363,1117,1308,2425
高野台,7354,7106,7980,15086
高野台１丁目,1783,1609,1937,3546
高野台２丁目,1517,1541,1625,3166
高野台３丁目,1492,1399,1549,2948
高野台４丁目,1203,1162,1326,2488
高野台５丁目,1359,1395,1543,2938
谷原,5704,6488,6675,13163
谷原１丁目,939,1043,1043,2086
谷原２丁目,830,869,906,1775
谷原３丁目,839,988,1056,2044
谷原４丁目,771,1001,964,1965
谷原５丁目,1326,1444,1536,2980
谷原６丁目,999,1143,1170,2313
三原台,4193,4632,4728,9360
三原台１丁目,1963,2125,2130,4255
三原台２丁目,872,1031,1012,2043
三原台３丁目,1358,1476,1586,3062
石神井町,14748,13278,14702,27980
石神井町１丁目,1788,1409,1743,3152
石神井町２丁目,2367,2084,2442,4526
石神井町３丁目,1925,1565,1717,3282
石神井町４丁目,1759,1666,1794,3460
石神井町５丁目,930,873,903,1776
石神井町６丁目,1620,1498,1620,3118
石神井町７丁目,2127,2034,2174,4208
石神井町８丁目,2232,2149,2309,4458
石神井台,14830,15058,15999,31057
石神井台１丁目,717,789,826,1615
石神井台２丁目,2130,2296,2346,4642
石神井台３丁目,2748,2663,2869,5532
石神井台４丁目,2258,2209,2533,4742
石神井台５丁目,1760,1959,1998,3957
石神井台６丁目,1350,1456,1523,2979
石神井台７丁目,2174,1834,1941,3775
石神井台８丁目,1693,1852,1963,3815
下石神井,8829,9001,9306,18307
下石神井１丁目,1310,1355,1406,2761
下石神井２丁目,1572,1648,1731,3379
下石神井３丁目,1106,1186,1243,2429
下石神井４丁目,1973,1745,1826,3571
下石神井５丁目,1288,1288,1344,2632
下石神井６丁目,1580,1779,1756,3535
東大泉,17884,16375,18340,34715
東大泉１丁目,2426,2232,2532,4764
