町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
東大泉２丁目,2977,2892,3183,6075
東大泉３丁目,2624,2185,2610,4795
東大泉４丁目,1683,1416,1484,2900
東大泉５丁目,2024,1758,2071,3829
東大泉６丁目,3325,2966,3419,6385
東大泉７丁目,2825,2926,3041,5967
西大泉町,13,13,20,33
西大泉,9886,10857,11280,22137
西大泉１丁目,1939,2068,2028,4096
西大泉２丁目,1297,1439,1549,2988
西大泉３丁目,1680,1772,1863,3635
西大泉４丁目,1495,1775,1871,3646
西大泉５丁目,2203,2365,2507,4872
西大泉６丁目,1272,1438,1462,2900
南大泉,12469,13196,13915,27111
南大泉１丁目,2154,2331,2452,4783
南大泉２丁目,1918,2165,2306,4471
南大泉３丁目,2225,2362,2442,4804
南大泉４丁目,3068,3137,3226,6363
南大泉５丁目,2267,2266,2474,4740
南大泉６丁目,837,935,1015,1950
大泉町,10024,11025,11271,22296
大泉町１丁目,2281,2654,2651,5305
大泉町２丁目,2180,2320,2432,4752
大泉町３丁目,1726,1919,1943,3862
大泉町４丁目,1651,1888,1917,3805
大泉町５丁目,1043,1093,1108,2201
大泉町６丁目,1143,1151,1220,2371
大泉学園町,15576,16812,17664,34476
大泉学園町１丁目,1487,1545,1672,3217
大泉学園町２丁目,1941,1931,2065,3996
大泉学園町３丁目,1346,1646,1592,3238
大泉学園町４丁目,1887,2113,2245,4358
大泉学園町５丁目,2096,2364,2438,4802
大泉学園町６丁目,2275,2478,2650,5128
大泉学園町７丁目,2327,2393,2580,4973
大泉学園町８丁目,2147,2303,2391,4694
大泉学園町９丁目,70,39,31,70
関町北,11700,10563,11637,22200
関町北１丁目,2154,1654,1933,3587
関町北２丁目,2784,2154,2524,4678
関町北３丁目,2215,2067,2138,4205
関町北４丁目,2123,1984,2136,4120
関町北５丁目,2424,2704,2906,5610
関町南,8857,8685,9230,17915
関町南１丁目,1338,1205,1302,2507
関町南２丁目,2152,2062,2217,4279
関町南３丁目,2040,2094,2109,4203
関町南４丁目,3327,3324,3602,6926
上石神井南町,1086,1095,1092,2187
立野町,2403,2534,2724,5258
上石神井,10663,9063,9664,18727
上石神井１丁目,3449,2666,2813,5479
上石神井２丁目,2339,2062,2218,4280
上石神井３丁目,2251,2040,2189,4229
上石神井４丁目,2624,2295,2444,4739
関町東,3006,2601,2629,5230
関町東１丁目,2042,1869,1843,3712
関町東２丁目,964,732,786,1518
