町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
氷川台３丁目,2999,2447,2706,5153
氷川台４丁目,2883,2473,2781,5254
平和台,7061,6847,7069,13916
平和台１丁目,1710,1773,1714,3487
平和台２丁目,1641,1480,1580,3060
平和台３丁目,2123,2168,2230,4398
平和台４丁目,1587,1426,1545,2971
早宮,9947,9267,10143,19410
早宮１丁目,3164,2797,3043,5840
早宮２丁目,2237,2000,2200,4200
早宮３丁目,2404,2353,2575,4928
早宮４丁目,2142,2117,2325,4442
春日町,13877,12738,13993,26731
春日町１丁目,2377,2258,2419,4677
春日町２丁目,2457,2240,2407,4647
春日町３丁目,2332,1990,2266,4256
春日町４丁目,2305,2164,2314,4478
春日町５丁目,2284,2109,2366,4475
春日町６丁目,2122,1977,2221,4198
高松,8687,8919,9174,18093
高松１丁目,1537,1461,1561,3022
高松２丁目,1257,1234,1325,2559
高松３丁目,1302,1528,1629,3157
高松４丁目,1651,1742,1732,3474
高松５丁目,1454,1385,1389,2774
高松６丁目,1486,1569,1538,3107
北町,16042,13534,13773,27307
北町１丁目,3205,2476,2622,5098
北町２丁目,3418,3114,3317,6431
北町３丁目,1886,1589,1712,3301
北町４丁目,666,603,64,667
北町５丁目,1379,1227,1231,2458
北町６丁目,1632,1282,1463,2745
北町７丁目,1643,1413,1465,2878
北町８丁目,2213,1830,1899,3729
田柄,13995,14073,14646,28719
田柄１丁目,2483,2384,2553,4937
田柄２丁目,3829,3446,3625,7071
田柄３丁目,2457,2666,2671,5337
田柄４丁目,3259,3582,3660,7242
田柄５丁目,1967,1995,2137,4132
光が丘,12779,12114,14118,26232
光が丘１丁目,1577,1156,1378,2534
光が丘２丁目,2574,2274,2897,5171
光が丘３丁目,3984,4153,4579,8732
光が丘４丁目,0,0,0,0
光が丘５丁目,1589,1394,1758,3152
光が丘６丁目,477,449,556,1005
光が丘７丁目,2578,2688,2950,5638
旭町,7033,6454,6590,13044
旭町１丁目,1970,2094,2193,4287
旭町２丁目,2645,2272,2304,4576
旭町３丁目,2418,2088,2093,4181
土支田,6409,7117,7258,14375
土支田１丁目,1669,1766,1860,3626
土支田２丁目,1435,1573,1599,3172
土支田３丁目,1841,2113,2138,4251
土支田４丁目,1464,1665,1661,3326
富士見台,8063,7529,7983,15512
富士見台１丁目,1561,1513,1598,3111
富士見台２丁目,2369,2036,2117,4153
富士見台３丁目,2276,2023,2198,4221
富士見台４丁目,1857,1957,2070,4027
南田中,6481,6008,6254,12262
南田中１丁目,1230,1226,1241,2467
南田中２丁目,928,919,916,1835
南田中３丁目,1426,1222,1338,2560
南田中４丁目,1558,1571,1530,3101
南田中５丁目,1339,1070,1229,2299
高野台,7848,7332,8141,15473
高野台１丁目,1828,1558,1892,3450
高野台２丁目,1662,1620,1728,3348
高野台３丁目,1540,1398,1488,2886
高野台４丁目,1304,1235,1381,2616
高野台５丁目,1514,1521,1652,3173
谷原,6018,6663,6888,13551
谷原１丁目,1026,1093,1123,2216
谷原２丁目,857,843,908,1751
谷原３丁目,859,999,1060,2059
谷原４丁目,823,1010,996,2006
谷原５丁目,1424,1583,1663,3246
谷原６丁目,1029,1135,1138,2273
三原台,4378,4652,4787,9439
三原台１丁目,1976,2077,2107,4184
三原台２丁目,926,1048,1059,2107
三原台３丁目,1476,1527,1621,3148
石神井町,15232,13365,14824,28189
石神井町１丁目,1812,1427,1696,3123
石神井町２丁目,2558,2204,2590,4794
石神井町３丁目,1976,1541,1733,3274
石神井町４丁目,1802,1646,1779,3425
石神井町５丁目,983,830,905,1735
石神井町６丁目,1671,1508,1639,3147
石神井町７丁目,2193,2045,2186,4231
石神井町８丁目,2237,2164,2296,4460
石神井台,14992,14740,15770,30510
石神井台１丁目,743,795,821,1616
石神井台２丁目,2221,2239,2370,4609
石神井台３丁目,2729,2561,2749,5310
石神井台４丁目,2216,2155,2431,4586
石神井台５丁目,1758,1907,1991,3898
石神井台６丁目,1350,1407,1518,2925
石神井台７丁目,2195,1797,1902,3699
石神井台８丁目,1780,1879,1988,3867
下石神井,8964,8879,9095,17974
下石神井１丁目,1283,1338,1348,2686
下石神井２丁目,1591,1606,1687,3293
下石神井３丁目,1130,1167,1216,2383
下石神井４丁目,2008,1742,1774,3516
下石神井５丁目,1321,1287,1305,2592
下石神井６丁目,1631,1739,1765,3504
東大泉,18727,16764,18878,35642
東大泉１丁目,2579,2213,2665,4878
東大泉２丁目,3079,3027,3309,6336
東大泉３丁目,2757,2296,2649,4945
東大泉４丁目,1742,1388,1529,2917
東大泉５丁目,2206,1895,2249,4144
東大泉６丁目,3474,3046,3455,6501
東大泉７丁目,2890,2899,3022,5921
西大泉町,15,13,20,33
西大泉,10059,10725,11243,21968
西大泉１丁目,1964,2002,2056,4058
西大泉２丁目,1283,1405,1492,2897
西大泉３丁目,1768,1807,1942,3749
西大泉４丁目,1560,1838,1918,3756
西大泉５丁目,2183,2260,2405,4665
西大泉６丁目,1301,1413,1430,2843
南大泉,12806,12902,13805,26707
南大泉１丁目,2240,2324,2445,4769
南大泉２丁目,1968,2122,2240,4362
南大泉３丁目,2267,2309,2458,4767
南大泉４丁目,3142,3051,3214,6265
南大泉５丁目,2327,2190,2432,4622
南大泉６丁目,862,906,1016,1922
大泉町,10118,10682,11010,21692
大泉町１丁目,2345,2611,2611,5222
大泉町２丁目,2209,2271,2362,4633
大泉町３丁目,1733,1834,1883,3717
大泉町４丁目,1677,1849,1882,3731
大泉町５丁目,1010,1018,1071,2089
大泉町６丁目,1144,1099,1201,2300
大泉学園町,15809,16467,17429,33896
大泉学園町１丁目,1454,1496,1630,3126
大泉学園町２丁目,1981,1927,2010,3937
大泉学園町３丁目,1375,1633,1613,3246
大泉学園町４丁目,1900,2028,2149,4177
大泉学園町５丁目,2183,2293,2459,4752
大泉学園町６丁目,2326,2469,2678,5147
大泉学園町７丁目,2357,2353,2540,4893
大泉学園町８丁目,2169,2230,2324,4554
大泉学園町９丁目,64,38,26,64
関町北,12091,10508,11585,22093
関町北１丁目,2244,1682,1887,3569
関町北２丁目,2892,2161,2532,4693
関町北３丁目,2267,2043,2192,4235
関町北４丁目,2193,1983,2182,4165
関町北５丁目,2495,2639,2792,5431
関町南,9360,8928,9665,18593
関町南１丁目,1330,1168,1292,2460
関町南２丁目,2204,2090,2200,4290
関町南３丁目,2136,2084,2180,4264
関町南４丁目,3690,3586,3993,7579
上石神井南町,1167,1110,1158,2268
立野町,2483,2567,2760,5327
上石神井,11511,9733,10253,19986
上石神井１丁目,3467,2622,2721,5343
上石神井２丁目,2571,2075,2293,4368
上石神井３丁目,2759,2709,2796,5505
上石神井４丁目,2714,2327,2443,4770
関町東,3142,2622,2691,5313
関町東１丁目,2105,1874,1912,3786
関町東２丁目,1037,748,779,1527
