町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
光が丘３丁目,3945,4183,4596,8779
光が丘４丁目,0,0,0,0
光が丘５丁目,1595,1424,1782,3206
光が丘６丁目,477,464,564,1028
光が丘７丁目,2545,2730,2973,5703
旭町,6915,6505,6492,12997
旭町１丁目,1953,2108,2179,4287
旭町２丁目,2564,2276,2224,4500
旭町３丁目,2398,2121,2089,4210
土支田,6348,7089,7231,14320
土支田１丁目,1628,1737,1834,3571
土支田２丁目,1376,1559,1574,3133
土支田３丁目,1847,2078,2143,4221
土支田４丁目,1497,1715,1680,3395
富士見台,7924,7539,7976,15515
富士見台１丁目,1524,1505,1637,3142
富士見台２丁目,2306,2029,2108,4137
富士見台３丁目,2233,2014,2177,4191
富士見台４丁目,1861,1991,2054,4045
南田中,6457,6052,6332,12384
南田中１丁目,1258,1256,1272,2528
南田中２丁目,928,909,918,1827
南田中３丁目,1425,1243,1369,2612
南田中４丁目,1517,1562,1552,3114
南田中５丁目,1329,1082,1221,2303
高野台,7638,7274,8121,15395
高野台１丁目,1793,1586,1900,3486
高野台２丁目,1613,1611,1730,3341
高野台３丁目,1503,1381,1508,2889
高野台４丁目,1299,1237,1391,2628
高野台５丁目,1430,1459,1592,3051
谷原,5869,6604,6788,13392
谷原１丁目,984,1077,1093,2170
谷原２丁目,849,867,910,1777
谷原３丁目,857,1016,1067,2083
谷原４丁目,784,966,965,1931
谷原５丁目,1393,1547,1621,3168
谷原６丁目,1002,1131,1132,2263
三原台,4296,4673,4740,9413
三原台１丁目,1936,2092,2073,4165
三原台２丁目,922,1067,1031,2098
三原台３丁目,1438,1514,1636,3150
石神井町,14946,13198,14572,27770
石神井町１丁目,1802,1410,1711,3121
石神井町２丁目,2422,2095,2407,4502
石神井町３丁目,1953,1565,1718,3283
石神井町４丁目,1769,1616,1793,3409
石神井町５丁目,983,838,891,1729
石神井町６丁目,1642,1516,1595,3111
石神井町７丁目,2145,2022,2173,4195
石神井町８丁目,2230,2136,2284,4420
石神井台,15032,14975,15965,30940
石神井台１丁目,706,776,818,1594
石神井台２丁目,2206,2289,2374,4663
石神井台３丁目,2749,2639,2766,5405
石神井台４丁目,2244,2173,2500,4673
石神井台５丁目,1783,1940,2017,3957
石神井台６丁目,1376,1445,1548,2993
石神井台７丁目,2194,1799,1944,3743
石神井台８丁目,1774,1914,1998,3912
下石神井,8935,8934,9259,18193
下石神井１丁目,1302,1329,1409,2738
下石神井２丁目,1585,1611,1706,3317
下石神井３丁目,1121,1196,1229,2425
下石神井４丁目,1991,1736,1802,3538
下石神井５丁目,1321,1320,1343,2663
下石神井６丁目,1615,1742,1770,3512
東大泉,18435,16623,18684,35307
東大泉１丁目,2486,2135,2575,4710
東大泉２丁目,3109,3059,3340,6399
東大泉３丁目,2657,2228,2570,4798
東大泉４丁目,1736,1434,1534,2968
東大泉５丁目,2144,1837,2168,4005
東大泉６丁目,3409,3017,3456,6473
東大泉７丁目,2894,2913,3041,5954
西大泉町,14,12,21,33
西大泉,10074,10803,11302,22105
西大泉１丁目,1946,2008,2057,4065
西大泉２丁目,1293,1402,1495,2897
西大泉３丁目,1758,1810,1928,3738
西大泉４丁目,1559,1832,1911,3743
西大泉５丁目,2214,2335,2477,4812
西大泉６丁目,1304,1416,1434,2850
南大泉,12793,13138,13911,27049
南大泉１丁目,2222,2336,2441,4777
南大泉２丁目,1942,2150,2255,4405
南大泉３丁目,2303,2375,2495,4870
南大泉４丁目,3132,3123,3219,6342
南大泉５丁目,2337,2237,2491,4728
南大泉６丁目,857,917,1010,1927
大泉町,10107,10812,11090,21902
大泉町１丁目,2335,2603,2637,5240
大泉町２丁目,2204,2303,2394,4697
大泉町３丁目,1744,1895,1907,3802
大泉町４丁目,1670,1872,1890,3762
大泉町５丁目,1022,1027,1061,2088
大泉町６丁目,1132,1112,1201,2313
大泉学園町,15743,16620,17496,34116
大泉学園町１丁目,1455,1509,1640,3149
大泉学園町２丁目,1969,1942,1993,3935
大泉学園町３丁目,1354,1619,1593,3212
大泉学園町４丁目,1907,2090,2199,4289
大泉学園町５丁目,2130,2306,2405,4711
大泉学園町６丁目,2306,2477,2691,5168
大泉学園町７丁目,2383,2386,2599,4985
大泉学園町８丁目,2170,2254,2344,4598
大泉学園町９丁目,69,37,32,69
関町北,11881,10480,11571,22051
関町北１丁目,2167,1662,1890,3552
関町北２丁目,2838,2150,2504,4654
関町北３丁目,2220,2026,2132,4158
関町北４丁目,2196,2007,2190,4197
関町北５丁目,2460,2635,2855,5490
関町南,9144,8945,9569,18514
関町南１丁目,1267,1159,1231,2390
関町南２丁目,2188,2071,2229,4300
関町南３丁目,2069,2109,2159,4268
関町南４丁目,3620,3606,3950,7556
上石神井南町,1125,1091,1144,2235
立野町,2448,2550,2762,5312
上石神井,10527,8729,9399,18128
上石神井１丁目,3488,2608,2829,5437
上石神井２丁目,2466,2081,2293,4374
上石神井３丁目,1945,1771,1851,3622
上石神井４丁目,2628,2269,2426,4695
関町東,3036,2565,2625,5190
関町東１丁目,2049,1835,1854,3689
関町東２丁目,987,730,771,1501
