町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,384877,357919,381421,739340
旭丘,4902,3657,3660,7317
旭丘１丁目,3350,2478,2392,4870
旭丘２丁目,1552,1179,1268,2447
小竹町,5733,4525,5018,9543
小竹町１丁目,3137,2491,2703,5194
小竹町２丁目,2596,2034,2315,4349
栄町,2596,1923,2182,4105
羽沢,3840,3233,3357,6590
羽沢１丁目,927,672,697,1369
羽沢２丁目,1911,1604,1706,3310
羽沢３丁目,1002,957,954,1911
豊玉上,4453,3079,3509,6588
豊玉上１丁目,1555,1144,1213,2357
豊玉上２丁目,2898,1935,2296,4231
豊玉中,6150,5370,5375,10745
豊玉中１丁目,1347,1219,1172,2391
豊玉中２丁目,1975,1687,1603,3290
豊玉中３丁目,1959,1508,1575,3083
豊玉中４丁目,869,956,1025,1981
豊玉南,4487,4250,4301,8551
豊玉南１丁目,1249,1125,1173,2298
豊玉南２丁目,1124,973,1029,2002
豊玉南３丁目,2114,2152,2099,4251
豊玉北,12680,9339,10099,19438
豊玉北１丁目,1669,1198,1406,2604
豊玉北２丁目,1577,1209,1274,2483
豊玉北３丁目,2210,1573,1639,3212
豊玉北４丁目,2713,1982,2070,4052
豊玉北５丁目,2664,1846,2024,3870
豊玉北６丁目,1847,1531,1686,3217
中村,5097,4696,5214,9910
中村１丁目,1213,1150,1251,2401
中村２丁目,1647,1635,1767,3402
中村３丁目,2237,1911,2196,4107
中村南,5763,5366,5589,10955
中村南１丁目,2068,2110,2111,4221
中村南２丁目,2164,1826,1915,3741
中村南３丁目,1531,1430,1563,2993
中村北,7003,5487,6290,11777
中村北１丁目,2173,1760,1969,3729
中村北２丁目,1735,1521,1585,3106
中村北３丁目,1378,942,1130,2072
中村北４丁目,1717,1264,1606,2870
桜台,14589,12359,13301,25660
桜台１丁目,3312,2434,2666,5100
桜台２丁目,2701,2298,2471,4769
桜台３丁目,2574,2253,2497,4750
桜台４丁目,2203,1659,1848,3507
桜台５丁目,2007,1966,1948,3914
桜台６丁目,1792,1749,1871,3620
練馬,9258,7070,7559,14629
練馬１丁目,2819,2075,2155,4230
練馬２丁目,1807,1474,1513,2987
練馬３丁目,2405,1730,1859,3589
練馬４丁目,2227,1791,2032,3823
向山,5888,5433,5622,11055
向山１丁目,1107,863,893,1756
向山２丁目,1353,1294,1282,2576
向山３丁目,1314,1206,1299,2505
向山４丁目,2114,2070,2148,4218
貫井,11724,9958,10837,20795
貫井１丁目,2717,2349,2693,5042
貫井２丁目,2454,1977,2101,4078
貫井３丁目,2906,2293,2617,4910
貫井４丁目,2223,2064,2176,4240
貫井５丁目,1424,1275,1250,2525
錦,3223,3092,3185,6277
錦１丁目,1916,1781,1870,3651
錦２丁目,1307,1311,1315,2626
氷川台,7278,6554,7047,13601
氷川台１丁目,119,105,119,224
氷川台２丁目,1408,1491,1493,2984
氷川台３丁目,2953,2481,2683,5164
氷川台４丁目,2798,2477,2752,5229
平和台,6918,6852,7022,13874
平和台１丁目,1742,1805,1730,3535
平和台２丁目,1606,1467,1567,3034
平和台３丁目,2048,2149,2208,4357
平和台４丁目,1522,1431,1517,2948
早宮,9633,9195,9944,19139
早宮１丁目,3065,2796,3003,5799
早宮２丁目,2169,1977,2144,4121
早宮３丁目,2285,2280,2484,4764
早宮４丁目,2114,2142,2313,4455
春日町,13445,12655,13789,26444
春日町１丁目,2316,2228,2372,4600
春日町２丁目,2399,2283,2385,4668
春日町３丁目,2194,1900,2173,4073
春日町４丁目,2236,2143,2282,4425
春日町５丁目,2227,2121,2393,4514
春日町６丁目,2073,1980,2184,4164
高松,8391,8830,9122,17952
高松１丁目,1493,1443,1554,2997
高松２丁目,1240,1225,1322,2547
高松３丁目,1284,1577,1652,3229
高松４丁目,1568,1710,1732,3442
高松５丁目,1352,1328,1340,2668
高松６丁目,1454,1547,1522,3069
北町,15547,13296,13341,26637
北町１丁目,2894,2277,2388,4665
北町２丁目,3328,3089,3262,6351
北町３丁目,1752,1497,1613,3110
北町４丁目,779,731,48,779
北町５丁目,1359,1203,1235,2438
北町６丁目,1619,1268,1445,2713
北町７丁目,1611,1380,1446,2826
北町８丁目,2205,1851,1904,3755
田柄,13904,14232,14787,29019
田柄１丁目,2436,2408,2562,4970
田柄２丁目,3807,3441,3619,7060
田柄３丁目,2519,2813,2763,5576
田柄４丁目,3213,3595,3704,7299
田柄５丁目,1929,1975,2139,4114
光が丘,12688,12257,14221,26478
光が丘１丁目,1573,1150,1412,2562
光が丘２丁目,2553,2306,2894,5200
