町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,381603,360241,382381,742622
旭丘,4962,3763,3725,7488
旭丘１丁目,3415,2574,2453,5027
旭丘２丁目,1547,1189,1272,2461
小竹町,5671,4490,4984,9474
小竹町１丁目,3103,2500,2692,5192
小竹町２丁目,2568,1990,2292,4282
栄町,2481,1875,2112,3987
羽沢,3853,3209,3409,6618
羽沢１丁目,926,667,709,1376
羽沢２丁目,1918,1587,1723,3310
羽沢３丁目,1009,955,977,1932
豊玉上,4458,3106,3550,6656
豊玉上１丁目,1562,1177,1228,2405
豊玉上２丁目,2896,1929,2322,4251
豊玉中,6120,5429,5391,10820
豊玉中１丁目,1390,1233,1214,2447
豊玉中２丁目,1912,1660,1563,3223
豊玉中３丁目,1945,1560,1604,3164
豊玉中４丁目,873,976,1010,1986
豊玉南,4471,4303,4367,8670
豊玉南１丁目,1253,1146,1222,2368
豊玉南２丁目,1086,965,1019,1984
豊玉南３丁目,2132,2192,2126,4318
豊玉北,12671,9454,10284,19738
豊玉北１丁目,1699,1232,1427,2659
豊玉北２丁目,1492,1150,1275,2425
豊玉北３丁目,2236,1634,1701,3335
豊玉北４丁目,2699,1978,2112,4090
豊玉北５丁目,2696,1895,2083,3978
豊玉北６丁目,1849,1565,1686,3251
中村,5049,4770,5216,9986
中村１丁目,1202,1172,1284,2456
中村２丁目,1614,1638,1735,3373
中村３丁目,2233,1960,2197,4157
中村南,5737,5336,5704,11040
中村南１丁目,2088,2110,2180,4290
中村南２丁目,2117,1812,1895,3707
中村南３丁目,1532,1414,1629,3043
中村北,6938,5554,6233,11787
中村北１丁目,2203,1812,2005,3817
中村北２丁目,1707,1529,1548,3077
中村北３丁目,1323,930,1096,2026
中村北４丁目,1705,1283,1584,2867
桜台,14502,12513,13305,25818
桜台１丁目,3323,2478,2633,5111
桜台２丁目,2684,2304,2463,4767
桜台３丁目,2473,2263,2471,4734
桜台４丁目,2189,1684,1865,3549
桜台５丁目,2043,2024,1974,3998
桜台６丁目,1790,1760,1899,3659
練馬,9111,7057,7548,14605
練馬１丁目,2705,2006,2149,4155
練馬２丁目,1804,1470,1532,3002
練馬３丁目,2383,1741,1859,3600
練馬４丁目,2219,1840,2008,3848
向山,5875,5443,5652,11095
向山１丁目,1137,869,916,1785
向山２丁目,1347,1308,1283,2591
向山３丁目,1281,1177,1276,2453
向山４丁目,2110,2089,2177,4266
貫井,11478,9934,10522,20456
貫井１丁目,2739,2411,2723,5134
貫井２丁目,2284,1782,1873,3655
貫井３丁目,2809,2349,2533,4882
貫井４丁目,2224,2093,2173,4266
貫井５丁目,1422,1299,1220,2519
錦,3135,3061,3119,6180
錦１丁目,1840,1741,1824,3565
錦２丁目,1295,1320,1295,2615
氷川台,7179,6626,7046,13672
氷川台１丁目,125,112,132,244
氷川台２丁目,1437,1521,1521,3042
氷川台３丁目,2847,2491,2662,5153
氷川台４丁目,2770,2502,2731,5233
平和台,6798,6878,7076,13954
平和台１丁目,1758,1832,1788,3620
平和台２丁目,1588,1504,1573,3077
平和台３丁目,1995,2104,2212,4316
平和台４丁目,1457,1438,1503,2941
早宮,9641,9320,10052,19372
早宮１丁目,3059,2838,3080,5918
早宮２丁目,2167,2036,2164,4200
早宮３丁目,2322,2291,2512,4803
早宮４丁目,2093,2155,2296,4451
春日町,13024,12460,13532,25992
春日町１丁目,2150,2105,2276,4381
春日町２丁目,2274,2234,2340,4574
春日町３丁目,2182,1935,2194,4129
春日町４丁目,2246,2165,2285,4450
春日町５丁目,2203,2130,2373,4503
春日町６丁目,1969,1891,2064,3955
高松,8308,8957,9214,18171
高松１丁目,1486,1478,1574,3052
高松２丁目,1161,1197,1311,2508
高松３丁目,1277,1599,1658,3257
高松４丁目,1557,1740,1768,3508
高松５丁目,1386,1357,1399,2756
高松６丁目,1441,1586,1504,3090
北町,15433,13422,13097,26519
北町１丁目,2846,2264,2394,4658
北町２丁目,3258,3077,3156,6233
北町３丁目,1653,1436,1509,2945
北町４丁目,1015,955,60,1015
北町５丁目,1309,1216,1212,2428
北町６丁目,1540,1197,1387,2584
北町７丁目,1599,1412,1460,2872
北町８丁目,2213,1865,1919,3784
田柄,13769,14478,14994,29472
田柄１丁目,2446,2434,2632,5066
田柄２丁目,3844,3564,3743,7307
田柄３丁目,2469,2884,2838,5722
田柄４丁目,3153,3597,3668,7265
田柄５丁目,1857,1999,2113,4112
光が丘,12815,12675,14639,27314
光が丘１丁目,1570,1215,1443,2658
光が丘２丁目,2611,2415,3009,5424
光が丘３丁目,3951,4283,4711,8994
光が丘４丁目,0,0,0,0
光が丘５丁目,1624,1501,1852,3353
光が丘６丁目,474,471,585,1056
光が丘７丁目,2585,2790,3039,5829
旭町,6842,6477,6527,13004
旭町１丁目,1927,2091,2170,4261
旭町２丁目,2568,2278,2276,4554
旭町３丁目,2347,2108,2081,4189
土支田,6094,6886,6945,13831
土支田１丁目,1594,1728,1797,3525
土支田２丁目,1309,1460,1473,2933
土支田３丁目,1756,2004,2075,4079
土支田４丁目,1435,1694,1600,3294
富士見台,7985,7700,7981,15681
富士見台１丁目,1563,1538,1592,3130
富士見台２丁目,2343,2101,2158,4259
富士見台３丁目,2193,2009,2152,4161
富士見台４丁目,1886,2052,2079,4131
南田中,6463,6090,6450,12540
南田中１丁目,1226,1248,1258,2506
南田中２丁目,891,887,892,1779
南田中３丁目,1422,1242,1410,2652
南田中４丁目,1562,1596,1593,3189
南田中５丁目,1362,1117,1297,2414
高野台,7502,7236,8123,15359
高野台１丁目,1790,1618,1916,3534
高野台２丁目,1586,1610,1709,3319
高野台３丁目,1485,1380,1540,2920
高野台４丁目,1238,1199,1363,2562
高野台５丁目,1403,1429,1595,3024
谷原,5769,6534,6731,13265
谷原１丁目,936,1040,1056,2096
谷原２丁目,835,871,896,1767
谷原３丁目,842,1005,1072,2077
谷原４丁目,774,984,963,1947
谷原５丁目,1369,1487,1566,3053
谷原６丁目,1013,1147,1178,2325
三原台,4248,4628,4759,9387
三原台１丁目,1985,2116,2144,4260
三原台２丁目,878,1025,1007,2032
三原台３丁目,1385,1487,1608,3095
石神井町,14919,13329,14731,28060
石神井町１丁目,1811,1418,1740,3158
石神井町２丁目,2427,2117,2472,4589
石神井町３丁目,1936,1576,1720,3296
石神井町４丁目,1789,1682,1805,3487
石神井町５丁目,936,853,903,1756
石神井町６丁目,1633,1496,1608,3104
石神井町７丁目,2141,2035,2167,4202
石神井町８丁目,2246,2152,2316,4468
石神井台,14923,15077,16060,31137
石神井台１丁目,724,793,833,1626
石神井台２丁目,2158,2312,2372,4684
石神井台３丁目,2721,2632,2810,5442
石神井台４丁目,2312,2260,2575,4835
石神井台５丁目,1785,1965,2020,3985
石神井台６丁目,1336,1433,1530,2963
石神井台７丁目,2183,1837,1958,3795
石神井台８丁目,1704,1845,1962,3807
下石神井,8849,9037,9308,18345
下石神井１丁目,1267,1357,1355,2712
下石神井２丁目,1598,1685,1746,3431
下石神井３丁目,1124,1196,1252,2448
下石神井４丁目,1983,1745,1841,3586
下石神井５丁目,1283,1280,1340,2620
下石神井６丁目,1594,1774,1774,3548
東大泉,18140,16563,18532,35095
東大泉１丁目,2426,2208,2524,4732
東大泉２丁目,3073,3016,3262,6278
東大泉３丁目,2639,2196,2629,4825
東大泉４丁目,1702,1425,1513,2938
東大泉５丁目,2095,1812,2136,3948
東大泉６丁目,3344,2968,3428,6396
東大泉７丁目,2861,2938,3040,5978
西大泉町,13,13,20,33
西大泉,9927,10859,11289,22148
西大泉１丁目,1956,2065,2035,4100
西大泉２丁目,1298,1436,1540,2976
西大泉３丁目,1715,1795,1902,3697
西大泉４丁目,1504,1800,1887,3687
西大泉５丁目,2214,2368,2507,4875
西大泉６丁目,1240,1395,1418,2813
南大泉,12560,13200,13925,27125
南大泉１丁目,2163,2328,2439,4767
南大泉２丁目,1927,2174,2288,4462
南大泉３丁目,2238,2359,2427,4786
南大泉４丁目,3086,3128,3245,6373
南大泉５丁目,2311,2287,2518,4805
南大泉６丁目,835,924,1008,1932
大泉町,10101,11041,11301,22342
大泉町１丁目,2305,2664,2660,5324
大泉町２丁目,2197,2326,2432,4758
大泉町３丁目,1743,1921,1945,3866
大泉町４丁目,1662,1890,1923,3813
大泉町５丁目,1045,1089,1111,2200
大泉町６丁目,1149,1151,1230,2381
大泉学園町,15717,16859,17735,34594
大泉学園町１丁目,1480,1525,1679,3204
大泉学園町２丁目,1988,1977,2069,4046
大泉学園町３丁目,1366,1655,1591,3246
大泉学園町４丁目,1913,2127,2263,4390
大泉学園町５丁目,2120,2356,2468,4824
大泉学園町６丁目,2289,2483,2675,5158
大泉学園町７丁目,2353,2414,2592,5006
大泉学園町８丁目,2139,2284,2367,4651
大泉学園町９丁目,69,38,31,69
関町北,11754,10536,11652,22188
関町北１丁目,2165,1660,1929,3589
関町北２丁目,2792,2152,2520,4672
関町北３丁目,2226,2063,2141,4204
関町北４丁目,2148,1976,2157,4133
関町北５丁目,2423,2685,2905,5590
関町南,8999,8768,9327,18095
関町南１丁目,1327,1198,1288,2486
関町南２丁目,2204,2090,2246,4336
関町南３丁目,2051,2099,2116,4215
関町南４丁目,3417,3381,3677,7058
上石神井南町,1091,1087,1101,2188
立野町,2417,2546,2749,5295
上石神井,10756,9041,9704,18745
上石神井１丁目,3516,2702,2856,5558
上石神井２丁目,2377,2065,2260,4325
上石神井３丁目,2167,1950,2084,4034
上石神井４丁目,2696,2324,2504,4828
関町東,3055,2621,2660,5281
関町東１丁目,2061,1877,1866,3743
関町東２丁目,994,744,794,1538
