町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
三原台２丁目,870,1035,1007,2042
三原台３丁目,1354,1482,1591,3073
石神井町,14778,13276,14733,28009
石神井町１丁目,1790,1412,1746,3158
石神井町２丁目,2362,2067,2434,4501
石神井町３丁目,1928,1568,1726,3294
石神井町４丁目,1759,1663,1795,3458
石神井町５丁目,935,873,897,1770
石神井町６丁目,1622,1504,1625,3129
石神井町７丁目,2126,2029,2172,4201
石神井町８丁目,2256,2160,2338,4498
石神井台,14810,15085,15938,31023
石神井台１丁目,721,793,828,1621
石神井台２丁目,2138,2308,2354,4662
石神井台３丁目,2743,2664,2848,5512
石神井台４丁目,2224,2183,2493,4676
石神井台５丁目,1761,1970,1994,3964
石神井台６丁目,1345,1462,1517,2979
石神井台７丁目,2183,1849,1941,3790
石神井台８丁目,1695,1856,1963,3819
下石神井,8835,9020,9303,18323
下石神井１丁目,1302,1354,1396,2750
下石神井２丁目,1578,1649,1734,3383
下石神井３丁目,1105,1186,1236,2422
下石神井４丁目,1971,1735,1818,3553
下石神井５丁目,1294,1302,1353,2655
下石神井６丁目,1585,1794,1766,3560
東大泉,17877,16363,18333,34696
東大泉１丁目,2425,2230,2533,4763
東大泉２丁目,2983,2888,3179,6067
東大泉３丁目,2620,2172,2605,4777
東大泉４丁目,1687,1415,1486,2901
東大泉５丁目,2030,1761,2075,3836
東大泉６丁目,3316,2964,3428,6392
東大泉７丁目,2816,2933,3027,5960
西大泉町,13,13,20,33
西大泉,9873,10844,11266,22110
西大泉１丁目,1941,2059,2030,4089
西大泉２丁目,1293,1444,1545,2989
西大泉３丁目,1677,1780,1864,3644
西大泉４丁目,1494,1768,1866,3634
西大泉５丁目,2202,2363,2505,4868
西大泉６丁目,1266,1430,1456,2886
南大泉,12471,13198,13908,27106
南大泉１丁目,2132,2315,2420,4735
南大泉２丁目,1923,2163,2311,4474
南大泉３丁目,2242,2375,2475,4850
南大泉４丁目,3061,3136,3212,6348
南大泉５丁目,2274,2274,2472,4746
南大泉６丁目,839,935,1018,1953
大泉町,10022,11023,11277,22300
大泉町１丁目,2281,2661,2657,5318
大泉町２丁目,2168,2316,2427,4743
大泉町３丁目,1732,1918,1950,3868
大泉町４丁目,1651,1889,1916,3805
大泉町５丁目,1047,1091,1105,2196
大泉町６丁目,1143,1148,1222,2370
大泉学園町,15538,16781,17655,34436
大泉学園町１丁目,1481,1539,1670,3209
大泉学園町２丁目,1923,1921,2055,3976
大泉学園町３丁目,1341,1637,1590,3227
大泉学園町４丁目,1879,2107,2242,4349
大泉学園町５丁目,2087,2359,2431,4790
大泉学園町６丁目,2276,2487,2652,5139
大泉学園町７丁目,2328,2392,2593,4985
大泉学園町８丁目,2153,2300,2391,4691
大泉学園町９丁目,70,39,31,70
関町北,11735,10582,11641,22223
関町北１丁目,2156,1656,1941,3597
関町北２丁目,2782,2156,2525,4681
関町北３丁目,2228,2077,2131,4208
関町北４丁目,2133,1982,2134,4116
関町北５丁目,2436,2711,2910,5621
関町南,8697,8483,9023,17506
関町南１丁目,1350,1208,1312,2520
関町南２丁目,2150,2067,2216,4283
関町南３丁目,2050,2104,2115,4219
関町南４丁目,3147,3104,3380,6484
上石神井南町,1091,1096,1095,2191
立野町,2410,2545,2728,5273
上石神井,10667,9078,9690,18768
上石神井１丁目,3436,2652,2805,5457
上石神井２丁目,2342,2064,2220,4284
上石神井３丁目,2276,2069,2224,4293
上石神井４丁目,2613,2293,2441,4734
関町東,3022,2603,2644,5247
関町東１丁目,2054,1866,1858,3724
関町東２丁目,968,737,786,1523
