町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,377234,358532,379900,738432
旭丘,4857,3688,3666,7354
旭丘１丁目,3330,2505,2391,4896
旭丘２丁目,1527,1183,1275,2458
小竹町,5647,4548,4981,9529
小竹町１丁目,3033,2500,2659,5159
小竹町２丁目,2614,2048,2322,4370
栄町,2461,1881,2099,3980
羽沢,3793,3190,3368,6558
羽沢１丁目,900,647,699,1346
羽沢２丁目,1896,1601,1694,3295
羽沢３丁目,997,942,975,1917
豊玉上,4367,3064,3489,6553
豊玉上１丁目,1528,1151,1202,2353
豊玉上２丁目,2839,1913,2287,4200
豊玉中,6034,5367,5349,10716
豊玉中１丁目,1372,1223,1199,2422
豊玉中２丁目,1841,1624,1516,3140
豊玉中３丁目,1934,1553,1603,3156
豊玉中４丁目,887,967,1031,1998
豊玉南,4439,4297,4313,8610
豊玉南１丁目,1259,1166,1228,2394
豊玉南２丁目,1088,981,1003,1984
豊玉南３丁目,2092,2150,2082,4232
豊玉北,12400,9343,10161,19504
豊玉北１丁目,1678,1210,1413,2623
豊玉北２丁目,1527,1164,1314,2478
豊玉北３丁目,2131,1590,1638,3228
豊玉北４丁目,2652,1971,2078,4049
豊玉北５丁目,2597,1844,2030,3874
豊玉北６丁目,1815,1564,1688,3252
中村,4987,4793,5164,9957
中村１丁目,1211,1194,1292,2486
中村２丁目,1556,1621,1681,3302
中村３丁目,2220,1978,2191,4169
中村南,5712,5323,5643,10966
中村南１丁目,2096,2103,2164,4267
中村南２丁目,2100,1808,1875,3683
中村南３丁目,1516,1412,1604,3016
中村北,6865,5502,6181,11683
中村北１丁目,2161,1796,1972,3768
中村北２丁目,1712,1501,1553,3054
中村北３丁目,1303,924,1091,2015
中村北４丁目,1689,1281,1565,2846
桜台,14236,12327,13120,25447
桜台１丁目,3268,2456,2621,5077
桜台２丁目,2663,2297,2461,4758
桜台３丁目,2429,2261,2450,4711
桜台４丁目,2095,1633,1777,3410
桜台５丁目,2017,1981,1962,3943
桜台６丁目,1764,1699,1849,3548
練馬,8960,7006,7426,14432
練馬１丁目,2634,1992,2097,4089
練馬２丁目,1796,1459,1514,2973
練馬３丁目,2355,1739,1836,3575
練馬４丁目,2175,1816,1979,3795
向山,5802,5418,5644,11062
向山１丁目,1120,878,896,1774
向山２丁目,1336,1296,1303,2599
向山３丁目,1264,1175,1286,2461
向山４丁目,2082,2069,2159,4228
貫井,11251,9859,10387,20246
貫井１丁目,2719,2412,2710,5122
貫井２丁目,2124,1724,1784,3508
