町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
貫井３丁目,2802,2360,2538,4898
貫井４丁目,2212,2097,2174,4271
貫井５丁目,1394,1266,1181,2447
錦,3080,3019,3122,6141
錦１丁目,1792,1713,1823,3536
錦２丁目,1288,1306,1299,2605
氷川台,7145,6622,7011,13633
氷川台１丁目,120,110,129,239
氷川台２丁目,1410,1501,1486,2987
氷川台３丁目,2850,2526,2652,5178
氷川台４丁目,2765,2485,2744,5229
平和台,6803,6919,7080,13999
平和台１丁目,1744,1812,1779,3591
平和台２丁目,1573,1499,1588,3087
平和台３丁目,2021,2149,2206,4355
平和台４丁目,1465,1459,1507,2966
早宮,9524,9302,9990,19292
早宮１丁目,3034,2855,3076,5931
早宮２丁目,2151,2040,2138,4178
早宮３丁目,2270,2273,2487,4760
早宮４丁目,2069,2134,2289,4423
春日町,12783,12283,13397,25680
春日町１丁目,2107,2076,2276,4352
春日町２丁目,2224,2203,2329,4532
春日町３丁目,2148,1911,2171,4082
春日町４丁目,2238,2174,2299,4473
春日町５丁目,2195,2127,2358,4485
春日町６丁目,1871,1792,1964,3756
高松,8237,8958,9150,18108
高松１丁目,1504,1501,1561,3062
高松２丁目,1170,1207,1326,2533
高松３丁目,1262,1563,1639,3202
高松４丁目,1509,1736,1751,3487
高松５丁目,1367,1374,1391,2765
高松６丁目,1425,1577,1482,3059
北町,15255,13341,12937,26278
北町１丁目,2777,2241,2334,4575
北町２丁目,3253,3095,3156,6251
北町３丁目,1578,1354,1420,2774
北町４丁目,1028,955,73,1028
北町５丁目,1314,1218,1208,2426
北町６丁目,1531,1198,1387,2585
北町７丁目,1587,1412,1465,2877
北町８丁目,2187,1868,1894,3762
田柄,13647,14561,14967,29528
田柄１丁目,2449,2447,2637,5084
田柄２丁目,3747,3513,3686,7199
田柄３丁目,2457,2929,2853,5782
田柄４丁目,3129,3643,3680,7323
田柄５丁目,1865,2029,2111,4140
光が丘,12780,12772,14692,27464
光が丘１丁目,1560,1232,1445,2677
光が丘２丁目,2593,2445,3040,5485
光が丘３丁目,3989,4339,4748,9087
光が丘４丁目,0,0,0,0
光が丘５丁目,1612,1499,1846,3345
光が丘６丁目,474,472,585,1057
光が丘７丁目,2552,2785,3028,5813
旭町,6785,6419,6546,12965
旭町１丁目,1894,2062,2156,4218
旭町２丁目,2612,2296,2314,4610
旭町３丁目,2279,2061,2076,4137
土支田,6084,6912,6980,13892
土支田１丁目,1605,1757,1818,3575
土支田２丁目,1294,1453,1464,2917
土支田３丁目,1762,2011,2089,4100
土支田４丁目,1423,1691,1609,3300
富士見台,7899,7628,7995,15623
富士見台１丁目,1548,1518,1613,3131
富士見台２丁目,2313,2087,2162,4249
富士見台３丁目,2172,1990,2151,4141
富士見台４丁目,1866,2033,2069,4102
南田中,6483,6104,6517,12621
南田中１丁目,1227,1246,1284,2530
南田中２丁目,885,875,909,1784
南田中３丁目,1425,1254,1418,2672
南田中４丁目,1593,1622,1608,3230
南田中５丁目,1353,1107,1298,2405
高野台,7334,7077,7972,15049
高野台１丁目,1772,1607,1934,3541
高野台２丁目,1502,1526,1625,3151
高野台３丁目,1493,1398,1556,2954
高野台４丁目,1205,1148,1322,2470
高野台５丁目,1362,1398,1535,2933
谷原,5665,6449,6626,13075
谷原１丁目,937,1045,1038,2083
谷原２丁目,821,858,899,1757
谷原３丁目,834,983,1056,2039
谷原４丁目,769,995,956,1951
谷原５丁目,1303,1424,1496,2920
谷原６丁目,1001,1144,1181,2325
三原台,4181,4643,4720,9363
三原台１丁目,1960,2124,2123,4247
三原台２丁目,871,1035,1008,2043
三原台３丁目,1350,1484,1589,3073
石神井町,14746,13246,14701,27947
石神井町１丁目,1797,1420,1755,3175
石神井町２丁目,2347,2046,2423,4469
石神井町３丁目,1921,1564,1715,3279
石神井町４丁目,1757,1660,1798,3458
石神井町５丁目,939,875,898,1773
石神井町６丁目,1611,1497,1616,3113
石神井町７丁目,2122,2026,2169,4195
石神井町８丁目,2252,2158,2327,4485
石神井台,14764,15031,15913,30944
石神井台１丁目,726,793,833,1626
石神井台２丁目,2141,2307,2359,4666
石神井台３丁目,2719,2646,2833,5479
石神井台４丁目,2211,2157,2473,4630
石神井台５丁目,1762,1975,1999,3974
石神井台６丁目,1345,1461,1522,2983
石神井台７丁目,2175,1845,1938,3783
石神井台８丁目,1685,1847,1956,3803
下石神井,8837,9011,9302,18313
下石神井１丁目,1314,1363,1402,2765
下石神井２丁目,1586,1651,1747,3398
下石神井３丁目,1104,1184,1234,2418
下石神井４丁目,1959,1725,1802,3527
下石神井５丁目,1285,1294,1344,2638
下石神井６丁目,1589,1794,1773,3567
東大泉,17865,16357,18338,34695
東大泉１丁目,2427,2239,2539,4778
東大泉２丁目,2990,2894,3189,6083
東大泉３丁目,2625,2171,2616,4787
東大泉４丁目,1694,1416,1489,2905
東大泉５丁目,2016,1754,2059,3813
東大泉６丁目,3303,2952,3418,6370
東大泉７丁目,2810,2931,3028,5959
西大泉町,13,13,20,33
西大泉,9892,10859,11279,22138
西大泉１丁目,1945,2064,2031,4095
西大泉２丁目,1293,1441,1544,2985
西大泉３丁目,1682,1781,1867,3648
西大泉４丁目,1492,1767,1861,3628
西大泉５丁目,2209,2366,2515,4881
西大泉６丁目,1271,1440,1461,2901
南大泉,12456,13190,13891,27081
南大泉１丁目,2131,2306,2429,4735
南大泉２丁目,1923,2167,2308,4475
南大泉３丁目,2236,2368,2460,4828
南大泉４丁目,3052,3127,3205,6332
南大泉５丁目,2274,2281,2470,4751
南大泉６丁目,840,941,1019,1960
大泉町,10022,11028,11287,22315
大泉町１丁目,2280,2660,2661,5321
大泉町２丁目,2175,2321,2432,4753
大泉町３丁目,1731,1916,1951,3867
大泉町４丁目,1650,1888,1919,3807
大泉町５丁目,1042,1093,1101,2194
大泉町６丁目,1144,1150,1223,2373
大泉学園町,15542,16802,17672,34474
大泉学園町１丁目,1480,1538,1665,3203
大泉学園町２丁目,1917,1925,2062,3987
大泉学園町３丁目,1338,1633,1581,3214
大泉学園町４丁目,1878,2106,2249,4355
大泉学園町５丁目,2093,2363,2428,4791
大泉学園町６丁目,2275,2491,2652,5143
大泉学園町７丁目,2328,2392,2604,4996
大泉学園町８丁目,2163,2315,2400,4715
大泉学園町９丁目,70,39,31,70
関町北,11713,10579,11614,22193
関町北１丁目,2149,1653,1936,3589
関町北２丁目,2785,2162,2521,4683
関町北３丁目,2227,2078,2127,4205
関町北４丁目,2123,1983,2121,4104
関町北５丁目,2429,2703,2909,5612
関町南,8703,8484,9029,17513
関町南１丁目,1349,1212,1317,2529
関町南２丁目,2152,2067,2217,4284
関町南３丁目,2056,2100,2118,4218
関町南４丁目,3146,3105,3377,6482
上石神井南町,1106,1097,1109,2206
立野町,2407,2537,2729,5266
上石神井,10650,9084,9678,18762
上石神井１丁目,3413,2641,2791,5432
上石神井２丁目,2338,2063,2220,4283
上石神井３丁目,2282,2081,2230,4311
上石神井４丁目,2617,2299,2437,4736
関町東,3022,2599,2645,5244
関町東１丁目,2055,1862,1863,3725
関町東２丁目,967,737,782,1519
