町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
錦１丁目,1925,1778,1876,3654
錦２丁目,1298,1324,1308,2632
氷川台,7258,6507,7048,13555
氷川台１丁目,122,103,122,225
氷川台２丁目,1397,1488,1491,2979
氷川台３丁目,2925,2463,2679,5142
氷川台４丁目,2814,2453,2756,5209
平和台,6922,6852,7021,13873
平和台１丁目,1746,1813,1732,3545
平和台２丁目,1620,1473,1577,3050
平和台３丁目,2032,2130,2204,4334
平和台４丁目,1524,1436,1508,2944
早宮,9638,9200,9939,19139
早宮１丁目,3050,2778,2987,5765
早宮２丁目,2180,1977,2154,4131
早宮３丁目,2310,2319,2491,4810
早宮４丁目,2098,2126,2307,4433
春日町,13451,12651,13783,26434
春日町１丁目,2329,2250,2408,4658
春日町２丁目,2390,2274,2365,4639
春日町３丁目,2200,1898,2160,4058
春日町４丁目,2225,2136,2264,4400
春日町５丁目,2217,2104,2371,4475
春日町６丁目,2090,1989,2215,4204
高松,8444,8826,9173,17999
高松１丁目,1484,1423,1541,2964
高松２丁目,1264,1244,1341,2585
高松３丁目,1280,1563,1643,3206
高松４丁目,1571,1696,1725,3421
高松５丁目,1396,1359,1389,2748
高松６丁目,1449,1541,1534,3075
北町,15684,13410,13501,26911
北町１丁目,2923,2294,2389,4683
北町２丁目,3368,3095,3346,6441
北町３丁目,1867,1603,1704,3307
北町４丁目,785,717,68,785
北町５丁目,1337,1195,1225,2420
北町６丁目,1619,1284,1440,2724
北町７丁目,1604,1390,1443,2833
北町８丁目,2181,1832,1886,3718
田柄,13923,14189,14785,28974
田柄１丁目,2457,2401,2562,4963
田柄２丁目,3810,3436,3614,7050
田柄３丁目,2502,2791,2748,5539
田柄４丁目,3216,3575,3716,7291
田柄５丁目,1938,1986,2145,4131
光が丘,12731,12245,14230,26475
光が丘１丁目,1570,1147,1410,2557
光が丘２丁目,2556,2300,2876,5176
光が丘３丁目,3970,4198,4623,8821
光が丘４丁目,0,0,0,0
光が丘５丁目,1599,1418,1792,3210
光が丘６丁目,478,465,565,1030
光が丘７丁目,2558,2717,2964,5681
旭町,6932,6511,6511,13022
旭町１丁目,1949,2110,2170,4280
旭町２丁目,2572,2272,2245,4517
旭町３丁目,2411,2129,2096,4225
土支田,6339,7091,7226,14317
土支田１丁目,1638,1751,1856,3607
土支田２丁目,1378,1557,1564,3121
土支田３丁目,1827,2080,2125,4205
土支田４丁目,1496,1703,1681,3384
富士見台,7946,7526,7969,15495
富士見台１丁目,1521,1500,1627,3127
富士見台２丁目,2301,2029,2099,4128
富士見台３丁目,2259,2014,2183,4197
富士見台４丁目,1865,1983,2060,4043
南田中,6443,6036,6321,12357
南田中１丁目,1243,1247,1265,2512
南田中２丁目,927,910,920,1830
南田中３丁目,1436,1254,1373,2627
南田中４丁目,1509,1550,1541,3091
南田中５丁目,1328,1075,1222,2297
高野台,7700,7279,8139,15418
高野台１丁目,1798,1581,1909,3490
高野台２丁目,1625,1612,1729,3341
高野台３丁目,1540,1400,1520,2920
高野台４丁目,1299,1233,1381,2614
高野台５丁目,1438,1453,1600,3053
谷原,5896,6633,6827,13460
谷原１丁目,991,1079,1103,2182
谷原２丁目,865,866,916,1782
谷原３丁目,852,1013,1063,2076
谷原４丁目,794,986,976,1962
谷原５丁目,1398,1561,1644,3205
谷原６丁目,996,1128,1125,2253
三原台,4299,4664,4743,9407
三原台１丁目,1932,2077,2076,4153
三原台２丁目,934,1084,1055,2139
三原台３丁目,1433,1503,1612,3115
石神井町,15051,13334,14657,27991
石神井町１丁目,1788,1408,1694,3102
石神井町２丁目,2505,2197,2504,4701
石神井町３丁目,1956,1571,1701,3272
石神井町４丁目,1774,1630,1794,3424
石神井町５丁目,983,832,896,1728
石神井町６丁目,1644,1518,1603,3121
石神井町７丁目,2163,2042,2173,4215
石神井町８丁目,2238,2136,2292,4428
石神井台,15054,14968,15955,30923
石神井台１丁目,705,775,818,1593
石神井台２丁目,2203,2280,2361,4641
石神井台３丁目,2774,2655,2781,5436
石神井台４丁目,2237,2166,2483,4649
石神井台５丁目,1767,1928,2005,3933
石神井台６丁目,1369,1447,1535,2982
石神井台７丁目,2225,1808,1976,3784
石神井台８丁目,1774,1909,1996,3905
下石神井,8907,8903,9214,18117
下石神井１丁目,1322,1340,1419,2759
下石神井２丁目,1562,1594,1690,3284
下石神井３丁目,1108,1182,1219,2401
下石神井４丁目,1978,1730,1781,3511
下石神井５丁目,1325,1324,1342,2666
下石神井６丁目,1612,1733,1763,3496
東大泉,18340,16554,18627,35181
東大泉１丁目,2470,2120,2563,4683
東大泉２丁目,3090,3042,3330,6372
東大泉３丁目,2660,2237,2584,4821
東大泉４丁目,1702,1403,1506,2909
東大泉５丁目,2133,1838,2162,4000
東大泉６丁目,3402,3003,3452,6455
東大泉７丁目,2883,2911,3030,5941
西大泉町,14,12,21,33
西大泉,10042,10775,11277,22052
西大泉１丁目,1927,1982,2042,4024
西大泉２丁目,1293,1412,1500,2912
西大泉３丁目,1751,1806,1926,3732
西大泉４丁目,1560,1844,1915,3759
西大泉５丁目,2204,2312,2461,4773
西大泉６丁目,1307,1419,1433,2852
南大泉,12790,13106,13874,26980
南大泉１丁目,2215,2338,2438,4776
南大泉２丁目,1945,2146,2249,4395
南大泉３丁目,2295,2361,2487,4848
南大泉４丁目,3142,3116,3224,6340
南大泉５丁目,2338,2234,2466,4700
南大泉６丁目,855,911,1010,1921
大泉町,10086,10765,11055,21820
大泉町１丁目,2322,2597,2626,5223
大泉町２丁目,2179,2278,2370,4648
大泉町３丁目,1736,1858,1890,3748
大泉町４丁目,1683,1881,1896,3777
大泉町５丁目,1012,1023,1058,2081
大泉町６丁目,1154,1128,1215,2343
大泉学園町,15763,16639,17526,34165
大泉学園町１丁目,1451,1508,1634,3142
大泉学園町２丁目,1964,1949,2009,3958
大泉学園町３丁目,1358,1623,1595,3218
大泉学園町４丁目,1902,2080,2182,4262
大泉学園町５丁目,2146,2308,2429,4737
大泉学園町６丁目,2319,2483,2695,5178
大泉学園町７丁目,2387,2383,2604,4987
大泉学園町８丁目,2169,2268,2348,4616
大泉学園町９丁目,67,37,30,67
関町北,11894,10461,11567,22028
関町北１丁目,2171,1665,1881,3546
関町北２丁目,2889,2161,2545,4706
関町北３丁目,2189,1992,2105,4097
関町北４丁目,2186,2003,2196,4199
関町北５丁目,2459,2640,2840,5480
関町南,9161,8884,9599,18483
関町南１丁目,1316,1146,1285,2431
関町南２丁目,2178,2059,2212,4271
関町南３丁目,2068,2088,2153,4241
関町南４丁目,3599,3591,3949,7540
上石神井南町,1119,1079,1137,2216
立野町,2435,2537,2741,5278
上石神井,10634,8785,9462,18247
上石神井１丁目,3516,2630,2834,5464
上石神井２丁目,2479,2064,2301,4365
上石神井３丁目,1975,1792,1854,3646
上石神井４丁目,2664,2299,2473,4772
関町東,3059,2590,2640,5230
関町東１丁目,2049,1847,1859,3706
関町東２丁目,1010,743,781,1524
