町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,385044,357567,381151,738718
旭丘,4876,3630,3650,7280
旭丘１丁目,3370,2482,2408,4890
旭丘２丁目,1506,1148,1242,2390
小竹町,5703,4517,4954,9471
小竹町１丁目,3094,2467,2644,5111
小竹町２丁目,2609,2050,2310,4360
栄町,2594,1909,2188,4097
羽沢,3873,3273,3454,6727
羽沢１丁目,904,660,689,1349
羽沢２丁目,1957,1648,1793,3441
羽沢３丁目,1012,965,972,1937
豊玉上,4485,3128,3506,6634
豊玉上１丁目,1535,1130,1212,2342
豊玉上２丁目,2950,1998,2294,4292
豊玉中,6181,5383,5381,10764
豊玉中１丁目,1402,1242,1218,2460
豊玉中２丁目,1992,1695,1597,3292
豊玉中３丁目,1932,1494,1554,3048
豊玉中４丁目,855,952,1012,1964
豊玉南,4581,4372,4398,8770
豊玉南１丁目,1240,1111,1162,2273
豊玉南２丁目,1131,991,1029,2020
豊玉南３丁目,2210,2270,2207,4477
豊玉北,12572,9278,9993,19271
豊玉北１丁目,1657,1179,1387,2566
豊玉北２丁目,1581,1219,1269,2488
豊玉北３丁目,2229,1578,1657,3235
豊玉北４丁目,2652,1950,2020,3970
豊玉北５丁目,2634,1841,1992,3833
豊玉北６丁目,1819,1511,1668,3179
中村,5031,4660,5153,9813
中村１丁目,1207,1153,1238,2391
中村２丁目,1617,1605,1751,3356
中村３丁目,2207,1902,2164,4066
中村南,5793,5418,5591,11009
中村南１丁目,2049,2124,2085,4209
中村南２丁目,2204,1853,1927,3780
中村南３丁目,1540,1441,1579,3020
中村北,6977,5470,6225,11695
中村北１丁目,2169,1742,1942,3684
中村北２丁目,1727,1524,1575,3099
中村北３丁目,1358,948,1115,2063
中村北４丁目,1723,1256,1593,2849
桜台,14512,12278,13136,25414
桜台１丁目,3312,2441,2637,5078
桜台２丁目,2643,2255,2415,4670
桜台３丁目,2541,2217,2452,4669
桜台４丁目,2219,1664,1836,3500
桜台５丁目,2020,1961,1952,3913
桜台６丁目,1777,1740,1844,3584
練馬,9192,7026,7535,14561
練馬１丁目,2801,2056,2135,4191
練馬２丁目,1778,1453,1522,2975
練馬３丁目,2365,1714,1836,3550
練馬４丁目,2248,1803,2042,3845
向山,5850,5403,5604,11007
向山１丁目,1103,859,890,1749
向山２丁目,1332,1282,1277,2559
向山３丁目,1300,1194,1300,2494
向山４丁目,2115,2068,2137,4205
貫井,11746,9969,10873,20842
貫井１丁目,2724,2345,2709,5054
貫井２丁目,2468,1998,2114,4112
貫井３丁目,2947,2281,2643,4924
貫井４丁目,2188,2056,2163,4219
貫井５丁目,1419,1289,1244,2533
錦,3231,3104,3174,6278
錦１丁目,1936,1787,1874,3661
錦２丁目,1295,1317,1300,2617
氷川台,7277,6504,7081,13585
氷川台１丁目,119,102,120,222
氷川台２丁目,1393,1472,1491,2963
氷川台３丁目,2952,2472,2711,5183
氷川台４丁目,2813,2458,2759,5217
平和台,6892,6844,7015,13859
平和台１丁目,1721,1803,1723,3526
平和台２丁目,1617,1471,1580,3051
平和台３丁目,2019,2123,2189,4312
平和台４丁目,1535,1447,1523,2970
早宮,9665,9205,9962,19167
早宮１丁目,3057,2775,2991,5766
早宮２丁目,2187,1983,2162,4145
早宮３丁目,2327,2323,2512,4835
早宮４丁目,2094,2124,2297,4421
春日町,13482,12652,13787,26439
春日町１丁目,2338,2271,2413,4684
春日町２丁目,2397,2261,2364,4625
春日町３丁目,2194,1888,2159,4047
春日町４丁目,2237,2147,2265,4412
春日町５丁目,2232,2108,2379,4487
春日町６丁目,2084,1977,2207,4184
高松,8422,8808,9158,17966
高松１丁目,1471,1417,1532,2949
高松２丁目,1264,1243,1348,2591
高松３丁目,1288,1561,1646,3207
高松４丁目,1566,1696,1720,3416
高松５丁目,1388,1346,1386,2732
高松６丁目,1445,1545,1526,3071
北町,15724,13441,13520,26961
