町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,382827,359137,381663,740800
旭丘,4932,3709,3688,7397
旭丘１丁目,3393,2527,2429,4956
旭丘２丁目,1539,1182,1259,2441
小竹町,5673,4494,4977,9471
小竹町１丁目,3094,2490,2663,5153
小竹町２丁目,2579,2004,2314,4318
栄町,2595,1953,2176,4129
羽沢,3879,3210,3430,6640
羽沢１丁目,917,664,705,1369
羽沢２丁目,1962,1600,1756,3356
羽沢３丁目,1000,946,969,1915
豊玉上,4406,3046,3514,6560
豊玉上１丁目,1540,1143,1221,2364
豊玉上２丁目,2866,1903,2293,4196
豊玉中,6071,5358,5316,10674
豊玉中１丁目,1372,1243,1193,2436
豊玉中２丁目,1910,1651,1550,3201
豊玉中３丁目,1923,1512,1555,3067
豊玉中４丁目,866,952,1018,1970
豊玉南,4462,4280,4353,8633
豊玉南１丁目,1256,1135,1206,2341
豊玉南２丁目,1098,964,1026,1990
豊玉南３丁目,2108,2181,2121,4302
豊玉北,12780,9479,10286,19765
豊玉北１丁目,1694,1232,1426,2658
豊玉北２丁目,1531,1191,1269,2460
豊玉北３丁目,2262,1630,1705,3335
豊玉北４丁目,2739,1995,2116,4111
豊玉北５丁目,2694,1879,2075,3954
豊玉北６丁目,1860,1552,1695,3247
中村,5037,4727,5201,9928
中村１丁目,1188,1146,1247,2393
中村２丁目,1624,1629,1743,3372
中村３丁目,2225,1952,2211,4163
中村南,5663,5325,5584,10909
中村南１丁目,2074,2098,2136,4234
中村南２丁目,2085,1807,1875,3682
中村南３丁目,1504,1420,1573,2993
中村北,6948,5510,6214,11724
中村北１丁目,2208,1796,1985,3781
中村北２丁目,1742,1547,1580,3127
中村北３丁目,1327,928,1106,2034
中村北４丁目,1671,1239,1543,2782
桜台,14493,12403,13232,25635
桜台１丁目,3316,2435,2645,5080
桜台２丁目,2688,2303,2455,4758
桜台３丁目,2483,2232,2462,4694
桜台４丁目,2190,1682,1835,3517
桜台５丁目,2028,2000,1973,3973
桜台６丁目,1788,1751,1862,3613
練馬,9158,7056,7547,14603
練馬１丁目,2770,2021,2192,4213
練馬２丁目,1792,1470,1509,2979
