町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,382754,359139,381670,740809
旭丘,4914,3711,3683,7394
旭丘１丁目,3380,2527,2423,4950
旭丘２丁目,1534,1184,1260,2444
小竹町,5684,4494,4978,9472
小竹町１丁目,3102,2489,2666,5155
小竹町２丁目,2582,2005,2312,4317
栄町,2575,1929,2165,4094
羽沢,3885,3224,3415,6639
羽沢１丁目,928,671,701,1372
羽沢２丁目,1960,1613,1748,3361
羽沢３丁目,997,940,966,1906
豊玉上,4434,3067,3523,6590
豊玉上１丁目,1541,1142,1213,2355
豊玉上２丁目,2893,1925,2310,4235
豊玉中,6067,5343,5332,10675
豊玉中１丁目,1371,1239,1196,2435
豊玉中２丁目,1911,1648,1557,3205
豊玉中３丁目,1920,1504,1559,3063
豊玉中４丁目,865,952,1020,1972
豊玉南,4462,4286,4353,8639
豊玉南１丁目,1255,1146,1208,2354
豊玉南２丁目,1099,959,1018,1977
豊玉南３丁目,2108,2181,2127,4308
豊玉北,12782,9473,10310,19783
豊玉北１丁目,1700,1231,1430,2661
豊玉北２丁目,1528,1192,1266,2458
豊玉北３丁目,2268,1632,1710,3342
豊玉北４丁目,2737,1983,2130,4113
豊玉北５丁目,2684,1881,2072,3953
豊玉北６丁目,1865,1554,1702,3256
中村,5046,4738,5211,9949
中村１丁目,1201,1162,1260,2422
中村２丁目,1616,1624,1748,3372
中村３丁目,2229,1952,2203,4155
中村南,5641,5287,5590,10877
中村南１丁目,2064,2081,2135,4216
中村南２丁目,2076,1795,1879,3674
中村南３丁目,1501,1411,1576,2987
中村北,6912,5488,6198,11686
中村北１丁目,2189,1781,1984,3765
中村北２丁目,1730,1535,1562,3097
中村北３丁目,1323,934,1101,2035
中村北４丁目,1670,1238,1551,2789
桜台,14503,12403,13270,25673
桜台１丁目,3319,2434,2647,5081
桜台２丁目,2696,2312,2465,4777
桜台３丁目,2494,2244,2478,4722
桜台４丁目,2181,1660,1835,3495
桜台５丁目,2018,2003,1962,3965
桜台６丁目,1795,1750,1883,3633
練馬,9172,7076,7536,14612
練馬１丁目,2767,2030,2187,4217
練馬２丁目,1802,1478,1512,2990
練馬３丁目,2385,1741,1831,3572
練馬４丁目,2218,1827,2006,3833
向山,5899,5478,5682,11160
向山１丁目,1113,874,906,1780
向山２丁目,1368,1316,1295,2611
向山３丁目,1290,1179,1282,2461
向山４丁目,2128,2109,2199,4308
貫井,11394,9720,10518,20238
貫井１丁目,2700,2367,2705,5072
貫井２丁目,2282,1765,1861,3626
貫井３丁目,2775,2270,2551,4821
貫井４丁目,2230,2059,2165,4224
貫井５丁目,1407,1259,1236,2495
錦,3205,3098,3154,6252
錦１丁目,1900,1776,1847,3623
錦２丁目,1305,1322,1307,2629
氷川台,7226,6600,7080,13680
氷川台１丁目,117,102,122,224
氷川台２丁目,1430,1487,1533,3020
氷川台３丁目,2890,2498,2671,5169
氷川台４丁目,2789,2513,2754,5267
平和台,6828,6902,7037,13939
平和台１丁目,1759,1823,1754,3577
平和台２丁目,1587,1491,1575,3066
平和台３丁目,2034,2184,2197,4381
平和台４丁目,1448,1404,1511,2915
早宮,9687,9339,10047,19386
早宮１丁目,3105,2850,3066,5916
早宮２丁目,2150,2001,2170,4171
早宮３丁目,2335,2332,2525,4857
早宮４丁目,2097,2156,2286,4442
春日町,13096,12476,13537,26013
春日町１丁目,2156,2098,2270,4368
春日町２丁目,2292,2227,2354,4581
春日町３丁目,2191,1935,2188,4123
春日町４丁目,2234,2158,2274,4432
春日町５丁目,2237,2159,2387,4546
春日町６丁目,1986,1899,2064,3963
高松,8380,8940,9201,18141
高松１丁目,1505,1486,1573,3059
高松２丁目,1161,1182,1294,2476
高松３丁目,1306,1613,1671,3284
高松４丁目,1574,1731,1777,3508
高松５丁目,1367,1357,1368,2725
高松６丁目,1467,1571,1518,3089
北町,15593,13425,13344,26769
北町１丁目,2869,2269,2411,4680
北町２丁目,3311,3079,3244,6323
北町３丁目,1683,1453,1563,3016
北町４丁目,957,897,60,957
北町５丁目,1326,1196,1228,2424
北町６丁目,1614,1266,1445,2711
北町７丁目,1601,1390,1451,2841
北町８丁目,2232,1875,1942,3817
田柄,13828,14336,14882,29218
田柄１丁目,2431,2420,2607,5027
田柄２丁目,3811,3477,3684,7161
田柄３丁目,2533,2876,2795,5671
田柄４丁目,3185,3596,3676,7272
田柄５丁目,1868,1967,2120,4087
光が丘,12743,12441,14434,26875
光が丘１丁目,1572,1194,1423,2617
光が丘２丁目,2559,2335,2923,5258
光が丘３丁目,3924,4211,4644,8855
光が丘４丁目,0,0,0,0
光が丘５丁目,1619,1449,1837,3286
光が丘６丁目,480,464,575,1039
光が丘７丁目,2589,2788,3032,5820
旭町,6910,6516,6526,13042
旭町１丁目,1932,2092,2151,4243
旭町２丁目,2576,2266,2282,4548
旭町３丁目,2402,2158,2093,4251
土支田,6228,7016,7097,14113
土支田１丁目,1599,1724,1799,3523
土支田２丁目,1354,1502,1515,3017
土支田３丁目,1781,2025,2100,4125
土支田４丁目,1494,1765,1683,3448
富士見台,7984,7667,7949,15616
富士見台１丁目,1564,1537,1601,3138
富士見台２丁目,2326,2064,2137,4201
富士見台３丁目,2219,2043,2161,4204
富士見台４丁目,1875,2023,2050,4073
南田中,6445,6081,6387,12468
南田中１丁目,1239,1245,1254,2499
南田中２丁目,904,902,901,1803
南田中３丁目,1417,1245,1403,2648
南田中４丁目,1530,1580,1573,3153
南田中５丁目,1355,1109,1256,2365
高野台,7587,7270,8128,15398
高野台１丁目,1795,1589,1899,3488
高野台２丁目,1586,1604,1710,3314
高野台３丁目,1488,1374,1519,2893
高野台４丁目,1308,1265,1412,2677
高野台５丁目,1410,1438,1588,3026
谷原,5809,6566,6746,13312
谷原１丁目,959,1054,1072,2126
谷原２丁目,834,866,906,1772
谷原３丁目,843,1013,1068,2081
谷原４丁目,781,971,975,1946
谷原５丁目,1382,1524,1581,3105
谷原６丁目,1010,1138,1144,2282
三原台,4266,4642,4736,9378
三原台１丁目,1957,2117,2102,4219
三原台２丁目,881,1016,994,2010
三原台３丁目,1428,1509,1640,3149
石神井町,14951,13341,14673,28014
石神井町１丁目,1795,1421,1720,3141
石神井町２丁目,2410,2122,2429,4551
石神井町３丁目,1961,1579,1709,3288
石神井町４丁目,1773,1667,1805,3472
石神井町５丁目,939,815,887,1702
石神井町６丁目,1657,1529,1616,3145
石神井町７丁目,2163,2049,2183,4232
石神井町８丁目,2253,2159,2324,4483
石神井台,14930,15013,15966,30979
石神井台１丁目,725,793,835,1628
石神井台２丁目,2178,2306,2374,4680
石神井台３丁目,2718,2627,2762,5389
石神井台４丁目,2289,2233,2559,4792
石神井台５丁目,1776,1956,2018,3974
石神井台６丁目,1325,1414,1505,2919
石神井台７丁目,2157,1794,1925,3719
石神井台８丁目,1762,1890,1988,3878
下石神井,8860,9023,9262,18285
下石神井１丁目,1263,1341,1352,2693
下石神井２丁目,1586,1644,1722,3366
下石神井３丁目,1129,1201,1259,2460
下石神井４丁目,1979,1760,1800,3560
下石神井５丁目,1299,1306,1346,2652
下石神井６丁目,1604,1771,1783,3554
東大泉,18306,16643,18649,35292
東大泉１丁目,2474,2178,2546,4724
東大泉２丁目,3147,3085,3346,6431
東大泉３丁目,2639,2207,2606,4813
東大泉４丁目,1725,1445,1530,2975
東大泉５丁目,2091,1810,2143,3953
東大泉６丁目,3338,2962,3405,6367
東大泉７丁目,2892,2956,3073,6029
西大泉町,13,13,20,33
西大泉,9923,10733,11195,21928
西大泉１丁目,1952,2033,2046,4079
西大泉２丁目,1270,1402,1504,2906
西大泉３丁目,1721,1782,1872,3654
西大泉４丁目,1513,1791,1890,3681
西大泉５丁目,2212,2350,2465,4815
西大泉６丁目,1255,1375,1418,2793
