町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,394383,360237,385147,745384
旭丘,5005,3709,3674,7383
旭丘１丁目,3469,2536,2455,4991
旭丘２丁目,1536,1173,1219,2392
小竹町,5867,4552,5020,9572
小竹町１丁目,3158,2485,2683,5168
小竹町２丁目,2709,2067,2337,4404
栄町,2701,1946,2220,4166
羽沢,4012,3332,3520,6852
羽沢１丁目,973,697,721,1418
羽沢２丁目,2009,1670,1797,3467
羽沢３丁目,1030,965,1002,1967
豊玉上,4588,3124,3495,6619
豊玉上１丁目,1528,1097,1185,2282
豊玉上２丁目,3060,2027,2310,4337
豊玉中,6479,5491,5529,11020
豊玉中１丁目,1461,1258,1246,2504
豊玉中２丁目,2114,1725,1682,3407
豊玉中３丁目,2029,1564,1592,3156
豊玉中４丁目,875,944,1009,1953
豊玉南,4669,4377,4422,8799
豊玉南１丁目,1243,1088,1159,2247
豊玉南２丁目,1141,991,1036,2027
豊玉南３丁目,2285,2298,2227,4525
豊玉北,12987,9435,10169,19604
豊玉北１丁目,1696,1212,1416,2628
豊玉北２丁目,1609,1202,1286,2488
豊玉北３丁目,2276,1555,1702,3257
豊玉北４丁目,2801,2073,2073,4146
豊玉北５丁目,2710,1864,2019,3883
豊玉北６丁目,1895,1529,1673,3202
中村,5185,4693,5208,9901
中村１丁目,1234,1160,1248,2408
中村２丁目,1686,1640,1779,3419
中村３丁目,2265,1893,2181,4074
中村南,5925,5418,5709,11127
中村南１丁目,2127,2134,2146,4280
中村南２丁目,2232,1842,1965,3807
中村南３丁目,1566,1442,1598,3040
中村北,7185,5495,6267,11762
中村北１丁目,2206,1744,1923,3667
中村北２丁目,1752,1500,1585,3085
中村北３丁目,1459,972,1168,2140
中村北４丁目,1768,1279,1591,2870
桜台,14902,12416,13274,25690
桜台１丁目,3451,2483,2725,5208
桜台２丁目,2682,2250,2399,4649
桜台３丁目,2593,2240,2473,4713
桜台４丁目,2297,1696,1859,3555
桜台５丁目,2067,1984,1964,3948
桜台６丁目,1812,1763,1854,3617
練馬,9462,7121,7689,14810
練馬１丁目,2850,2102,2137,4239
練馬２丁目,1805,1447,1573,3020
練馬３丁目,2503,1773,1918,3691
練馬４丁目,2304,1799,2061,3860
向山,5980,5451,5628,11079
向山１丁目,1197,919,972,1891
向山２丁目,1344,1289,1278,2567
向山３丁目,1285,1163,1259,2422
向山４丁目,2154,2080,2119,4199
貫井,12092,10170,11124,21294
貫井１丁目,2789,2355,2753,5108
貫井２丁目,2519,2025,2156,4181
貫井３丁目,3022,2336,2689,5025
貫井４丁目,2290,2122,2274,4396
貫井５丁目,1472,1332,1252,2584
錦,3347,3136,3243,6379
錦１丁目,2001,1814,1897,3711
錦２丁目,1346,1322,1346,2668
氷川台,7496,6539,7144,13683
氷川台１丁目,124,98,121,219
氷川台２丁目,1477,1505,1544,3049
氷川台３丁目,3006,2457,2708,5165
氷川台４丁目,2889,2479,2771,5250
平和台,7170,6943,7116,14059
平和台１丁目,1730,1801,1719,3520
平和台２丁目,1665,1504,1583,3087
平和台３丁目,2149,2182,2247,4429
平和台４丁目,1626,1456,1567,3023
早宮,9976,9254,10154,19408
早宮１丁目,3165,2792,3039,5831
早宮２丁目,2243,1988,2198,4186
早宮３丁目,2412,2353,2588,4941
早宮４丁目,2156,2121,2329,4450
春日町,13915,12742,13998,26740
春日町１丁目,2392,2263,2432,4695
春日町２丁目,2472,2244,2417,4661
春日町３丁目,2345,1992,2275,4267
春日町４丁目,2308,2165,2306,4471
春日町５丁目,2283,2105,2358,4463
春日町６丁目,2115,1973,2210,4183
高松,8732,8972,9229,18201
高松１丁目,1547,1472,1569,3041
高松２丁目,1255,1239,1325,2564
高松３丁目,1304,1531,1635,3166
高松４丁目,1653,1737,1736,3473
高松５丁目,1475,1414,1421,2835
高松６丁目,1498,1579,1543,3122
北町,16209,13660,13852,27512
北町１丁目,3236,2503,2630,5133
北町２丁目,3415,3099,3318,6417
北町３丁目,1900,1608,1718,3326
北町４丁目,730,661,70,731
北町５丁目,1397,1243,1244,2487
北町６丁目,1632,1280,1461,2741
北町７丁目,1665,1420,1483,2903
北町８丁目,2234,1846,1928,3774
田柄,14071,14067,14693,28760
田柄１丁目,2485,2376,2550,4926
田柄２丁目,3842,3426,3634,7060
田柄３丁目,2469,2680,2680,5360
田柄４丁目,3294,3586,3687,7273
田柄５丁目,1981,1999,2142,4141
光が丘,12745,12066,14061,26127
光が丘１丁目,1577,1157,1371,2528
光が丘２丁目,2553,2257,2882,5139
光が丘３丁目,3969,4125,4552,8677
光が丘４丁目,0,0,0,0
光が丘５丁目,1597,1391,1766,3157
光が丘６丁目,479,450,556,1006
光が丘７丁目,2570,2686,2934,5620
旭町,7067,6466,6575,13041
旭町１丁目,1971,2087,2177,4264
旭町２丁目,2664,2283,2306,4589
旭町３丁目,2432,2096,2092,4188
土支田,6458,7143,7315,14458
土支田１丁目,1679,1766,1866,3632
土支田２丁目,1471,1612,1634,3246
土支田３丁目,1830,2093,2138,4231
土支田４丁目,1478,1672,1677,3349
富士見台,8088,7528,7983,15511
富士見台１丁目,1559,1517,1587,3104
富士見台２丁目,2382,2037,2116,4153
富士見台３丁目,2293,2029,2209,4238
富士見台４丁目,1854,1945,2071,4016
南田中,6534,6032,6254,12286
南田中１丁目,1241,1229,1239,2468
南田中２丁目,939,925,926,1851
南田中３丁目,1440,1237,1343,2580
南田中４丁目,1570,1571,1514,3085
南田中５丁目,1344,1070,1232,2302
高野台,7930,7378,8174,15552
高野台１丁目,1847,1560,1900,3460
高野台２丁目,1658,1617,1721,3338
高野台３丁目,1585,1434,1500,2934
高野台４丁目,1313,1238,1391,2629
高野台５丁目,1527,1529,1662,3191
谷原,6017,6665,6881,13546
谷原１丁目,1024,1096,1121,2217
谷原２丁目,861,846,901,1747
谷原３丁目,856,999,1061,2060
谷原４丁目,824,1004,999,2003
谷原５丁目,1425,1585,1662,3247
谷原６丁目,1027,1135,1137,2272
三原台,4395,4659,4799,9458
三原台１丁目,1991,2090,2117,4207
三原台２丁目,927,1042,1056,2098
三原台３丁目,1477,1527,1626,3153
石神井町,15267,13378,14849,28227
石神井町１丁目,1814,1424,1693,3117
石神井町２丁目,2561,2192,2593,4785
石神井町３丁目,1986,1548,1740,3288
石神井町４丁目,1808,1659,1792,3451
石神井町５丁目,984,835,905,1740
石神井町６丁目,1676,1511,1640,3151
石神井町７丁目,2202,2049,2185,4234
石神井町８丁目,2236,2160,2301,4461
石神井台,15072,14743,15883,30626
石神井台１丁目,748,792,831,1623
石神井台２丁目,2245,2250,2392,4642
石神井台３丁目,2752,2572,2764,5336
石神井台４丁目,2231,2156,2454,4610
石神井台５丁目,1766,1905,1998,3903
