町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
石神井台６丁目,1362,1406,1538,2944
石神井台７丁目,2184,1778,1912,3690
石神井台８丁目,1784,1884,1994,3878
下石神井,9077,8931,9166,18097
下石神井１丁目,1331,1350,1383,2733
下石神井２丁目,1603,1611,1688,3299
下石神井３丁目,1126,1168,1212,2380
下石神井４丁目,2025,1749,1795,3544
下石神井５丁目,1336,1298,1314,2612
下石神井６丁目,1656,1755,1774,3529
東大泉,18746,16760,18868,35628
東大泉１丁目,2591,2226,2660,4886
東大泉２丁目,3082,3023,3304,6327
東大泉３丁目,2773,2304,2670,4974
東大泉４丁目,1745,1394,1548,2942
東大泉５丁目,2200,1890,2245,4135
東大泉６丁目,3460,3029,3421,6450
東大泉７丁目,2895,2894,3020,5914
西大泉町,13,11,20,31
西大泉,10072,10696,11217,21913
西大泉１丁目,1958,1984,2052,4036
西大泉２丁目,1289,1396,1498,2894
西大泉３丁目,1770,1811,1930,3741
西大泉４丁目,1574,1854,1936,3790
西大泉５丁目,2185,2242,2380,4622
西大泉６丁目,1296,1409,1421,2830
南大泉,12861,12933,13824,26757
南大泉１丁目,2250,2328,2465,4793
南大泉２丁目,1964,2114,2237,4351
南大泉３丁目,2268,2311,2458,4769
南大泉４丁目,3174,3071,3224,6295
南大泉５丁目,2348,2203,2436,4639
南大泉６丁目,857,906,1004,1910
大泉町,10133,10695,11038,21733
大泉町１丁目,2369,2622,2632,5254
大泉町２丁目,2207,2276,2369,4645
大泉町３丁目,1730,1834,1884,3718
大泉町４丁目,1675,1851,1880,3731
大泉町５丁目,1007,1015,1074,2089
大泉町６丁目,1145,1097,1199,2296
大泉学園町,15836,16459,17445,33904
大泉学園町１丁目,1451,1502,1637,3139
大泉学園町２丁目,1990,1929,2010,3939
大泉学園町３丁目,1385,1643,1628,3271
大泉学園町４丁目,1903,2019,2153,4172
大泉学園町５丁目,2186,2290,2458,4748
大泉学園町６丁目,2334,2466,2680,5146
大泉学園町７丁目,2349,2343,2524,4867
大泉学園町８丁目,2173,2228,2329,4557
大泉学園町９丁目,65,39,26,65
関町北,12113,10483,11603,22086
関町北１丁目,2242,1678,1883,3561
関町北２丁目,2897,2159,2542,4701
関町北３丁目,2272,2029,2196,4225
関町北４丁目,2209,1987,2190,4177
関町北５丁目,2493,2630,2792,5422
関町南,9477,8970,9773,18743
関町南１丁目,1354,1166,1309,2475
関町南２丁目,2262,2148,2273,4421
関町南３丁目,2174,2071,2221,4292
関町南４丁目,3687,3585,3970,7555
上石神井南町,1181,1126,1173,2299
立野町,2530,2623,2819,5442
上石神井,11645,9808,10346,20154
上石神井１丁目,3512,2639,2729,5368
上石神井２丁目,2594,2100,2301,4401
上石神井３丁目,2780,2736,2833,5569
上石神井４丁目,2759,2333,2483,4816
関町東,3171,2641,2704,5345
関町東１丁目,2121,1880,1922,3802
関町東２丁目,1050,761,782,1543
