町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
大泉町３丁目,1734,1825,1882,3707
大泉町４丁目,1674,1853,1895,3748
大泉町５丁目,1007,1021,1070,2091
大泉町６丁目,1158,1107,1212,2319
大泉学園町,15791,16502,17436,33938
大泉学園町１丁目,1455,1497,1629,3126
大泉学園町２丁目,1968,1925,2010,3935
大泉学園町３丁目,1374,1632,1609,3241
大泉学園町４丁目,1889,2021,2149,4170
大泉学園町５丁目,2195,2310,2473,4783
大泉学園町６丁目,2302,2463,2655,5118
大泉学園町７丁目,2370,2373,2549,4922
大泉学園町８丁目,2173,2242,2336,4578
大泉学園町９丁目,65,39,26,65
関町北,12032,10557,11561,22118
関町北１丁目,2240,1682,1901,3583
関町北２丁目,2902,2177,2531,4708
関町北３丁目,2210,2040,2138,4178
関町北４丁目,2186,2004,2180,4184
関町北５丁目,2494,2654,2811,5465
関町南,9321,8887,9671,18558
関町南１丁目,1343,1141,1312,2453
関町南２丁目,2189,2072,2200,4272
関町南３丁目,2118,2086,2186,4272
関町南４丁目,3671,3588,3973,7561
上石神井南町,1137,1081,1128,2209
立野町,2444,2535,2730,5265
上石神井,11420,9629,10171,19800
上石神井１丁目,3483,2641,2744,5385
上石神井２丁目,2541,2058,2291,4349
上石神井３丁目,2678,2598,2697,5295
上石神井４丁目,2718,2332,2439,4771
関町東,3133,2642,2663,5305
関町東１丁目,2092,1883,1889,3772
関町東２丁目,1041,759,774,1533
