町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,380495,359039,381060,740099
旭丘,4914,3721,3679,7400
旭丘１丁目,3384,2547,2425,4972
旭丘２丁目,1530,1174,1254,2428
小竹町,5623,4460,4959,9419
小竹町１丁目,3073,2481,2663,5144
小竹町２丁目,2550,1979,2296,4275
栄町,2479,1863,2103,3966
羽沢,3831,3186,3370,6556
羽沢１丁目,905,657,689,1346
羽沢２丁目,1937,1591,1719,3310
羽沢３丁目,989,938,962,1900
豊玉上,4407,3063,3537,6600
豊玉上１丁目,1535,1144,1223,2367
豊玉上２丁目,2872,1919,2314,4233
豊玉中,6042,5365,5331,10696
豊玉中１丁目,1380,1235,1200,2435
豊玉中２丁目,1904,1649,1557,3206
豊玉中３丁目,1895,1519,1557,3076
豊玉中４丁目,863,962,1017,1979
豊玉南,4456,4300,4385,8685
豊玉南１丁目,1267,1172,1227,2399
豊玉南２丁目,1101,959,1033,1992
豊玉南３丁目,2088,2169,2125,4294
豊玉北,12627,9431,10206,19637
豊玉北１丁目,1681,1224,1414,2638
豊玉北２丁目,1489,1166,1248,2414
豊玉北３丁目,2219,1631,1674,3305
豊玉北４丁目,2720,1980,2126,4106
豊玉北５丁目,2685,1902,2072,3974
豊玉北６丁目,1833,1528,1672,3200
中村,5050,4759,5224,9983
中村１丁目,1200,1157,1279,2436
中村２丁目,1614,1636,1745,3381
中村３丁目,2236,1966,2200,4166
中村南,5690,5316,5677,10993
中村南１丁目,2069,2088,2164,4252
中村南２丁目,2108,1812,1903,3715
中村南３丁目,1513,1416,1610,3026
中村北,6861,5475,6164,11639
中村北１丁目,2188,1779,1981,3760
中村北２丁目,1712,1529,1546,3075
中村北３丁目,1286,911,1074,1985
中村北４丁目,1675,1256,1563,2819
桜台,14479,12450,13290,25740
桜台１丁目,3320,2464,2644,5108
桜台２丁目,2684,2311,2447,4758
桜台３丁目,2481,2243,2499,4742
桜台４丁目,2175,1667,1843,3510
桜台５丁目,2020,2010,1957,3967
桜台６丁目,1799,1755,1900,3655
練馬,9007,7004,7458,14462
練馬１丁目,2685,1979,2131,4110
練馬２丁目,1784,1479,1518,2997
練馬３丁目,2324,1709,1808,3517
練馬４丁目,2214,1837,2001,3838
向山,5872,5470,5653,11123
向山１丁目,1117,876,910,1786
向山２丁目,1350,1313,1287,2600
向山３丁目,1287,1177,1277,2454
向山４丁目,2118,2104,2179,4283
貫井,11394,9823,10496,20319
貫井１丁目,2731,2406,2721,5127
貫井２丁目,2286,1774,1878,3652
貫井３丁目,2808,2325,2559,4884
貫井４丁目,2186,2053,2120,4173
貫井５丁目,1383,1265,1218,2483
錦,3179,3091,3166,6257
錦１丁目,1868,1765,1841,3606
錦２丁目,1311,1326,1325,2651
氷川台,7145,6599,7030,13629
氷川台１丁目,118,103,123,226
氷川台２丁目,1407,1495,1525,3020
氷川台３丁目,2862,2488,2650,5138
氷川台４丁目,2758,2513,2732,5245
平和台,6757,6861,7032,13893
平和台１丁目,1749,1824,1771,3595
平和台２丁目,1578,1490,1561,3051
平和台３丁目,1959,2112,2175,4287
平和台４丁目,1471,1435,1525,2960
早宮,9636,9355,10040,19395
早宮１丁目,3093,2857,3084,5941
早宮２丁目,2131,2011,2155,4166
早宮３丁目,2313,2318,2514,4832
早宮４丁目,2099,2169,2287,4456
春日町,13019,12483,13541,26024
春日町１丁目,2133,2078,2264,4342
春日町２丁目,2290,2242,2358,4600
春日町３丁目,2194,1948,2201,4149
春日町４丁目,2238,2171,2297,4468
春日町５丁目,2188,2137,2356,4493
春日町６丁目,1976,1907,2065,3972
高松,8302,8931,9187,18118
高松１丁目,1494,1478,1567,3045
高松２丁目,1160,1187,1308,2495
高松３丁目,1294,1611,1666,3277
高松４丁目,1564,1744,1775,3519
高松５丁目,1354,1344,1368,2712
高松６丁目,1436,1567,1503,3070
北町,15341,13337,13099,26436
北町１丁目,2857,2297,2379,4676
北町２丁目,3239,3063,3181,6244
北町３丁目,1635,1437,1515,2952
北町４丁目,967,898,69,967
北町５丁目,1301,1183,1217,2400
北町６丁目,1549,1198,1386,2584
北町７丁目,1592,1397,1434,2831
北町８丁目,2201,1864,1918,3782
田柄,13751,14385,14949,29334
田柄１丁目,2407,2411,2595,5006
田柄２丁目,3852,3545,3742,7287
田柄３丁目,2503,2867,2830,5697
田柄４丁目,3145,3578,3663,7241
田柄５丁目,1844,1984,2119,4103
光が丘,12775,12542,14518,27060
