町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,382980,357275,380856,738131
旭丘,4873,3651,3657,7308
旭丘１丁目,3345,2479,2395,4874
旭丘２丁目,1528,1172,1262,2434
小竹町,5698,4499,4988,9487
小竹町１丁目,3126,2484,2679,5163
小竹町２丁目,2572,2015,2309,4324
栄町,2605,1927,2192,4119
羽沢,3839,3220,3366,6586
羽沢１丁目,919,664,690,1354
羽沢２丁目,1931,1606,1730,3336
羽沢３丁目,989,950,946,1896
豊玉上,4447,3072,3515,6587
豊玉上１丁目,1541,1144,1205,2349
豊玉上２丁目,2906,1928,2310,4238
豊玉中,6088,5335,5329,10664
豊玉中１丁目,1347,1219,1171,2390
豊玉中２丁目,1940,1656,1579,3235
豊玉中３丁目,1939,1507,1566,3073
豊玉中４丁目,862,953,1013,1966
豊玉南,4448,4236,4301,8537
豊玉南１丁目,1241,1127,1169,2296
豊玉南２丁目,1103,965,1029,1994
豊玉南３丁目,2104,2144,2103,4247
豊玉北,12669,9358,10127,19485
豊玉北１丁目,1663,1192,1399,2591
豊玉北２丁目,1570,1208,1270,2478
豊玉北３丁目,2207,1574,1654,3228
豊玉北４丁目,2710,1982,2073,4055
豊玉北５丁目,2678,1870,2031,3901
豊玉北６丁目,1841,1532,1700,3232
中村,5093,4713,5220,9933
中村１丁目,1214,1159,1246,2405
中村２丁目,1633,1627,1755,3382
中村３丁目,2246,1927,2219,4146
中村南,5659,5317,5556,10873
中村南１丁目,2048,2087,2113,4200
中村南２丁目,2099,1794,1878,3672
中村南３丁目,1512,1436,1565,3001
中村北,6923,5446,6223,11669
中村北１丁目,2175,1767,1977,3744
中村北２丁目,1726,1509,1570,3079
中村北３丁目,1356,928,1122,2050
中村北４丁目,1666,1242,1554,2796
桜台,14552,12361,13313,25674
桜台１丁目,3301,2419,2673,5092
桜台２丁目,2703,2302,2476,4778
桜台３丁目,2550,2259,2477,4736
桜台４丁目,2197,1665,1850,3515
桜台５丁目,2018,1966,1967,3933
桜台６丁目,1783,1750,1870,3620
練馬,9229,7061,7539,14600
練馬１丁目,2816,2067,2177,4244
練馬２丁目,1793,1473,1502,2975
練馬３丁目,2396,1719,1846,3565
練馬４丁目,2224,1802,2014,3816
向山,5866,5419,5629,11048
向山１丁目,1100,859,890,1749
向山２丁目,1355,1291,1294,2585
向山３丁目,1299,1190,1288,2478
向山４丁目,2112,2079,2157,4236
貫井,11424,9689,10538,20227
貫井１丁目,2709,2351,2702,5053
貫井２丁目,2248,1753,1850,3603
貫井３丁目,2833,2251,2581,4832
貫井４丁目,2214,2060,2160,4220
貫井５丁目,1420,1274,1245,2519
錦,3162,3078,3126,6204
錦１丁目,1888,1768,1840,3608
錦２丁目,1274,1310,1286,2596
氷川台,7256,6572,7062,13634
氷川台１丁目,122,107,123,230
氷川台２丁目,1412,1487,1507,2994
氷川台３丁目,2937,2495,2690,5185
氷川台４丁目,2785,2483,2742,5225
平和台,6817,6822,6998,13820
平和台１丁目,1728,1788,1730,3518
平和台２丁目,1586,1462,1558,3020
平和台３丁目,2031,2168,2206,4374
平和台４丁目,1472,1404,1504,2908
早宮,9630,9231,9942,19173
