町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
早宮１丁目,3081,2824,3034,5858
早宮２丁目,2166,1985,2149,4134
早宮３丁目,2292,2286,2489,4775
早宮４丁目,2091,2136,2270,4406
春日町,13358,12602,13689,26291
春日町１丁目,2276,2189,2346,4535
春日町２丁目,2383,2283,2381,4664
春日町３丁目,2186,1891,2162,4053
春日町４丁目,2231,2145,2276,4421
春日町５丁目,2229,2131,2379,4510
春日町６丁目,2053,1963,2145,4108
高松,8428,8855,9184,18039
高松１丁目,1500,1454,1565,3019
高松２丁目,1236,1223,1328,2551
高松３丁目,1298,1591,1647,3238
高松４丁目,1566,1697,1760,3457
高松５丁目,1361,1332,1354,2686
高松６丁目,1467,1558,1530,3088
北町,15321,13124,13291,26415
北町１丁目,2845,2248,2372,4620
北町２丁目,3321,3090,3266,6356
北町３丁目,1727,1482,1606,3088
北町４丁目,670,624,46,670
北町５丁目,1352,1200,1235,2435
北町６丁目,1593,1245,1414,2659
北町７丁目,1599,1384,1442,2826
北町８丁目,2214,1851,1910,3761
田柄,13850,14220,14765,28985
田柄１丁目,2444,2411,2581,4992
田柄２丁目,3795,3433,3619,7052
田柄３丁目,2505,2827,2760,5587
田柄４丁目,3199,3588,3679,7267
田柄５丁目,1907,1961,2126,4087
光が丘,12733,12307,14283,26590
光が丘１丁目,1577,1157,1408,2565
光が丘２丁目,2557,2306,2892,5198
光が丘３丁目,3959,4206,4638,8844
光が丘４丁目,0,0,0,0
光が丘５丁目,1597,1439,1795,3234
光が丘６丁目,480,465,570,1035
光が丘７丁目,2563,2734,2980,5714
旭町,6875,6487,6485,12972
旭町１丁目,1946,2108,2180,4288
旭町２丁目,2523,2240,2218,4458
旭町３丁目,2406,2139,2087,4226
土支田,6315,7085,7223,14308
土支田１丁目,1621,1734,1834,3568
土支田２丁目,1372,1550,1572,3122
土支田３丁目,1830,2067,2138,4205
土支田４丁目,1492,1734,1679,3413
富士見台,7866,7540,7949,15489
富士見台１丁目,1518,1493,1636,3129
富士見台２丁目,2301,2037,2116,4153
富士見台３丁目,2202,2015,2157,4172
富士見台４丁目,1845,1995,2040,4035
南田中,6441,6059,6361,12420
南田中１丁目,1243,1249,1266,2515
南田中２丁目,924,914,926,1840
南田中３丁目,1429,1244,1386,2630
南田中４丁目,1514,1561,1553,3114
南田中５丁目,1331,1091,1230,2321
高野台,7605,7266,8146,15412
高野台１丁目,1799,1588,1900,3488
高野台２丁目,1604,1607,1732,3339
高野台３丁目,1474,1362,1507,2869
高野台４丁目,1309,1258,1409,2667
高野台５丁目,1419,1451,1598,3049
谷原,5834,6584,6779,13363
谷原１丁目,976,1071,1083,2154
谷原２丁目,836,863,904,1767
谷原３丁目,856,1017,1073,2090
谷原４丁目,785,973,973,1946
谷原５丁目,1379,1528,1609,3137
谷原６丁目,1002,1132,1137,2269
三原台,4288,4665,4742,9407
三原台１丁目,1933,2100,2079,4179
三原台２丁目,910,1055,1021,2076
三原台３丁目,1445,1510,1642,3152
石神井町,14933,13241,14581,27822
石神井町１丁目,1803,1416,1718,3134
石神井町２丁目,2407,2085,2413,4498
石神井町３丁目,1979,1572,1730,3302
石神井町４丁目,1768,1640,1798,3438
石神井町５丁目,965,831,885,1716
石神井町６丁目,1632,1516,1584,3100
石神井町７丁目,2139,2034,2159,4193
石神井町８丁目,2240,2147,2294,4441
石神井台,14973,14960,15978,30938
石神井台１丁目,720,786,835,1621
石神井台２丁目,2201,2302,2378,4680
石神井台３丁目,2696,2619,2742,5361
石神井台４丁目,2254,2196,2518,4714
石神井台５丁目,1761,1920,1994,3914
石神井台６丁目,1379,1447,1553,3000
石神井台７丁目,2206,1801,1957,3758
石神井台８丁目,1756,1889,2001,3890
下石神井,8870,8935,9228,18163
下石神井１丁目,1258,1321,1365,2686
下石神井２丁目,1579,1621,1723,3344
下石神井３丁目,1122,1189,1238,2427
下石神井４丁目,1974,1731,1787,3518
下石神井５丁目,1317,1322,1341,2663
下石神井６丁目,1620,1751,1774,3525
東大泉,18421,16634,18667,35301
東大泉１丁目,2480,2138,2564,4702
東大泉２丁目,3115,3059,3330,6389
東大泉３丁目,2664,2233,2598,4831
東大泉４丁目,1738,1441,1536,2977
東大泉５丁目,2133,1831,2163,3994
東大泉６丁目,3408,3020,3439,6459
東大泉７丁目,2883,2912,3037,5949
西大泉町,13,12,20,32
西大泉,10026,10791,11248,22039
西大泉１丁目,1946,2011,2057,4068
西大泉２丁目,1293,1404,1502,2906
西大泉３丁目,1748,1810,1915,3725
西大泉４丁目,1536,1803,1881,3684
西大泉５丁目,2207,2350,2464,4814
西大泉６丁目,1296,1413,1429,2842
南大泉,12688,13071,13903,26974
南大泉１丁目,2196,2311,2433,4744
南大泉２丁目,1924,2145,2254,4399
南大泉３丁目,2272,2358,2487,4845
南大泉４丁目,3105,3100,3211,6311
南大泉５丁目,2328,2229,2489,4718
南大泉６丁目,863,928,1029,1957
大泉町,10078,10832,11092,21924
大泉町１丁目,2323,2598,2625,5223
大泉町２丁目,2203,2306,2407,4713
大泉町３丁目,1740,1897,1916,3813
大泉町４丁目,1661,1888,1881,3769
大泉町５丁目,1017,1027,1065,2092
大泉町６丁目,1134,1116,1198,2314
大泉学園町,15763,16686,17553,34239
大泉学園町１丁目,1458,1513,1634,3147
大泉学園町２丁目,1968,1940,2014,3954
大泉学園町３丁目,1355,1624,1599,3223
大泉学園町４丁目,1912,2095,2208,4303
大泉学園町５丁目,2132,2319,2411,4730
大泉学園町６丁目,2308,2495,2695,5190
大泉学園町７丁目,2396,2397,2611,5008
大泉学園町８丁目,2166,2266,2350,4616
大泉学園町９丁目,68,37,31,68
関町北,11820,10478,11525,22003
関町北１丁目,2143,1659,1872,3531
関町北２丁目,2823,2140,2493,4633
関町北３丁目,2215,2028,2128,4156
関町北４丁目,2176,1992,2167,4159
関町北５丁目,2463,2659,2865,5524
関町南,9112,8948,9563,18511
関町南１丁目,1252,1170,1220,2390
関町南２丁目,2180,2062,2231,4293
関町南３丁目,2063,2117,2166,4283
関町南４丁目,3617,3599,3946,7545
上石神井南町,1104,1077,1120,2197
立野町,2447,2548,2764,5312
上石神井,10507,8706,9465,18171
上石神井１丁目,3490,2606,2871,5477
上石神井２丁目,2469,2095,2312,4407
上石神井３丁目,1932,1757,1854,3611
上石神井４丁目,2616,2248,2428,4676
関町東,3033,2555,2631,5186
関町東１丁目,2052,1822,1864,3686
関町東２丁目,981,733,767,1500
