地域階層,地域コード,地域,1月中／転出者数,2月中／転出者数,3月中／転出者数,4月中／転出者数,5月中／転出者数,6月中／転出者数,7月中／転出者数,8月中／転出者数,9月中／転出者数,10月中／転出者数,11月中／転出者数,12月中／転出者数,平成24年中の転出者数
4,13227,羽村市,48,63,186,143,97,96,58,82,57,60,45,53,988
4,13228,あきる野市,52,60,146,93,65,62,64,80,56,48,55,52,833
4,13229,西東京市,264,317,796,567,301,322,319,340,277,318,255,271,4347
1,13550,町村部,63,66,360,185,100,98,88,113,64,77,88,83,1385
2,13300,郡部,29,35,127,82,63,54,52,51,31,44,63,39,670
4,13303,瑞穂町,20,27,84,48,44,36,36,24,19,25,38,25,426
4,13305,日の出町,8,8,28,22,15,13,16,21,11,14,19,12,187
4,13307,檜原村,0,0,5,2,0,2,0,0,0,0,0,0,9
4,13308,奥多摩町,1,0,10,10,4,3,0,6,1,5,6,2,48
2,13350,島部,34,31,233,103,37,44,36,62,33,33,25,44,715
3,13360,大島支庁,16,14,130,37,17,17,13,18,15,11,8,9,305
4,13361,大島町,8,8,81,29,10,8,10,15,7,4,6,6,192
4,13362,利島村,2,0,8,0,1,0,1,0,0,1,1,0,14
4,13363,新島村,6,5,18,6,5,6,1,1,4,0,0,1,53
4,13364,神津島村,0,1,23,2,1,3,1,2,4,6,1,2,46
3,13380,三宅支庁,2,4,28,8,4,5,2,12,4,3,6,5,83
4,13381,三宅村,2,3,23,7,2,5,1,6,4,3,6,4,66
4,13382,御蔵島村,0,1,5,1,2,0,1,6,0,0,0,1,17
3,13400,八丈支庁,13,10,48,31,8,10,5,22,9,10,8,9,183
4,13401,八丈町,13,10,48,26,8,8,4,20,9,10,7,9,172
4,13402,青ヶ島村,0,0,0,5,0,2,1,2,0,0,1,0,11
3,13420,小笠原支庁,3,3,27,27,8,12,16,10,5,9,3,21,144
4,13421,小笠原村,3,3,27,27,8,12,16,10,5,9,3,21,144
,,,,,,,,,,,,,,,
人口の動き（平成24年中）,,,,,,,,,,,,,,,
第10表　区市町村、月別他県転出者数,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
