地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成24年中の増減
4,13210,小金井市,17,-69,62,234,37,5,50,1,-16,51,35,-36,371
4,13211,小平市,8,-64,253,494,29,-10,-70,-58,0,36,21,-15,624
4,13212,日野市,44,-34,18,360,57,-48,-26,-23,-44,22,11,-19,318
4,13213,東村山市,-43,18,13,126,7,-51,-44,-18,-36,11,-2,-33,-52
4,13214,国分寺市,-5,-20,189,373,69,9,36,54,-1,26,31,-6,755
4,13215,国立市,32,-30,-11,176,5,47,12,18,22,41,-11,-26,275
4,13218,福生市,-12,-3,54,11,-12,-9,-23,8,-13,13,19,0,33
4,13219,狛江市,-62,-5,155,152,56,6,-1,-14,-43,-13,-27,-15,189
4,13220,東大和市,17,8,-26,52,-7,3,-12,-2,18,-3,-14,-18,16
4,13221,清瀬市,7,7,-48,35,2,-61,-5,-6,-9,10,-12,-7,-87
4,13222,東久留米市,-13,-35,43,40,-3,-56,-45,-22,-43,-17,-21,-21,-193
4,13223,武蔵村山市,-9,-11,7,43,9,-39,-41,54,1,-14,29,-7,22
4,13224,多摩市,-8,-57,2,102,-4,-33,-3,-39,-28,14,-3,-37,-94
4,13225,稲城市,12,12,129,83,52,36,25,31,-28,32,-19,18,383
4,13227,羽村市,2,-9,-57,74,-30,-55,-7,-19,-11,2,43,5,-62
4,13228,あきる野市,-8,-12,-20,24,8,-8,8,-14,-18,-3,-9,-4,-56
4,13229,西東京市,-7,-47,254,204,14,-64,-25,-12,1,-25,3,-33,263
1,13550,町村部,-3,17,-128,141,2,-14,-16,-23,4,0,-4,-31,-55
2,13300,郡部,5,13,-12,0,2,-11,-13,-16,6,-17,-4,-9,-56
4,13303,瑞穂町,8,-1,-23,-7,-12,-14,-13,5,5,-5,-6,-8,-71
4,13305,日の出町,-3,12,10,15,10,1,-4,-17,-1,-10,2,-2,13
4,13307,檜原村,0,0,2,-1,4,-2,0,0,2,0,1,0,6
4,13308,奥多摩町,0,2,-1,-7,0,4,4,-4,0,-2,-1,1,-4
2,13350,島部,-8,4,-116,141,0,-3,-3,-7,-2,17,0,-22,1
3,13360,大島支庁,-1,-2,-100,65,-7,-7,-5,-7,-2,-2,-3,-2,-73
4,13361,大島町,-2,-1,-73,38,-4,0,-4,-8,2,2,-3,-3,-56
4,13362,利島村,-2,0,-6,2,1,0,-1,0,0,-1,-1,1,-7
4,13363,新島村,-1,-1,-4,4,-5,-5,0,-1,-2,1,0,1,-13
4,13364,神津島村,4,0,-17,21,1,-2,0,2,-2,-4,1,-1,3
3,13380,三宅支庁,1,-1,0,40,-1,0,0,-6,1,9,-3,-2,38
4,13381,三宅村,1,0,0,32,-2,-1,1,-2,1,9,-5,-1,33
4,13382,御蔵島村,0,-1,0,8,1,1,-1,-4,0,0,2,-1,5
3,13400,八丈支庁,-7,-1,-21,27,5,2,3,3,-3,3,3,-3,11
4,13401,八丈町,-7,-1,-22,27,4,4,4,4,-3,3,4,-3,14
4,13402,青ヶ島村,0,0,1,0,1,-2,-1,-1,0,0,-1,0,-3
3,13420,小笠原支庁,-1,8,5,9,3,2,-1,3,2,7,3,-15,25
4,13421,小笠原村,-1,8,5,9,3,2,-1,3,2,7,3,-15,25
,,,,,,,,,,,,,,,
人口の動き（平成24年中）,,,,,,,,,,,,,,,
第８表  区市町村、月別他県移動増減,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
