地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成24年中の増減
0,13000,総数,1958,853,16100,20860,5829,-543,1124,1953,-707,3741,1997,521,53686
1,13100,区部,1955,1594,13949,13821,4810,215,1228,2084,-417,2986,1597,602,44424
1,13200,市部,6,-758,2279,6898,1017,-744,-88,-108,-294,755,404,-50,9317
2,13300,郡部,5,13,-12,0,2,-11,-13,-16,6,-17,-4,-9,-56
2,13350,島部,-8,4,-116,141,0,-3,-3,-7,-2,17,0,-22,1
1,13100,区部,1955,1594,13949,13821,4810,215,1228,2084,-417,2986,1597,602,44424
4,13101,千代田区,59,27,246,245,51,-4,14,17,2,50,61,65,833
4,13102,中央区,182,131,292,317,111,70,134,140,81,140,143,76,1817
4,13103,港区,255,192,637,394,242,64,156,149,126,150,106,145,2616
4,13104,新宿区,216,90,770,617,238,69,221,250,123,176,100,140,3010
4,13105,文京区,87,99,305,430,205,86,106,147,-20,231,107,92,1875
4,13106,台東区,50,77,298,454,217,54,83,81,97,98,115,98,1722
4,13107,墨田区,78,95,470,350,330,94,103,233,83,205,6,70,2117
4,13108,江東区,74,58,1015,443,265,2,161,194,-18,236,66,324,2820
4,13109,品川区,171,116,703,641,302,71,107,136,-28,220,46,-93,2392
4,13110,目黒区,104,106,406,511,176,14,-24,203,4,72,115,68,1755
4,13111,大田区,-58,66,1166,690,233,-179,-73,-116,-270,286,32,-160,1617
4,13112,世田谷区,127,-63,1278,1539,359,119,92,198,-38,244,3,65,3923
4,13113,渋谷区,66,66,538,435,132,24,141,83,53,62,158,100,1858
4,13114,中野区,225,156,785,560,310,3,80,92,-4,132,106,-22,2423
4,13115,杉並区,165,57,1429,957,256,56,160,163,61,233,90,44,3671
4,13116,豊島区,145,149,532,630,241,98,25,199,93,178,42,46,2378
4,13117,北区,94,137,454,526,230,27,-9,79,48,60,90,-8,1728
4,13118,荒川区,28,25,253,243,95,81,65,74,16,201,23,74,1178
4,13119,板橋区,-75,39,748,1147,240,-71,-125,-4,-196,84,90,-191,1686
4,13120,練馬区,45,77,899,781,251,-148,20,209,-108,126,36,-46,2142
4,13121,足立区,-60,19,603,827,212,-45,-119,-194,-180,-76,50,-105,932
4,13122,葛飾区,44,-63,141,175,77,-28,-70,-109,-65,-34,54,-61,61
4,13123,江戸川区,-67,-62,-19,909,37,-242,-20,-140,-277,-88,-42,-119,-130
1,13200,市部,6,-758,2279,6898,1017,-744,-88,-108,-294,755,404,-50,9317
4,13201,八王子市,5,-290,-302,1680,133,-3,51,3,-7,76,48,16,1410
4,13202,立川市,-20,-80,-45,364,-54,-82,-4,-14,-25,-13,-13,-9,5
4,13203,武蔵野市,29,-14,238,212,137,-3,118,12,33,68,20,-32,818
4,13204,三鷹市,-26,-16,265,450,64,30,41,-13,6,92,23,-26,890
4,13205,青梅市,12,-28,-9,-110,-138,-135,-31,-53,-1,-13,100,35,-371
4,13206,府中市,-16,31,495,1012,329,-70,-62,-20,82,142,28,-103,1848
4,13207,昭島市,16,-6,-91,40,15,-53,-1,-34,-31,7,0,-14,-152
4,13208,調布市,22,-24,355,390,104,-38,-8,83,-25,83,-42,-61,839
4,13209,町田市,12,20,356,277,138,-62,-21,-11,-78,130,166,398,1325
