地域階層,地域コード,地域,1月中／死亡数,2月中／死亡数,3月中／死亡数,4月中／死亡数,5月中／死亡数,6月中／死亡数,7月中／死亡数,8月中／死亡数,9月中／死亡数,10月中／死亡数,11月中／死亡数,12月中／死亡数,平成24年中の死亡数
4,13362,利島村,3,0,0,0,0,1,0,0,0,0,1,1,6
4,13363,新島村,8,6,5,2,5,5,6,4,2,2,5,9,59
4,13364,神津島村,5,3,1,4,4,0,0,2,1,2,3,1,26
3,13380,三宅支庁,3,8,10,4,3,5,3,3,2,4,8,4,57
4,13381,三宅村,3,7,9,3,3,5,3,3,2,4,7,4,53
4,13382,御蔵島村,0,1,1,1,0,0,0,0,0,0,1,0,4
3,13400,八丈支庁,14,9,16,15,12,12,9,16,12,10,12,11,148
4,13401,八丈町,14,9,16,15,12,12,9,16,12,10,12,11,148
4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13420,小笠原支庁,1,0,0,1,1,1,0,0,1,2,3,1,11
4,13421,小笠原村,1,0,0,1,1,1,0,0,1,2,3,1,11
,,,,,,,,,,,,,,,
人口の動き（平成24年中）,,,,,,,,,,,,,,,
第14表　区市町村、月別死亡数,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
