地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成24年の増減
0,13000,総数,-549,-1685,10781,12284,3493,165,-7106,1353,886,5486,1203,-2406,23905
1,13100,区部,33,-552,9616,8623,2791,305,-5411,1495,527,4539,1134,-2107,20993
1,13200,市部,-553,-1119,1392,3543,724,-115,-1666,-108,371,957,47,-262,3211
2,13300,郡部,-7,-14,-36,-11,-23,-21,-25,-28,-4,0,33,-9,-145
2,13350,島部,-22,0,-191,129,1,-4,-4,-6,-8,-10,-11,-28,-154
1,13100,区部,33,-552,9616,8623,2791,305,-5411,1495,527,4539,1134,-2107,20993
4,13101,千代田区,5,30,256,146,24,43,-20,17,34,50,17,-61,541
4,13102,中央区,220,207,361,173,130,82,48,171,98,209,125,66,1890
4,13103,港区,77,127,483,249,257,52,-419,263,237,164,161,-218,1433
4,13104,新宿区,11,-298,661,730,-82,22,-558,-79,288,533,162,-41,1349
4,13105,文京区,46,-3,412,98,105,29,-78,91,3,158,-104,-33,724
4,13106,台東区,49,-12,247,567,101,37,-223,104,75,176,156,11,1288
4,13107,墨田区,19,12,240,132,213,52,-257,211,46,187,15,-53,817
4,13108,江東区,50,7,651,295,251,-65,-207,115,20,313,166,394,1990
4,13109,品川区,117,-29,477,343,147,-38,-43,45,8,156,42,-164,1061
4,13110,目黒区,12,91,194,391,95,-49,-126,219,-29,272,52,13,1135
4,13111,大田区,-50,4,873,561,246,-88,-179,176,-91,235,-56,-207,1424
4,13112,世田谷区,41,-177,1102,876,379,43,-1,214,50,353,-5,-56,2819
4,13113,渋谷区,47,13,423,299,203,120,-23,52,59,132,58,-114,1269
4,13114,中野区,108,-2,344,200,104,-46,-361,91,-41,105,71,-164,409
4,13115,杉並区,41,-176,777,394,8,36,-104,-158,-48,109,-101,-134,644
4,13116,豊島区,-76,-52,273,470,43,45,-293,63,73,191,83,-218,602
4,13117,北区,-67,-5,215,243,116,80,-431,24,-28,143,102,-35,357
