地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成24年中の増減
0,13000,総数,-1103,-2366,6465,13181,3252,-349,-8398,1469,287,5497,505,-3746,14694
1,13100,区部,-437,-821,7340,8379,2677,349,-6629,1852,347,4906,755,-2812,15906
1,13200,市部,-640,-1534,-575,4545,595,-649,-1735,-339,-48,586,-220,-891,-905
2,13300,郡部,-17,1,-1,-1,-8,-29,-30,-23,-14,3,-12,-9,-140
2,13350,島部,-9,-12,-299,258,-12,-20,-4,-21,2,2,-18,-34,-167
1,13100,区部,-437,-821,7340,8379,2677,349,-6629,1852,347,4906,755,-2812,15906
4,13101,千代田区,32,53,112,133,102,-28,-9,54,21,51,71,-24,568
4,13102,中央区,113,79,208,305,111,80,1,128,90,219,137,-7,1464
4,13103,港区,107,162,501,253,251,165,-479,179,167,132,17,-367,1088
4,13104,新宿区,111,-147,512,716,2,62,-610,138,327,709,15,-98,1737
4,13105,文京区,89,-14,-52,199,87,-8,-144,71,9,95,-66,-46,220
4,13106,台東区,20,-6,267,560,205,51,-240,98,34,288,186,-44,1419
4,13107,墨田区,16,-24,164,250,259,63,-206,199,77,199,-6,-39,952
4,13108,江東区,28,-4,561,357,109,6,-214,115,38,258,152,352,1758
4,13109,品川区,29,1,311,364,176,74,-166,39,-111,78,110,-158,747
4,13110,目黒区,31,36,359,281,43,37,-139,217,43,355,99,-93,1269
4,13111,大田区,-136,-76,656,464,211,-95,-206,149,-70,297,-75,-333,786
4,13112,世田谷区,108,-98,553,756,169,153,-41,123,-2,196,-65,-130,1722
4,13113,渋谷区,-2,110,404,266,208,138,-33,152,89,78,161,-63,1508
4,13114,中野区,68,-40,496,225,143,-185,-356,66,25,195,27,-15,649
4,13115,杉並区,-15,-261,668,408,201,-33,-212,35,116,128,-37,-69,929
4,13116,豊島区,-108,32,259,502,57,68,-424,111,59,412,-40,-194,734
4,13117,北区,-34,-135,106,370,182,25,-614,91,-22,142,63,-77,97
4,13118,荒川区,5,-6,100,95,-20,45,-210,-10,103,421,72,-131,464
4,13119,板橋区,-217,-54,526,500,93,-23,-646,48,72,385,16,-246,454
4,13120,練馬区,-132,39,226,391,162,-122,-150,93,-104,80,11,-174,320
4,13121,足立区,-129,-217,347,633,66,-25,-465,-136,-86,-108,5,-238,-353
4,13122,葛飾区,-103,-84,-64,-45,-15,103,-348,-67,-80,144,36,-315,-838
4,13123,江戸川区,-318,-167,120,396,-125,-202,-718,-41,-448,152,-134,-303,-1788
1,13200,市部,-640,-1534,-575,4545,595,-649,-1735,-339,-48,586,-220,-891,-905
4,13201,八王子市,-133,-431,-605,1067,10,1,-81,-106,40,39,-66,-134,-399
4,13202,立川市,10,-105,-134,216,-90,36,-86,-31,-10,58,2,-56,-190
4,13203,武蔵野市,-45,-129,191,139,106,0,-46,14,-35,194,-31,-41,317
4,13204,三鷹市,-46,-150,60,205,66,10,-12,-11,12,134,-75,-53,140
4,13205,青梅市,-43,-36,-60,-149,-162,-63,-49,-13,18,-37,40,-10,-564
