都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,地区名,住所,経度,緯度,土のう袋数,特記事項
131105,29,東京都,目黒区,碑住区センター,イシブミジュウクセンター,南部地区,東京都目黒区碑文谷2-16-6,139.687678,35.620754,100,
131105,30,東京都,目黒区,碑文谷公園内,ヒモンヤコウエンナイ,中央地区,東京都目黒区碑文谷6-9-11,139.681895,35.626561,100,
131105,31,東京都,目黒区,蛇崩川緑道蛇崩下橋,ジャクズレガワリョクドウジャクズレシモハシ,中央地区,東京都目黒区上目黒4-36-29,139.687598,35.641529,100,
131105,32,東京都,目黒区,上目黒四丁目防災ひろば,カミメグロヨンチョウメボウサイヒロバ,中央地区,東京都目黒区上目黒4-17-25,139.690908,35.640294,200,
131105,33,東京都,目黒区,自然園下,シゼンエンシタ,東部地区,東京都目黒区目黒3-21-19,139.703253,35.633884,100,
131105,34,東京都,目黒区,防災センター前,ボウサイセンターマエ,中央地区,東京都目黒区中央町1-9-7,139.692056,35.629051,500,
131105,35,東京都,目黒区,祐天寺裏交差点,ユウテンジウラコウサテン,中央地区,東京都目黒区中町2-2-16,139.697665,35.635091,100,
131105,36,東京都,目黒区,東横線高架下,トウヨコセンコウカシタ,中央地区,東京都目黒区五本木2-10-3,139.689588,35.635665,100,
131105,37,東京都,目黒区,目黒区清掃事業所,メグロクセイソウジギョウショ,東部地区,東京都目黒区中目黒4-1-2,139.703419,35.638841,100,
131105,38,東京都,目黒区,大鳥公園内,オオトリコウエンナイ,東部地区,東京都目黒区下目黒2-20-19,139.709994,35.632892,100,
131105,39,東京都,目黒区,目黒消防署中目黒出張所,メグロショウボウショナカメグロシュッチョウジョ,東部地区,東京都目黒区上目黒2-9-14,139.700106,35.641918,200,
131105,40,東京都,目黒区,目黒消防署,メグロショウボウショ,東部地区,東京都目黒区下目黒6-1-22,139.700372,35.62985,200,
131105,41,東京都,目黒区,林試の森公園北口,リンシノモリコウエンキタグチ,東部地区,東京都目黒区下目黒6-9-22,139.699873,35.626025,100,
131105,42,東京都,目黒区,目黒区総合庁舎駐車場,メグロクソウゴウチョウシャチュウシャジョウ,東部地区,東京都目黒区上目黒2-19-15,139.698955,35.640975,500,
131105,43,東京都,目黒区,目黒区総合庁舎南口,メグロクソウゴウチョウシャミナミグチ,東部地区,東京都目黒区上目黒2-19-15,139.698063,35.640482,100,
131105,44,東京都,目黒区,目黒区総合庁舎西口,メグロクソウゴウチョウシャニシグチ,東部地区,東京都目黒区上目黒2-19-15,139.697874,35.641485,100,
131105,45,東京都,目黒区,東山公園拡張部,ヒガシヤマコウエンカクチョウブ,北部地区,東京都目黒区東山3-21-9,139.686192,35.648038,500,
131105,46,東京都,目黒区,目黒土木公園事務所,メグロドボクコウエンジムショ,北部地区,東京都目黒区上目黒2-48-2,139.694692,35.642012,100,
131105,47,東京都,目黒区,上一防災ひろば,カミイチボウサイヒロバ,北部地区,東京都目黒区上目黒1-17-4,139.698218,35.64579,100,
131105,48,東京都,目黒区,日の出橋付近,ヒノデバシフキン,北部地区,東京都目黒区上目黒1-6-10,139.699893,35.64524,100,
131105,49,東京都,目黒区,宿山橋付近,スクヤマバシフキン,北部地区,東京都目黒区上目黒1-16-2,139.697931,35.646096,100,
131105,50,東京都,目黒区,宿山橋付近,スクヤマバシフキン,北部地区,東京都目黒区上目黒1-15-11,139.698108,35.64654,100,
131105,51,東京都,目黒区,朝日橋付近,アサヒバシフキン,北部地区,東京都目黒区青葉台1-16-10,139.696612,35.647369,100,
131105,52,東京都,目黒区,柳橋付近,ヤナギバシフキン,北部地区,東京都目黒区青葉台2-17-9,139.693451,35.649305,100,
131105,53,東京都,目黒区,松見坂付近,マツミサカフキン,北部地区,東京都目黒区大橋2-2-3,139.689424,35.654553,100,
131105,54,東京都,目黒区,駒場一丁目2番,コマバハジメチョウメ2バン,北部地区,東京都目黒区駒場1-2-15,139.689183,35.65659,100,
131105,55,東京都,目黒区,炊事門付近,スイジモンフキン,北部地区,東京都目黒区駒場3-8-1,139.686574,35.659881,100,
131105,56,東京都,目黒区,駒場東大前駅付近,コマバトウダイマエエキフキン,北部地区,東京都目黒区駒場2-1-7,139.683237,35.658641,100,
131105,57,東京都,目黒区,高木神社横,タカギジンジャヨコ,南部地区,東京都目黒区南2-1-40,139.688614,35.61726,100,
131105,58,東京都,目黒区,中央体育館東側,チュウオウタイイクカンヒガシガワ,南部地区,東京都目黒区目黒本町5-22-8,139.699081,35.618473,100,
131105,59,東京都,目黒区,目黒区民センター駐車場横,メグロクミンセンターチュウシャジョウヨコ,東部地区,東京都目黒区目黒2-4-36,139.707679,35.63613,100,
131105,60,東京都,目黒区,三田丘の上公園内,ミタオカノウエコウエンナイ,東部地区,東京都目黒区三田1-4-6,139.716202,35.641953,100,
131105,61,東京都,目黒区,下五児童遊園内,シモゴジドウユウエンナイ,東部地区,東京都目黒区下目黒5-33-6,139.702942,35.625984,100,
