都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,地区名,住所,経度,緯度,土のう袋数,特記事項
131105,1,東京都,目黒区,柿の木坂支流緑道上,カキノキザカシリュウリョクドウジョウ,西部地区,東京都目黒区柿の木坂3-4-16,139.674439,35.62765,100,
131105,2,東京都,目黒区,めぐろ区民キャンパス公園歩道,メグロクミンキャンパスコウエンホドウ,西部地区,東京都目黒区八雲1-1-12,139.673695,35.621189,500,
131105,3,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区自由が丘3-12-11,139.663863,35.610662,100,
131105,4,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区自由が丘3-8-7,139.665179,35.607712,100,
131105,5,東京都,目黒区,芳窪街かど公園内,ヨシクボマチカドコウエンナイ,西部地区,東京都目黒区東が丘1-31-1,139.666541,35.629942,100,
131105,6,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区緑が丘2-6-7,139.674529,35.608401,100,
131105,7,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区緑ヶ丘2-16-10,139.672136,35.607871,100,
131105,8,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲2-11-20,139.669528,35.616446,100,
131105,9,東京都,目黒区,目黒消防署八雲出張所,メグロショウボウショヤクモシュッチョウジョ,西部地区,東京都目黒区八雲3-29-14,139.663876,35.615363,200,
131105,10,東京都,目黒区,目黒消防署大岡山出張所,メグロショウボウショオオカヤマシュッチョウジョ,西部地区,東京都目黒区大岡山1-37-15,139.679853,35.611447,200,
131105,11,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲1-5-16,139.673751,35.617505,100,
131105,12,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲1-11-10,139.672375,35.617544,100,
131105,13,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲2-7-18,139.671623,35.616987,100,
131105,14,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲2-11-25,139.670342,35.616655,100,
131105,15,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲3-9-20,139.668587,35.616308,100,
131105,16,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲3-13-21,139.666675,35.615319,100,
131105,17,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区八雲3-22-15,139.665408,35.615566,100,
131105,18,東京都,目黒区,やくも街かど公園内,ヤクモマチカドコウエンナイ,西部地区,東京都目黒区八雲5-15-1,139.665797,35.621821,100,
131105,19,東京都,目黒区,境橋街かど公園内,サカイバシマチカドコウエンナイ,西部地区,東京都目黒区緑が丘3-10-37,139.6807,35.603168,100,
131105,20,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区緑が丘3-3-4,139.679911,35.605579,100,
131105,21,東京都,目黒区,九品仏川緑道上,クホンブツガワリョクドウジョウ,西部地区,東京都目黒区緑が丘1-21-15,139.676242,35.608712,100,
131105,22,東京都,目黒区,中根公園内,ナカネコウエンナイ,西部地区,東京都目黒区中根2-6-33,139.676929,35.613138,100,
131105,23,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区大岡山1-35-12,139.679914,35.608624,100,
131105,24,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区平町2-22-14,139.678406,35.614632,100,
131105,25,東京都,目黒区,呑川本流緑道上,ノミガワホンリュウリョクドウジョウ,西部地区,東京都目黒区平町1-25-8,139.67726,35.616906,100,
131105,26,東京都,目黒区,すずめのお宿緑地公園,スズメノオヤドリョクチコウエン,南部地区,東京都目黒区碑文谷3-8-16,139.685873,35.618071,500,
131105,27,東京都,目黒区,目黒消防署碑文谷出張所,メグロショウボウショヒモンヤシュッチョウジョ,南部地区,東京都目黒区碑文谷2-11-14,139.685842,35.623336,200,
131105,28,東京都,目黒区,東町南児童遊園内,アズマチョウミナミジドウユウエンナイ,南部地区,東京都目黒区目黒本町5-7-18,139.698565,35.616997,100,
