管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
1254,2,3,2018/9/22,,2,千葉県,松戸市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,51,3,51,7,51,,,,,,,,1,1,0,0,0,0,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,4500,500,,2000,,2000,,,,,,,,,3,3,3,3,3,0,3,3,,3,3,3,3,1,,4,,9,トイレが少し汚い,999,,2,999,,2,,
1255,2,3,2018/9/22,,1,東京都,墨田区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,9,21,,,,,,,,,,2,0,0,1,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,15,1500,,,,,1500,,,,,,,,,4,4,4,5,4,0,4,4,,4,4,4,4,1,,2,,12,観光地がごみごみしている,999,,2,999,,2,,
1256,2,3,2018/9/22,,2,広島県,広島市,,,,2,11,2,,2,浜松町,,2,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,40,33,30,,,,,,,3,500,500,,,,,,,,,,,,,4,4,4,4,4,0,4,4,,4,3,4,3,999,,999,,999,,999,,999,999,,2,,
1257,2,3,2018/9/22,,2,千葉県,千葉市,,,,1,7,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,40,,,,,,,,,3,3000,500,,1000,,1500,,,,,,,,,5,5,5,5,5,0,5,5,,5,5,5,5,1,,4,,999,,999,,2,999,,2,,
1258,2,3,2018/9/22,,2,岡山県,岡山市,,,,2,10,2,,1,新宿,,1,,0,0,1,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,1,0,0,0,,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,41,20,,,,,,,103,50,21,,,,,,,,3,5000,,,3000,,2000,,,,,,,,,5,4,4,4,4,0,4,4,,3,3,3,3,1,,2,,999,,999,,2,999,,2,,
1259,2,3,2018/9/22,,2,神奈川県,川崎市,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,51,7,51,,,,,,,,,,1,1,0,0,0,0,,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,40,,,,,,,,,3,7100,1500,,3000,,2000,,600,,,,,,,4,3,4,4,4,,,4,,4,4,4,4,1,,5,,999,,999,,2,999,,2,,
1260,2,3,2018/9/22,,2,愛知県,名古屋市,,,,1,12,2,,,横浜,,,,1,0,0,0,0,0,0,,0,2,,1,,,,,,,,,,,,,3,0,0,1,0,0,,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,60,1,30,,,,,,,2,9000,1000,,2000,,3000,,,3000,人力車,,,,,5,4,4,5,4,0,4,4,,4,4,4,4,999,,999,,999,,999,,999,999,,999,,
1261,2,3,2018/9/22,,1,東京都,文京区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,999,,8,20,2,51,,,,,,,,,,2,0,0,1,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,2,1900,400,,1500,,,,,,,,,,,4,4,4,4,4,4,4,4,,3,3,3,3,1,,2,,999,,999,,2,999,,2,,天気が良くなかった
1262,2,3,2018/9/22,,2,千葉県,柏市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,41,3,41,,,,,,,,,,3,0,0,1,0,0,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,49,30,,,,,,,2,2800,800,,1000,,1000,,,,,,,,,,,,,,,,,,,,,,1,,5,活気があってよかった,999,,999,,2,999,,2,,
1263,2,3,2018/9/22,,1,東京都,江東区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,8,20,,,,,,,,,,,,2,0,0,1,0,0,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,21,30,20,60,,,,,103,30,,,,,,,,,2,3100,600,,1000,,1500,,,,,,,,,5,5,5,5,5,0,5,5,,5,5,5,5,1,仲見世雰囲気,2,,999,,999,,2,999,,2,,
1264,2,3,2018/9/22,,1,東京都,江東区,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,同窓会,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,4800,800,,1000,,3000,和食,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,1,,4,おいしかった,999,,999,,2,999,,2,,
1265,2,3,2018/9/22,,1,東京都,江東区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,999,,3,51,7,51,,,,,,,,,,4,0,0,0,0,0,,1,10,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,3800,800,,,,3000,和食,,,,,,,,4,4,4,4,4,0,4,4,,3,3,3,3,1,,5,外国人が多い,999,,999,,2,999,,2,,
1266,2,3,2018/9/22,,2,茨城県,取手市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,人力車,3,0,0,1,0,0,,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,45,33,30,,,,,,,2,6000,2000,,2000,,2000,,,,,,,,,5,5,5,5,5,0,5,5,,4,4,4,4,1,雰囲気があってよかった,999,,6,ちょっと人が多すぎます,999,,2,999,,2,,
1267,2,3,2018/9/22,9:00,2,埼玉県,越谷市,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,41,,,,,,,,,,,,1,1,0,0,0,0,,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,特になし,,0,,,,,,,,,103,20,,,,,,,,,2,2400,400,,,,2000,,,,,,,,,4,4,5,5,4,,4,4,,5,5,5,4,999,,999,,999,,999,,2,999,,999,,特になし
1268,2,3,2018/9/22,9:20,2,岐阜県,揖斐郡,,,,1,13,2,,3,,,3,,0,0,1,0,0,0,0,,0,4,歌手の追っかけ,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,90,,,,,,,,,3,2400,300,,1800,CD,300,おにぎり、飲物,,,,,,,,4,4,4,4,4,,3,4,,4,4,3,3,999,,999,,999,,999,,999,999,,999,,
1269,2,3,2018/9/22,9:25,2,千葉県,船橋市,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,30,,,,,,,,,3,2800,800,,1000,おまんじゅう,1000,ポテト、肉,,,,,,,,3,4,5,3,2,,2,3,外国人のマナーが悪い,5,5,4,4,12,風情がある,999,,14,外国人のマナーが悪い,999,,2,999,,999,,外国人が多すぎて日本人の肩身が狭い
1270,2,3,2018/9/22,9:30,2,岩手県,盛岡市,,,,1,13,2,,2,,,2,,0,0,0,0,0,0,0,,1,2,,,41,,,,,,,,,,,,4,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,180,61,30,,,,,,,3,5340,340,,3000,孫のお土産,2000,丼物,,,,,,,,4,4,4,4,4,,3,4,,5,5,5,5,999,,999,,999,,999,,2,999,,1,600,アンケートで調査するのは良い
1271,2,3,2018/9/22,9:40,2,大阪府,交野市,,,,1,11,2,,2,,,2,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,180,,,,,,,,,3,5320,320,,3000,,2000,天丼,,,,,,,,5,5,5,5,5,,5,5,にぎやかで良い,5,5,5,5,999,,999,,999,,999,,2,4,預けてある,1,400,なし
1272,2,3,2018/9/22,9:50,2,千葉県,船橋市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,参拝,,41,,,,,,,,,,,,2,0,1,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,120,,,,,,,,,13,2400,400,,2000,肉,,,,,,,,,,5,5,4,3,3,,3,4,心が落ち着く,5,5,4,4,999,,999,,999,,999,,2,999,,999,,仲店は残してほしい
1273,2,3,2018/9/22,10:00,2,埼玉県,白岡市,,,,1,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,39,2,33,,,,,,,,,,3,0,1,0,0,0,,0,4,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,39,60,,,,,,,103,180,33,60,,,,,,,13,5250,1250,,3000,,1000,,,,,,,,,4,5,4,4,4,,,4,,4,4,4,4,5,活気があって良い,12,スカイツリーが近い,999,,999,,2,999,,999,,
1274,2,3,2018/9/22,10:15,2,福島県,東白川郡矢祭町,,,,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,4,0,0,0,0,0,,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,60,,,,,,,,,6,10000,,,5000,おこし、メロンパン,5000,バイキング,,,,,,,,4,3,4,3,4,,3,4,,4,4,3,3,999,,999,,999,,999,,2,999,,999,,なし
1275,2,3,2018/9/22,10:20,2,福島県,喜多方市,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,150,,,,,,,,,6,7500,,,3000,人形焼、メロンパン,4500,,,,,,,13000,2,5,5,5,5,5,,3,5,,5,5,5,5,9,キレイ,999,,999,,999,,2,1,,1,500,雨の時、屋根が少ない
1276,2,3,2018/9/22,10:30,2,茨城県,久慈郡大子町,,,,1,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,グーグル,0,,,,,,,,,103,150,,,,,,,,,6,8500,,,4000,メロンパン、芋ようかん,4500,バイキング,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,5,人気があるから,999,,999,,999,,2,999,,1,300,なし
1277,2,3,2018/9/22,10:40,2,秋田県,秋田市,,,,2,7,2,2,,,,2,,0,0,1,0,0,0,0,,0,999,,3,49,,,,,,,,,,,,2,0,1,0,0,0,,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ヤフー,0,49,60,,,,,,,103,60,,,,,,,,,3,40340,340,20000,10000,,10000,,,,,,,,,5,5,5,4,4,5,4,4,なし,5,4,5,5,999,,999,,9,外国人が多くよごれていた,999,,2,999,,999,,
1278,2,3,2018/9/22,10:50,2,宮崎県,宮崎市,,,,2,6,2,,2,,,2,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,3,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,2400,400,,2000,,,,,,,,,,,5,4,4,,,,3,4,,5,5,5,5,999,,999,,999,,999,,2,4,預けてきた,1,500,参道に屋根があれば良い
1279,2,3,2018/9/22,11:00,2,茨城県,久慈郡大子町,,,,2,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,120,,,,,,,,,6,34500,,,30000,メロンパン、人形焼、ようかん、イキイン、おこし,4500,バイキング,,,,,,13840,2,3,3,4,4,5,,3,3,買物が多いので袋の大きいのが欲しい,2,2,2,2,999,,999,,999,,999,,2,999,,999,,なし
1280,2,3,2018/9/22,11:05,2,埼玉県,草加市,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,3,0,1,0,0,0,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,60,,,,,,,,,3,3700,700,,1000,,2000,和食,,,,,,,,4,3,5,4,4,,3,4,,5,5,5,5,4,店が多くてにぎわって楽しい,999,,999,,999,,2,999,,999,,
1281,2,3,2018/9/22,11:15,2,福岡県,福岡市,,,,1,2,2,,2,,渋谷東京レイホテル,2,,0,0,1,0,0,0,0,,0,2,,3,33,,,,,,,,,,,,2,0,0,0,0,1,恋人,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,40,33,60,,,,,,,3,3340,340,,,,3000,,,,,,,,,5,5,5,5,5,,5,5,初めて来たのにわかりやすい,5,5,5,5,5,人が多くてよい,999,,12,ゴミ箱が少ない,999,,2,4,ホテル,1,1000,特になし
1282,2,3,2018/9/22,12:00,2,神奈川県,川崎市,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,3,0,0,1,0,0,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,120,,,,,,,,,3,1840,340,,,,1500,ハンバーグ,,,,,,,,4,4,2,4,4,,4,4,,4,4,4,4,14,店員がよく話してくれた,999,,14,呼び込みがうるさい,999,,1,1,,1,100,特になし
1283,2,3,2018/9/22,12:10,2,埼玉県,さいたま市,,,,1,9,1,,,,,,,0,0,0,0,0,0,0,,1,2,,17,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,180,45,60,,,,,,,3,2340,340,,1000,,1000,,,,,,,,,4,4,4,4,4,,4,4,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
1284,2,3,2018/9/22,12:15,2,秋田県,大仙市,,,,2,10,2,,2,,,2,,1,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,180,,,,,,,,,3,12280,280,,10000,バッグ,2000,,,,,,,,,3,4,4,4,4,,2,4,,2,2,2,2,999,,999,,999,,999,,2,999,,999,,
1285,2,3,2018/9/22,12:20,1,東京都,葛飾区,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,供養,,,,,,,,,,,,,,2,0,1,0,0,0,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,4,,,,,,,,,,,,,,,5,4,4,,,,4,4,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,なし
1286,2,3,2018/9/22,12:30,2,埼玉県,加須市,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,103,120,,,,,,,,,6,1000,,,1000,人形焼,,,,,,,,11000,2,4,4,4,4,4,,3,4,,4,4,4,4,4,おいしかった,999,,999,,999,,2,999,,999,,喫煙所が少ない
1287,2,3,2018/9/22,12:45,2,熊本県,熊本市,,,,1,12,2,,2,都内,,2,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,1280,280,,,,1000,,,,,,,,,4,2,3,,,,2,3,,4,4,4,4,999,,999,,999,,999,,2,999,,999,,なし
1288,2,3,2018/9/22,13:00,2,茨城県,小美玉市,,,,1,5,2,,1,,,1,,1,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,,,5,0,0,1,0,0,,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,120,,,,,,,,,3,1340,340,,,,1000,天丼,,,,,,,,3,4,4,4,4,,3,4,特に不便を感じない,4,3,3,3,5,,999,,999,,999,,2,999,,999,,ない
1289,2,3,2018/9/22,12:50,2,島根県,松江市,,,,2,3,2,,2,,,2,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,2,800,400,,,,400,まんじゅう,,,,,,,,4,3,5,4,3,,3,3,,4,4,4,3,999,,999,,999,,999,,2,999,,999,,ゴミ箱が少ない
1290,2,3,2018/9/22,13:30,2,福島県,田村市,,,,2,8,2,,1,,,1,,1,0,0,0,0,0,0,,0,2,,3,49,,,,,,,,,,,,3,0,1,0,0,0,,0,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ヤフー,0,49,120,,,,,,,103,30,,,,,,,,,3,3340,340,,1000,,2000,,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
1291,2,3,2018/9/22,13:45,2,神奈川県,川崎市,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,4,墓参り,,,,,,,,,,,,,,3,0,1,0,0,0,,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,15,,,,,,,,,3,5340,340,,3000,大学芋,2000,寿司,,,,,,,,3,4,4,4,4,,4,4,,5,2,4,4,9,キレイ,999,,9,石鹸が欲しい,999,,2,999,,999,,特になし
1292,2,3,2018/9/22,13:50,2,岐阜県,海津市,,,,1,9,2,,2,,,2,,0,0,0,0,0,0,1,民宿,0,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,63,120,,,,,,,103,60,,,,,,,,,3,5190,340,,4000,おこし,850,中華,,,,,,,,3,3,4,5,,,4,4,「観光ガイド」をわかりやすく,5,4,5,3,6,にぎわってるのが良い,999,,12,ゴミが多い,999,,2,999,,999,,観光ガイドをわかりやすくしてほしい
1293,2,3,2018/9/22,14:00,2,福島県,白河市,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,3,0,1,0,0,0,,0,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,3,6340,340,,3000,,3000,,,,,,,,,4,3,3,4,4,,3,4,,5,5,3,3,999,,999,,5,多すぎる,999,,2,999,,999,,
1294,2,3,2018/9/22,14:15,2,岡山県,倉敷市,,,,1,8,2,,2,,,2,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,103,120,,,,,,,,,6,3000,,,1000,ココアバター,2000,,,,,,,,,3,4,3,4,4,,3,3,,3,3,3,3,7,料理がおいしかった,9,トイレの数が多くて良い,999,,999,,2,4,ホテル,1,300,外国人が多すぎる
1295,2,3,2018/9/22,14:30,1,東京都,新宿区,,,,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,120,,,,,,,,,3,3840,340,,2000,メロンパン等,1500,スパゲッティ,,,,,,,,4,4,5,4,4,,3,4,,4,4,3,3,999,,999,,999,,999,,2,999,,999,,
1296,2,3,2018/9/22,14:40,2,千葉県,船橋市,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,特になし,,0,,,,,,,,,103,180,,,,,,,,,3,3340,340,,2000,,1000,丼物、そば,,,,,,,,3,3,4,3,3,,2,3,,3,2,2,2,14,天気,999,,6,多すぎた,999,,2,999,,999,,特になし
1297,2,3,2018/9/22,14:45,2,埼玉県,さいたま市,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,なし,,0,,,,,,,,,103,240,,,,,,,,,3,1340,340,,,,1000,ジュース,,,,,,,,5,5,5,5,5,,5,5,,5,5,5,5,999,,999,,999,,999,,2,999,,999,,
1298,2,3,2018/9/22,14:50,1,東京都,葛飾区,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,4340,340,,1000,電気ブラン,3000,,,,,,,,,5,4,5,5,5,,5,5,昔から来てるのでなじんでいる,5,5,5,5,999,,999,,12,昔の風情がなくなってる,999,,2,999,,999,,浅草駅にエスカレーターを設置してほしい
1299,2,3,2018/9/22,15:00,3,海外,,米国,,,2,9,2,,3,,,3,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,3,0,1,0,0,0,,0,7,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,グーグル,0,,,,,,,,,103,120,,,,,,,,,3,7200,200,,5000,,2000,,,,,,,,,3,3,4,3,3,,4,3,,4,4,4,4,999,,999,,999,,999,,2,4,ホテル,2,,
1300,2,3,2018/9/22,15:20,2,長野県,安曇野市,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,40,0,0,0,1,0,,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,103,90,,,,,,,,,6,5350,,,5000,人形焼、メロンパン,350,アイスクリーム,,,,,,10000,2,4,3,2,4,4,,2,3,,3,3,4,4,12,座る所が多くて良い,999,,5,人が多すぎ,999,,2,999,,999,,
1301,2,3,2018/9/22,15:30,2,大阪府,東大阪市,,,,2,2,2,,1,,,1,,0,0,1,0,0,0,0,,0,2,,,,,,,,,,,,,,,2,0,0,0,0,1,恋人,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,ヤフー,0,,,,,,,,,103,30,,,,,,,,,2,1340,340,,1000,お菓子,,,,,,,,,,4,3,4,,,,3,4,,4,4,4,4,999,,999,,5,人が多すぎ,999,,2,4,ホテル,2,,なし
1302,2,3,2018/9/22,15:40,1,東京都,目黒区,,,,1,6,1,,,,,,,0,0,0,0,0,0,0,,1,4,お墓参り,,,,,,,,,,,,,,3,0,1,0,0,0,,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,60,,,,,,,,,13,2500,1000,,500,,1000,人形焼,,,,,,,,5,3,5,5,5,,5,5,浅草が好きだから,5,5,5,5,4,おいしかった,999,,999,,999,,2,999,,999,,英語表記が増えてわかりやすい
1303,2,3,2018/9/22,10:05,2,大阪府,東大阪市,,,,2,10,2,,2,押上,実家,2,,0,0,0,0,0,0,0,,1,4,法事・実家,,,,,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,16,1500,,,,,1500,天ぷら,,,,,,,,4,4,4,5,5,0,4,4,にぎやかで良かった,4,4,4,4,999,,999,,999,,999,,2,999,,999,,
1304,2,3,2018/9/22,10:20,2,千葉県,市川市,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,1,2,,14,47,1,51,,,,,,,,,,2,0,1,0,0,0,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,,,,,,,103,,,,,,,,,,2,1500,,,,,1500,おそば,,,,,,,,5,5,5,5,5,0,5,5,近いのでよく来る。散歩の様。,5,5,5,5,1,,5,仲見世、外国人の多さ。,999,,999,,2,999,,999,,
