年(和暦),20,20,20,20,21,21,21,21,22,22,22,22,23,23,23,23,24,24,24,24,25,25,25,25,26,26,26,26,27,27,27,27,28,28,28,28,29,29,29,29,30,30,30,30,1,1,1,1,2,2,2,2,3,3,3,3
年(西暦),2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2011,2012,2012,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021
四半期,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
全体,-8.5,-15.3,-23.0,-33.7,-40.3,-41.4,-41.9,-37.9,-28.6,-29.4,-24.7,-20.6,-26.3,-25.6,-25.7,-20.9,-15.6,-14.5,-21.6,-14.7,-13.0,-14.0,-15.0,-9.0,-3.4,-10.9,-11.2,-11.1,-4.9,-6.1,-7.1,-3.9,-7.3,-10.1,-6.9,1.2,-1.8,0.2,-0.9,4.2,1.2,1.5,-0.2,3.5,-2.5,-4.5,-4.1,-3.5,-22.5,-43.3,-37.6,-25.1,-27.9,-22.9,-24.9,-15.7
製造業,3.1,-8.4,-18.3,-41.0,-45.9,-51.5,-50.7,-37.2,-28.7,-22.6,-19.6,-15.4,-19.3,-21.8,-18.8,-13.6,-13.8,-15.3,-19.3,-12.0,-17.9,-16.4,-20.0,-13.9,-5.0,-7.0,-10.3,-7.8,0.2,0.9,-5.0,-2.6,-5.7,-12.2,-5.1,2.9,-1.5,1.0,-1.3,3.1,3.5,6.4,0.6,2.9,-2.5,-7.2,-10.6,-5.2,-23.3,-43.5,-40.1,-26.4,-22.8,-15.4,-25.6,-15.1
