年(和暦),1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
年(西暦),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
月,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
製造業(全体),-27,-25,-35,-23,-28,-37,-29,-28,-28,-39,-35,-31,-35,-40,-53,-63,-68,-66,-69,-65,-59,-55,-56,-51,-44,-40,-38,-46,-40,-28,-33,-43,-36,-27,-26,-32
衣料・身の回り品,-32,-46,-43,-43,-35,-55,-38,-42,-41,-41,-46,-30,-44,-52,-67,-91,-96,-88,-87,-82,-86,-69,-82,-74,-76,-72,-71,-77,-75,-63,-64,-77,-61,-50,-28,-44
住宅・建物関連,-30,-13,-31,-30,-37,-40,-33,-37,-20,-59,-30,-30,-27,-26,-40,-49,-58,-61,-57,-72,-54,-61,-42,-60,-42,-44,-44,-45,-29,-31,-50,-53,-53,-24,-52,-20
紙・印刷,-37,-38,-48,-16,-30,-35,-27,-38,-15,-35,-30,-38,-47,-34,-50,-74,-77,-81,-78,-60,-62,-52,-65,-61,-43,-55,-60,-54,-58,-24,-51,-54,-53,-51,-42,-51
材料・部品,-30,-14,-36,-16,-25,-47,-28,-28,-33,-45,-36,-42,-42,-50,-52,-55,-64,-65,-75,-65,-63,-57,-60,-49,-32,-33,-30,-45,-29,-26,-30,-38,-27,-16,-23,-40
一般・精密機械等,-21,-24,-23,-25,-29,-25,-37,-20,-22,-35,-31,-24,-19,-29,-49,-60,-61,-50,-59,-56,-49,-45,-45,-32,-35,-26,-23,-29,-24,-15,-12,-19,-15,-15,-14,-29
電気機器,-15,-23,-34,-9,-17,-23,-24,-9,-22,-15,-18,-6,-25,-25,-42,-28,-53,-58,-65,-58,-32,-42,-35,-29,-29,-22,-9,-29,-28,-18,-17,-17,-27,-16,-15,2
