[事業所数],,
区部,内訳(%),合計(%)
大田区,11.3,
墨田区,7.9,
葛飾区,7.9,
足立区,7.7,
江戸川区,6.3,
その他18区,41.0,
区部合計,,82.2
多摩・島しょ,内訳(%),合計(%)
八王子市,3.7,
青梅市,1.4,
町田市,1.0,
府中市,0.9,
武蔵村山市,0.8,
その他21市,8.2,
郡・島部,1.8,
多摩・島しょ合計,,17.8
事業所数(所),,27142
,,
,,
[従業者数],,
区部,内訳(%),合計(%)
大田区,8.4,
板橋区,5.4,
足立区,5.3,
墨田区,5.0,
江東区,4.4,
その他18区,31.0,
区部合計,,59.5
"多摩・
島しょ",内訳(%),合計(%)
八王子市,5.3,
日野市,5.0,
府中市,4.7,
昭島市,2.9,
羽村市,2.6,
その他21市,17.2,
郡・島部,2.9,
多摩・島しょ合計,,40.5
従業者数(人),,296132
,,
,,
[製造品出荷額等],,
区部,内訳(%),合計(%)
大田区,6.0,
板橋区,4.6,
江東区,4.5,
墨田区,3.5,
足立区,3.3,
その他18区,20.3,
区部合計,,42.1
"多摩・
島しょ",内訳(%),合計(%)
日野市,9.5,
府中市,9.0,
羽村市,7.9,
昭島市,7.0,
八王子市,4.4,
その他21市,15.7,
瑞穂町,3.6,
その他4町8村,0.7,
多摩・島しょ合計,,57.9
製造品出荷額等(億円),,85452
,,
,,
[付加価値額],,
区部,内訳(%),合計(%)
大田区,6.5,
江東区,5.4,
墨田区,5.1,
板橋区,4.5,
足立区,3.3,
その他18区,21.9,
区部合計,,46.8
"多摩・
島しょ",内訳(%),合計(%)
日野市,13.5,
羽村市,6.7,
昭島市,5.9,
八王子市,5.4,
府中市,3.6,
その他21市,15.2,
瑞穂町,2.3,
その他4町8村,0.7,
多摩・島しょ合計,,53.3
付加価値額(億円),,33819
