"市区町村コード","番号","都道府県名","市区町村名","施設名","住所","URL","備考","最終確認日","経度","緯度","分類"
"131148","1","東京都","中野区","中野区役所","東京都中野区中野4-8-1","","","2021/02/08 0:00:00","139.663814536187","35.7075459555286","使用済小型家電回収ボックス設置施設一覧"
"131148","2","東京都","中野区","リサイクル展示室","東京都中野区松が丘1-6-3","","","2021/02/08 0:00:00","139.669475411524","35.7176089974621","使用済小型家電回収ボックス設置施設一覧"
"131148","3","東京都","中野区","中央図書館","東京都中野区中野2-9-7","","","2021/02/08 0:00:00","139.671413519994","35.7048419609258","使用済小型家電回収ボックス設置施設一覧"
"131148","4","東京都","中野区","南中野区民活動センター","東京都中野区弥生町5-5-2","","","2021/02/08 0:00:00","139.66650070476","35.6859738968024","使用済小型家電回収ボックス設置施設一覧"
"131148","5","東京都","中野区","弥生区民活動センター","東京都中野区弥生町1-58-14","","","2021/02/08 0:00:00","139.678417590119","35.6925049370496","使用済小型家電回収ボックス設置施設一覧"
"131148","6","東京都","中野区","鍋横区民活動センター","東京都中野区本町5-47-13","","","2021/02/08 0:00:00","139.667949634364","35.6937219214076","使用済小型家電回収ボックス設置施設一覧"
"131148","7","東京都","中野区","東部区民活動センター","東京都中野区中央2-18-21","","","2021/02/08 0:00:00","139.682509598123","35.7003622180305","使用済小型家電回収ボックス設置施設一覧"
"131148","8","東京都","中野区","桃園区民活動センター","東京都中野区中央4-57-1","","","2021/02/08 0:00:00","139.667522563202","35.7023469465234","使用済小型家電回収ボックス設置施設一覧"
"131148","9","東京都","中野区","昭和区民活動センター","東京都中野区中野6-16-20","","","2021/02/08 0:00:00","139.675182477893","35.7072909749378","使用済小型家電回収ボックス設置施設一覧"
"131148","10","東京都","中野区","東中野区民活動センター","東京都中野区東中野5-27-5","","","2021/02/08 0:00:00","139.690105377152","35.710026005208","使用済小型家電回収ボックス設置施設一覧"
"131148","11","東京都","中野区","上高田区民活動センター","東京都中野区上高田2-11-1","","","2021/02/08 0:00:00","139.672680452636","35.7113909830143","使用済小型家電回収ボックス設置施設一覧"
"131148","12","東京都","中野区","新井区民活動センター","東京都中野区新井3-11-4","","","2021/02/08 0:00:00","139.663557558785","35.7142450131143","使用済小型家電回収ボックス設置施設一覧"
"131148","13","東京都","中野区","江古田区民活動センター","東京都中野区江原町2-3-15","","","2021/02/08 0:00:00","139.670070295605","35.7288480375844","使用済小型家電回収ボックス設置施設一覧"
"131148","14","東京都","中野区","沼袋区民活動センター","東京都中野区沼袋2-40-18","","","2021/02/08 0:00:00","139.662990389741","35.7237470099631","使用済小型家電回収ボックス設置施設一覧"
"131148","15","東京都","中野区","野方区民活動センター","東京都中野区野方5-3-1","","","2021/02/08 0:00:00","139.653282143285","35.7184750300434","使用済小型家電回収ボックス設置施設一覧"
"131148","16","東京都","中野区","大和区民活動センター","東京都中野区大和町2-44-6","","","2021/02/08 0:00:00","139.64878456296","35.7135509549287","使用済小型家電回収ボックス設置施設一覧"
"131148","17","東京都","中野区","鷺宮区民活動センター","東京都中野区鷺宮3-22-5","","","2021/02/08 0:00:00","139.639629520806","35.7235489780833","使用済小型家電回収ボックス設置施設一覧"
"131148","18","東京都","中野区","上鷺宮区民活動センター","東京都中野区上鷺宮3-7-6","","","2021/02/08 0:00:00","139.632519484288","35.7316359971415","使用済小型家電回収ボックス設置施設一覧"
