"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20080101,"芝地区総合支所管内","芝一丁目",549,480,431,911
20080101,"芝地区総合支所管内","芝二丁目",1431,1161,1233,2394
20080101,"芝地区総合支所管内","芝三丁目",1760,1326,1448,2774
20080101,"芝地区総合支所管内","芝四丁目",1023,757,855,1612
20080101,"芝地区総合支所管内","芝五丁目",2001,1390,1738,3128
20080101,"芝地区総合支所管内","海岸一丁目",1078,888,848,1736
20080101,"芝地区総合支所管内","東新橋一丁目",702,632,724,1356
20080101,"芝地区総合支所管内","東新橋二丁目",147,110,90,200
20080101,"芝地区総合支所管内","新橋一丁目",33,27,24,51
20080101,"芝地区総合支所管内","新橋二丁目",109,87,80,167
20080101,"芝地区総合支所管内","新橋三丁目",176,161,146,307
20080101,"芝地区総合支所管内","新橋四丁目",215,178,195,373
20080101,"芝地区総合支所管内","新橋五丁目",290,256,229,485
20080101,"芝地区総合支所管内","新橋六丁目",540,414,329,743
20080101,"芝地区総合支所管内","西新橋一丁目",168,146,152,298
20080101,"芝地区総合支所管内","西新橋二丁目",224,181,194,375
20080101,"芝地区総合支所管内","西新橋三丁目",302,155,248,403
20080101,"芝地区総合支所管内","三田一丁目",1275,1031,1172,2203
20080101,"芝地区総合支所管内","三田二丁目",1811,1569,1880,3449
20080101,"芝地区総合支所管内","三田三丁目",824,622,675,1297
20080101,"芝地区総合支所管内","浜松町一丁目",446,359,320,679
20080101,"芝地区総合支所管内","浜松町二丁目",176,154,149,303
20080101,"芝地区総合支所管内","芝大門一丁目",410,321,351,672
20080101,"芝地区総合支所管内","芝大門二丁目",462,360,404,764
20080101,"芝地区総合支所管内","芝公園一丁目",106,78,89,167
20080101,"芝地区総合支所管内","芝公園二丁目",358,241,259,500
20080101,"芝地区総合支所管内","芝公園三丁目",139,111,126,237
20080101,"芝地区総合支所管内","芝公園四丁目",56,37,34,71
20080101,"芝地区総合支所管内","虎ノ門一丁目",159,128,164,292
20080101,"芝地区総合支所管内","虎ノ門二丁目",78,62,56,118
20080101,"芝地区総合支所管内","虎ノ門三丁目",586,438,491,929
20080101,"芝地区総合支所管内","虎ノ門四丁目",323,166,305,471
20080101,"芝地区総合支所管内","虎ノ門五丁目",241,234,249,483
20080101,"芝地区総合支所管内","愛宕一丁目",54,52,59,111
20080101,"芝地区総合支所管内","愛宕二丁目",127,100,107,2
20080201,"芝地区総合支所管内","芝一丁目",558,484,438,922
20080201,"芝地区総合支所管内","芝二丁目",1447,1177,1246,2423
20080201,"芝地区総合支所管内","芝三丁目",1756,1317,1447,2764
20080201,"芝地区総合支所管内","芝四丁目",1032,769,860,1629
20080201,"芝地区総合支所管内","芝五丁目",1995,1385,1727,3112
20080201,"芝地区総合支所管内","海岸一丁目",1089,895,850,1745
20080201,"芝地区総合支所管内","東新橋一丁目",704,637,729,1366
20080201,"芝地区総合支所管内","東新橋二丁目",145,109,89,198
