"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2000120101,"麻布",2,11,31,42,14,5,,,16,,13,"ENE",89,51,
2000120102,"麻布",1,4,32,36,14,4,,,13,,19,"E",93,51,
2000120103,"麻布",2,12,34,46,14,5,,,20,,15,"ENE",91,52,
2000120104,"麻布",2,12,30,42,17,5,,,20,,20,"E",81,62,
2000120105,"麻布",1,9,27,36,23,5,,,21,,8,"NW",80,62,
2000120106,"麻布",2,7,27,34,21,4,,,22,,20,"E",80,65,
2000120107,"麻布",2,14,33,47,11,5,,,23,,16,"E",80,67,
2000120108,"麻布",3,46,42,88,5,8,,,29,,12,"E",73,73,
2000120109,"麻布",3,49,41,90,5,8,,,30,,7,"WSW",72,80,
2000120110,"麻布",3,72,44,116,3,11,,,44,,7,"SSW",73,76,
2000120111,"麻布",4,81,44,125,4,14,,,45,,9,"NNE",80,66,
2000120112,"麻布",4,56,43,99,6,11,,,52,,9,"WNW",86,64,
2000120113,"麻布",4,42,43,85,10,9,,,47,,11,"E",95,64,
2000120114,"麻布",3,32,44,76,11,8,,,57,,9,"E",98,63,
2000120115,"麻布",3,19,39,58,14,6,,,43,,8,"ESE",99,61,
2000120116,"麻布",3,15,43,58,10,7,,,45,,10,"E",99,60,
2000120117,"麻布",3,18,46,64,4,7,,,37,,13,"ESE",98,60,
2000120118,"麻布",3,42,51,93,3,9,,,57,,21,"E",96,59,
2000120119,"麻布",3,22,44,66,6,8,,,43,,16,"ESE",87,62,
2000120120,"麻布",2,11,37,48,10,6,,,28,,16,"E",89,63,
2000120121,"麻布",2,19,40,59,5,7,,,26,,15,"E",87,68,
2000120122,"麻布",2,21,40,61,5,7,,,30,,20,"E",87,66,
2000120123,"麻布",2,27,40,67,3,7,,,24,,20,"E",87,67,
2000120124,"麻布",2,38,39,77,3,8,,,21,,11,"ENE",85,68,
2000120201,"麻布",3,98,39,137,2,14,,,30,,7,"NNE",74,70,
2000120202,"麻布",4,95,38,133,2,13,,,37,,5,"NNE",67,71,
2000120203,"麻布",4,84,36,120,2,11,,,47,,9,"NNE",66,71,
2000120204,"麻布",5,117,37,154,2,15,,,52,,10,"NNE",62,74,
2000120205,"麻布",5,131,35,166,2,16,,,56,,12,"WNW",56,79,
2000120206,"麻布",6,159,37,196,2,19,,,77,,10,"N",52,86,
2000120207,"麻布",6,142,54,196,2,16,,,72,,12,"WNW",51,84,
2000120208,"麻布",7,133,49,182,3,16,,,75,,13,"N",56,81,
2000120209,"麻布",8,154,47,201,3,19,,,85,,8,"NNE",69,75,
2000120210,"麻布",7,116,51,167,4,15,,,72,,10,"NE",84,63,
2000120211,"麻布",5,54,44,98,8,10,,,54,,11,"NE",95,58,
2000120212,"麻布",4,28,40,68,16,7,,,48,,15,"ESE",99,56,
2000120213,"麻布",3,11,34,45,29,6,,,45,,9,"SE",104,54,
2000120214,"麻布",4,25,46,71,16,8,,,53,,7,"SSW",107,54,
2000120215,"麻布",4,16,43,59,16,6,,,42,,6,"WNW",108,53,
2000120216,"麻布",2,8,32,40,22,5,,,30,,5,"E",105,54,
2000120217,"麻布",2,7,38,45,11,5,,,25,,5,"E",102,56,
2000120218,"麻布",2,14,41,55,6,6,,,22,,9,"E",101,58,
2000120219,"麻布",3,29,48,77,3,8,,,35,,10,"E",96,62,
2000120220,"麻布",4,24,44,68,3,8,,,26,,7,"E",97,66,
2000120221,"麻布",4,33,45,78,3,9,,,35,,0,,90,70,
2000120222,"麻布",6,63,48,111,3,10,,,27,,0,,88,72,
2000120223,"麻布",5,89,48,137,3,14,,,29,,3,"WSW",83,76,
2000120224,"麻布",5,159,57,216,3,26,,,61,,5,"WNW",79,76,
2000120301,"麻布",9999,9999,9999,9999,9999,9999,,,62,,17,"WNW",77,73,
2000120302,"麻布",9999,9999,9999,9999,3,18,,,62,,7,"E",65,76,
2000120303,"麻布",5,112,55,167,3,17,,,68,,12,"NNE",64,78,
2000120304,"麻布",5,118,53,171,3,16,,,57,,5,"N",63,78,
2000120305,"麻布",5,89,39,128,3,15,,,76,,10,"NNE",65,77,
2000120306,"麻布",4,55,34,89,2,12,,,67,,8,"N",66,77,
2000120307,"麻布",3,54,34,88,2,11,,,74,,9,"E",67,76,
2000120308,"麻布",3,53,34,87,3,10,,,68,,11,"WNW",70,75,
2000120309,"麻布",4,60,38,98,4,11,,,63,,10,"NW",76,73,
2000120310,"麻布",4,75,42,117,4,13,,,80,,11,"NE",85,69,
2000120311,"麻布",4,56,44,100,6,12,,,79,,11,"NNW",92,66,
2000120312,"麻布",5,40,49,89,9,12,,,89,,6,"W",106,64,
2000120313,"麻布",8,24,47,71,14,10,,,76,,5,"NE",116,62,
2000120314,"麻布",10,26,56,82,9,11,,,90,,8,"E",120,60,
2000120315,"麻布",11,48,66,114,1,13,,,91,,13,"E",117,63,
2000120316,"麻布",10,76,68,144,1,19,,,120,,6,"N",119,61,
2000120317,"麻布",8,72,76,148,1,21,,,190,,8,"E",117,62,
2000120318,"麻布",9,93,75,168,1,23,,,178,,8,"ENE",113,62,
2000120319,"麻布",7,66,60,126,1,19,,,157,,11,"NE",108,63,
2000120320,"麻布",7,47,57,104,1,15,,,146,,10,"NE",107,63,
2000120321,"麻布",9,42,64,106,1,13,,,134,,7,"NE",110,62,
2000120322,"麻布",5,41,60,101,2,12,,,126,,11,"ENE",107,61,
2000120323,"麻布",5,44,60,104,1,13,,,137,,10,"ENE",105,64,
2000120324,"麻布",6,30,53,83,1,11,,,106,,15,"NE",107,63,
2000120401,"麻布",4,17,40,57,7,7,,,51,,15,"N",107,60,
2000120402,"麻布",2,10,28,38,14,5,,,16,,13,"NNE",98,61,
2000120403,"麻布",2,7,28,35,13,4,,,11,,10,"ENE",89,64,
2000120404,"麻布",2,7,27,34,14,4,,,12,,12,"ENE",84,65,
2000120405,"麻布",1,6,25,31,19,3,,,10,,17,"N",88,55,
2000120406,"麻布",1,5,19,24,27,2,,,4,,21,"N",86,53,
2000120407,"麻布",1,17,33,50,14,3,,,14,,14,"ENE",77,56,
2000120408,"麻布",2,43,43,86,10,6,,,18,,16,"NE",83,54,
2000120409,"麻布",2,32,38,70,16,6,,,18,,27,"NNE",92,50,
2000120410,"麻布",1,25,32,57,20,5,,,13,,22,"NE",95,47,
2000120411,"麻布",2,32,36,68,16,6,,,17,,20,"NE",102,46,
2000120412,"麻布",2,25,33,58,20,5,,,27,,15,"NNE",105,47,
2000120413,"麻布",2,19,31,50,24,4,,,21,,22,"ENE",108,45,
2000120414,"麻布",2,19,31,50,24,5,,,21,,17,"NE",117,41,
2000120415,"麻布",2,24,33,57,22,6,,,19,,15,"NE",117,39,
2000120416,"麻布",2,26,44,70,11,6,,,20,,14,"N",115,40,
2000120417,"麻布",2,33,44,77,8,8,,,23,,13,"NE",114,40,
2000120418,"麻布",3,22,43,65,7,6,,,28,,8,"E",105,48,
2000120419,"麻布",2,13,41,54,10,5,,,26,,5,"ESE",99,52,
2000120420,"麻布",3,11,37,48,12,5,,,20,,3,"NNE",93,54,
2000120421,"麻布",5,15,44,59,7,6,,,19,,7,"E",92,55,
2000120422,"麻布",5,20,46,66,4,6,,,21,,3,"ENE",89,56,
2000120423,"麻布",4,63,45,108,2,12,,,26,,11,"NW",79,52,
2000120424,"麻布",3,75,41,116,2,12,,,31,,12,"NNW",74,54,
2000120501,"麻布",4,101,42,143,3,13,,,35,,16,"NW",66,57,
2000120502,"麻布",4,73,41,114,2,10,,,31,,16,"WNW",63,58,
2000120503,"麻布",4,78,38,116,2,10,,,32,,7,"NNE",55,60,
2000120504,"麻布",4,97,38,135,2,12,,,38,,14,"NW",53,61,
2000120505,"麻布",5,62,36,98,2,8,,,30,,10,"N",48,60,
2000120506,"麻布",4,62,35,97,2,7,,,33,,9,"NNE",44,62,
2000120507,"麻布",4,66,37,103,2,7,,,23,,9,"NW",41,63,
2000120508,"麻布",4,91,42,133,3,9,,,31,,10,"ENE",44,63,
2000120509,"麻布",4,89,43,132,5,10,,,47,,9,"N",60,60,
2000120510,"麻布",4,72,42,114,7,10,,,35,,16,"E",73,58,
2000120511,"麻布",4,64,46,110,7,10,,,45,,15,"SW",96,59,
2000120512,"麻布",5,61,52,113,8,11,,,56,,11,"SW",115,59,
2000120513,"麻布",5,43,56,99,10,10,,,60,,10,"SW",125,57,
2000120514,"麻布",5,39,60,99,9,10,,,62,,13,"SW",131,54,
2000120515,"麻布",6,95,70,165,4,18,,,80,,9,"W",135,51,
2000120516,"麻布",7,116,80,196,1,19,,,92,,5,"E",134,52,
2000120517,"麻布",7,166,86,252,1,26,,,102,,7,"WSW",116,56,
2000120518,"麻布",8,270,91,361,1,43,,,120,,4,"W",117,61,
2000120519,"麻布",8,292,95,387,1,43,,,118,,4,"S",106,62,
2000120520,"麻布",8,400,96,496,1,57,,,124,,0,,104,68,
2000120521,"麻布",7,385,88,473,2,57,,,115,,7,"NE",119,57,
2000120522,"麻布",4,61,50,111,2,14,,,44,,13,"NW",113,54,
2000120523,"麻布",3,52,46,98,3,12,,,24,,11,"N",108,56,
2000120524,"麻布",2,38,39,77,5,9,,,17,,14,"NW",99,58,
2000120601,"麻布",2,20,33,53,8,6,,,13,,18,"NW",93,58,
2000120602,"麻布",2,30,33,63,7,7,,,15,,15,"NW",87,58,
2000120603,"麻布",2,23,29,52,11,5,,,17,,15,"N",83,57,
2000120604,"麻布",1,14,25,39,15,4,,,16,,16,"N",81,56,
2000120605,"麻布",1,14,26,40,14,4,,,13,,20,"NW",77,55,
2000120606,"麻布",1,13,27,40,14,4,,,10,,16,"NW",74,55,
2000120607,"麻布",1,20,31,51,12,4,,,14,,10,"NNE",70,54,
2000120608,"麻布",2,49,38,87,9,8,,,20,,14,"NW",77,53,
2000120609,"麻布",2,33,33,66,15,7,,,25,,24,"NW",89,48,
2000120610,"麻布",2,27,29,56,20,6,,,20,,21,"NNE",98,45,
2000120611,"麻布",2,23,27,50,23,6,,,20,,26,"WNW",105,43,
2000120612,"麻布",2,26,30,56,22,6,,,27,,16,"NNE",114,41,
2000120613,"麻布",3,29,34,63,18,7,,,26,,19,"NNW",124,39,
2000120614,"麻布",2,19,30,49,23,6,,,21,,15,"WNW",126,38,
2000120615,"麻布",2,23,34,57,19,7,,,25,,12,"WSW",125,35,
2000120616,"麻布",2,13,34,47,17,5,,,20,,10,"E",126,34,
2000120617,"麻布",2,36,41,77,7,9,,,18,,10,"NE",123,35,
2000120618,"麻布",2,31,39,70,7,9,,,18,,19,"NNW",116,39,
2000120619,"麻布",2,28,34,62,10,8,,,17,,22,"NW",102,45,
2000120620,"麻布",1,25,32,57,11,7,,,14,,26,"NW",91,49,
2000120621,"麻布",1,24,30,54,13,7,,,10,,20,"N",84,48,
2000120622,"麻布",1,20,29,49,15,6,,,13,,29,"NNW",77,48,
2000120623,"麻布",1,17,31,48,17,5,,,12,,23,"NNW",71,47,
2000120624,"麻布",1,13,27,40,23,4,,,12,,19,"NNE",65,45,
2000120701,"麻布",1,13,26,39,21,4,,,14,,19,"NW",62,45,
2000120702,"麻布",1,15,30,45,15,4,,,9,,26,"NW",58,46,
2000120703,"麻布",2,10,24,34,20,3,,,13,,32,"WNW",57,46,
2000120704,"麻布",1,10,21,31,23,3,,,12,,19,"NNW",51,46,
2000120705,"麻布",1,11,23,34,21,3,,,19,,21,"N",48,47,
2000120706,"麻布",1,10,24,34,21,3,,,7,,17,"NNE",47,45,
2000120707,"麻布",1,20,31,51,14,4,,,12,,13,"N",45,46,
2000120708,"麻布",2,43,39,82,8,6,,,20,,17,"ENE",53,47,
