全国地方公共団体コード,ID,地方公共団体名,分別区分,ゴミ区分,ゴミ分類区分,回収区分,指定ゴミ袋,ゴミ区分別説明URL
132047,132047GMKB000001,三鷹市,燃やせるごみ,,可燃ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014440.html
132047,132047GMKB000002,三鷹市,燃やせないごみ,,不燃ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014441.html
132047,132047GMKB000003,三鷹市,粗大ごみ,,粗大ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000521.html
132047,132047GMKB000004,三鷹市,古紙・古着,紙パック,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000552.html
132047,132047GMKB000005,三鷹市,古紙・古着,新聞紙,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000552.html
132047,132047GMKB000006,三鷹市,古紙・古着,雑誌,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000552.html
132047,132047GMKB000007,三鷹市,古紙・古着,段ボール,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000552.html
132047,132047GMKB000008,三鷹市,古紙・古着,衣類・古布,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000553.html
132047,132047GMKB000009,三鷹市,ビン・カン,缶,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000551.html
132047,132047GMKB000010,三鷹市,燃やせないごみ,金属類,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014441.html
132047,132047GMKB000011,三鷹市,ビン・カン,びん,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000551.html
132047,132047GMKB000012,三鷹市,燃やせないごみ,ガラス類,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014441.html
132047,132047GMKB000013,三鷹市,ペットボトル,ペットボトル,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/024/024247.html
132047,132047GMKB000014,三鷹市,プラスチック類,発泡スチロールトレイ,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000547.html
132047,132047GMKB000015,三鷹市,プラスチック類,プラスチック類,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000547.html
132047,132047GMKB000016,三鷹市,有害ごみ,乾電池,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000017,三鷹市,燃やせないごみ,陶磁器,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014441.html
132047,132047GMKB000018,三鷹市,有害ごみ,血圧計,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/038/038306.html
132047,132047GMKB000019,三鷹市,燃やせるごみ,剪定枝木,資源ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/014/014440.html
132047,132047GMKB000020,三鷹市,燃やせないごみ,小型家電,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/014/014441.html
132047,132047GMKB000021,三鷹市,燃やせるごみ,食用油,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/038/038307.html
132047,132047GMKB000022,三鷹市,燃やせないごみ,インクカートリッジ,資源ごみ,分別回収,燃やせるごみ・燃やせないごみ専用袋（藤色）,https://www.city.mitaka.lg.jp/c_service/038/038237.html
132047,132047GMKB000023,三鷹市,拠点回収,紙パック,資源ごみ,拠点回収,,https://www.city.mitaka.lg.jp/c_service/000/000526.html
132047,132047GMKB000024,三鷹市,拠点回収,ペットボトル,資源ごみ,拠点回収,,https://www.city.mitaka.lg.jp/c_service/000/000526.html
132047,132047GMKB000025,三鷹市,拠点回収,小型家電,資源ごみ,拠点回収,,https://www.city.mitaka.lg.jp/c_service/047/047393.html
132047,132047GMKB000026,三鷹市,拠点回収,インクカートリッジ,資源ごみ,拠点回収,,https://www.city.mitaka.lg.jp/c_service/031/031628.html
132047,132047GMKB000027,三鷹市,有害ごみ,蛍光管,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000028,三鷹市,有害ごみ,乾電池,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000029,三鷹市,有害ごみ,スプレー缶,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000030,三鷹市,有害ごみ,カセットボンベ,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000031,三鷹市,有害ごみ,水銀体温計,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000032,三鷹市,有害ごみ,ライター,有害ごみ,分別回収,,https://www.city.mitaka.lg.jp/c_service/000/000550.html
132047,132047GMKB000033,三鷹市,収集しません,エアコン・テレビ(液晶・プラズマ含む)・冷蔵庫(H16.4.1から冷凍庫も含む)・洗濯機(衣類乾燥機含む),家電リサイクル対象,その他,,https://www.city.mitaka.lg.jp/c_service/000/000522.html
132047,132047GMKB000034,三鷹市,収集しません,パソコン,家電リサイクル対象,その他,,https://www.city.mitaka.lg.jp/c_service/000/000522.html
132047,132047GMKB000035,三鷹市,許可業者,,し尿,その他,,https://www.city.mitaka.lg.jp/c_service/078/078745.html
