全国地方公共団体コード,データセット_タイトル,データセット_分類,データセット_最終更新日,データセット_URL,ファイル形式
132241,多摩市の公園データ,国土・気象,2023-03-19,https://www.city.tama.lg.jp/kurashi/kouen/kouen/1002509.html,csv
132241,市の人口データ(平成29年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006775.html,csv
132241,市の人口データ(平成30年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006776.html,csv
132241,市の人口データ(平成31年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006777.html,csv
132241,市の人口データ(令和2年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006778.html,csv
132241,市の人口データ(令和3年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006779.html,csv
132241,市の人口データ(令和4年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1006780.html,csv
132241,市の人口データ(令和5年),人口・世帯,2023-03-19,https://www.city.tama.lg.jp/shisei/profile/jinko/jinko/1008797.html,csv
132241,時刻表及び路線図,運輸・観光,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=7f5dea9b504ddeea3737824343d66e5a462ed13b,pdf
132241,平成30年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=1ced598fbb5dcf656f91bf2c226e9cbd7b61bed2,csv
132241,令和元年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=ee1c5e0e71d1841490f56006a1febbd750b8b7de,csv
132241,令和2年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=c6e4d685c943d220a7f4462c8101345ff747598e,csv
132241,令和3年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=8799fb2c4bc6f2d10b7865991f5ccf88d887e3cf,csv
132241,令和4年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=d9d038434edb7e138a03f9ccc96ab205a4836f06,csv
132241,令和5年5月現在　多摩市立小・中学校の児童・生徒数、学級数,教育・文化・スポーツ・生活,2023-05-26,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=6f3032db79fc9db7adb5cae9e4c3626e80061142,csv
132241,住所別通学区域一覧,教育・文化・スポーツ・生活,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=107031fa0d65faeb58eef35c1be77c9afb66ae07,pdf
132241,保育施設の入所最低指数,教育・文化・スポーツ・生活,2023-05-09,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=1d2bf15a3d615878553bcd4d8bc946755f83c33c,csv
132241,多摩市の文化財,教育・文化・スポーツ・生活,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=929c5d3eee0b5b945ffb11c04b6fab7b792ba1c1,csv
132241,公民館施設・曜日別利用状況,教育・文化・スポーツ・生活,2023-03-19,https://www.city.tama.lg.jp/kenkofukushi/katsudo/kouminkan/annai/1003184.html,pdf
132241,認可保育所・認証保育所及び幼稚園一覧,教育・文化・スポーツ・生活,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=412b5deea494b9e328e98d969d4af0fc85c96804,excel
132241,認可保育所等の待機児童状況（各年4月1日時点）,教育・文化・スポーツ・生活,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=d1fbc094f5ae4ed743f83fee044289a63768c39e,excel
132241,下水道事業の財政状況,行財政,2023-03-19,https://www.city.tama.lg.jp/kurashi/suido/gesuidou/shiryo/1002458.html,pdf
132241,予算・決算についての資料(オープンデータ),行財政,2023-04-12,https://www.city.tama.lg.jp/shisei/zaisei/zaisei/1004885.html,csv
132241,令和2年度決算事業報告書データ,行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/zaisei/kessan/1004932.html,csv
132241,令和3年度決算事業報告書データ,行財政,2023-03-30,https://www.city.tama.lg.jp/shisei/zaisei/kessan/1008762.html,csv
132241,令和元年度決算事業報告書データ,行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/zaisei/kessan/1004933.html,csv
132241,個人情報保護制度の実施状況,行財政,2023-05-15,https://www.city.tama.lg.jp/shisei/johokoukai/hogo/1005381.html,csv
132241,多摩市固定資産一覧,行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/zaisei/jyoukyou/1004769.html,excel
132241,多摩市施設白書　資料編（令和5年3月更新）,行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/keikaku/arikata/minaoshi/1004768.html,excel
132241,市民の声　月・内容別受付件数(令和2年度),行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/koe/yoseraretakoe/1004585.html,excel
132241,市民の声　月・内容別受付件数(令和3年度),行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/koe/yoseraretakoe/1004581.html,excel
132241,市民の声　月・内容別受付件数(令和4年度),行財政,2023-04-18,https://www.city.tama.lg.jp/shisei/koe/yoseraretakoe/1004578.html,excel
132241,市民の声　月・内容別受付件数(令和5年度),行財政,2023-06-01,https://www.city.tama.lg.jp/shisei/koe/yoseraretakoe/1011516.html,excel
132241,多摩市政世論調査報告書,行財政,2023-03-19,https://www.city.tama.lg.jp/shisei/keikaku/kyodo/koe/1005168.html,excel
132241,第二次多摩市ストックマネジメント計画,行財政,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=1a36d7a29aa5d70546cde572c646b92b70fcc785,pdf
132241,オープンデータ(不審者・犯罪情報),司法・安全・環境,2023-03-19,https://www.city.tama.lg.jp/kurashi/bouhan/1006764.html,excel
132241,市内2地点における空間放射線量の継続測定について,司法・安全・環境,2023-05-09,https://www.city.tama.lg.jp/kurashi/kankyo/houshasen/1002348.html,csv
132241,指定緊急避難場所,司法・安全・環境,2023-03-24,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=91cb61e96d0f55e5544d4906698e6da05f8a7c43,excel
132241,公衆無線LANアクセスポイント,情報通信・科学技術,2023-06-09,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=c48bd17c27025444d2089e3a08e04b95ad4be0a8,csv
132241,多摩市介護保険事業所,社会保障・衛生,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=ba69d8d2d649cfb179e1378ad59b88eacbdfe3df,csv
132241,市公共施設トイレ一覧,社会保障・衛生,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=1786511c2d1275dfb4ba3c7b4225442bd52583ce,csv
132241,市内公共施設AED設置一覧,社会保障・衛生,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=1e38c41cdbe4b231501c3833c6db4fd61f0c057b,csv
132241,介護保険申請者、認定者数状況,社会保障・衛生,2023-06-05,https://www.city.tama.lg.jp/kenkofukushi/1008237/kaigo/oshirase/1003015.html,excel
132241,たま施設マップ全件CSVデータ,その他,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=3590cca74d91a9c989d83354c20a00f73cad7063,csv
132241,オープンデータ一覧,その他,2023-06-13,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=791cac86646ad3d55a3bafe652c35c8693f87d6f,csv
132241,新型コロナウイルス感染症に関する緊急事態宣言に係る市民活動団体アンケート調査集計結果,その他,2023-03-19,https://www.city.tama.lg.jp/cgi-opd/opendata_detail.cgi?id=b25c409ea88e890347bcdf43e42bbbf5108badde,excel
132241,統計たま　令和2年版,その他,2023-03-19,https://www.city.tama.lg.jp/shisei/zaisei/toukei/1004460.html,pdf
