全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131229,,東京都葛飾区,中央図書館,,,,,,,,,東京都葛飾区金町6-2-1ヴィナシス金町ブライトコート3階,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,立石図書館,,,,,,,,,東京都葛飾区立石1-9-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,お花茶屋図書館,,,,,,,,,東京都葛飾区お花茶屋2-1-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,上小松図書館,,,,,,,,,東京都葛飾区東新小岩3-12-1都営東新小岩三丁目アパート１階,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,亀有図書館,,,,,,,,,東京都葛飾区亀有1-17-5都営亀有一丁目アパート5号棟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,水元図書館,,,,,,,,,東京都葛飾区東水元1-7-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,鎌倉図書館,,,,,,,,,東京都葛飾区鎌倉2-4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,四つ木地区図書館,,,,,,,,,東京都葛飾区四つ木4-8-1よつぎ小学校内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,西水元地区図書館,,,,,,,,,東京都葛飾区西水元2-2-8西水元あやめ園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,青戸地区図書館,,,,,,,,,東京都葛飾区青戸5-20-6青戸地区センター内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,奥戸地区図書館,,,,,,,,,東京都葛飾区奥戸3-5-1南奥戸小学校内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,こすげ地区図書館,,,,,,,,,東京都葛飾区小菅3-8-22こすげ小学校敷地内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,にいじゅく地区図書館,,,,,,,,,東京都葛飾区新宿3-7-1東京かつしか赤十字母子医療センター内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,リリオ亀有図書サービスカウンター,,,,,,,,,東京都葛飾区亀有3-26-1亀有リリオ館７階,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131229,,東京都葛飾区,新小岩図書サービスカウンター,,,,,,,,,東京都葛飾区新小岩１-４５-１JR新小岩南口ビル６階えきにこわ内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
