"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2016120101,"芝浦",,0,26,26,13,,,,30,23,,,,,
2016120102,"芝浦",,1,28,29,9997,,,,27,33,,,,,
2016120103,"芝浦",,1,26,27,9,,,,25,19,,,,,
2016120104,"芝浦",,1,21,22,14,,,,12,18,,,,,
2016120105,"芝浦",,1,21,22,12,,,,27,18,,,,,
2016120106,"芝浦",,1,22,23,8,,,,29,17,,,,,
2016120107,"芝浦",,4,26,30,6,,,,22,11,,,,,
2016120108,"芝浦",,10,29,39,4,,,,22,7,,,,,
2016120109,"芝浦",,15,27,42,7,,,,28,4,,,,,
2016120110,"芝浦",,38,33,71,4,,,,19,13,,,,,
2016120111,"芝浦",,30,26,56,10,,,,24,13,,,,,
2016120112,"芝浦",,25,29,54,12,,,,14,17,,,,,
2016120113,"芝浦",,28,34,62,13,,,,24,24,,,,,
2016120114,"芝浦",,117,57,174,4,,,,30,21,,,,,
2016120115,"芝浦",,83,59,142,4,,,,38,46,,,,,
2016120116,"芝浦",,122,61,183,3,,,,57,38,,,,,
2016120117,"芝浦",,122,52,174,2,,,,65,39,,,,,
2016120118,"芝浦",,68,45,113,5,,,,41,25,,,,,
2016120119,"芝浦",,1,19,20,19,,,,5,2,,,,,
2016120120,"芝浦",,5,20,25,19,,,,0,10,,,,,
2016120121,"芝浦",,44,50,94,3,,,,43,34,,,,,
2016120122,"芝浦",,47,53,100,2,,,,38,38,,,,,
2016120123,"芝浦",,45,51,96,2,,,,50,25,,,,,
2016120124,"芝浦",,64,51,115,2,,,,51,26,,,,,
2016120201,"芝浦",,9997,9997,9997,1,,,,31,31,,,,,
2016120202,"芝浦",,4,26,30,8,,,,22,15,,,,,
2016120203,"芝浦",,0,11,11,26,,,,12,6,,,,,
2016120204,"芝浦",,0,7,7,32,,,,7,-3,,,,,
2016120205,"芝浦",,0,9,9,31,,,,6,-1,,,,,
2016120206,"芝浦",,1,11,12,30,,,,5,-1,,,,,
2016120207,"芝浦",,1,13,14,29,,,,7,4,,,,,
2016120208,"芝浦",,2,17,19,26,,,,11,-1,,,,,
2016120209,"芝浦",,8,20,28,24,,,,2,3,,,,,
2016120210,"芝浦",,11,19,30,25,,,,8,4,,,,,
2016120211,"芝浦",,13,19,32,25,,,,21,5,,,,,
2016120212,"芝浦",,11,18,29,27,,,,9,24,,,,,
2016120213,"芝浦",,9998,9998,9998,9998,,,,9998,9998,,,,,
2016120214,"芝浦",,5,16,21,29,,,,21,9998,,,,,
2016120215,"芝浦",,4,18,22,30,,,,7,41,,,,,
2016120216,"芝浦",,2,23,25,26,,,,23,19,,,,,
2016120217,"芝浦",,6,41,47,11,,,,8,10,,,,,
2016120218,"芝浦",,8,41,49,8,,,,15,7,,,,,
2016120219,"芝浦",,11,41,52,8,,,,18,12,,,,,
2016120220,"芝浦",,7,28,35,15,,,,19,16,,,,,
2016120221,"芝浦",,0,19,19,22,,,,4,10,,,,,
2016120222,"芝浦",,0,18,18,23,,,,9,7,,,,,
2016120223,"芝浦",,0,14,14,25,,,,10,6,,,,,
2016120224,"芝浦",,0,15,15,24,,,,19,3,,,,,
2016120301,"芝浦",,0,18,18,20,,,,17,8,,,,,
2016120302,"芝浦",,0,16,16,23,,,,4,9,,,,,
2016120303,"芝浦",,0,13,13,25,,,,12,8,,,,,
2016120304,"芝浦",,0,15,15,22,,,,21,9,,,,,
2016120305,"芝浦",,0,16,16,19,,,,6,8,,,,,
2016120306,"芝浦",,0,19,19,16,,,,11,10,,,,,
2016120307,"芝浦",,13,31,44,5,,,,17,10,,,,,
2016120308,"芝浦",,9,25,34,9,,,,12,10,,,,,
2016120309,"芝浦",,19,29,48,8,,,,11,6,,,,,
2016120310,"芝浦",,23,31,54,9,,,,1,3,,,,,
2016120311,"芝浦",,9,23,32,20,,,,18,13,,,,,
2016120312,"芝浦",,41,35,76,15,,,,14,22,,,,,
2016120313,"芝浦",,50,47,97,9,,,,22,54,,,,,
2016120314,"芝浦",,70,51,121,8,,,,14,27,,,,,
2016120315,"芝浦",,53,50,103,8,,,,19,28,,,,,
2016120316,"芝浦",,59,53,112,5,,,,19,18,,,,,
2016120317,"芝浦",,42,52,94,5,,,,12,15,,,,,
2016120318,"芝浦",,28,51,79,4,,,,17,7,,,,,
2016120319,"芝浦",,115,54,169,2,,,,36,6,,,,,
2016120320,"芝浦",,44,51,95,2,,,,18,16,,,,,
2016120321,"芝浦",,18,46,64,4,,,,10,9,,,,,
2016120322,"芝浦",,12,46,58,2,,,,23,15,,,,,
2016120323,"芝浦",,41,53,94,2,,,,15,26,,,,,
2016120324,"芝浦",,41,51,92,2,,,,31,24,,,,,
2016120401,"芝浦",,19,42,61,2,,,,30,28,,,,,
2016120402,"芝浦",,10,36,46,1,,,,34,23,,,,,
2016120403,"芝浦",,3,30,33,4,,,,17,18,,,,,
2016120404,"芝浦",,0,23,23,10,,,,16,16,,,,,
2016120405,"芝浦",,0,19,19,13,,,,19,11,,,,,
2016120406,"芝浦",,0,17,17,14,,,,12,17,,,,,
2016120407,"芝浦",,0,20,20,12,,,,20,13,,,,,
2016120408,"芝浦",,3,21,24,12,,,,23,14,,,,,
2016120409,"芝浦",,10,23,33,9,,,,20,16,,,,,
2016120410,"芝浦",,13,25,38,11,,,,15,20,,,,,
2016120411,"芝浦",,40,37,77,7,,,,27,16,,,,,
2016120412,"芝浦",,27,42,69,11,,,,36,45,,,,,
2016120413,"芝浦",,19,49,68,15,,,,49,58,,,,,
2016120414,"芝浦",,19,52,71,16,,,,50,44,,,,,
2016120415,"芝浦",,18,48,66,12,,,,36,40,,,,,
2016120416,"芝浦",,9,42,51,16,,,,32,25,,,,,
2016120417,"芝浦",,8,38,46,17,,,,40,10,,,,,
2016120418,"芝浦",,4,24,28,26,,,,30,3,,,,,
2016120419,"芝浦",,1,33,34,18,,,,29,8,,,,,
2016120420,"芝浦",,0,32,32,18,,,,38,31,,,,,
2016120421,"芝浦",,4,33,37,16,,,,47,26,,,,,
2016120422,"芝浦",,6,43,49,6,,,,57,31,,,,,
2016120423,"芝浦",,3,41,44,7,,,,44,32,,,,,
2016120424,"芝浦",,4,43,47,4,,,,49,25,,,,,
2016120501,"芝浦",,6,40,46,3,,,,70,44,,,,,
2016120502,"芝浦",,0,22,22,17,,,,49,42,,,,,
2016120503,"芝浦",,0,14,14,24,,,,41,28,,,,,
2016120504,"芝浦",,0,14,14,20,,,,56,28,,,,,
2016120505,"芝浦",,0,17,17,17,,,,35,18,,,,,
2016120506,"芝浦",,1,20,21,11,,,,41,17,,,,,
2016120507,"芝浦",,2,23,25,7,,,,24,18,,,,,
2016120508,"芝浦",,14,25,39,4,,,,32,18,,,,,
2016120509,"芝浦",,22,26,48,6,,,,19,18,,,,,
2016120510,"芝浦",,87,39,126,5,,,,40,16,,,,,
2016120511,"芝浦",,68,35,103,9,,,,16,21,,,,,
2016120512,"芝浦",,15,26,41,17,,,,6,44,,,,,
2016120513,"芝浦",,12,26,38,19,,,,10,33,,,,,
2016120514,"芝浦",,15,27,42,20,,,,18,12,,,,,
2016120515,"芝浦",,43,38,81,15,,,,17,15,,,,,
2016120516,"芝浦",,136,72,208,2,,,,23,34,,,,,
2016120517,"芝浦",,170,79,249,2,,,,37,27,,,,,
2016120518,"芝浦",,153,72,225,2,,,,36,21,,,,,
2016120519,"芝浦",,173,72,245,2,,,,32,16,,,,,
2016120520,"芝浦",,63,62,125,2,,,,24,15,,,,,
2016120521,"芝浦",,23,55,78,2,,,,32,18,,,,,
2016120522,"芝浦",,10,51,61,4,,,,26,14,,,,,
2016120523,"芝浦",,4,45,49,6,,,,29,13,,,,,
2016120524,"芝浦",,16,46,62,4,,,,24,14,,,,,
2016120601,"芝浦",,15,39,54,1,,,,24,17,,,,,
2016120602,"芝浦",,12,37,49,1,,,,30,21,,,,,
2016120603,"芝浦",,16,36,52,1,,,,19,21,,,,,
2016120604,"芝浦",,12,34,46,1,,,,29,21,,,,,
2016120605,"芝浦",,16,33,49,1,,,,22,18,,,,,
2016120606,"芝浦",,17,32,49,1,,,,9,14,,,,,
2016120607,"芝浦",,24,33,57,1,,,,17,7,,,,,
2016120608,"芝浦",,17,29,46,3,,,,11,11,,,,,
2016120609,"芝浦",,40,33,73,4,,,,16,8,,,,,
2016120610,"芝浦",,104,48,152,3,,,,28,15,,,,,
2016120611,"芝浦",,81,38,119,9,,,,16,22,,,,,
2016120612,"芝浦",,10,20,30,29,,,,14,47,,,,,
2016120613,"芝浦",,7,16,23,30,,,,12,25,,,,,
2016120614,"芝浦",,7,13,20,30,,,,14,-8,,,,,
2016120615,"芝浦",,7,14,21,29,,,,7,-3,,,,,
2016120616,"芝浦",,6,16,22,26,,,,9,-10,,,,,
2016120617,"芝浦",,6,15,21,25,,,,17,-3,,,,,
2016120618,"芝浦",,5,13,18,26,,,,2,-2,,,,,
2016120619,"芝浦",,4,11,15,26,,,,7,-14,,,,,
2016120620,"芝浦",,3,11,14,27,,,,4,-7,,,,,
2016120621,"芝浦",,0,8,8,29,,,,4,-2,,,,,
2016120622,"芝浦",,0,9,9,28,,,,8,-3,,,,,
2016120623,"芝浦",,0,9,9,27,,,,3,-3,,,,,
2016120624,"芝浦",,0,8,8,28,,,,7,1,,,,,
2016120701,"芝浦",,0,7,7,29,,,,2,5,,,,,
2016120702,"芝浦",,0,7,7,29,,,,5,4,,,,,
2016120703,"芝浦",,0,7,7,28,,,,8,4,,,,,
2016120704,"芝浦",,0,7,7,28,,,,1,-2,,,,,
2016120705,"芝浦",,0,9,9,26,,,,6,6,,,,,
2016120706,"芝浦",,1,16,17,20,,,,8,-1,,,,,
2016120707,"芝浦",,2,16,18,20,,,,0,1,,,,,
2016120708,"芝浦",,4,20,24,17,,,,1,3,,,,,
2016120709,"芝浦",,13,26,39,14,,,,10,5,,,,,
2016120710,"芝浦",,15,24,39,13,,,,8,6,,,,,
2016120711,"芝浦",,14,24,38,14,,,,7,8,,,,,
2016120712,"芝浦",,14,25,39,16,,,,18,7,,,,,
2016120713,"芝浦",,28,29,57,13,,,,7,16,,,,,
2016120714,"芝浦",,66,43,109,7,,,,22,15,,,,,
2016120715,"芝浦",,35,41,76,8,,,,16,28,,,,,
2016120716,"芝浦",,45,43,88,5,,,,10,19,,,,,
2016120717,"芝浦",,51,47,98,4,,,,15,14,,,,,
2016120718,"芝浦",,52,47,99,3,,,,23,16,,,,,
2016120719,"芝浦",,16,42,58,2,,,,11,17,,,,,
2016120720,"芝浦",,10,39,49,2,,,,27,11,,,,,
2016120721,"芝浦",,10,40,50,2,,,,14,21,,,,,
2016120722,"芝浦",,12,41,53,2,,,,21,19,,,,,
2016120723,"芝浦",,7,38,45,3,,,,28,26,,,,,
2016120724,"芝浦",,5,35,40,3,,,,16,15,,,,,
2016120801,"芝浦",,2,29,31,5,,,,10,16,,,,,
2016120802,"芝浦",,1,28,29,9997,,,,28,21,,,,,
2016120803,"芝浦",,1,28,29,6,,,,29,18,,,,,
2016120804,"芝浦",,3,31,34,4,,,,30,20,,,,,
2016120805,"芝浦",,2,29,31,6,,,,19,15,,,,,
2016120806,"芝浦",,8,32,40,4,,,,22,18,,,,,
2016120807,"芝浦",,29,33,62,2,,,,11,16,,,,,
2016120808,"芝浦",,40,31,71,3,,,,20,13,,,,,
2016120809,"芝浦",,30,30,60,7,,,,15,8,,,,,
2016120810,"芝浦",,26,28,54,13,,,,2,5,,,,,
2016120811,"芝浦",,18,29,47,16,,,,8,9,,,,,
2016120812,"芝浦",,14,20,34,24,,,,2,23,,,,,
2016120813,"芝浦",,11,19,30,27,,,,3,26,,,,,
2016120814,"芝浦",,13,19,32,26,,,,6,3,,,,,
2016120815,"芝浦",,9998,9998,9998,9998,,,,9998,9998,,,,,
2016120816,"芝浦",,27,36,63,16,,,,11,11,,,,,
2016120817,"芝浦",,57,52,109,6,,,,17,15,,,,,
2016120818,"芝浦",,37,45,82,7,,,,12,3,,,,,
2016120819,"芝浦",,43,45,88,6,,,,21,9,,,,,
2016120820,"芝浦",,16,35,51,12,,,,19,11,,,,,
2016120821,"芝浦",,18,39,57,9,,,,14,8,,,,,
2016120822,"芝浦",,41,43,84,7,,,,9,12,,,,,
2016120823,"芝浦",,78,48,126,2,,,,4,14,,,,,
2016120824,"芝浦",,46,50,96,2,,,,13,16,,,,,
2016120901,"芝浦",,9997,9997,9997,2,,,,18,18,,,,,
2016120902,"芝浦",,54,50,104,2,,,,15,14,,,,,
2016120903,"芝浦",,61,46,107,2,,,,23,20,,,,,
2016120904,"芝浦",,36,39,75,2,,,,21,18,,,,,
2016120905,"芝浦",,13,32,45,3,,,,12,11,,,,,
2016120906,"芝浦",,15,32,47,3,,,,9,6,,,,,
2016120907,"芝浦",,9,33,42,2,,,,10,6,,,,,
2016120908,"芝浦",,21,33,54,4,,,,17,2,,,,,
2016120909,"芝浦",,99,46,145,5,,,,14,7,,,,,
2016120910,"芝浦",,140,52,192,3,,,,21,14,,,,,
2016120911,"芝浦",,118,54,172,6,,,,25,28,,,,,
2016120912,"芝浦",,5,16,21,36,,,,13,47,,,,,
2016120913,"芝浦",,6,15,21,39,,,,9,52,,,,,
2016120914,"芝浦",,5,15,20,37,,,,13,12,,,,,
2016120915,"芝浦",,8,23,31,32,,,,16,22,,,,,
2016120916,"芝浦",,6,21,27,34,,,,16,20,,,,,
2016120917,"芝浦",,4,18,22,35,,,,16,9,,,,,
2016120918,"芝浦",,0,17,17,36,,,,21,7,,,,,
2016120919,"芝浦",,1,18,19,34,,,,23,10,,,,,
2016120920,"芝浦",,0,14,14,37,,,,18,17,,,,,
