地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,13210,6381,6829,11722,5,7,76,0,1,70,1,52,90,5157,328,1,1,152,158,47,10,3,1,1860,116,0,2,3,180,108,0,0,542,34,1339,0,22,19,20,178,9,1130,0,0,423,1,2,8,3,1,3,3,8,0,6,40,33,0,2,0,4,33,0,1,0,0,2,1,0,0,2,0,6,3,8,2,16,58,0,22,8,1,0,1,76,20,44,0,0,1,0,0,0,0,0,4,0,151,2,1,0,14,0,0,2,0,0,0,3,0,7,0,0,1,23,6,1,0,1,11,0,0,0,1,0,0,4,0,0,0,0,11,3,0,9,1,1,7,0,0,0,0,1,2,7,4,28,0,0,0,0,0,395,1,0,0,50,1,2,3,0,3,2,0,2,3,13,0,0,0,0,0,0,315,0,0,432,13,2,237,5,15,3,0,3,147,0,1,6,77,47,6,1,0,0,20,0,0,2,0,1,0,0,0,10
4,13202,立川市,4598,2153,2445,4139,0,0,15,0,0,9,0,9,21,2016,122,0,0,50,52,11,0,0,2,759,102,0,5,0,12,23,0,0,177,0,404,0,0,0,6,42,1,300,0,1,100,0,1,0,1,1,0,0,0,0,1,10,7,0,0,0,2,4,0,0,0,1,0,2,0,0,0,0,0,0,4,2,1,10,0,3,2,5,0,0,32,1,6,0,0,0,0,0,0,4,0,0,0,37,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,13,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,168,0,0,0,19,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,139,0,0,116,3,0,76,0,3,0,0,2,32,0,0,0,35,21,0,0,0,0,14,0,0,0,0,0,0,0,0,3
4,13203,武蔵野市,3364,1671,1693,2574,0,0,14,0,0,23,1,3,11,1188,186,0,0,50,38,10,0,0,0,529,20,0,0,0,28,26,0,0,163,10,108,0,0,2,8,35,8,113,0,0,301,2,4,2,0,1,0,3,4,1,0,67,26,1,2,0,8,25,2,0,0,1,0,0,0,0,0,2,2,1,3,2,3,24,0,6,4,1,0,0,90,0,13,1,0,0,0,0,0,0,0,0,0,22,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,354,1,0,0,46,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,302,0,0,51,2,0,29,2,9,1,0,2,6,0,0,0,62,45,0,0,1,0,16,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,3943,1925,2018,3005,0,0,22,0,0,14,0,3,17,1227,234,0,0,68,31,8,0,3,0,716,29,0,2,1,34,20,0,0,98,4,188,0,3,4,10,62,6,201,0,0,361,1,4,4,2,2,0,2,6,0,2,60,32,1,4,0,8,22,0,2,0,0,1,4,0,0,1,0,7,1,5,6,4,30,0,17,14,7,0,0,99,4,6,2,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,2,1,7,3,0,0,2,1,1,409,0,0,1,57,0,0,0,0,0,2,0,0,3,10,0,0,0,0,0,0,336,0,0,65,5,3,32,3,7,1,0,0,12,0,0,2,60,46,1,0,0,0,13,0,0,0,0,0,0,0,0,1
4,13205,青梅市,1955,878,1077,1612,2,0,12,0,0,9,0,1,6,355,76,0,0,7,41,3,0,1,0,206,13,0,3,0,3,3,0,0,40,7,427,0,0,0,2,59,1,335,0,0,34,0,0,1,0,1,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,63,0,0,223,1,4,53,0,9,0,0,1,154,0,0,1,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3
4,13206,府中市,5604,2471,3133,4609,13,0,45,0,0,31,3,22,20,1858,215,0,0,48,154,25,0,0,0,854,23,0,17,1,41,60,0,0,94,9,555,0,1,14,13,103,16,373,1,0,371,0,2,4,5,3,0,8,2,2,4,42,19,1,6,0,8,31,1,5,1,0,2,3,0,0,1,0,2,0,9,1,5,56,0,15,5,8,4,8,41,10,46,0,1,1,2,3,2,0,0,2,0,97,1,0,1,1,0,0,0,6,0,0,1,0,2,0,0,0,17,0,0,0,0,2,3,0,0,2,0,0,3,1,0,2,0,4,0,2,1,2,0,0,0,0,0,0,0,3,2,1,36,0,1,3,0,0,318,0,0,0,33,0,1,0,0,1,0,0,0,4,11,0,0,0,0,0,0,268,0,0,149,7,0,102,4,11,0,0,1,23,0,0,1,59,29,3,0,0,0,24,0,0,1,0,1,0,0,1,1
4,13207,昭島市,2784,1301,1483,2490,0,0,6,0,2,17,0,0,14,744,48,0,0,65,27,7,0,1,0,488,46,0,6,0,8,5,0,0,271,15,387,0,0,0,4,30,1,298,0,0,41,0,0,1,0,0,0,0,0,0,1,5,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,4,0,2,0,1,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,72,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,66,0,0,106,2,0,48,0,2,0,0,0,54,0,0,0,23,15,0,0,0,0,8,0,0,0,0,0,0,0,0,2
4,13208,調布市,4824,2426,2398,4187,3,0,50,0,0,23,0,4,18,1702,223,0,1,52,73,11,1,1,0,1059,46,0,13,0,60,33,0,0,95,8,316,0,3,0,11,85,13,283,0,0,273,0,6,3,3,2,2,0,0,7,2,49,24,1,3,0,2,17,5,0,0,0,0,0,0,0,1,0,1,0,7,4,8,35,0,11,6,3,0,0,61,3,4,1,0,0,1,1,0,0,0,0,0,31,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,221,1,0,0,35,0,1,2,0,0,1,0,1,3,14,0,2,0,0,0,0,161,0,0,70,1,0,39,3,5,2,0,3,16,0,0,1,40,29,0,0,0,0,11,0,0,0,0,0,0,0,0,2
4,13209,町田市,6862,3256,3606,5892,0,0,34,0,0,46,0,19,55,2692,182,0,0,90,139,34,1,2,0,968,101,0,1,0,49,42,0,0,125,13,613,0,5,12,17,117,8,527,0,0,279,0,2,4,2,3,0,0,0,1,3,36,33,0,7,0,3,8,4,0,0,0,1,3,0,0,0,0,6,0,9,2,13,34,0,10,2,4,0,1,69,9,5,0,0,1,3,0,0,0,0,1,0,173,1,0,0,3,0,0,0,4,0,0,0,0,4,0,1,0,41,17,0,0,2,6,0,5,2,1,4,0,1,0,0,0,0,29,0,0,24,0,0,0,0,0,0,2,0,1,1,2,12,0,7,3,0,0,321,0,0,0,59,1,1,2,1,0,1,0,0,10,14,0,1,0,0,0,0,231,0,0,148,4,3,66,3,12,3,0,1,56,0,0,0,40,31,1,0,0,0,8,0,0,0,0,0,0,0,0,9
4,13210,小金井市,2985,1493,1492,2453,0,0,35,0,0,36,0,2,14,1262,100,0,0,33,78,4,1,1,0,294,12,0,4,0,36,15,1,0,132,6,138,0,0,0,12,61,4,172,0,0,197,5,2,1,0,0,1,0,0,0,0,29,17,0,0,0,3,8,0,1,0,0,1,1,0,0,1,0,5,1,0,0,5,24,0,12,2,2,0,0,68,3,3,0,0,0,1,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,2,0,2,0,0,1,0,4,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,238,0,0,0,23,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,208,0,0,37,3,0,28,2,2,0,0,0,1,0,0,1,24,14,1,0,0,0,9,0,0,0,0,0,0,0,0,0
4,13211,小平市,5451,2601,2850,4890,6,0,19,0,1,49,0,15,24,1994,211,0,0,33,77,21,0,2,1,1066,496,0,4,1,18,31,0,0,126,5,271,0,3,1,14,93,8,300,0,0,271,0,1,8,2,0,0,1,5,0,7,41,25,1,3,2,7,14,3,1,0,0,0,0,0,0,0,0,6,2,1,2,5,28,0,12,15,2,0,1,29,6,31,1,5,1,1,0,0,0,0,2,0,34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,8,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,1,0,0,0,2,0,0,1,2,3,0,0,0,0,0,153,0,0,0,19,0,1,0,0,1,1,0,0,4,2,0,0,0,0,0,3,122,0,0,67,4,0,38,1,10,1,0,1,11,0,0,1,36,28,0,0,0,0,6,0,0,0,2,0,0,0,0,0
4,13212,日野市,3343,1640,1703,2980,0,0,32,0,0,8,0,12,29,1292,65,0,0,31,94,9,0,0,0,503,0,0,5,0,23,10,0,0,94,1,322,0,6,0,3,71,1,369,0,0,105,1,0,2,1,1,0,0,2,0,2,12,11,0,0,0,2,8,0,2,0,0,1,0,0,0,1,0,2,0,2,0,0,7,0,5,5,5,0,0,24,1,2,0,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,1,2,0,0,2,0,1,1,5,0,1,2,1,0,0,1,0,0,1,0,3,2,2,0,0,0,1,0,0,115,0,0,0,13,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,1,93,0,0,56,4,1,25,1,5,0,0,0,19,0,0,1,51,16,1,0,0,0,29,0,0,1,0,4,0,0,0,2
4,13213,東村山市,3008,1416,1592,2787,1,0,25,0,0,48,0,6,45,1227,95,0,0,11,73,9,0,0,0,461,89,0,5,0,12,36,0,0,160,8,270,0,0,0,2,43,4,157,0,0,68,0,0,2,0,2,0,0,0,0,0,12,6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,10,0,2,2,0,0,0,14,1,0,0,0,0,0,1,0,0,0,1,0,44,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,66,0,0,0,10,1,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,44,0,0,30,1,1,10,1,6,0,0,0,11,0,0,0,9,5,1,0,0,0,3,0,0,0,0,0,0,0,0,4
4,13214,国分寺市,2572,1245,1327,2300,0,0,12,0,0,8,0,2,16,1173,90,0,0,24,47,1,0,0,0,387,36,0,2,0,14,33,0,0,202,1,106,0,0,0,1,21,3,121,0,0,120,0,0,1,2,1,0,1,2,0,3,28,6,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,7,0,8,3,0,1,1,22,5,8,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,95,0,0,0,15,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,76,0,0,15,0,0,11,2,0,0,0,0,2,0,0,0,21,15,0,0,0,0,6,0,0,0,0,0,0,0,0,1
4,13215,国立市,1839,873,966,1625,0,0,9,0,0,6,0,2,14,730,65,0,0,30,23,4,0,1,0,353,28,0,2,0,7,37,0,0,81,1,75,0,4,0,4,22,2,125,0,0,90,0,0,0,1,0,0,0,1,0,0,9,11,0,0,0,1,9,3,0,0,0,0,0,0,0,1,0,0,3,0,0,3,12,0,2,1,3,0,0,13,3,8,0,0,0,0,0,0,0,1,5,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,81,0,0,0,5,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,1,68,0,0,15,0,1,6,0,0,0,0,0,8,0,0,0,16,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0
4,13218,福生市,3809,1855,1954,3253,0,0,9,0,0,30,0,0,21,700,95,0,0,67,22,17,0,0,0,213,22,0,3,0,31,7,0,0,511,28,389,0,1,0,0,110,3,974,0,0,38,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,2,0,0,1,6,1,4,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,29,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,2,3,0,3,1,2,0,0,0,0,0,110,1,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,101,0,0,309,4,6,60,0,1,0,0,2,235,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4
4,13219,狛江市,1408,696,712,1168,3,0,8,0,0,6,0,1,2,502,43,0,0,21,14,5,0,0,0,214,4,0,0,1,4,4,0,0,89,0,116,0,0,0,0,39,1,90,0,1,105,0,1,1,0,0,0,1,1,0,0,17,7,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,8,0,6,6,1,0,0,32,3,4,0,0,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,69,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,28,0,0,14,1,0,0,0,1,12,0,0,0,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13220,東大和市,1185,483,702,1103,0,0,3,0,0,0,0,1,6,404,23,0,0,4,13,2,0,1,0,192,102,0,0,0,5,2,0,0,24,0,240,0,0,0,1,23,0,57,0,0,23,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,32,0,0,12,0,0,9,0,1,1,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13221,清瀬市,1308,604,704,1186,0,0,8,0,0,13,0,5,31,470,39,0,0,5,17,16,0,0,0,153,22,0,0,0,1,2,0,0,54,12,215,0,0,0,1,26,0,96,0,0,28,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,1,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,27,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,43,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33,0,0,15,2,0,8,0,2,0,0,0,3,0,0,0,8,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13222,東久留米市,2221,1015,1206,1794,4,0,7,0,0,4,0,10,29,733,56,0,0,58,33,5,0,1,0,320,13,0,1,0,8,7,0,0,54,2,250,0,0,1,10,36,4,148,0,0,70,0,1,4,2,0,0,0,1,0,2,6,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,9,0,4,2,0,0,0,24,2,0,0,0,0,0,1,0,0,0,0,0,43,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,253,0,0,0,22,1,0,0,0,0,2,0,0,2,3,1,0,0,0,0,1,221,0,0,36,3,1,21,1,2,1,0,1,6,0,0,0,23,17,1,0,0,0,5,0,0,0,0,0,0,0,0,2
4,13223,武蔵村山市,1732,714,1018,1607,0,0,3,0,0,9,0,3,6,599,21,0,0,1,23,8,0,0,0,144,18,0,2,0,5,7,0,0,38,5,368,0,0,0,1,24,0,322,0,0,13,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,3,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,29,0,0,64,0,0,44,0,2,0,0,0,17,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13224,多摩市,2838,1330,1508,2534,0,0,52,0,0,4,1,7,12,1211,77,0,0,25,29,6,1,0,0,520,14,0,0,0,19,21,0,0,69,4,232,0,0,1,9,37,4,179,0,0,116,0,3,2,0,0,0,0,3,0,1,23,14,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,14,0,6,4,2,0,0,24,1,0,0,0,1,0,0,0,0,0,1,0,34,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,0,0,3,0,2,2,1,5,0,0,0,0,0,88,0,0,0,13,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,70,0,0,42,1,5,22,0,6,0,0,5,3,0,0,0,23,16,2,0,0,0,5,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1448,737,711,1234,0,0,0,0,0,1,0,1,14,440,32,0,0,19,58,9,0,0,0,267,25,0,2,0,6,21,0,0,28,15,165,0,0,0,2,23,3,103,0,0,66,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,1,0,0,22,2,6,0,2,0,2,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0,51,0,0,0,7,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,37,0,0,28,1,2,14,1,0,1,0,0,9,0,0,0,43,20,1,0,0,0,14,0,0,0,0,6,0,0,2,1
4,13227,羽村市,1444,691,753,926,0,0,1,0,0,20,0,0,3,211,22,0,0,14,37,7,0,0,0,92,4,0,1,0,2,2,0,0,33,5,279,0,0,0,1,19,0,173,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,52,0,0,413,5,1,80,0,9,0,0,2,313,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,973,502,471,811,5,0,14,0,0,4,0,2,13,146,23,0,0,2,39,1,0,0,0,114,11,0,30,0,0,7,0,0,8,7,147,0,0,1,0,20,1,216,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,59,0,0,75,0,0,33,2,0,0,0,0,40,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,13229,西東京市,5384,2731,2653,4825,0,0,44,0,0,34,0,9,46,2438,292,0,0,34,93,7,0,0,0,922,46,0,2,1,34,24,0,0,81,6,300,0,0,0,16,75,7,314,0,0,206,0,4,2,0,1,0,0,2,0,2,36,9,0,2,0,3,18,5,2,0,0,0,0,0,0,0,0,6,0,6,0,1,29,0,7,4,2,0,0,56,1,7,0,0,1,0,0,0,0,0,0,0,69,1,0,2,5,0,0,0,1,0,0,0,0,1,0,0,0,8,15,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,12,0,0,1,8,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,197,0,0,0,30,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,159,0,0,52,3,0,32,3,5,0,0,0,8,0,0,1,33,19,0,0,0,0,12,0,0,0,0,2,0,0,0,2
1,13550,町村部,1270,629,641,1033,0,0,25,0,0,18,0,11,8,146,15,0,0,4,53,12,0,0,0,146,9,0,1,0,6,1,0,0,5,10,309,0,0,0,1,42,0,211,0,0,17,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,77,0,0,0,5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,119,4,4,27,0,3,0,0,1,80,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
2,13300,郡部,991,517,474,793,0,0,20,0,0,18,0,3,8,134,14,0,0,4,5,12,0,0,0,72,9,0,1,0,5,1,0,0,5,10,246,0,0,0,1,34,0,191,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,55,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,116,3,4,26,0,3,0,0,1,79,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3
4,13303,瑞穂町,835,450,385,678,0,0,18,0,0,16,0,0,7,114,9,0,0,4,4,12,0,0,0,52,8,0,0,0,5,0,0,0,4,10,213,0,0,0,1,27,0,174,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,109,2,4,22,0,3,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
