地域階層,地域コード,国・地域(人),総数,中国,韓国,ベトナム,フィリピン,ネパール,台湾,米国,インド,ミャンマー,タイ,その他,前年同月との比較／総数,前年同月との比較／増減数
0,13000,総数,570165,226976,92241,37377,34071,25832,20512,19154,13998,10008,7969,82027,551864,18301
1,13100,区部,479198,194448,78726,29405,25511,22450,17676,15804,13006,9370,6488,66314,465317,13881
4,13101,千代田区,3271,1373,503,83,61,28,196,225,86,9,47,660,3110,161
4,13102,中央区,8590,3736,1536,185,139,102,419,438,302,46,92,1595,7814,776
4,13103,港区,20587,4325,3485,159,1054,91,762,3120,712,58,184,6637,20277,310
4,13104,新宿区,40219,13771,9903,2752,795,2753,1849,980,257,1811,668,4680,42157,-1938
4,13105,文京区,11170,5108,1682,898,228,289,537,341,120,325,187,1455,10840,330
4,13106,台東区,15345,6794,3015,784,773,479,501,291,717,118,355,1518,15319,26
4,13107,墨田区,12942,6009,1974,682,1356,278,426,226,133,81,377,1400,12543,399
4,13108,江東区,31366,15779,4579,1099,1634,649,748,499,2471,442,360,3106,29608,1758
4,13109,品川区,13991,4820,2576,606,839,727,702,633,354,288,188,2258,13262,729
4,13110,目黒区,9604,2010,1513,205,550,256,510,1049,220,46,172,3073,9099,505
4,13111,大田区,25396,8917,3535,1932,2583,2294,1092,618,368,269,467,3321,24443,953
4,13112,世田谷区,23062,6534,4452,962,972,483,1126,1856,535,178,284,5680,21514,1548
4,13113,渋谷区,11390,2322,1714,327,343,200,611,1534,215,47,158,3919,10920,470
4,13114,中野区,19423,7137,3213,1783,560,1828,975,530,154,446,262,2535,19087,336
4,13115,杉並区,18050,6145,2814,1486,567,2206,1002,776,104,189,233,2528,17845,205
4,13116,豊島区,28177,12699,2533,2963,560,2681,1296,451,168,1931,268,2627,29455,-1278
4,13117,北区,23054,11445,2419,1975,814,1284,586,259,205,1004,210,2853,22541,513
4,13118,荒川区,18882,7685,4813,1705,559,1140,403,182,138,495,153,1609,18958,-76
4,13119,板橋区,28437,15056,3329,1730,1635,1297,1078,401,150,387,334,3040,26969,1468
4,13120,練馬区,21196,9216,4447,967,1175,751,868,536,140,216,263,2617,19970,1226
4,13121,足立区,34226,15361,7290,2017,3714,527,725,310,168,260,470,3384,32087,2139
4,13122,葛飾区,23051,12087,3091,1364,1674,886,504,201,125,263,262,2594,21839,1212
4,13123,江戸川区,37769,16119,4310,2741,2926,1221,760,348,5164,461,494,3225,35660,2109
1,13200,市部,89667,32387,13369,7747,8265,3375,2821,3283,988,614,1433,15385,85339,4328
4,13201,八王子市,13256,5251,1815,1151,1340,508,324,312,161,77,163,2154,12887,369
4,13202,立川市,4708,2035,765,347,411,187,119,142,45,18,46,593,4471,237
4,13203,武蔵野市,3322,1179,535,140,100,166,181,236,56,15,36,678,3213,109
