地域区分,国・地域（人）,人口
総数,総数,577329
アジア,アジア,505380
アジア,アフガニスタン,87
アジア,アラブ首長国連邦,73
アジア,ミャンマー,10056
アジア,バーレーン,7
アジア,ブータン,44
アジア,バングラデシュ,4664
アジア,ブルネイ,18
アジア,カンボジア,626
アジア,スリランカ,2420
アジア,中国,231196
アジア,台湾,20998
アジア,キプロス,18
アジア,東ティモール,5
アジア,インド,13689
アジア,インドネシア,5232
アジア,イラン,1004
アジア,イラク,34
アジア,イスラエル,264
アジア,ヨルダン,33
アジア,韓国,93595
アジア,朝鮮,4941
アジア,クウェート,25
アジア,ラオス,204
アジア,レバノン,46
アジア,マレーシア,2950
アジア,モンゴル,3014
アジア,オマーン,7
アジア,モルディブ,13
アジア,ネパール,26150
アジア,パキスタン,1266
アジア,フィリピン,33818
アジア,カタール,20
アジア,サウジアラビア,247
アジア,シリア,117
アジア,シンガポール,1300
アジア,タイ,8071
アジア,トルコ,865
アジア,ベトナム,38227
アジア,イエメン,22
アジア,パレスチナ,14
ヨーロッパ,ヨーロッパ,32286
ヨーロッパ,アルバニア,27
ヨーロッパ,オーストリア,249
ヨーロッパ,ベルギー,436
ヨーロッパ,ブルガリア,179
ヨーロッパ,ベラルーシ,110
ヨーロッパ,クロアチア,51
ヨーロッパ,チェコ,131
ヨーロッパ,デンマーク,277
ヨーロッパ,エストニア,59
ヨーロッパ,フィンランド,267
ヨーロッパ,フランス,6989
ヨーロッパ,ドイツ,2938
ヨーロッパ,ギリシャ,223
ヨーロッパ,ハンガリー,249
ヨーロッパ,アイスランド,18
ヨーロッパ,アイルランド,454
ヨーロッパ,イタリア,2135
ヨーロッパ,キルギス,86
ヨーロッパ,カザフスタン,122
ヨーロッパ,リヒテンシュタイン,4
ヨーロッパ,ルクセンブルク,37
ヨーロッパ,ラトビア,39
ヨーロッパ,リトアニア,109
ヨーロッパ,モナコ,0
ヨーロッパ,マルタ,8
ヨーロッパ,モルドバ,40
ヨーロッパ,北マケドニア,23
ヨーロッパ,オランダ,616
ヨーロッパ,ノルウェー,184
ヨーロッパ,ポーランド,561
ヨーロッパ,ポルトガル,256
ヨーロッパ,ルーマニア,553
ヨーロッパ,ロシア,2903
ヨーロッパ,サンマリノ,0
ヨーロッパ,スペイン,1416
ヨーロッパ,スウェーデン,875
ヨーロッパ,スイス,476
ヨーロッパ,トルクメニスタン,8
ヨーロッパ,タジキスタン,46
ヨーロッパ,英国,6542
ヨーロッパ,ウクライナ,528
ヨーロッパ,ウズベキスタン,1759
ヨーロッパ,アルメニア,20
ヨーロッパ,アゼルバイジャン,50
ヨーロッパ,ジョージア,20
ヨーロッパ,スロベニア,35
ヨーロッパ,スロバキア,69
ヨーロッパ,ボスニア・ヘルツェゴビナ,14
ヨーロッパ,セルビア・モンテネグロ,6
ヨーロッパ,モンテネグロ,2
ヨーロッパ,セルビア,81
ヨーロッパ,コソボ共和国,6
アフリカ,アフリカ,3761
アフリカ,アルジェリア,65
アフリカ,ブルンジ,5
アフリカ,ボツワナ,7
アフリカ,カメルーン,170
アフリカ,中央アフリカ,8
アフリカ,チャド,0
アフリカ,コンゴ共和国,10
アフリカ,コンゴ民主共和国,93
アフリカ,カーボベルデ,2
アフリカ,コモロ,0
アフリカ,ベナン,29
アフリカ,ジブチ,4
アフリカ,エチオピア,163
アフリカ,赤道ギニア,0
アフリカ,エリトリア,11
アフリカ,ガボン,7
アフリカ,ガーナ,548
アフリカ,ギニア,162
アフリカ,ガンビア,16
アフリカ,ギニアビサウ,4
アフリカ,コートジボワール,35
アフリカ,ケニア,126
アフリカ,リベリア,8
アフリカ,リビア,19
アフリカ,レソト,4
アフリカ,マダガスカル,22
アフリカ,マリ,44
アフリカ,モーリタニア,5
アフリカ,モロッコ,222
アフリカ,マラウイ,14
アフリカ,モーリシャス,18
アフリカ,モザンビーク,11
アフリカ,ニジェール,5
アフリカ,ナイジェリア,570
アフリカ,ナミビア,8
アフリカ,ルワンダ,31
アフリカ,セネガル,157
アフリカ,シエラレオネ,23
アフリカ,ソマリア,5
アフリカ,スーダン,42
アフリカ,エスワティニ,2
アフリカ,サントメ・プリンシペ,0
アフリカ,セーシェル,0
アフリカ,タンザニア,69
アフリカ,トーゴ,8
アフリカ,チュニジア,216
アフリカ,ウガンダ,104
アフリカ,南アフリカ共和国,216
アフリカ,エジプト,386
アフリカ,ブルキナファソ,17
アフリカ,ザンビア,17
アフリカ,ジンバブエ,38
アフリカ,アンゴラ,9
アフリカ,南スーダン共和国,6
北米,北米,23698
北米,バルバドス,5
北米,バハマ,4
北米,ベリーズ,4
北米,カナダ,3381
北米,コスタリカ,54
北米,キューバ,74
北米,ドミニカ共和国,45
北米,ドミニカ,4
北米,エルサルバドル,23
北米,グアテマラ,37
北米,ハイチ,7
北米,ホンジュラス,28
北米,ジャマイカ,118
北米,メキシコ,715
北米,ニカラグア,10
北米,パナマ,28
北米,セントルシア,1
北米,セントビンセント,0
北米,セントクリストファー・ネービス,6
北米,トリニダード・トバゴ,25
北米,米国,19129
北米,グレナダ,0
北米,アンティグア・バーブーダ,0
南米,南米,7208
南米,アルゼンチン,408
南米,ボリビア,119
南米,ブラジル,3692
南米,チリ,249
南米,コロンビア,560
南米,エクアドル,49
南米,ガイアナ,2
南米,パラグアイ,72
南米,ペルー,1946
南米,スリナム,3
南米,ウルグアイ,24
南米,ベネズエラ,84
オセアニア,オセアニア,4616
オセアニア,オーストラリア,3501
オセアニア,フィジー,48
オセアニア,キリバス,1
オセアニア,マーシャル,4
オセアニア,ミクロネシア,12
オセアニア,ニュージーランド,990
オセアニア,ナウル,1
オセアニア,パプアニューギニア,10
オセアニア,パラオ,8
オセアニア,ソロモン,5
オセアニア,トンガ,27
オセアニア,ツバル,0
オセアニア,バヌアツ,0
オセアニア,サモア,9
無国籍・その他,無国籍・その他,380
,,
外国人人口　令和2年１月,,
第２表 国籍・地域別外国人人口（令和2年１月１日現在）,,
注）住民票に記載される国籍・地域の名称は在留管理制度に基づく在留カード等の「国籍・地域」欄の表記によっている。このため、本統計の国籍・地域の名称は、平成29年1月から在留管理制度に基づく法務省「在留外国人統計」の国籍・地域の名称に合わせている。,,
