地域階層,地域コード,国・地域(人),総数,中国,韓国,ベトナム,フィリピン,ネパール,台湾,米国,インド,ミャンマー,タイ,その他,前年同月との比較／総数,前年同月との比較／増減数
0,13000,総数,558988,223217,90464,36107,33729,25184,19764,18759,13782,9818,7822,80342,563839,-4851
1,13100,区部,468558,190605,77091,28326,25244,21828,16991,15447,12801,9168,6376,64681,474727,-6169
4,13101,千代田区,3091,1349,482,80,58,28,183,213,78,8,42,570,3147,-56
4,13102,中央区,8344,3691,1512,185,134,106,406,433,290,44,87,1456,7904,440
4,13103,港区,19988,4270,3411,172,1033,83,744,2974,665,62,181,6393,20258,-270
4,13104,新宿区,38352,13007,9648,2532,784,2576,1779,950,244,1738,649,4445,42805,-4453
4,13105,文京区,10821,4979,1655,846,217,272,503,335,115,309,192,1398,11009,-188
4,13106,台東区,14942,6601,2973,748,762,446,485,291,699,115,349,1473,15672,-730
4,13107,墨田区,12668,5896,1937,633,1332,280,423,215,135,77,378,1362,12710,-42
4,13108,江東区,31202,15764,4583,1066,1619,635,727,512,2463,431,357,3045,30242,960
4,13109,品川区,13870,4824,2519,612,827,696,695,634,352,290,181,2240,13615,255
4,13110,目黒区,9508,1980,1497,219,534,254,498,1037,206,48,164,3071,9417,91
4,13111,大田区,25111,8847,3481,1942,2557,2262,1054,614,350,262,459,3283,24613,498
4,13112,世田谷区,22804,6509,4396,900,963,478,1108,1833,538,177,275,5627,22288,516
4,13113,渋谷区,11056,2252,1708,299,328,199,591,1471,207,46,147,3808,11100,-44
4,13114,中野区,18523,6857,2996,1658,551,1776,915,513,147,434,260,2416,19645,-1122
4,13115,杉並区,17480,5922,2681,1433,556,2157,939,772,98,187,225,2510,18111,-631
4,13116,豊島区,27017,12240,2446,2763,554,2529,1226,432,170,1868,264,2525,29636,-2619
4,13117,北区,22642,11203,2388,1882,822,1317,581,251,204,966,215,2813,22921,-279
4,13118,荒川区,18506,7525,4737,1634,552,1110,393,186,130,516,150,1573,19201,-695
4,13119,板橋区,27937,14829,3244,1698,1624,1283,1031,384,129,405,330,2980,27827,110
4,13120,練馬区,20714,9045,4273,974,1167,745,816,541,139,212,261,2541,20707,7
4,13121,足立区,34049,15247,7220,2079,3704,514,687,315,171,266,461,3385,32805,1244
4,13122,葛飾区,22651,11891,3046,1340,1636,887,466,200,122,251,262,2550,22343,308
