年月日[西暦],港区総数日本人世帯数[世帯],港区総数日本人人口男[人],港区総数日本人人口女[人],港区総数日本人人口計[人],港区総数外国人世帯数[世帯],港区総数外国人人口男[人],港区総数外国人人口女[人],港区総数外国人人口計[人],港区総数複数国籍世帯数[世帯],港区総数合計世帯数[世帯],港区総数合計人口男[人],港区総数合計人口女[人],港区総数合計人口計[人],芝地区総合支所管内日本人世帯数[世帯],芝地区総合支所管内日本人人口男[人],芝地区総合支所管内日本人人口女[人],芝地区総合支所管内日本人人口計[人],芝地区総合支所管内外国人世帯数[世帯],芝地区総合支所管内外国人人口男[人],芝地区総合支所管内外国人人口女[人],芝地区総合支所管内外国人人口計[人],芝地区総合支所管内複数国籍世帯数[世帯],芝地区総合支所管内合計世帯数[世帯],芝地区総合支所管内合計人口男[人],芝地区総合支所管内合計人口女[人],芝地区総合支所管内合計人口計[人],麻布地区総合支所管内日本人世帯数[世帯],麻布地区総合支所管内日本人人口男[人],麻布地区総合支所管内日本人人口女[人],麻布地区総合支所管内日本人人口計[人],麻布地区総合支所管内外国人世帯数[世帯],麻布地区総合支所管内外国人人口男[人],麻布地区総合支所管内外国人人口女[人],麻布地区総合支所管内外国人人口計[人],麻布地区総合支所管内複数国籍世帯数[世帯],麻布地区総合支所管内合計世帯数[世帯],麻布地区総合支所管内合計人口男[人],麻布地区総合支所管内合計人口女[人],麻布地区総合支所管内合計人口計[人],赤坂地区総合支所管内日本人世帯数[世帯],赤坂地区総合支所管内日本人人口男[人],赤坂地区総合支所管内日本人人口女[人],赤坂地区総合支所管内日本人人口計[人],赤坂地区総合支所管内外国人世帯数[世帯],赤坂地区総合支所管内外国人人口男[人],赤坂地区総合支所管内外国人人口女[人],赤坂地区総合支所管内外国人人口計[人],赤坂地区総合支所管内複数国籍世帯数[世帯],赤坂地区総合支所管内合計世帯数[世帯],赤坂地区総合支所管内合計人口男[人],赤坂地区総合支所管内合計人口女[人],赤坂地区総合支所管内合計人口計[人],高輪地区総合支所管内日本人世帯数[世帯],高輪地区総合支所管内日本人人口男[人],高輪地区総合支所管内日本人人口女[人],高輪地区総合支所管内日本人人口計[人],高輪地区総合支所管内外国人世帯数[世帯],高輪地区総合支所管内外国人人口男[人],高輪地区総合支所管内外国人人口女[人],高輪地区総合支所管内外国人人口計[人],高輪地区総合支所管内複数国籍世帯数[世帯],高輪地区総合支所管内合計世帯数[世帯],高輪地区総合支所管内合計人口男[人],高輪地区総合支所管内合計人口女[人],高輪地区総合支所管内合計人口計[人],芝浦港南地区総合支所管内日本人世帯数[世帯],芝浦港南地区総合支所管内日本人人口男[人],芝浦港南地区総合支所管内日本人人口女[人],芝浦港南地区総合支所管内日本人人口計[人],芝浦港南地区総合支所管内外国人世帯数[世帯],芝浦港南地区総合支所管内外国人人口男[人],芝浦港南地区総合支所管内外国人人口女[人],芝浦港南地区総合支所管内外国人人口計[人],芝浦港南地区総合支所管内複数国籍世帯[世帯],芝浦港南地区総合支所管内合計世帯数[世帯],芝浦港南地区総合支所管内合計人口男[人],芝浦港南地区総合支所管内合計人口女[人],芝浦港南地区総合支所管内合計人口計[人]
20170901,130108,108741,124736,233477,10513,10225,9225,19450,3165,143786,118966,133961,252927,23225,17768,19862,37630,1710,1573,1280,2853,447,25382,19341,21142,40483,30557,24259,28022,52281,4001,3941,3499,7440,947,35505,28200,31521,59721,18666,15372,18150,33522,1761,1595,1447,3042,510,20937,16967,19597,36564,31650,25919,32227,58146,1434,1388,1315,2703,585,33669,27307,33542,60849,26010,25423,26475,51898,1607,1728,1684,3412,676,28293,27151,28159,55310
20171001,130232,108936,124877,233813,10645,10309,9285,19594,3170,144047,119245,134162,253407,23252,17787,19868,37655,1734,1582,1302,2884,444,25430,19369,21170,40539,30575,24315,28040,52355,4025,3966,3518,7484,950,35550,28281,31558,59839,18702,15410,18185,33595,1775,1594,1445,3039,507,20984,17004,19630,36634,31676,25970,32259,58229,1495,1426,1346,2772,595,33766,27396,33605,61001,26027,25454,26525,51979,1616,1741,1674,3415,674,28317,27195,28199,55394
20171101,130292,109052,125018,234070,10701,10346,9341,19687,3174,144167,119398,134359,253757,23256,17829,19876,37705,1722,1594,1285,2879,449,25427,19423,21161,40584,30621,24339,28099,52438,4050,3975,3566,7541,950,35621,28314,31665,59979,18668,15403,18169,33572,1787,1599,1448,3047,506,20961,17002,19617,36619,31676,25957,32273,58230,1512,1428,1351,2779,594,33782,27385,33624,61009,26071,25524,26601,52125,1630,1750,1691,3441,675,28376,27274,28292,55566
20171201,130217,109065,125037,234102,10725,10364,9359,19723,3170,144112,119429,134396,253825,23245,17814,19854,37668,1715,1576,1284,2860,441,25401,19390,21138,40528,30634,24369,28126,52495,4061,3997,3568,7565,955,35650,28366,31694,60060,18680,15440,18189,33629,1804,1604,1460,3064,503,20987,17044,19649,36693,31604,25914,32232,58146,1517,1429,1365,2794,596,33717,27343,33597,60940,26054,25528,26636,52164,1628,1758,1682,3440,675,28357,27286,28318,55604
20180101,130155,109060,125057,234117,10584,10213,9309,19522,3159,143898,119273,134366,253639,23271,17831,19864,37695,1691,1552,1271,2823,434,25396,19383,21135,40518,30604,24368,28130,52498,3985,3918,3521,7439,955,35544,28286,31651,59937,18679,15436,18176,33612,1792,1576,1457,3033,502,20973,17012,19633,36645,31510,25851,32199,58050,1510,1416,1379,2795,595,33615,27267,33578,60845,26091,25574,26688,52262,1606,1751,1681,3432,673,28370,27325,28369,55694
20180201,130311,109245,125255,234500,10801,10401,9473,19874,3176,144288,119646,134728,254374,23315,17875,19899,37774,1729,1576,1294,2870,434,25478,19451,21193,40644,30682,24420,28191,52611,4012,3955,3570,7525,961,35655,28375,31761,60136,18714,15484,18224,33708,1822,1597,1474,3071,503,21039,17081,19698,36779,31480,25852,32215,58067,1533,1448,1382,2830,601,33614,27300,33597,60897,26120,25614,26726,52340,1705,1825,1753,3578,677,28502,27439,28479,55918
20180301,130368,109335,125313,234648,10811,10418,9495,19913,3199,144378,119753,134808,254561,23288,17854,19880,37734,1715,1567,1277,2844,430,25433,19421,21157,40578,30759,24485,28268,52753,4041,3977,3588,7565,969,35769,28462,31856,60318,18757,15511,18243,33754,1835,1600,1487,3087,507,21099,17111,19730,36841,31461,25855,32170,58025,1512,1445,1375,2820,607,33580,27300,33545,60845,26103,25630,26752,52382,1708,1829,1768,3597,686,28497,27459,28520,55979
20180401,131160,109697,125651,235348,10864,10477,9495,19972,3194,145218,120174,135146,255320,23443,17913,19950,37863,1731,1578,1292,2870,436,25610,19491,21242,40733,30989,24600,28387,52987,4042,3971,3612,7583,968,35999,28571,31999,60570,18887,15609,18321,33930,1884,1655,1486,3141,506,21277,17264,19807,37071,31639,25952,32229,58181,1520,1445,1364,2809,601,33760,27397,33593,60990,26202,25623,26764,52387,1687,1828,1741,3569,683,28572,27451,28505,55956
20180501,131407,109861,125877,235738,10984,10580,9550,20130,3208,145599,120441,135427,255868,23518,17958,19998,37956,1743,1581,1295,2876,429,25690,19539,21293,40832,31072,24665,28446,53111,4105,4020,3627,7647,976,36153,28685,32073,60758,18895,15626,18333,33959,1879,1649,1490,3139,509,21283,17275,19823,37098,31697,25975,32315,58290,1535,1468,1390,2858,610,33842,27443,33705,61148,26225,25637,26785,52422,1722,1862,1748,3610,684,28631,27499,28533,56032
20180601,131602,110086,126108,236194,10999,10614,9555,20169,3213,145814,120700,135663,256363,23547,17984,20023,38007,1726,1583,1292,2875,432,25705,19567,21315,40882,31119,24724,28492,53216,4120,4036,3620,7656,980,36219,28760,32112,60872,18902,15664,18348,34012,1881,1660,1490,3150,510,21293,17324,19838,37162,31757,26031,32391,58422,1539,1468,1394,2862,605,33901,27499,33785,61284,26277,25683,26854,52537,1733,1867,1759,3626,686,28696,27550,28613,56163
20180701,131694,110251,126230,236481,11016,10586,9496,20082,3206,145916,120837,135726,256563,23545,17997,20023,38020,1735,1579,1298,2877,429,25709,19576,21321,40897,31151,24763,28532,53295,4109,3996,3551,7547,984,36244,28759,32083,60842,18921,15698,18349,34047,1876,1660,1477,3137,505,21302,17358,19826,37184,31813,26109,32448,58557,1549,1473,1401,2874,605,33967,27582,33849,61431,26264,25684,26878,52562,1747,1878,1769,3647,683,28694,27562,28647,56209
20180801,131689,110341,126292,236633,10861,10458,9386,19844,3212,145762,120799,135678,256477,23517,18007,20018,38025,1722,1583,1287,2870,432,25671,19590,21305,40895,31136,24793,28514,53307,4108,3965,3528,7493,979,36223,28758,32042,60800,18931,15713,18367,34080,1859,1645,1467,3112,504,21294,17358,19834,37192,31830,26143,32464,58607,1532,1469,1397,2866,606,33968,27612,33861,61473,26275,25685,26929,52614,1640,1796,1707,3503,691,28606,27481,28636,56117
20180901,131767,110461,126403,236864,10793,10459,9400,19859,3209,145769,120920,135803,256723,23488,18003,19986,37989,1724,1604,1298,2902,428,25640,19607,21284,40891,31170,24854,28601,53455,4089,3976,3543,7519,988,36247,28830,32144,60974,18966,15753,18376,34129,1847,1637,1465,3102,495,21308,17390,19841,37231,31858,26166,32493,58659,1517,1458,1401,2859,603,33978,27624,33894,61518,26285,25685,26947,52632,1616,1784,1693,3477,695,28596,27469,28640,56109
20181001,131793,110533,126496,237029,10891,10551,9456,20007,3221,145905,121084,135952,257036,23503,17993,19994,37987,1739,1611,1291,2902,427,25669,19604,21285,40889,31193,24875,28625,53500,4116,4035,3582,7617,1002,36311,28910,32207,61117,18934,15743,18369,34112,1867,1654,1471,3125,492,21293,17397,19840,37237,31874,26246,32550,58796,1573,1483,1437,2920,606,34053,27729,33987,61716,26289,25676,26958,52634,1596,1768,1675,3443,694,28579,27444,28633,56077
20181101,131894,110707,126602,237309,10976,10643,9547,20190,3238,146108,121350,136149,257499,23523,18028,20009,38037,1739,1600,1293,2893,433,25695,19628,21302,40930,31216,24929,28631,53560,4165,4114,3643,7757,1009,36390,29043,32274,61317,18925,15767,18355,34122,1842,1632,1462,3094,494,21261,17399,19817,37216,31918,26271,32628,58899,1573,1497,1438,2935,609,34100,27768,34066,61834,26312,25712,26979,52691,1657,1800,1711,3511,693,28662,27512,28690,56202
20181201,131873,110800,126604,237404,10972,10649,9585,20234,3244,146089,121449,136189,257638,23479,17993,20018,38011,1743,1612,1283,2895,436,25658,19605,21301,40906,31204,24956,28613,53569,4155,4122,3654,7776,1012,36371,29078,32267,61345,18953,15802,18367,34169,1842,1621,1480,3101,494,21289,17423,19847,37270,31930,26302,32637,58939,1578,1503,1448,2951,605,34113,27805,34085,61890,26307,25747,26969,52716,1654,1791,1720,3511,697,28658,27538,28689,56227
20190101,131799,110800,126569,237369,10831,10526,9531,20057,3235,145865,121326,136100,257426,23456,17975,20016,37991,1702,1575,1274,2849,434,25592,19550,21290,40840,31227,24961,28610,53571,4081,4054,3593,7647,1004,36312,29015,32203,61218,18948,15816,18364,34180,1827,1600,1482,3082,493,21268,17416,19846,37262,31860,26271,32612,58883,1578,1505,1462,2967,605,34043,27776,34074,61850,26308,25777,26967,52744,1643,1792,1720,3512,699,28650,27569,28687,56256
20190201,131891,110958,126679,237637,10942,10643,9588,20231,3239,146072,121601,136267,257868,23448,17961,20012,37973,1719,1591,1284,2875,430,25597,19552,21296,40848,31240,24974,28658,53632,4141,4115,3640,7755,1006,36387,29089,32298,61387,18944,15853,18349,34202,1835,1607,1480,3087,491,21270,17460,19829,37289,31849,26292,32624,58916,1592,1523,1470,2993,609,34050,27815,34094,61909,26410,25878,27036,52914,1655,1807,1714,3521,703,28768,27685,28750,56435
20190301,131990,111045,126802,237847,10952,10659,9587,20246,3245,146187,121704,136389,258093,23448,17964,20024,37988,1718,1587,1289,2876,434,25600,19551,21313,40864,31269,25010,28706,53716,4157,4134,3641,7775,1005,36431,29144,32347,61491,18950,15857,18359,34216,1837,1610,1474,3084,495,21282,17467,19833,37300,31867,26300,32652,58952,1577,1520,1460,2980,609,34053,27820,34112,61932,26456,25914,27061,52975,1663,1808,1723,3531,702,28821,27722,28784,56506
20190401,132710,111314,127105,238419,11004,10675,9602,20277,3264,146978,121989,136707,258696,23669,18058,20175,38233,1737,1578,1311,2889,432,25838,19636,21486,41122,31446,25081,28820,53901,4173,4157,3654,7811,1014,36633,29238,32474,61712,18995,15884,18332,34216,1847,1619,1485,3104,504,21346,17503,19817,37320,32088,26388,32733,59121,1560,1506,1432,2938,615,34263,27894,34165,62059,26512,25903,27045,52948,1687,1815,1720,3535,699,28898,27718,28765,56483
20190501,133083,111524,127383,238907,11060,10715,9671,20386,3274,147417,122239,137054,259293,23745,18093,20195,38288,1749,1589,1317,2906,430,25924,19682,21512,41194,31540,25149,28881,54030,4180,4159,3690,7849,1016,36736,29308,32571,61879,19113,15982,18412,34394,1849,1625,1479,3104,507,21469,17607,19891,37498,32150,26397,32841,59238,1593,1528,1457,2985,619,34362,27925,34298,62223,26535,25903,27054,52957,1689,1814,1728,3542,702,28926,27717,28782,56499
20190601,133193,111691,127544,239235,11079,10729,9699,20428,3276,147548,122420,137243,259663,23753,18106,20219,38325,1734,1574,1299,2873,428,25915,19680,21518,41198,31546,25199,28902,54101,4194,4174,3722,7896,1023,36763,29373,32624,61997,19166,16032,18429,34461,1840,1619,1471,3090,509,21515,17651,19900,37551,32159,26403,32895,59298,1596,1523,1475,2998,616,34371,27926,34370,62296,26569,25951,27099,53050,1715,1839,1732,3571,700,28984,27790,28831,56621
20190701,133307,111840,127681,239521,11041,10667,9591,20258,3276,147624,122507,137272,259779,23833,18193,20317,38510,1757,1594,1303,2897,432,26022,19787,21620,41407,31522,25195,28879,54074,4133,4089,3626,7715,1019,36674,29284,32505,61789,19196,16051,18437,34488,1842,1620,1459,3079,505,21543,17671,19896,37567,32135,26394,32893,59287,1587,1517,1454,2971,617,34339,27911,34347,62258,26621,26007,27155,53162,1722,1847,1749,3596,703,29046,27854,28904,56758
20190801,133365,111941,127739,239680,11067,10660,9546,20206,3278,147710,122601,137285,259886,23822,18199,20333,38532,1771,1616,1305,2921,437,26030,19815,21638,41453,31496,25195,28847,54042,4141,4048,3590,7638,1010,36647,29243,32437,61680,19245,16080,18477,34557,1845,1626,1459,3085,507,21597,17706,19936,37642,32125,26406,32874,59280,1586,1517,1441,2958,616,34327,27923,34315,62238,26677,26061,27208,53269,1724,1853,1751,3604,708,29109,27914,28959,56873
20190901,133356,111960,127717,239677,11040,10689,9576,20265,3277,147673,122649,137293,259942,23797,18201,20293,38494,1777,1625,1309,2934,437,26011,19826,21602,41428,31489,25210,28833,54043,4165,4097,3631,7728,1005,36659,29307,32464,61771,19238,16070,18474,34544,1859,1626,1466,3092,502,21599,17696,19940,37636,32137,26415,32886,59301,1540,1499,1431,2930,619,34296,27914,34317,62231,26695,26064,27231,53295,1699,1842,1739,3581,714,29108,27906,28970,56876
20191001,133302,112039,127641,239680,11187,10744,9691,20435,3268,147757,122783,137332,260115,23805,18214,20299,38513,1808,1636,1326,2962,435,26048,19850,21625,41475,31464,25215,28813,54028,4196,4116,3661,7777,1005,36665,29331,32474,61805,19260,16094,18473,34567,1879,1633,1482,3115,491,21630,17727,19955,37682,32084,26424,32851,59275,1582,1511,1459,2970,627,34293,27935,34310,62245,26689,26092,27205,53297,1722,1848,1763,3611,710,29121,27940,28968,56908
20191101,133379,112180,127678,239858,11331,10835,9772,20607,3260,147970,123015,137450,260465,23821,18243,20302,38545,1842,1673,1343,3016,435,26098,19916,21645,41561,31472,25273,28764,54037,4221,4119,3690,7809,997,36690,29392,32454,61846,19302,16121,18502,34623,1900,1641,1496,3137,490,21692,17762,19998,37760,32057,26393,32866,59259,1589,1511,1449,2960,626,34272,27904,34315,62219,26727,26150,27244,53394,1779,1891,1794,3685,712,29218,28041,29038,57079
20191201,133379,112242,127791,240033,11310,10841,9772,20613,3276,147965,123083,137563,260646,23836,18276,20312,38588,1832,1666,1341,3007,441,26109,19942,21653,41595,31458,25256,28770,54026,4219,4141,3690,7831,998,36675,29397,32460,61857,19335,16155,18537,34692,1888,1628,1490,3118,493,21716,17783,20027,37810,31990,26385,32821,59206,1575,1501,1442,2943,633,34198,27886,34263,62149,26760,26170,27351,53521,1796,1905,1809,3714,711,29267,28075,29160,57235
20200101,133298,112247,127818,240065,11128,10678,9636,20314,3267,147693,122925,137454,260379,23864,18307,20366,38673,1792,1629,1327,2956,444,26100,19936,21693,41629,31430,25262,28773,54035,4130,4064,3616,7680,999,36559,29326,32389,61715,19366,16145,18558,34703,1862,1613,1462,3075,483,21711,17758,20020,37778,31943,26377,32818,59195,1553,1477,1419,2896,630,34126,27854,34237,62091,26695,26156,27303,53459,1791,1895,1812,3707,711,29197,28051,29115,57166
20200201,133416,112428,127986,240414,11282,10806,9795,20601,3282,147980,123234,137781,261015,23916,18374,20408,38782,1827,1657,1368,3025,446,26189,20031,21776,41807,31445,25289,28811,54100,4187,4106,3670,7776,1008,36640,29395,32481,61876,19404,16191,18574,34765,1884,1632,1492,3124,483,21771,17823,20066,37889,31941,26389,32853,59242,1550,1474,1418,2892,632,34123,27863,34271,62134,26710,26185,27340,53525,1834,1937,1847,3784,713,29257,28122,29187,57309
20200301,133455,112496,128075,240571,11270,10794,9791,20585,3291,148016,123290,137866,261156,23898,18378,20416,38794,1824,1659,1372,3031,450,26172,20037,21788,41825,31483,25321,28887,54208,4188,4119,3667,7786,1014,36685,29440,32554,61994,19411,16204,18578,34782,1881,1631,1494,3125,486,21778,17835,20072,37907,31922,26370,32813,59183,1547,1463,1412,2875,632,34101,27833,34225,62058,26741,26223,27381,53604,1830,1922,1846,3768,709,29280,28145,29227,57372
20200401,134290,112865,128471,241336,11256,10801,9786,20587,3302,148848,123666,138257,261923,24101,18419,20505,38924,1826,1654,1373,3027,451,26378,20073,21878,41951,31723,25464,29042,54506,4185,4141,3679,7820,1025,36933,29605,32721,62326,19495,16272,18611,34883,1883,1635,1486,3121,486,21864,17907,20097,38004,32119,26472,32907,59379,1572,1481,1427,2908,632,34323,27953,34334,62287,26852,26238,27406,53644,1790,1890,1821,3711,708,29350,28128,29227,57355
20200501,134667,113131,128664,241795,11126,10719,9725,20444,3318,149111,123850,138389,262239,24146,18446,20501,38947,1808,1644,1363,3007,458,26412,20090,21864,41954,31805,25504,29072,54576,4130,4091,3644,7735,1019,36954,29595,32716,62311,19604,16328,18679,35007,1868,1629,1474,3103,488,21960,17957,20153,38110,32253,26599,32995,59594,1545,1457,1425,2882,638,34436,28056,34420,62476,26859,26254,27417,53671,1775,1898,1819,3717,715,29349,28152,29236,57388
20200601,134481,113029,128604,241633,11017,10644,9665,20309,3332,148830,123673,138269,261942,24094,18416,20483,38899,1784,1624,1345,2969,456,26334,20040,21828,41868,31810,25494,29106,54600,4083,4044,3622,7666,1020,36913,29538,32728,62266,19573,16321,18640,34961,1850,1624,1468,3092,493,21916,17945,20108,38053,32213,26594,32984,59578,1525,1442,1417,2859,642,34380,28036,34401,62437,26791,26204,27391,53595,1775,1910,1813,3723,721,29287,28114,29204,57318
20200701,134238,112919,128495,241414,10818,10470,9518,19988,3322,148378,123389,138013,261402,24031,18389,20462,38851,1748,1586,1332,2918,455,26234,19975,21794,41769,31793,25495,29093,54588,4008,3975,3542,7517,1012,36813,29470,32635,62105,19509,16280,18624,34904,1824,1605,1449,3054,492,21825,17885,20073,37958,32157,26574,32937,59511,1495,1418,1406,2824,643,34295,27992,34343,62335,26748,26181,27379,53560,1743,1886,1789,3675,720,29211,28067,29168,57235
20200801,134122,112867,128503,241370,10607,10253,9363,19616,3317,148046,123120,137866,260986,24006,18387,20494,38881,1727,1562,1309,2871,456,26189,19949,21803,41752,31738,25448,29062,54510,3928,3887,3467,7354,1003,36669,29335,32529,61864,19527,16284,18628,34912,1787,1555,1429,2984,493,21807,17839,20057,37896,32116,26543,32913,59456,1457,1384,1377,2761,638,34211,27927,34290,62217,26735,26205,27406,53611,1708,1865,1781,3646,727,29170,28070,29187,57257
20200901,133895,112747,128336,241083,10365,10041,9160,19201,3314,147574,122788,137496,260284,23976,18383,20469,38852,1688,1531,1293,2824,462,26126,19914,21762,41676,31691,25394,29016,54410,3835,3797,3373,7170,995,36521,29191,32389,61580,19455,16257,18569,34826,1745,1521,1399,2920,495,21695,17778,19968,37746,32050,26500,32848,59348,1420,1355,1346,2701,634,34104,27855,34194,62049,26723,26213,27434,53647,1677,1837,1749,3586,728,29128,28050,29183,57233
20201001,133822,112653,128272,240925,10211,9923,9045,18968,3292,147325,122576,137317,259893,24002,18405,20485,38890,1664,1508,1273,2781,455,26121,19913,21758,41671,31612,25352,28978,54330,3771,3748,3326,7074,997,36380,29100,32304,61404,19454,16245,18569,34814,1736,1525,1391,2916,497,21687,17770,19960,37730,32007,26456,32809,59265,1395,1333,1339,2672,623,34025,27789,34148,61937,26747,26195,27431,53626,1645,1809,1716,3525,720,29112,28004,29147,57151
20201101,133668,112589,128182,240771,10029,9776,8946,18722,3286,146983,122365,137128,259493,23959,18391,20452,38843,1628,1469,1257,2726,453,26040,19860,21709,41569,31540,25333,28935,54268,3701,3699,3278,6977,992,36233,29032,32213,61245,19425,16213,18536,34749,1724,1510,1379,2889,495,21644,17723,19915,37638,31969,26427,32772,59199,1378,1317,1324,2641,620,33967,27744,34096,61840,26775,26225,27487,53712,1598,1781,1708,3489,726,29099,28006,29195,57201
20201201,133464,112479,128139,240618,10118,9868,9054,18922,3293,146875,122347,137193,259540,23890,18340,20423,38763,1645,1482,1271,2753,458,25993,19822,21694,41516,31472,25269,28932,54201,3707,3721,3306,7027,997,36176,28990,32238,61228,19462,16256,18553,34809,1746,1519,1390,2909,494,21702,17775,19943,37718,31871,26390,32736,59126,1381,1326,1335,2661,620,33872,27716,34071,61787,26769,26224,27495,53719,1639,1820,1752,3572,724,29132,28044,29247,57291
20210101,133258,112362,127956,240318,9973,9749,8969,18718,3296,146527,122111,136925,259036,23891,18351,20418,38769,1619,1461,1255,2716,464,25974,19812,21673,41485,31410,25236,28876,54112,3640,3688,3256,6944,998,36048,28924,32132,61056,19446,16248,18535,34783,1711,1489,1380,2869,486,21643,17737,19915,37652,31770,26322,32652,58974,1378,1329,1339,2668,622,33770,27651,33991,61642,26741,26205,27475,53680,1625,1782,1739,3521,726,29092,27987,29214,57201
20210201,133216,112374,127952,240326,9979,9782,8958,18740,3282,146477,122156,136910,259066,23865,18329,20424,38753,1619,1463,1242,2705,464,25948,19792,21666,41458,31431,25282,28876,54158,3656,3703,3280,6983,995,36082,28985,32156,61141,19443,16226,18545,34771,1692,1483,1361,2844,481,21616,17709,19906,37615,31717,26297,32620,58917,1383,1336,1345,2681,624,33724,27633,33965,61598,26760,26240,27487,53727,1629,1797,1730,3527,718,29107,28037,29217,57254
20210301,133154,112297,127935,240232,9816,9650,8844,18494,3284,146254,121947,136779,258726,23906,18359,20424,38783,1581,1433,1204,2637,458,25945,19792,21628,41420,31388,25225,28859,54084,3589,3655,3260,6915,1000,35977,28880,32119,60999,19440,16224,18551,34775,1680,1473,1355,2828,485,21605,17697,19906,37603,31674,26261,32593,58854,1365,1322,1328,2650,624,33663,27583,33921,61504,26746,26228,27508,53736,1601,1767,1697,3464,717,29064,27995,29205,57200
20210401,133853,112373,128157,240530,9708,9558,8733,18291,3272,146833,121931,136890,258821,24129,18456,20542,38998,1579,1433,1200,2633,466,26174,19889,21742,41631,31574,25239,28917,54156,3557,3632,3215,6847,998,36129,28871,32132,61003,19455,16155,18551,34706,1660,1448,1337,2785,481,21596,17603,19888,37491,31821,26270,32607,58877,1337,1307,1308,2615,613,33771,27577,33915,61492,26874,26253,27540,53793,1575,1738,1673,3411,714,29163,27991,29213,57204
20210501,133912,112293,128131,240424,9701,9526,8686,18212,3259,146872,121819,136817,258636,24142,18462,20509,38971,1607,1451,1197,2648,459,26208,19913,21706,41619,31532,25178,28900,54078,3516,3591,3183,6774,999,36047,28769,32083,60852,19499,16156,18578,34734,1645,1442,1325,2767,479,21623,17598,19903,37501,31814,26249,32599,58848,1321,1299,1303,2602,618,33753,27548,33902,61450,26925,26248,27545,53793,1612,1743,1678,3421,704,29241,27991,29223,57214
20210601,133829,112197,128139,240336,9697,9522,8625,18147,3251,146777,121719,136764,258483,24152,18468,20526,38994,1616,1460,1179,2639,456,26224,19928,21705,41633,31467,25110,28906,54016,3469,3554,3151,6705,1003,35939,28664,32057,60721,19489,16143,18570,34713,1646,1443,1313,2756,472,21607,17586,19883,37469,31800,26215,32594,58809,1322,1298,1301,2599,618,33740,27513,33895,61408,26921,26261,27543,53804,1644,1767,1681,3448,702,29267,28028,29224,57252
20210701,133900,112282,128222,240504,9638,9432,8507,17939,3266,146804,121714,136729,258443,24187,18528,20536,39064,1606,1455,1160,2615,463,26256,19983,21696,41679,31441,25113,28909,54022,3411,3471,3070,6541,1010,35862,28584,31979,60563,19533,16175,18607,34782,1638,1425,1309,2734,469,21640,17600,19916,37516,31787,26196,32580,58776,1318,1298,1288,2586,617,33722,27494,33868,61362,26952,26270,27590,53860,1665,1783,1680,3463,707,29324,28053,29270,57323
20210801,133826,112212,128148,240360,9552,9326,8435,17761,3265,146643,121538,136583,258121,24161,18516,20511,39027,1590,1440,1161,2601,463,26214,19956,21672,41628,31410,25089,28890,53979,3355,3401,2999,6400,1009,35774,28490,31889,60379,19574,16182,18637,34819,1630,1418,1303,2721,475,21679,17600,19940,37540,31729,26172,32544,58716,1311,1280,1291,2571,617,33657,27452,33835,61287,26952,26253,27566,53819,1666,1787,1681,3468,701,29319,28040,29247,57287
20210901,133915,112283,128184,240467,9447,9218,8380,17598,3260,146622,121501,136564,258065,24152,18513,20475,38988,1581,1434,1156,2590,463,26196,19947,21631,41578,31424,25091,28870,53961,3323,3351,2987,6338,1002,35749,28442,31857,60299,19644,16232,18704,34936,1612,1404,1288,2692,471,21727,17636,19992,37628,31724,26165,32541,58706,1303,1267,1284,2551,618,33645,27432,33825,61257,26971,26282,27594,53876,1628,1762,1665,3427,706,29305,28044,29259,57303
20211001,133879,112238,128173,240411,9258,9053,8341,17394,3254,146391,121291,136514,257805,24134,18530,20455,38985,1525,1383,1156,2539,466,26125,19913,21611,41524,31440,25078,28904,53982,3283,3317,2978,6295,1001,35724,28395,31882,60277,19635,16220,18692,34912,1593,1384,1277,2661,468,21696,17604,19969,37573,31685,26102,32500,58602,1302,1266,1279,2545,609,33596,27368,33779,61147,26985,26308,27622,53930,1555,1703,1651,3354,710,29250,28011,29273,57284
20211101,133843,112263,128105,240368,9141,8962,8312,17274,3264,146248,121225,136417,257642,24114,18542,20386,38928,1485,1339,1159,2498,464,26063,19881,21545,41426,31453,25098,28915,54013,3263,3297,2981,6278,1005,35721,28395,31896,60291,19633,16228,18677,34905,1567,1371,1257,2628,470,21670,17599,19934,37533,31633,26072,32473,58545,1288,1266,1264,2530,609,33530,27338,33737,61075,27010,26323,27654,53977,1538,1689,1651,3340,716,29264,28012,29305,57317
20211201,133801,112280,128057,240337,9078,8890,8279,17169,3264,146143,121170,136336,257506,24139,18551,20416,38967,1480,1349,1151,2500,465,26084,19900,21567,41467,31413,25116,28912,54028,3222,3251,2960,6211,1010,35645,28367,31872,60239,19650,16251,18681,34932,1554,1349,1251,2600,467,21671,17600,19932,37532,31616,26073,32417,58490,1277,1246,1257,2503,603,33496,27319,33674,60993,26983,26289,27631,53920,1545,1695,1660,3355,719,29247,27984,29291,57275
20220101,133761,112215,128039,240254,8936,8732,8197,16929,3254,145951,120947,136236,257183,24094,18509,20368,38877,1453,1328,1152,2480,463,26010,19837,21520,41357,31387,25077,28865,53942,3145,3162,2901,6063,1001,35533,28239,31766,60005,19673,16234,18704,34938,1519,1315,1233,2548,461,21653,17549,19937,37486,31651,26132,32499,58631,1271,1243,1243,2486,610,33532,27375,33742,61117,26956,26263,27603,53866,1548,1684,1668,3352,719,29223,27947,29271,57218
