地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,南スーダン,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13109,品川区,10446,5050,5396,8697,1,1,181,0,1,75,0,7,31,3844,0,393,110,21,0,3,0,2310,0,2,0,57,9,0,0,489,39,679,0,26,0,37,164,0,9,208,0,0,743,0,6,8,5,1,1,3,10,1,6,138,83,1,0,0,20,48,3,1,0,2,1,1,0,0,0,0,15,10,6,7,9,73,0,19,33,14,0,0,179,14,20,2,1,0,0,0,0,0,2,0,0,0,0,60,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,10,1,0,1,2,0,0,0,2,2,0,8,0,2,0,0,9,0,0,1,0,0,3,0,0,0,2,0,5,2,3,1,0,0,0,0,0,0,0,665,0,0,0,99,0,4,1,0,0,1,1,1,1,14,0,0,0,0,0,0,543,0,0,159,18,0,84,1,20,0,0,3,30,0,2,1,112,85,0,0,0,0,27,0,0,0,0,0,0,0,0,10
4,13110,目黒区,6982,3689,3293,4593,0,0,40,0,0,17,0,2,25,1613,0,132,166,14,1,11,1,1464,0,1,1,50,26,0,0,229,28,511,0,0,0,45,126,0,18,72,0,0,1163,1,10,12,9,4,2,3,14,2,19,239,153,3,8,1,27,79,2,1,1,1,1,3,0,1,3,2,19,9,18,5,11,50,0,39,59,27,0,0,307,8,2,0,1,0,0,0,4,0,3,0,0,0,0,56,2,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,1,0,2,3,0,0,0,0,1,0,2,1,0,0,0,10,0,0,4,0,0,2,0,0,0,1,0,1,1,5,5,0,0,1,0,0,0,0,865,0,0,0,118,0,2,0,0,0,1,0,0,4,19,1,0,0,0,0,2,718,0,0,95,15,2,44,4,12,0,0,1,12,0,5,0,203,165,1,0,0,0,37,0,0,0,0,0,0,0,0,7
4,13111,大田区,18545,8602,9943,16499,0,0,110,0,0,137,1,10,36,7513,0,247,177,53,5,12,1,3671,0,15,7,68,48,0,0,1146,63,2120,0,19,1,36,403,0,13,586,1,0,818,2,14,13,2,5,3,1,10,2,11,91,187,2,9,1,12,54,2,6,0,0,2,0,0,1,1,1,12,1,15,1,16,87,0,40,19,18,0,0,157,6,10,0,0,0,0,1,2,1,0,0,0,0,0,111,3,0,0,1,0,0,0,4,0,1,0,4,0,0,2,21,11,0,1,7,0,0,0,3,2,1,7,1,1,0,0,16,0,0,7,1,0,0,0,0,1,1,0,3,3,4,3,1,0,1,0,0,0,0,646,0,0,0,84,0,6,0,0,2,2,0,2,1,16,0,1,0,0,0,1,531,0,0,334,17,3,229,3,12,4,0,3,61,0,1,1,113,79,6,0,0,1,23,0,0,0,0,4,0,0,0,24
4,13112,世田谷区,14845,7558,7287,10555,7,5,71,0,0,60,0,8,53,4007,1,365,109,65,1,12,3,4019,0,9,6,86,61,0,0,273,44,727,0,3,4,43,194,0,38,281,0,0,1980,0,35,21,18,5,2,8,14,2,29,344,309,9,12,3,45,113,4,0,0,1,3,6,0,1,3,0,29,11,20,7,31,105,0,49,66,40,1,0,585,35,6,0,1,0,0,0,1,2,1,0,0,0,3,159,6,0,2,5,0,0,0,5,0,1,1,3,0,0,1,15,3,0,3,13,0,0,0,0,6,0,18,0,0,1,0,21,0,0,4,0,0,2,0,0,0,14,0,9,2,9,11,0,1,2,1,0,0,0,1585,0,0,0,243,3,7,2,0,2,1,0,1,2,38,0,1,0,0,0,2,1283,0,0,211,15,3,91,6,29,1,0,9,50,0,0,7,348,251,2,0,0,0,91,0,1,0,1,2,0,0,0,7
4,13113,渋谷区,8880,4865,4015,4691,14,3,34,0,0,14,0,8,25,1855,0,171,53,16,0,32,0,1574,0,0,1,49,23,0,0,132,14,279,0,14,0,53,188,1,40,98,0,0,2042,0,17,25,5,3,1,3,32,2,23,519,141,8,7,0,48,134,1,2,0,2,3,1,0,1,1,1,40,15,20,16,21,69,0,42,106,35,0,0,660,16,9,1,0,0,0,3,1,0,8,0,0,0,0,63,3,0,0,2,0,0,0,0,0,1,0,1,0,0,0,5,3,0,2,1,1,2,0,0,1,0,6,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,1,13,3,0,1,0,0,0,0,0,1505,0,0,0,197,0,3,0,0,0,1,0,0,5,29,0,0,0,0,0,0,1270,0,0,178,19,3,99,6,14,3,0,4,28,0,1,1,388,326,0,0,0,0,62,0,0,0,0,0,0,0,0,13
4,13114,中野区,10949,5343,5606,9514,2,0,182,1,0,57,0,2,43,4342,1,82,56,26,0,8,0,2880,0,2,1,50,41,0,2,508,15,412,0,31,0,18,197,0,64,491,0,0,638,1,3,5,4,1,0,4,12,1,4,145,60,3,3,1,9,46,2,1,0,1,0,1,0,1,0,0,6,6,7,6,9,53,0,30,26,6,1,0,163,6,6,0,0,0,2,0,1,0,2,0,0,0,0,80,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,20,5,0,1,8,0,0,0,0,2,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,5,1,5,0,0,0,0,0,0,0,480,0,0,0,86,0,2,1,1,2,0,1,0,0,11,0,0,0,1,0,0,375,0,0,110,6,1,61,5,18,0,0,1,16,0,1,1,119,91,0,0,0,0,26,0,0,1,1,0,0,0,0,8
4,13115,杉並区,10709,5192,5517,8898,0,0,141,0,0,36,0,7,25,3822,0,113,87,45,0,7,1,2672,1,5,3,42,37,0,1,707,31,442,0,1,1,30,193,0,32,415,1,0,758,0,10,8,3,0,1,7,10,3,8,160,68,1,6,1,11,66,2,2,0,0,3,1,0,0,1,0,7,1,12,8,8,46,0,25,24,12,0,0,236,1,3,0,0,0,1,1,0,0,1,0,0,0,0,55,2,0,0,0,0,0,0,0,0,2,0,5,0,0,0,9,2,1,2,4,0,0,0,0,0,0,4,0,0,0,0,14,0,0,2,0,0,0,0,0,0,1,0,1,0,4,2,0,0,0,0,0,0,0,713,0,0,0,127,0,3,0,0,1,0,0,1,1,23,0,0,0,0,0,0,557,0,0,154,8,3,80,7,30,1,0,1,23,1,0,0,126,104,0,0,1,2,18,0,0,0,0,0,0,0,1,5
4,13116,豊島区,19533,9376,10157,18130,2,0,997,0,0,114,0,3,39,11584,1,124,87,15,0,5,4,2649,0,1,0,116,33,1,0,934,44,400,0,7,3,41,271,0,16,639,0,0,622,0,5,5,5,1,1,3,13,1,9,195,41,0,4,1,9,28,2,0,0,0,0,0,1,0,1,0,11,5,14,5,7,46,0,28,33,13,0,0,117,4,12,0,0,0,0,1,0,0,1,0,0,0,0,72,3,0,0,1,0,0,1,2,0,0,0,4,0,0,0,9,3,0,1,4,1,1,0,0,1,0,9,0,0,1,0,14,0,0,1,1,0,0,0,0,0,2,0,4,2,3,4,0,0,0,0,0,0,0,491,0,0,0,76,0,1,3,0,0,0,0,1,4,16,0,0,1,0,0,1,388,0,0,109,5,4,47,5,21,0,0,2,22,0,0,3,97,77,0,0,0,0,20,0,0,0,0,0,0,0,0,12
4,13117,北区,14558,6757,7801,13751,1,0,611,0,0,469,0,8,25,7836,0,116,49,3,0,2,0,2762,0,4,0,57,54,0,0,357,27,767,0,2,3,12,145,0,8,433,0,0,334,0,3,3,2,4,1,0,2,0,2,81,30,0,3,0,6,15,1,0,0,0,0,1,0,0,0,0,6,1,4,1,5,30,0,9,15,3,0,0,69,19,15,0,2,0,0,0,0,0,0,0,1,0,0,58,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,8,3,0,2,4,0,0,0,0,0,0,6,1,1,0,1,7,0,0,2,0,0,2,0,0,0,0,0,1,2,2,10,0,0,0,0,0,0,0,234,0,0,0,42,0,1,0,0,0,0,0,2,1,10,0,0,0,0,0,0,178,0,0,119,8,5,79,4,8,1,0,1,12,0,0,1,49,37,0,0,0,0,11,0,0,1,0,0,0,0,0,13
4,13118,荒川区,15559,7423,8136,15009,1,0,310,0,0,45,0,3,11,6846,0,79,45,11,0,3,0,6019,0,0,1,43,100,0,1,447,12,506,0,3,0,5,151,0,16,351,0,0,255,0,0,2,2,0,0,0,1,0,2,36,17,1,0,0,8,27,0,0,0,2,0,0,0,0,0,0,2,3,2,1,14,23,0,5,16,6,0,2,49,7,25,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,1,0,5,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,164,0,0,0,27,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,132,0,0,45,1,0,25,2,8,0,0,0,9,0,0,0,32,20,2,0,0,0,10,0,0,0,0,0,0,0,0,17
4,13119,板橋区,16714,7345,9369,15545,2,1,181,0,0,124,1,5,19,9355,0,68,89,47,0,1,0,3112,0,11,0,83,56,0,0,349,46,1255,0,4,3,16,251,0,25,436,1,4,489,0,2,6,1,0,2,4,2,1,5,143,28,0,3,0,3,29,1,4,0,2,1,2,0,1,1,0,4,3,11,7,13,50,0,10,18,1,0,0,109,5,10,0,0,0,0,0,5,0,1,0,1,0,0,87,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,19,6,3,0,0,0,0,0,1,1,0,3,0,0,0,0,26,0,0,4,2,0,1,0,0,0,1,0,6,0,3,4,1,0,0,0,0,0,1,304,0,0,0,48,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,249,0,0,211,6,30,105,3,23,1,0,2,38,0,0,3,59,35,1,0,0,0,21,0,0,0,0,1,0,0,1,19
4,13120,練馬区,12858,5741,7117,11378,3,0,45,0,0,63,0,2,41,5161,0,129,85,38,0,5,1,3892,0,2,0,71,34,0,1,254,34,870,0,32,1,21,256,0,38,299,0,0,548,0,5,9,2,2,0,1,3,4,6,94,46,3,11,1,7,50,2,0,0,1,0,3,0,0,0,0,3,4,9,2,17,46,0,45,11,7,0,0,132,12,6,1,0,0,0,0,1,0,2,0,0,0,0,105,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,27,5,0,0,2,1,0,0,1,1,0,1,0,0,0,0,38,0,0,3,0,0,0,0,0,0,0,1,4,2,2,10,0,0,0,0,0,0,0,532,0,0,0,93,1,4,1,0,1,0,0,3,3,9,0,0,0,0,0,2,415,0,0,180,6,4,101,2,34,2,0,10,17,0,0,4,105,81,0,0,0,1,23,0,0,0,0,0,0,0,0,10
4,13121,足立区,22516,9598,12918,21461,0,2,61,0,0,142,0,5,36,8754,0,109,124,50,0,1,1,7791,0,2,3,61,95,0,0,185,111,3253,0,0,3,20,387,0,12,253,0,0,317,0,1,2,0,4,0,1,2,0,4,53,19,2,0,1,4,10,1,2,0,0,0,3,0,0,0,0,6,2,11,4,11,60,0,4,9,4,1,0,87,7,0,0,0,0,0,1,1,0,0,0,0,0,0,162,1,0,0,7,0,0,0,2,0,1,0,10,0,0,0,49,2,0,1,4,1,0,0,0,4,0,2,0,0,0,0,50,0,0,5,0,0,1,0,0,0,0,0,7,2,3,7,1,0,1,0,0,1,0,290,0,0,0,42,0,3,6,0,2,1,0,0,1,18,0,0,0,0,0,0,217,0,0,214,4,1,156,1,17,2,0,4,26,0,1,2,47,30,1,0,0,0,15,0,1,0,0,0,0,0,0,25
4,13122,葛飾区,13966,6287,7679,13269,0,0,105,0,1,243,1,2,31,6978,0,69,63,22,3,1,1,3430,0,1,0,37,48,0,0,295,71,1372,0,0,1,9,227,0,4,253,1,0,236,0,0,2,1,3,0,6,1,0,1,34,21,2,0,0,1,9,3,2,0,0,0,3,0,0,1,0,8,0,2,2,7,39,0,8,5,5,0,0,51,10,7,0,0,0,0,0,2,0,0,0,0,0,0,151,0,0,0,12,0,0,0,1,0,0,0,43,0,1,0,27,1,0,0,4,1,0,0,0,1,1,0,0,1,0,0,33,0,1,3,0,0,5,0,0,0,0,0,1,8,2,2,0,1,2,0,0,0,0,169,0,0,0,33,0,1,0,1,0,0,0,0,0,4,1,1,0,0,0,0,128,0,0,96,6,2,53,5,3,0,0,1,24,0,0,2,30,21,5,0,0,0,4,0,0,0,0,0,0,0,0,15
4,13123,江戸川区,23496,10406,13090,22405,1,0,91,0,0,188,0,7,48,11379,1,1959,163,45,0,1,0,4466,0,3,0,72,77,0,1,377,66,2374,0,23,0,13,421,0,12,617,0,0,401,1,2,2,2,0,0,3,4,1,2,47,21,1,0,1,2,21,1,0,0,0,1,6,0,0,3,0,2,1,8,1,37,96,0,10,9,3,0,0,86,9,17,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,6,0,0,0,1,0,2,0,4,0,0,0,30,3,0,1,3,0,0,0,0,0,0,4,0,0,0,1,18,0,0,6,0,0,0,0,0,0,3,1,1,5,2,5,0,0,2,0,0,0,0,318,0,0,0,60,7,6,2,0,0,1,1,0,0,15,0,0,0,0,0,0,226,0,0,184,11,3,108,1,20,0,0,0,38,0,0,3,55,37,3,0,0,0,15,0,0,0,0,0,0,0,0,35
1,13200,市部,62957,28070,34887,53609,82,14,237,1,2,284,1,105,340,24045,0,623,664,275,4,12,2,14833,0,110,7,486,231,2,1,1405,161,6693,0,81,21,135,1210,0,55,1481,6,0,2474,1,37,32,28,17,7,17,19,4,31,288,240,7,28,0,44,162,14,6,0,0,3,15,0,0,8,1,42,17,59,19,66,304,0,79,52,29,1,4,629,70,55,3,5,0,0,6,10,1,8,0,0,1,5,671,13,0,0,25,0,0,2,15,0,2,0,6,0,2,0,161,43,0,9,22,1,1,0,4,8,1,17,2,3,11,0,138,1,2,28,10,4,11,0,0,1,14,3,14,14,14,53,1,8,6,1,0,0,0,3230,1,1,2,399,8,7,10,1,6,10,2,9,17,68,2,5,0,0,0,2,2679,0,1,2428,39,31,942,22,109,7,0,22,1233,0,1,22,494,309,11,0,1,1,153,0,0,3,5,7,0,0,4,51
