地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,南スーダン,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
0,13000,東京都総数,394410,185156,209254,341280,138,35,4998,5,5,2533,17,256,1019,162809,6,7902,2587,996,17,203,22,96215,15,205,38,1959,1309,4,11,10623,1041,28075,2,406,48,884,6885,1,568,9427,11,5,21722,10,216,250,128,76,30,96,235,36,206,4642,2153,70,143,25,358,1269,49,57,2,14,27,62,1,7,34,10,348,124,308,134,491,2036,0,709,877,360,4,9,5250,350,355,11,13,0,9,17,46,8,44,0,3,1,9,2534,47,3,4,92,2,0,5,57,0,11,4,110,0,3,3,483,108,5,37,100,9,7,0,13,37,3,126,13,10,14,3,495,1,7,84,18,4,34,0,0,2,52,6,108,67,109,194,7,11,19,2,0,1,4,18958,1,2,2,2643,28,79,42,5,21,24,6,26,55,400,9,11,1,2,0,10,15590,0,1,5949,236,115,2939,110,514,31,0,74,1844,1,15,70,3596,2742,42,0,3,5,765,0,4,6,7,15,0,0,7,371
1,13100,区部,330586,156754,173832,287001,56,21,4758,4,3,2234,16,150,675,138642,6,7279,1906,715,13,191,20,81208,15,94,31,1471,1077,2,10,9215,872,21114,2,325,27,748,5654,1,513,7923,5,5,19237,9,178,218,100,59,23,79,216,32,175,4353,1910,63,115,25,314,1106,35,51,2,14,24,47,1,7,26,9,306,107,249,115,425,1731,0,629,825,329,3,5,4620,280,300,8,8,0,9,11,36,7,36,0,3,0,4,1855,34,3,4,67,2,0,3,42,0,9,4,104,0,1,3,317,65,5,28,78,8,6,0,9,29,2,108,11,7,3,3,356,0,5,56,8,0,23,0,0,1,38,3,94,53,95,140,6,3,13,1,0,1,4,15662,0,1,0,2239,20,67,32,4,15,14,4,17,38,332,7,6,1,2,0,8,12855,0,0,3415,193,84,1954,88,405,24,0,52,552,1,14,48,3099,2432,31,0,2,4,610,0,4,3,2,8,0,0,3,317
4,13101,千代田区,2457,1400,1057,1762,0,0,7,0,0,5,0,0,1,1084,0,93,8,1,0,2,0,370,0,2,0,14,4,0,0,44,8,47,0,3,0,13,32,0,0,24,0,0,413,0,2,3,3,1,0,3,1,0,5,153,50,1,1,0,4,9,0,1,0,0,0,2,0,0,1,0,7,1,4,1,1,33,0,20,16,10,0,0,72,1,2,2,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,207,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,172,0,0,22,2,0,12,2,3,0,0,0,1,0,0,2,44,39,0,0,0,0,5,0,0,0,0,0,0,0,0,1
4,13102,中央区,4916,2533,2383,3972,0,0,25,0,0,5,0,8,6,2136,0,234,14,22,0,11,1,1095,0,2,0,26,17,1,0,73,18,113,0,3,0,40,52,0,7,63,0,0,475,2,3,2,2,4,0,1,5,0,0,80,52,4,7,1,12,20,0,0,0,0,1,0,0,0,1,1,9,3,7,1,16,89,0,8,12,7,0,0,95,15,11,0,1,0,0,0,2,1,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,325,0,0,0,53,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,267,0,0,37,5,2,13,1,5,1,0,2,8,0,0,0,76,61,2,0,1,0,12,0,0,0,0,0,0,0,0,9
4,13103,港区,18104,9570,8534,9965,7,3,25,0,0,50,8,9,47,3492,0,627,104,89,2,52,2,3662,12,1,3,125,50,0,1,97,85,889,1,73,5,139,179,0,63,63,0,0,3128,1,33,47,17,10,2,5,49,6,19,680,309,9,20,10,46,157,1,4,1,2,1,4,0,0,5,2,59,10,33,14,81,230,0,95,227,70,0,1,800,42,15,0,0,0,0,1,5,0,4,0,1,0,0,183,3,0,1,3,0,0,1,1,0,0,0,10,0,0,0,23,0,0,3,5,1,1,0,1,4,0,10,3,2,1,0,19,0,4,2,2,0,3,0,0,0,2,0,19,0,23,32,1,0,1,0,0,0,2,3765,0,1,0,358,3,9,4,0,1,4,0,1,5,36,0,1,0,0,0,0,3342,0,0,397,12,3,268,13,48,3,0,2,43,0,1,4,646,542,2,0,0,0,100,0,1,0,0,0,0,0,1,20
4,13104,新宿区,34121,16917,17204,30491,4,5,1086,2,1,123,2,29,29,12713,2,207,104,28,1,8,0,11377,0,17,5,114,83,0,0,1493,27,654,1,51,0,70,675,0,39,1539,1,1,1926,0,9,22,5,1,5,11,21,4,9,759,142,6,7,2,19,89,2,5,0,0,3,2,0,0,1,0,34,16,11,17,17,143,0,76,65,30,0,1,346,14,18,1,2,0,0,1,4,0,5,0,0,0,1,83,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,9,3,0,2,3,0,1,0,0,0,0,5,0,0,0,1,16,0,0,4,1,0,1,0,0,0,2,1,11,1,5,8,0,0,0,0,0,0,0,1201,0,0,0,202,0,5,4,1,0,0,1,1,2,24,1,0,0,1,0,0,959,0,0,224,19,5,126,9,33,0,0,2,26,0,1,3,181,145,0,0,0,0,36,0,0,0,0,0,0,0,0,15
4,13105,文京区,7087,3386,3701,6085,1,1,117,1,0,15,3,4,14,2912,0,88,68,24,0,4,2,1887,2,1,0,82,42,0,0,172,3,193,0,8,2,25,198,0,7,209,0,0,504,0,6,8,6,0,0,4,2,1,6,149,48,1,6,0,6,27,0,7,0,0,1,0,0,0,0,0,10,3,4,5,11,34,0,23,21,7,0,0,94,7,1,0,0,0,0,0,1,2,3,0,0,0,0,35,2,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,1,0,1,1,0,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9,1,0,0,0,0,0,0,348,0,0,0,48,2,2,2,1,0,0,0,1,2,11,0,1,0,0,0,0,278,0,0,41,2,2,23,0,5,0,0,2,6,0,1,0,66,52,2,0,0,0,12,0,0,0,0,0,0,0,0,8
4,13106,台東区,12802,6212,6590,12019,7,0,65,0,0,35,0,7,24,6083,0,611,32,12,0,5,1,3543,0,4,0,37,40,0,1,277,25,632,0,7,0,12,258,0,23,278,0,0,421,0,7,4,1,3,2,3,1,0,3,83,32,3,2,0,2,23,2,2,0,0,1,0,0,0,0,0,6,1,4,1,15,66,0,10,7,5,0,1,69,7,53,0,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,225,0,0,0,41,1,2,0,0,0,0,0,1,0,6,3,0,0,0,0,0,171,0,0,50,5,5,24,1,6,1,0,0,6,0,0,2,53,44,0,0,0,0,9,0,0,0,0,0,0,0,0,12
4,13107,墨田区,9309,3787,5522,8667,1,0,67,0,0,92,0,4,21,4493,0,76,21,21,0,1,0,1970,0,3,0,29,49,0,0,106,13,1250,0,3,0,14,341,0,6,86,0,0,310,0,2,2,1,1,0,1,0,0,1,31,21,0,3,0,3,15,0,2,0,0,0,3,0,0,1,0,3,0,6,1,39,80,0,9,5,1,0,0,51,13,12,0,0,0,2,0,0,0,1,0,0,0,0,69,1,0,0,14,0,0,0,2,0,0,0,7,0,0,0,8,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,162,0,0,0,36,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,119,0,0,62,1,1,36,0,9,0,0,0,15,0,0,0,33,24,0,0,0,0,8,0,0,0,0,1,0,0,0,6
4,13108,江東区,21234,9717,11517,19645,2,0,206,0,0,125,0,10,45,10840,0,1187,92,47,0,4,1,4593,0,6,0,102,50,0,2,271,48,1369,0,12,0,36,345,0,23,229,0,0,716,1,3,7,4,6,0,4,7,1,1,99,32,3,3,1,10,37,3,9,0,0,2,5,0,1,2,2,8,1,21,2,29,183,0,25,23,5,0,0,106,22,40,1,0,0,3,1,2,1,0,0,0,0,0,79,5,0,0,2,0,0,0,2,0,0,0,2,0,0,0,13,5,0,3,2,0,1,0,0,1,0,5,2,0,0,0,9,0,0,3,0,0,2,0,0,0,6,0,2,6,2,4,0,0,1,0,0,0,1,468,0,0,0,99,3,4,2,0,2,2,0,0,3,15,1,0,0,0,0,0,337,0,0,183,2,2,90,7,27,4,0,2,41,0,0,8,117,86,4,0,0,0,25,0,1,1,0,0,0,0,0,26
